Date,Hours,SE1
4/2/2018,08 - 09,310.98
4/2/2018,09 - 10,318.65
4/2/2018,10 - 11,325.74
4/2/2018,11 - 12,338.92
4/2/2018,12 - 13,328.69
4/2/2018,13 - 14,315.7
4/2/2018,14 - 15,313.34
4/2/2018,15 - 16,316.39
4/2/2018,16 - 17,337.05
4/2/2018,17 - 18,390.79
4/2/2018,18 - 19,422.28
4/2/2018,19 - 20,393.74
4/2/2018,20 - 21,355.75
4/2/2018,21 - 22,344.44
4/2/2018,22 - 23,337.15
4/2/2018,23 - 00,323.97
5/2/2018,00 - 01,316.29
5/2/2018,01 - 02,306.84
5/2/2018,02 - 03,304.28
5/2/2018,03 - 04,304.38
5/2/2018,04 - 05,310.48
5/2/2018,05 - 06,331.35
5/2/2018,06 - 07,407.52
5/2/2018,07 - 08,739.06
5/2/2018,08 - 09,799.68
5/2/2018,09 - 10,791.51
5/2/2018,10 - 11,689.07
5/2/2018,11 - 12,530.33
5/2/2018,12 - 13,478.57
5/2/2018,13 - 14,473.25
5/2/2018,14 - 15,472.96
5/2/2018,15 - 16,491.75
5/2/2018,16 - 17,629.53
5/2/2018,17 - 18,917.77
5/2/2018,18 - 19,771.93
5/2/2018,19 - 20,545.29
5/2/2018,20 - 21,469.91
5/2/2018,21 - 22,393.34
5/2/2018,22 - 23,383.8
5/2/2018,23 - 00,354.47
6/2/2018,00 - 01,355.42
6/2/2018,01 - 02,344.4
6/2/2018,02 - 03,340.96
6/2/2018,03 - 04,348.14
6/2/2018,04 - 05,356.7
6/2/2018,05 - 06,367.62
6/2/2018,06 - 07,432.47
6/2/2018,07 - 08,577.12
6/2/2018,08 - 09,635.47
6/2/2018,09 - 10,626.71
6/2/2018,10 - 11,586.37
6/2/2018,11 - 12,489.64
6/2/2018,12 - 13,449.1
6/2/2018,13 - 14,438.96
6/2/2018,14 - 15,461.69
6/2/2018,15 - 16,486.59
6/2/2018,16 - 17,528.9
6/2/2018,17 - 18,612.05
6/2/2018,18 - 19,644.52
6/2/2018,19 - 20,571.51
6/2/2018,20 - 21,465.43
6/2/2018,21 - 22,396.16
6/2/2018,22 - 23,366.24
6/2/2018,23 - 00,334.36
7/2/2018,00 - 01,332.38
7/2/2018,01 - 02,329.72
7/2/2018,02 - 03,324.39
7/2/2018,03 - 04,325.97
7/2/2018,04 - 05,331.79
7/2/2018,05 - 06,339.48
7/2/2018,06 - 07,403.45
7/2/2018,07 - 08,592.11
7/2/2018,08 - 09,604.53
7/2/2018,09 - 10,581.27
7/2/2018,10 - 11,570.52
7/2/2018,11 - 12,463.18
7/2/2018,12 - 13,443.07
7/2/2018,13 - 14,455.59
7/2/2018,14 - 15,465.55
7/2/2018,15 - 16,484.57
7/2/2018,16 - 17,514.24
7/2/2018,17 - 18,593.29
7/2/2018,18 - 19,632.23
7/2/2018,19 - 20,504.78
7/2/2018,20 - 21,406.7
7/2/2018,21 - 22,396.55
7/2/2018,22 - 23,354.16
7/2/2018,23 - 00,324.39
8/2/2018,00 - 01,331.24
8/2/2018,01 - 02,325.82
8/2/2018,02 - 03,322.67
8/2/2018,03 - 04,321.29
8/2/2018,04 - 05,329.17
8/2/2018,05 - 06,343.07
8/2/2018,06 - 07,399.15
8/2/2018,07 - 08,563.54
8/2/2018,08 - 09,531.31
8/2/2018,09 - 10,461.04
8/2/2018,10 - 11,449.02
8/2/2018,11 - 12,395.21
8/2/2018,12 - 13,355.78
8/2/2018,13 - 14,353.91
8/2/2018,14 - 15,346.32
8/2/2018,15 - 16,343.86
8/2/2018,16 - 17,354.01
8/2/2018,17 - 18,400.33
8/2/2018,18 - 19,386.73
8/2/2018,19 - 20,346.22
8/2/2018,20 - 21,332.13
8/2/2018,21 - 22,323.75
8/2/2018,22 - 23,313.6
8/2/2018,23 - 00,305.03
9/2/2018,00 - 01,306.91
9/2/2018,01 - 02,303.35
9/2/2018,02 - 03,299.98
9/2/2018,03 - 04,300.87
9/2/2018,04 - 05,302.76
9/2/2018,05 - 06,311.07
9/2/2018,06 - 07,316.51
9/2/2018,07 - 08,331.36
9/2/2018,08 - 09,336.21
9/2/2018,09 - 10,335.71
9/2/2018,10 - 11,332.94
9/2/2018,11 - 12,327.8
9/2/2018,12 - 13,323.24
9/2/2018,13 - 14,319.78
9/2/2018,14 - 15,318.99
9/2/2018,15 - 16,318.1
9/2/2018,16 - 17,325.52
9/2/2018,17 - 18,336.5
9/2/2018,18 - 19,335.42
9/2/2018,19 - 20,325.91
9/2/2018,20 - 21,317.11
9/2/2018,21 - 22,315.62
9/2/2018,22 - 23,312.36
9/2/2018,23 - 00,308.5
10/2/2018,00 - 01,314.12
10/2/2018,01 - 02,311.53
10/2/2018,02 - 03,309.44
10/2/2018,03 - 04,310.33
10/2/2018,04 - 05,313.12
10/2/2018,05 - 06,316.81
10/2/2018,06 - 07,316.81
10/2/2018,07 - 08,312.92
10/2/2018,08 - 09,317.01
10/2/2018,09 - 10,324.08
10/2/2018,10 - 11,330.85
10/2/2018,11 - 12,329.16
10/2/2018,12 - 13,323.28
10/2/2018,13 - 14,321.09
10/2/2018,14 - 15,318.7
10/2/2018,15 - 16,322.39
10/2/2018,16 - 17,330.16
10/2/2018,17 - 18,354.27
10/2/2018,18 - 19,347.79
10/2/2018,19 - 20,327.77
10/2/2018,20 - 21,319.8
10/2/2018,21 - 22,318.1
10/2/2018,22 - 23,314.22
10/2/2018,23 - 00,298.97
11/2/2018,00 - 01,293.73
11/2/2018,01 - 02,290.85
11/2/2018,02 - 03,287.48
11/2/2018,03 - 04,285.99
11/2/2018,04 - 05,286.49
11/2/2018,05 - 06,285.5
11/2/2018,06 - 07,286.98
11/2/2018,07 - 08,288.17
11/2/2018,08 - 09,291.15
11/2/2018,09 - 10,294.22
11/2/2018,10 - 11,296.5
11/2/2018,11 - 12,297.5
11/2/2018,12 - 13,295.81
11/2/2018,13 - 14,294.62
11/2/2018,14 - 15,293.63
11/2/2018,15 - 16,297.59
11/2/2018,16 - 17,301.06
11/2/2018,17 - 18,305.63
11/2/2018,18 - 19,310.88
11/2/2018,19 - 20,307.71
11/2/2018,20 - 21,300.47
11/2/2018,21 - 22,296.6
11/2/2018,22 - 23,293.83
11/2/2018,23 - 00,288.17
12/2/2018,00 - 01,286.59
12/2/2018,01 - 02,283.31
12/2/2018,02 - 03,277.76
12/2/2018,03 - 04,285.69
12/2/2018,04 - 05,286.59
12/2/2018,05 - 06,291.25
12/2/2018,06 - 07,302.85
12/2/2018,07 - 08,315.74
12/2/2018,08 - 09,320.3
12/2/2018,09 - 10,319.01
12/2/2018,10 - 11,318.52
12/2/2018,11 - 12,315.94
12/2/2018,12 - 13,313.16
12/2/2018,13 - 14,313.16
12/2/2018,14 - 15,313.26
12/2/2018,15 - 16,315.05
12/2/2018,16 - 17,322.48
12/2/2018,17 - 18,349.26
12/2/2018,18 - 19,354.81
12/2/2018,19 - 20,336.96
12/2/2018,20 - 21,321.69
12/2/2018,21 - 22,316.53
12/2/2018,22 - 23,308.4
12/2/2018,23 - 00,307.01
13-02-2018,00 - 01,305.44
13-02-2018,01 - 02,303.25
13-02-2018,02 - 03,302.56
13-02-2018,03 - 04,305.34
13-02-2018,04 - 05,308.31
13-02-2018,05 - 06,324.19
13-02-2018,06 - 07,368.03
13-02-2018,07 - 08,451.26
13-02-2018,08 - 09,470.7
13-02-2018,09 - 10,460.39
13-02-2018,10 - 11,422.59
13-02-2018,11 - 12,367.83
13-02-2018,12 - 13,342.24
13-02-2018,13 - 14,337.88
13-02-2018,14 - 15,356.62
13-02-2018,15 - 16,360.29
13-02-2018,16 - 17,392.14
13-02-2018,17 - 18,492.43
13-02-2018,18 - 19,522.19
13-02-2018,19 - 20,383.61
13-02-2018,20 - 21,332.82
13-02-2018,21 - 22,328.35
13-02-2018,22 - 23,319.72
13-02-2018,23 - 00,309.31
14-02-2018,00 - 01,318.37
14-02-2018,01 - 02,314.9
14-02-2018,02 - 03,313.01
14-02-2018,03 - 04,313.7
14-02-2018,04 - 05,322.05
14-02-2018,05 - 06,333.96
14-02-2018,06 - 07,347.37
14-02-2018,07 - 08,391.86
14-02-2018,08 - 09,391.46
14-02-2018,09 - 10,390.27
14-02-2018,10 - 11,388.88
14-02-2018,11 - 12,365.64
14-02-2018,12 - 13,349.06
14-02-2018,13 - 14,338.83
14-02-2018,14 - 15,336.94
14-02-2018,15 - 16,336.15
14-02-2018,16 - 17,341.51
14-02-2018,17 - 18,362.07
14-02-2018,18 - 19,367.93
14-02-2018,19 - 20,337.44
14-02-2018,20 - 21,325.52
14-02-2018,21 - 22,323.83
14-02-2018,22 - 23,309.73
14-02-2018,23 - 00,295.63
15-02-2018,00 - 01,298.71
15-02-2018,01 - 02,297.92
15-02-2018,02 - 03,298.02
15-02-2018,03 - 04,295.24
15-02-2018,04 - 05,298.41
15-02-2018,05 - 06,305.86
15-02-2018,06 - 07,311.52
15-02-2018,07 - 08,325.43
15-02-2018,08 - 09,338.24
15-02-2018,09 - 10,332.77
15-02-2018,10 - 11,326.22
15-02-2018,11 - 12,325.53
15-02-2018,12 - 13,325.13
15-02-2018,13 - 14,327.51
15-02-2018,14 - 15,329.4
15-02-2018,15 - 16,331.78
15-02-2018,16 - 17,335.55
15-02-2018,17 - 18,349.36
15-02-2018,18 - 19,358.49
15-02-2018,19 - 20,348.96
15-02-2018,20 - 21,336.85
15-02-2018,21 - 22,336.55
15-02-2018,22 - 23,327.81
15-02-2018,23 - 00,319.27
16-02-2018,00 - 01,317.56
16-02-2018,01 - 02,315.68
16-02-2018,02 - 03,314.89
16-02-2018,03 - 04,312.21
16-02-2018,04 - 05,316.97
16-02-2018,05 - 06,327.18
16-02-2018,06 - 07,346.69
16-02-2018,07 - 08,375.83
16-02-2018,08 - 09,398.71
16-02-2018,09 - 10,397.13
16-02-2018,10 - 11,391.78
16-02-2018,11 - 12,375.83
16-02-2018,12 - 13,346.2
16-02-2018,13 - 14,344.81
16-02-2018,14 - 15,341.05
16-02-2018,15 - 16,346.2
16-02-2018,16 - 17,353.04
16-02-2018,17 - 18,427.55
16-02-2018,18 - 19,486.01
16-02-2018,19 - 20,390.29
16-02-2018,20 - 21,354.82
16-02-2018,21 - 22,346
16-02-2018,22 - 23,332.62
16-02-2018,23 - 00,326.58
17-02-2018,00 - 01,343.81
17-02-2018,01 - 02,336.86
17-02-2018,02 - 03,336.86
17-02-2018,03 - 04,333.29
17-02-2018,04 - 05,333.39
17-02-2018,05 - 06,335.77
17-02-2018,06 - 07,343.01
17-02-2018,07 - 08,351.94
17-02-2018,08 - 09,365.92
17-02-2018,09 - 10,403.2
17-02-2018,10 - 11,442.28
17-02-2018,11 - 12,420.46
17-02-2018,12 - 13,403.01
17-02-2018,13 - 14,376.93
17-02-2018,14 - 15,356.7
17-02-2018,15 - 16,356.3
17-02-2018,16 - 17,381.98
17-02-2018,17 - 18,446.14
17-02-2018,18 - 19,493.54
17-02-2018,19 - 20,469.15
17-02-2018,20 - 21,386.45
17-02-2018,21 - 22,373.75
17-02-2018,22 - 23,355.51
17-02-2018,23 - 00,345.89
18-02-2018,00 - 01,345.07
18-02-2018,01 - 02,344.18
18-02-2018,02 - 03,335.88
18-02-2018,03 - 04,334.99
18-02-2018,04 - 05,334.39
18-02-2018,05 - 06,335.97
18-02-2018,06 - 07,331.23
18-02-2018,07 - 08,331.72
18-02-2018,08 - 09,338.35
18-02-2018,09 - 10,350.11
18-02-2018,10 - 11,353.37
18-02-2018,11 - 12,355.55
18-02-2018,12 - 13,343.09
18-02-2018,13 - 14,345.96
18-02-2018,14 - 15,339.83
18-02-2018,15 - 16,345.36
18-02-2018,16 - 17,358.21
18-02-2018,17 - 18,408.72
18-02-2018,18 - 19,469.02
18-02-2018,19 - 20,435.31
18-02-2018,20 - 21,395.38
18-02-2018,21 - 22,365.33
18-02-2018,22 - 23,349.52
18-02-2018,23 - 00,333.8
19-02-2018,00 - 01,333.8
19-02-2018,01 - 02,331.72
19-02-2018,02 - 03,333.9
19-02-2018,03 - 04,335.48
19-02-2018,04 - 05,346.65
19-02-2018,05 - 06,372.15
19-02-2018,06 - 07,467.83
19-02-2018,07 - 08,572.81
19-02-2018,08 - 09,605.72
19-02-2018,09 - 10,609.18
19-02-2018,10 - 11,589.81
19-02-2018,11 - 12,574.39
19-02-2018,12 - 13,536.14
19-02-2018,13 - 14,520.62
19-02-2018,14 - 15,522
19-02-2018,15 - 16,465.96
19-02-2018,16 - 17,491.75
19-02-2018,17 - 18,592.28
19-02-2018,18 - 19,670.56
19-02-2018,19 - 20,537.62
19-02-2018,20 - 21,428
19-02-2018,21 - 22,415.15
19-02-2018,22 - 23,376.8
19-02-2018,23 - 00,353.57
20-02-2018,00 - 01,369.29
20-02-2018,01 - 02,360.97
20-02-2018,02 - 03,357.3
20-02-2018,03 - 04,353.24
20-02-2018,04 - 05,366.12
20-02-2018,05 - 06,403.18
20-02-2018,06 - 07,467.58
20-02-2018,07 - 08,595.01
20-02-2018,08 - 09,613.53
20-02-2018,09 - 10,612.84
20-02-2018,10 - 11,593.42
20-02-2018,11 - 12,555.87
20-02-2018,12 - 13,528.92
20-02-2018,13 - 14,511.97
20-02-2018,14 - 15,502.36
20-02-2018,15 - 16,494.14
20-02-2018,16 - 17,497.9
20-02-2018,17 - 18,530.2
20-02-2018,18 - 19,613.44
20-02-2018,19 - 20,576.58
20-02-2018,20 - 21,465.01
20-02-2018,21 - 22,424.98
20-02-2018,22 - 23,404.66
20-02-2018,23 - 00,370.68
21-02-2018,00 - 01,373.55
21-02-2018,01 - 02,369.46
21-02-2018,02 - 03,366.77
21-02-2018,03 - 04,365.37
21-02-2018,04 - 05,372.25
21-02-2018,05 - 06,389.51
21-02-2018,06 - 07,455.22
21-02-2018,07 - 08,589.64
21-02-2018,08 - 09,620.06
21-02-2018,09 - 10,583.86
21-02-2018,10 - 11,560.13
21-02-2018,11 - 12,495.71
21-02-2018,12 - 13,457.22
21-02-2018,13 - 14,449.84
21-02-2018,14 - 15,444.55
21-02-2018,15 - 16,448.44
21-02-2018,16 - 17,472.77
21-02-2018,17 - 18,552.75
21-02-2018,18 - 19,587.65
21-02-2018,19 - 20,550.85
21-02-2018,20 - 21,479.95
21-02-2018,21 - 22,438.47
21-02-2018,22 - 23,397.78
21-02-2018,23 - 00,371.76
22-02-2018,00 - 01,390.93
22-02-2018,01 - 02,382.35
22-02-2018,02 - 03,378.75
22-02-2018,03 - 04,379.65
22-02-2018,04 - 05,389.73
22-02-2018,05 - 06,419.37
22-02-2018,06 - 07,498.32
22-02-2018,07 - 08,590.73
22-02-2018,08 - 09,678.36
22-02-2018,09 - 10,624.47
22-02-2018,10 - 11,577.96
22-02-2018,11 - 12,493.13
22-02-2018,12 - 13,458.3
22-02-2018,13 - 14,450.11
22-02-2018,14 - 15,451.11
22-02-2018,15 - 16,456
22-02-2018,16 - 17,497.02
22-02-2018,17 - 18,576.16
22-02-2018,18 - 19,613.29
22-02-2018,19 - 20,556.9
22-02-2018,20 - 21,457.4
22-02-2018,21 - 22,443.52
22-02-2018,22 - 23,423.56
22-02-2018,23 - 00,381.25
23-02-2018,00 - 01,385.74
23-02-2018,01 - 02,375.24
23-02-2018,02 - 03,372.34
23-02-2018,03 - 04,371.24
23-02-2018,04 - 05,375.34
23-02-2018,05 - 06,398.44
23-02-2018,06 - 07,483.53
23-02-2018,07 - 08,616.11
23-02-2018,08 - 09,630.21
23-02-2018,09 - 10,554.92
23-02-2018,10 - 11,540.92
23-02-2018,11 - 12,463.43
23-02-2018,12 - 13,427.64
23-02-2018,13 - 14,402.84
23-02-2018,14 - 15,394.34
23-02-2018,15 - 16,397.34
23-02-2018,16 - 17,443.23
23-02-2018,17 - 18,504.72
23-02-2018,18 - 19,539.62
23-02-2018,19 - 20,480.83
23-02-2018,20 - 21,418.04
23-02-2018,21 - 22,387.04
23-02-2018,22 - 23,377.74
23-02-2018,23 - 00,360.45
24-02-2018,00 - 01,377
24-02-2018,01 - 02,371.98
24-02-2018,02 - 03,370.98
24-02-2018,03 - 04,369.87
24-02-2018,04 - 05,371.38
24-02-2018,05 - 06,371.98
24-02-2018,06 - 07,377.4
24-02-2018,07 - 08,381.12
24-02-2018,08 - 09,381.82
24-02-2018,09 - 10,403.71
24-02-2018,10 - 11,415.46
24-02-2018,11 - 12,413.35
24-02-2018,12 - 13,390.25
24-02-2018,13 - 14,379.31
24-02-2018,14 - 15,370.98
24-02-2018,15 - 16,370.98
24-02-2018,16 - 17,379.41
24-02-2018,17 - 18,410.03
24-02-2018,18 - 19,434.83
24-02-2018,19 - 20,409.43
24-02-2018,20 - 21,390.15
24-02-2018,21 - 22,379.91
24-02-2018,22 - 23,375.19
24-02-2018,23 - 00,371.08
25-02-2018,00 - 01,377.88
25-02-2018,01 - 02,376.38
25-02-2018,02 - 03,373.37
25-02-2018,03 - 04,369.95
25-02-2018,04 - 05,369.05
25-02-2018,05 - 06,373.16
25-02-2018,06 - 07,377.58
25-02-2018,07 - 08,382.4
25-02-2018,08 - 09,385.61
25-02-2018,09 - 10,392.63
25-02-2018,10 - 11,394.64
25-02-2018,11 - 12,390.62
25-02-2018,12 - 13,386.31
25-02-2018,13 - 14,377.28
25-02-2018,14 - 15,368.65
25-02-2018,15 - 16,369.25
25-02-2018,16 - 17,375.97
25-02-2018,17 - 18,419.12
25-02-2018,18 - 19,461.16
25-02-2018,19 - 20,437.38
25-02-2018,20 - 21,400.76
25-02-2018,21 - 22,381.99
25-02-2018,22 - 23,379.69
25-02-2018,23 - 00,366.34
26-02-2018,00 - 01,361.53
26-02-2018,01 - 02,361.63
26-02-2018,02 - 03,361.63
26-02-2018,03 - 04,362.43
26-02-2018,04 - 05,368.75
26-02-2018,05 - 06,390.72
26-02-2018,06 - 07,467.89
26-02-2018,07 - 08,678.9
26-02-2018,08 - 09,648.9
26-02-2018,09 - 10,487.55
26-02-2018,10 - 11,464.77
26-02-2018,11 - 12,437.78
26-02-2018,12 - 13,421.03
26-02-2018,13 - 14,413.5
26-02-2018,14 - 15,413.9
26-02-2018,15 - 16,423.74
26-02-2018,16 - 17,451.53
26-02-2018,17 - 18,531.3
26-02-2018,18 - 19,577.46
26-02-2018,19 - 20,578.46
26-02-2018,20 - 21,469.69
26-02-2018,21 - 22,432.47
26-02-2018,22 - 23,401.36
26-02-2018,23 - 00,390.62
27-02-2018,00 - 01,399.13
27-02-2018,01 - 02,384.37
27-02-2018,02 - 03,378.14
27-02-2018,03 - 04,378.45
27-02-2018,04 - 05,388.59
27-02-2018,05 - 06,409.77
27-02-2018,06 - 07,432.67
27-02-2018,07 - 08,540.11
27-02-2018,08 - 09,507.87
27-02-2018,09 - 10,507.37
27-02-2018,10 - 11,460.38
27-02-2018,11 - 12,433.07
27-02-2018,12 - 13,426.14
27-02-2018,13 - 14,420.82
27-02-2018,14 - 15,424.43
27-02-2018,15 - 16,454.56
27-02-2018,16 - 17,472.03
27-02-2018,17 - 18,623.55
27-02-2018,18 - 19,722.45
27-02-2018,19 - 20,525.24
27-02-2018,20 - 21,460.38
27-02-2018,21 - 22,411.58
27-02-2018,22 - 23,388.79
27-02-2018,23 - 00,378.75
28-02-2018,00 - 01,382.76
28-02-2018,01 - 02,379.94
28-02-2018,02 - 03,379.94
28-02-2018,03 - 04,381.15
28-02-2018,04 - 05,383.56
28-02-2018,05 - 06,393.24
28-02-2018,06 - 07,453.3
28-02-2018,07 - 08,578.27
28-02-2018,08 - 09,712.21
28-02-2018,09 - 10,693.66
28-02-2018,10 - 11,685.7
28-02-2018,11 - 12,504.8
28-02-2018,12 - 13,453.2
28-02-2018,13 - 14,438.09
28-02-2018,14 - 15,432.24
28-02-2018,15 - 16,431.54
28-02-2018,16 - 17,453.1
28-02-2018,17 - 18,684.69
28-02-2018,18 - 19,734.78
28-02-2018,19 - 20,512.66
28-02-2018,20 - 21,452.6
28-02-2018,21 - 22,418.64
28-02-2018,22 - 23,390.22
28-02-2018,23 - 00,380.54
1/3/2018,00 - 01,398.8
1/3/2018,01 - 02,394.05
1/3/2018,02 - 03,391.83
1/3/2018,03 - 04,393.75
1/3/2018,04 - 05,399.6
1/3/2018,05 - 06,424.02
1/3/2018,06 - 07,627.36
1/3/2018,07 - 08,2017.39
1/3/2018,08 - 09,2573.41
1/3/2018,09 - 10,2068.66
1/3/2018,10 - 11,1943.93
1/3/2018,11 - 12,1328.08
1/3/2018,12 - 13,1089.63
1/3/2018,13 - 14,908.49
1/3/2018,14 - 15,590.83
1/3/2018,15 - 16,626.15
1/3/2018,16 - 17,682.45
1/3/2018,17 - 18,1207.39
1/3/2018,18 - 19,1547.35
1/3/2018,19 - 20,1008.49
1/3/2018,20 - 21,600.11
1/3/2018,21 - 22,516.15
1/3/2018,22 - 23,423.72
1/3/2018,23 - 00,394.46
2/3/2018,00 - 01,404.18
2/3/2018,01 - 02,392.56
2/3/2018,02 - 03,392.06
2/3/2018,03 - 04,393.88
2/3/2018,04 - 05,404.79
2/3/2018,05 - 06,408.52
2/3/2018,06 - 07,444.79
2/3/2018,07 - 08,685.02
2/3/2018,08 - 09,1202.74
2/3/2018,09 - 10,1206.89
2/3/2018,10 - 11,1010.4
2/3/2018,11 - 12,808.16
2/3/2018,12 - 13,611.98
2/3/2018,13 - 14,535.1
2/3/2018,14 - 15,470.65
2/3/2018,15 - 16,442.57
2/3/2018,16 - 17,444.39
2/3/2018,17 - 18,522.78
2/3/2018,18 - 19,767.25
2/3/2018,19 - 20,644.1
2/3/2018,20 - 21,484.39
2/3/2018,21 - 22,442.06
2/3/2018,22 - 23,421.15
2/3/2018,23 - 00,401.66
3/3/2018,00 - 01,424.4
3/3/2018,01 - 02,408.26
3/3/2018,02 - 03,396.48
3/3/2018,03 - 04,401.35
3/3/2018,04 - 05,403.69
3/3/2018,05 - 06,414.45
3/3/2018,06 - 07,431.2
3/3/2018,07 - 08,435.56
3/3/2018,08 - 09,449.37
3/3/2018,09 - 10,515.55
3/3/2018,10 - 11,512.91
3/3/2018,11 - 12,467.74
3/3/2018,12 - 13,437.69
3/3/2018,13 - 14,422.37
3/3/2018,14 - 15,414.96
3/3/2018,15 - 16,410.19
3/3/2018,16 - 17,415.87
3/3/2018,17 - 18,508.75
3/3/2018,18 - 19,605.99
3/3/2018,19 - 20,457.89
3/3/2018,20 - 21,416.17
3/3/2018,21 - 22,408.05
3/3/2018,22 - 23,396.48
3/3/2018,23 - 00,390.6
4/3/2018,00 - 01,410.6
4/3/2018,01 - 02,407.04
4/3/2018,02 - 03,403.59
4/3/2018,03 - 04,402.36
4/3/2018,04 - 05,401.55
4/3/2018,05 - 06,401.86
4/3/2018,06 - 07,405.72
4/3/2018,07 - 08,406.84
4/3/2018,08 - 09,422.91
4/3/2018,09 - 10,423.62
4/3/2018,10 - 11,437.05
4/3/2018,11 - 12,434.1
4/3/2018,12 - 13,424.23
4/3/2018,13 - 14,414.67
4/3/2018,14 - 15,409.08
4/3/2018,15 - 16,401.75
4/3/2018,16 - 17,407.35
4/3/2018,17 - 18,451.19
4/3/2018,18 - 19,484.95
4/3/2018,19 - 20,461.15
4/3/2018,20 - 21,416.6
4/3/2018,21 - 22,403.28
4/3/2018,22 - 23,393.62
4/3/2018,23 - 00,389.04
5/3/2018,00 - 01,385.48
5/3/2018,01 - 02,380.7
5/3/2018,02 - 03,381.11
5/3/2018,03 - 04,384.46
5/3/2018,04 - 05,388.02
5/3/2018,05 - 06,393.41
5/3/2018,06 - 07,455.86
5/3/2018,07 - 08,548.62
5/3/2018,08 - 09,651.55
5/3/2018,09 - 10,637.01
5/3/2018,10 - 11,569.78
5/3/2018,11 - 12,559.2
5/3/2018,12 - 13,498.58
5/3/2018,13 - 14,489.33
5/3/2018,14 - 15,543.44
5/3/2018,15 - 16,547
5/3/2018,16 - 17,550.86
5/3/2018,17 - 18,708.61
5/3/2018,18 - 19,845.82
5/3/2018,19 - 20,830.06
5/3/2018,20 - 21,606.09
5/3/2018,21 - 22,506.52
5/3/2018,22 - 23,444.37
5/3/2018,23 - 00,410.91
6/3/2018,00 - 01,395.77
6/3/2018,01 - 02,385.61
6/3/2018,02 - 03,379.82
6/3/2018,03 - 04,373.62
6/3/2018,04 - 05,380.12
6/3/2018,05 - 06,401.15
6/3/2018,06 - 07,464.95
6/3/2018,07 - 08,591.82
6/3/2018,08 - 09,662.22
6/3/2018,09 - 10,660.49
6/3/2018,10 - 11,642.82
6/3/2018,11 - 12,559.01
6/3/2018,12 - 13,532.19
6/3/2018,13 - 14,508.63
6/3/2018,14 - 15,497.55
6/3/2018,15 - 16,495.32
6/3/2018,16 - 17,490.04
6/3/2018,17 - 18,548.45
6/3/2018,18 - 19,601.78
6/3/2018,19 - 20,560.84
6/3/2018,20 - 21,467.18
6/3/2018,21 - 22,437.21
6/3/2018,22 - 23,412.22
6/3/2018,23 - 00,392.11
7/3/2018,00 - 01,388.76
7/3/2018,01 - 02,383.97
7/3/2018,02 - 03,378.26
7/3/2018,03 - 04,376.32
7/3/2018,04 - 05,382.74
7/3/2018,05 - 06,406.6
7/3/2018,06 - 07,460.84
7/3/2018,07 - 08,555.76
7/3/2018,08 - 09,614.79
7/3/2018,09 - 10,597.05
7/3/2018,10 - 11,562.59
7/3/2018,11 - 12,558.51
7/3/2018,12 - 13,512.53
7/3/2018,13 - 14,487.55
7/3/2018,14 - 15,474.2
7/3/2018,15 - 16,476.64
7/3/2018,16 - 17,486.53
7/3/2018,17 - 18,547.5
7/3/2018,18 - 19,621.42
7/3/2018,19 - 20,580.13
7/3/2018,20 - 21,469.41
7/3/2018,21 - 22,430.87
7/3/2018,22 - 23,405.68
7/3/2018,23 - 00,380.19
8/3/2018,00 - 01,382.41
8/3/2018,01 - 02,367.26
8/3/2018,02 - 03,365.63
8/3/2018,03 - 04,364.6
8/3/2018,04 - 05,369.31
8/3/2018,05 - 06,378.31
8/3/2018,06 - 07,414.85
8/3/2018,07 - 08,472.76
8/3/2018,08 - 09,480.54
8/3/2018,09 - 10,459.56
8/3/2018,10 - 11,433.88
8/3/2018,11 - 12,424.77
8/3/2018,12 - 13,418.43
8/3/2018,13 - 14,412.8
8/3/2018,14 - 15,404.31
8/3/2018,15 - 16,403.9
8/3/2018,16 - 17,414.54
8/3/2018,17 - 18,439.92
8/3/2018,18 - 19,487.7
8/3/2018,19 - 20,452.4
8/3/2018,20 - 21,397.04
8/3/2018,21 - 22,386.09
8/3/2018,22 - 23,373.71
8/3/2018,23 - 00,363.99
9/3/2018,00 - 01,365.61
9/3/2018,01 - 02,361.11
9/3/2018,02 - 03,357.63
9/3/2018,03 - 04,357.63
9/3/2018,04 - 05,363.36
9/3/2018,05 - 06,372.04
9/3/2018,06 - 07,389.83
9/3/2018,07 - 08,429.08
9/3/2018,08 - 09,449.01
9/3/2018,09 - 10,428.67
9/3/2018,10 - 11,415.89
9/3/2018,11 - 12,406.9
9/3/2018,12 - 13,393.61
9/3/2018,13 - 14,405.98
9/3/2018,14 - 15,412.72
9/3/2018,15 - 16,417.43
9/3/2018,16 - 17,424.78
9/3/2018,17 - 18,460.25
9/3/2018,18 - 19,552.04
9/3/2018,19 - 20,472.41
9/3/2018,20 - 21,431.22
9/3/2018,21 - 22,423.35
9/3/2018,22 - 23,406.39
9/3/2018,23 - 00,387.38
10/3/2018,00 - 01,385.05
10/3/2018,01 - 02,374.47
10/3/2018,02 - 03,370.41
10/3/2018,03 - 04,366.34
10/3/2018,04 - 05,368.68
10/3/2018,05 - 06,371.12
10/3/2018,06 - 07,373.26
10/3/2018,07 - 08,378.64
10/3/2018,08 - 09,381.79
10/3/2018,09 - 10,385.15
10/3/2018,10 - 11,382.81
10/3/2018,11 - 12,380.07
10/3/2018,12 - 13,376.41
10/3/2018,13 - 14,371.93
