Date,Hours,SE1,SE2,SE3,SE4
17-06-2018,20 - 21,466.86,466.86,466.86,466.86
17-06-2018,21 - 22,469.21,469.21,469.21,469.21
17-06-2018,22 - 23,468.8,468.8,468.8,468.8
17-06-2018,23 - 00,454.37,454.37,454.37,454.37
18-06-2018,00 - 01,444.75,444.75,444.75,444.75
18-06-2018,01 - 02,414.46,414.46,414.46,414.46
18-06-2018,02 - 03,399.21,399.21,399.21,399.21
18-06-2018,03 - 04,385.7,385.7,385.7,385.7
18-06-2018,04 - 05,376.8,376.8,376.8,376.8
18-06-2018,05 - 06,418.04,418.04,418.04,418.04
18-06-2018,06 - 07,457.24,457.24,457.24,457.24
18-06-2018,07 - 08,476.37,476.37,476.37,553.13
18-06-2018,08 - 09,483.54,483.54,483.54,519.97
18-06-2018,09 - 10,480.06,480.06,480.06,480.06
18-06-2018,10 - 11,470.64,470.64,470.64,470.64
18-06-2018,11 - 12,466.55,466.55,466.55,466.55
18-06-2018,12 - 13,460.31,460.31,460.31,460.31
18-06-2018,13 - 14,460.72,460.72,460.72,460.72
18-06-2018,14 - 15,458.87,458.87,458.87,458.87
18-06-2018,15 - 16,460.31,460.31,460.31,460.31
18-06-2018,16 - 17,456.21,456.21,456.21,456.21
18-06-2018,17 - 18,466.04,466.04,466.04,466.04
18-06-2018,18 - 19,472.18,472.18,472.18,499.2
18-06-2018,19 - 20,469.31,469.31,469.31,510.35
18-06-2018,20 - 21,463.58,463.58,463.58,507.48
18-06-2018,21 - 22,459.49,459.49,459.49,459.49
18-06-2018,22 - 23,452.33,452.33,452.33,452.33
18-06-2018,23 - 00,425.62,425.62,425.62,425.62
19-06-2018,00 - 01,406.32,406.32,406.32,406.32
19-06-2018,01 - 02,379.27,379.27,379.27,379.27
19-06-2018,02 - 03,348.73,348.73,348.73,348.73
19-06-2018,03 - 04,274.84,274.84,274.84,274.84
19-06-2018,04 - 05,276.48,276.48,276.48,276.48
19-06-2018,05 - 06,358.87,358.87,358.87,358.87
19-06-2018,06 - 07,427.74,427.74,427.74,427.74
19-06-2018,07 - 08,455.82,455.82,455.82,455.82
19-06-2018,08 - 09,456.94,456.94,456.94,456.94
19-06-2018,09 - 10,454.79,454.79,454.79,454.79
19-06-2018,10 - 11,452.95,452.95,452.95,452.95
19-06-2018,11 - 12,450.49,450.49,450.49,450.49
19-06-2018,12 - 13,449.57,449.57,449.57,449.57
19-06-2018,13 - 14,448.64,448.64,448.64,448.64
19-06-2018,14 - 15,446.8,446.8,446.8,446.8
19-06-2018,15 - 16,442.19,442.19,442.19,442.19
19-06-2018,16 - 17,436.55,436.55,436.55,436.55
19-06-2018,17 - 18,444.03,444.03,444.03,444.03
19-06-2018,18 - 19,450.59,450.59,450.59,450.59
19-06-2018,19 - 20,455.92,455.92,455.92,455.92
19-06-2018,20 - 21,448.95,448.95,448.95,509.93
19-06-2018,21 - 22,443.11,443.11,443.11,509.93
19-06-2018,22 - 23,441.27,441.27,441.27,441.27
19-06-2018,23 - 00,421.08,421.08,421.08,421.08
20-06-2018,00 - 01,423.39,423.39,423.39,423.39
20-06-2018,01 - 02,396.15,396.15,396.15,396.15
20-06-2018,02 - 03,392.75,392.75,392.75,392.75
20-06-2018,03 - 04,392.33,392.33,392.33,392.33
20-06-2018,04 - 05,382.94,382.94,382.94,382.94
20-06-2018,05 - 06,422.35,422.35,422.35,422.35
20-06-2018,06 - 07,457.84,457.84,457.84,477.03
20-06-2018,07 - 08,467.75,467.75,467.75,574.62
20-06-2018,08 - 09,471.25,471.25,471.25,538
20-06-2018,09 - 10,471.87,471.87,471.87,510.97
20-06-2018,10 - 11,470.43,470.43,470.43,470.43
20-06-2018,11 - 12,463.93,463.93,463.93,463.93
20-06-2018,12 - 13,457.43,457.43,457.43,457.43
20-06-2018,13 - 14,450.62,450.62,450.62,450.62
20-06-2018,14 - 15,447.42,447.42,447.42,447.42
20-06-2018,15 - 16,434.84,434.84,434.84,434.84
20-06-2018,16 - 17,432.77,432.77,432.77,432.77
20-06-2018,17 - 18,444.84,444.84,444.84,444.84
20-06-2018,18 - 19,451.45,451.45,451.45,451.45
20-06-2018,19 - 20,449.38,449.38,449.38,449.38
20-06-2018,20 - 21,444.22,444.22,444.22,444.22
20-06-2018,21 - 22,439.99,439.99,439.99,439.99
20-06-2018,22 - 23,436.59,436.59,436.59,436.59
20-06-2018,23 - 00,428.75,428.75,428.75,428.75
21-06-2018,00 - 01,398.66,398.66,398.66,398.66
21-06-2018,01 - 02,390.55,390.55,390.55,390.55
21-06-2018,02 - 03,360.12,360.12,360.12,360.12
21-06-2018,03 - 04,381.19,381.19,381.19,381.19
21-06-2018,04 - 05,359.82,359.82,359.82,359.82
21-06-2018,05 - 06,404.63,404.63,404.63,404.63
21-06-2018,06 - 07,446.45,446.45,446.45,446.45
21-06-2018,07 - 08,476.05,476.05,476.05,516.34
21-06-2018,08 - 09,493.22,493.22,493.22,563.72
21-06-2018,09 - 10,465.16,465.16,465.16,465.16
21-06-2018,10 - 11,456.73,456.73,456.73,456.73
21-06-2018,11 - 12,453.96,453.96,453.96,453.96
21-06-2018,12 - 13,449.74,449.74,449.74,449.74
21-06-2018,13 - 14,445.94,445.94,445.94,445.94
21-06-2018,14 - 15,442.45,442.45,442.45,442.45
21-06-2018,15 - 16,437.82,437.82,437.82,437.82
21-06-2018,16 - 17,430.83,430.83,430.83,430.83
21-06-2018,17 - 18,430.63,430.63,430.63,430.63
21-06-2018,18 - 19,430.22,430.22,430.22,430.22
21-06-2018,19 - 20,431.24,431.24,431.24,431.24
21-06-2018,20 - 21,429.81,429.81,429.81,429.81
21-06-2018,21 - 22,414.9,414.9,414.9,414.9
21-06-2018,22 - 23,398.66,398.66,398.66,398.66
21-06-2018,23 - 00,226.31,226.31,226.31,226.31
22-06-2018,00 - 01,163.44,163.44,163.44,163.44
22-06-2018,01 - 02,156.74,156.74,156.74,156.74
22-06-2018,02 - 03,134.89,134.89,134.89,134.89
22-06-2018,03 - 04,46.99,46.99,46.99,46.99
22-06-2018,04 - 05,44.72,44.72,44.72,44.72
22-06-2018,05 - 06,106.97,106.97,106.97,106.97
22-06-2018,06 - 07,333.37,333.37,333.37,333.37
22-06-2018,07 - 08,423.64,423.64,423.64,423.64
22-06-2018,08 - 09,437.86,437.86,437.86,437.86
22-06-2018,09 - 10,440.23,440.23,440.23,440.23
22-06-2018,10 - 11,437.34,437.34,437.34,437.34
22-06-2018,11 - 12,417.97,417.97,417.97,417.97
22-06-2018,12 - 13,398.8,398.8,398.8,398.8
22-06-2018,13 - 14,367.89,367.89,367.89,367.89
22-06-2018,14 - 15,342.54,342.54,342.54,342.54
22-06-2018,15 - 16,361.5,361.5,361.5,361.5
22-06-2018,16 - 17,344.91,344.91,344.91,344.91
22-06-2018,17 - 18,382.11,382.11,382.11,382.11
22-06-2018,18 - 19,418.49,418.49,418.49,418.49
22-06-2018,19 - 20,414.78,414.78,414.78,414.78
22-06-2018,20 - 21,376.34,376.34,376.34,376.34
22-06-2018,21 - 22,368.4,368.4,368.4,368.4
22-06-2018,22 - 23,370.67,370.67,370.67,370.67
22-06-2018,23 - 00,342.85,342.85,342.85,342.85
23-06-2018,00 - 01,247.82,247.82,247.82,247.82
23-06-2018,01 - 02,189.88,189.88,189.88,189.88
23-06-2018,02 - 03,185.45,185.45,185.45,185.45
23-06-2018,03 - 04,159.27,159.27,159.27,159.27
23-06-2018,04 - 05,113.91,113.91,113.91,113.91
23-06-2018,05 - 06,134.11,134.11,134.11,134.11
23-06-2018,06 - 07,175.66,175.66,175.66,175.66
23-06-2018,07 - 08,371.62,371.62,371.62,371.62
23-06-2018,08 - 09,413.89,413.89,413.89,413.89
23-06-2018,09 - 10,433.27,433.27,433.27,433.27
23-06-2018,10 - 11,441.51,441.51,441.51,441.51
23-06-2018,11 - 12,439.55,439.55,439.55,439.55
23-06-2018,12 - 13,434.92,434.92,434.92,434.92
23-06-2018,13 - 14,432.44,432.44,432.44,432.44
23-06-2018,14 - 15,426.05,426.05,426.05,426.05
23-06-2018,15 - 16,422.75,422.75,422.75,422.75
23-06-2018,16 - 17,416.36,416.36,416.36,416.36
23-06-2018,17 - 18,430.48,430.48,430.48,430.48
23-06-2018,18 - 19,432.44,432.44,432.44,432.44
23-06-2018,19 - 20,438.32,438.32,438.32,438.32
23-06-2018,20 - 21,439.86,439.86,439.86,439.86
23-06-2018,21 - 22,439.14,439.14,439.14,439.14
23-06-2018,22 - 23,435.64,435.64,435.64,435.64
23-06-2018,23 - 00,406.57,406.57,406.57,406.57
24-06-2018,00 - 01,410.3,410.3,410.3,410.3
24-06-2018,01 - 02,393.23,393.23,393.23,393.23
24-06-2018,02 - 03,378.75,378.75,378.75,378.75
24-06-2018,03 - 04,370.16,370.16,370.16,370.16
24-06-2018,04 - 05,366.75,366.75,366.75,366.75
24-06-2018,05 - 06,368.2,368.2,368.2,368.2
24-06-2018,06 - 07,404.92,404.92,404.92,404.92
24-06-2018,07 - 08,421.27,421.27,421.27,421.27
24-06-2018,08 - 09,445.68,445.68,445.68,445.68
24-06-2018,09 - 10,448.27,448.27,448.27,448.27
24-06-2018,10 - 11,454.79,454.79,454.79,454.79
24-06-2018,11 - 12,458.82,458.82,458.82,458.82
24-06-2018,12 - 13,458.1,458.1,458.1,458.1
24-06-2018,13 - 14,456.65,456.65,456.65,456.65
24-06-2018,14 - 15,457.68,457.68,457.68,457.68
24-06-2018,15 - 16,454.17,454.17,454.17,454.17
24-06-2018,16 - 17,454.27,454.27,454.27,454.27
24-06-2018,17 - 18,455.82,455.82,455.82,455.82
24-06-2018,18 - 19,458.51,458.51,458.51,458.51
24-06-2018,19 - 20,465.03,465.03,465.03,465.03
24-06-2018,20 - 21,464.62,464.62,464.62,464.62
24-06-2018,21 - 22,471.34,471.34,471.34,471.34
24-06-2018,22 - 23,470.93,470.93,470.93,470.93
24-06-2018,23 - 00,447.86,447.86,447.86,447.86
25-06-2018,00 - 01,440.3,440.3,440.3,440.3
25-06-2018,01 - 02,423.86,423.86,423.86,423.86
25-06-2018,02 - 03,410.51,410.51,410.51,410.51
25-06-2018,03 - 04,406.79,406.79,406.79,406.79
25-06-2018,04 - 05,382.58,382.58,382.58,382.58
25-06-2018,05 - 06,445.27,445.27,445.27,445.27
25-06-2018,06 - 07,479.2,479.2,479.2,479.2
25-06-2018,07 - 08,476.51,476.51,476.51,591.97
25-06-2018,08 - 09,485.72,485.72,485.72,678.77
25-06-2018,09 - 10,487.48,487.48,487.48,720.46
25-06-2018,10 - 11,488.62,488.62,488.62,743.84
25-06-2018,11 - 12,487.89,487.89,487.89,745.5
25-06-2018,12 - 13,487.48,487.48,487.48,793.71
25-06-2018,13 - 14,487.58,487.58,487.58,745.08
25-06-2018,14 - 15,483.34,483.34,483.34,718.18
25-06-2018,15 - 16,479.41,479.41,479.41,479.41
25-06-2018,16 - 17,470.62,470.62,470.62,470.62
25-06-2018,17 - 18,480.96,480.96,480.96,480.96
25-06-2018,18 - 19,485.2,485.2,485.2,494
25-06-2018,19 - 20,482.93,482.93,482.93,516.76
25-06-2018,20 - 21,476.62,476.62,476.62,523.48
25-06-2018,21 - 22,473.51,473.51,473.51,505.58
25-06-2018,22 - 23,471.65,471.65,471.65,483.13
25-06-2018,23 - 00,455.1,455.1,455.1,455.1
26-06-2018,00 - 01,457.16,457.16,457.16,457.16
26-06-2018,01 - 02,438.19,438.19,438.19,438.19
26-06-2018,02 - 03,428.03,428.03,428.03,428.03
26-06-2018,03 - 04,430.93,430.93,430.93,430.93
26-06-2018,04 - 05,426.68,426.68,426.68,426.68
26-06-2018,05 - 06,449.39,449.39,449.39,449.39
26-06-2018,06 - 07,491.28,491.28,491.28,493.14
26-06-2018,07 - 08,497.6,497.6,497.6,590.61
26-06-2018,08 - 09,504.76,504.76,504.76,626.28
26-06-2018,09 - 10,507.04,507.04,507.04,610.62
26-06-2018,10 - 11,507.66,507.66,507.66,706.54
26-06-2018,11 - 12,509.22,509.22,509.22,720.22
26-06-2018,12 - 13,517.93,517.93,517.93,719.71
26-06-2018,13 - 14,519.48,519.48,519.48,718.56
26-06-2018,14 - 15,517.82,517.82,517.82,517.82
26-06-2018,15 - 16,505.9,505.9,505.9,519.79
26-06-2018,16 - 17,487.13,487.13,487.13,495.94
26-06-2018,17 - 18,495.53,495.53,495.53,518.34
26-06-2018,18 - 19,496.77,496.77,496.77,540.12
26-06-2018,19 - 20,493.25,493.25,493.25,569.05
26-06-2018,20 - 21,487.75,487.75,487.75,553.7
26-06-2018,21 - 22,485.16,485.16,485.16,528.19
26-06-2018,22 - 23,482.26,482.26,482.26,512.33
26-06-2018,23 - 00,460.59,460.59,460.59,460.59
27-06-2018,00 - 01,454.74,454.74,454.74,454.74
27-06-2018,01 - 02,433.85,433.85,433.85,433.85
27-06-2018,02 - 03,430.54,430.54,430.54,430.54
27-06-2018,03 - 04,429.09,429.09,429.09,429.09
27-06-2018,04 - 05,417.19,417.19,417.19,417.19
27-06-2018,05 - 06,453.3,453.3,453.3,453.3
27-06-2018,06 - 07,489.19,489.19,489.19,512.67
27-06-2018,07 - 08,491.78,491.78,491.78,601.74
27-06-2018,08 - 09,500.26,500.26,500.26,715.22
27-06-2018,09 - 10,502.02,502.02,502.02,743.25
27-06-2018,10 - 11,502.95,502.95,502.95,739.53
27-06-2018,11 - 12,500.16,500.16,500.16,835.94
27-06-2018,12 - 13,501.4,501.4,501.4,833.87
27-06-2018,13 - 14,503.36,503.36,503.36,786.7
27-06-2018,14 - 15,503.78,503.78,503.78,742.53
27-06-2018,15 - 16,498.09,498.09,498.09,652.63
27-06-2018,16 - 17,491.88,491.88,491.88,550.02
27-06-2018,17 - 18,498.09,498.09,498.09,605.57
27-06-2018,18 - 19,507.4,507.4,507.4,537.5
27-06-2018,19 - 20,504.71,504.71,504.71,569.05
27-06-2018,20 - 21,495.4,495.4,495.4,544.12
27-06-2018,21 - 22,497.98,497.98,497.98,517.43
27-06-2018,22 - 23,493.43,493.43,493.43,493.43
27-06-2018,23 - 00,469.02,469.02,469.02,469.02
28-06-2018,00 - 01,463.45,463.45,463.45,463.45
28-06-2018,01 - 02,432.03,432.03,432.03,432.03
28-06-2018,02 - 03,431.62,431.62,431.62,431.62
28-06-2018,03 - 04,425.4,425.4,425.4,425.4
28-06-2018,04 - 05,414.72,414.72,414.72,414.72
28-06-2018,05 - 06,456.3,456.3,456.3,456.3
28-06-2018,06 - 07,488.64,488.64,488.64,488.64
28-06-2018,07 - 08,509.17,509.17,509.17,549.09
28-06-2018,08 - 09,524.62,524.62,524.62,606.53
28-06-2018,09 - 10,529.6,529.6,529.6,542.66
28-06-2018,10 - 11,520.99,520.99,520.99,520.99
28-06-2018,11 - 12,515.81,515.81,515.81,515.81
28-06-2018,12 - 13,511.56,511.56,511.56,511.56
28-06-2018,13 - 14,510.21,510.21,510.21,510.21
28-06-2018,14 - 15,503.06,503.06,503.06,503.06
28-06-2018,15 - 16,493.41,493.41,493.41,493.41
28-06-2018,16 - 17,483.98,483.98,483.98,483.98
28-06-2018,17 - 18,491.24,491.24,491.24,497.15
28-06-2018,18 - 19,492.89,492.89,492.89,507.41
28-06-2018,19 - 20,496.21,496.21,496.21,518.19
28-06-2018,20 - 21,486.05,486.05,486.05,495.07
28-06-2018,21 - 22,474.65,474.65,474.65,474.65
28-06-2018,22 - 23,473.92,473.92,473.92,473.92
28-06-2018,23 - 00,429.86,429.86,429.86,429.86
29-06-2018,00 - 01,405.85,405.85,405.85,405.85
29-06-2018,01 - 02,394.3,394.3,394.3,394.3
29-06-2018,02 - 03,374.84,374.84,374.84,374.84
29-06-2018,03 - 04,353.61,353.61,353.61,353.61
29-06-2018,04 - 05,353.4,353.4,353.4,353.4
29-06-2018,05 - 06,397.01,397.01,397.01,397.01
29-06-2018,06 - 07,469.85,469.85,469.85,469.85
29-06-2018,07 - 08,497.95,497.95,497.95,532.08
29-06-2018,08 - 09,510.65,510.65,510.65,567.47
29-06-2018,09 - 10,515.95,515.95,515.95,528.75
29-06-2018,10 - 11,514.6,514.6,514.6,514.6
29-06-2018,11 - 12,510.86,510.86,510.86,510.86
29-06-2018,12 - 13,501.7,501.7,501.7,501.7
29-06-2018,13 - 14,496.81,496.81,496.81,496.81
29-06-2018,14 - 15,489.94,489.94,489.94,489.94
29-06-2018,15 - 16,483.17,483.17,483.17,483.17
29-06-2018,16 - 17,480.47,480.47,480.47,480.47
29-06-2018,17 - 18,480.57,480.57,480.57,480.57
29-06-2018,18 - 19,496.6,496.6,496.6,496.6
29-06-2018,19 - 20,506.9,506.9,506.9,517.72
29-06-2018,20 - 21,505.76,505.76,505.76,517.52
29-06-2018,21 - 22,502.22,502.22,502.22,506.38
29-06-2018,22 - 23,488.9,488.9,488.9,488.9
29-06-2018,23 - 00,450.39,450.39,450.39,450.39
30-06-2018,00 - 01,470.11,470.11,470.11,470.11
30-06-2018,01 - 02,449.33,449.33,449.33,449.33
30-06-2018,02 - 03,451.21,451.21,451.21,451.21
30-06-2018,03 - 04,419.69,419.69,419.69,419.69
30-06-2018,04 - 05,424.28,424.28,424.28,424.28
30-06-2018,05 - 06,450.59,450.59,450.59,450.59
30-06-2018,06 - 07,467.39,467.39,467.39,467.39
30-06-2018,07 - 08,480.44,480.44,480.44,480.44
30-06-2018,08 - 09,497.87,497.87,497.87,497.87
30-06-2018,09 - 10,497.03,497.03,497.03,497.03
30-06-2018,10 - 11,503.3,503.3,503.3,503.3
30-06-2018,11 - 12,500.17,500.17,500.17,500.17
30-06-2018,12 - 13,495.78,495.78,495.78,495.78
30-06-2018,13 - 14,483.67,483.67,483.67,483.67
30-06-2018,14 - 15,478.25,478.25,478.25,478.25
30-06-2018,15 - 16,474.28,474.28,474.28,474.28
30-06-2018,16 - 17,474.07,474.07,474.07,474.07
30-06-2018,17 - 18,483.99,483.99,483.99,483.99
30-06-2018,18 - 19,497.03,497.03,497.03,497.03
30-06-2018,19 - 20,506.64,506.64,506.64,506.64
30-06-2018,20 - 21,502.67,502.67,502.67,502.67
30-06-2018,21 - 22,495.89,495.89,495.89,495.89
30-06-2018,22 - 23,494.53,494.53,494.53,494.53
30-06-2018,23 - 00,474.38,474.38,474.38,474.38
1/7/2018,00 - 01,482.48,482.48,482.48,482.48
1/7/2018,01 - 02,465.83,465.83,465.83,465.83
1/7/2018,02 - 03,451.49,451.49,451.49,451.49
1/7/2018,03 - 04,443.53,443.53,443.53,443.53
1/7/2018,04 - 05,440.39,440.39,440.39,440.39
1/7/2018,05 - 06,443.22,443.22,443.22,443.22
1/7/2018,06 - 07,462.38,462.38,462.38,462.38
1/7/2018,07 - 08,471.38,471.38,471.38,471.38
1/7/2018,08 - 09,475.57,475.57,475.57,475.57
1/7/2018,09 - 10,477.14,477.14,477.14,477.14
1/7/2018,10 - 11,481.33,481.33,481.33,481.33
1/7/2018,11 - 12,481.96,481.96,481.96,481.96
1/7/2018,12 - 13,481.85,481.85,481.85,481.85
1/7/2018,13 - 14,479.76,479.76,479.76,479.76
1/7/2018,14 - 15,477.56,477.56,477.56,477.56
1/7/2018,15 - 16,481.64,481.64,481.64,481.64
1/7/2018,16 - 17,480.81,480.81,480.81,480.81
1/7/2018,17 - 18,484.26,484.26,484.26,484.26
1/7/2018,18 - 19,489.91,489.91,489.91,489.91
1/7/2018,19 - 20,506.46,506.46,506.46,506.46
1/7/2018,20 - 21,512.11,512.11,512.11,512.11
1/7/2018,21 - 22,492.53,492.53,492.53,492.53
1/7/2018,22 - 23,503,503,503,503
1/7/2018,23 - 00,487.19,487.19,487.19,487.19
2/7/2018,00 - 01,499.44,499.44,499.44,499.44
2/7/2018,01 - 02,483.84,483.84,483.84,483.84
2/7/2018,02 - 03,480.7,480.7,480.7,480.7
2/7/2018,03 - 04,475.26,475.26,475.26,475.26
2/7/2018,04 - 05,463.63,463.63,463.63,463.63
2/7/2018,05 - 06,481.64,481.64,481.64,481.64
2/7/2018,06 - 07,518.19,518.19,518.19,518.19
2/7/2018,07 - 08,533.58,533.58,533.58,533.58
2/7/2018,08 - 09,565.62,565.62,565.62,565.62
2/7/2018,09 - 10,545.93,545.93,545.93,545.93
2/7/2018,10 - 11,532.11,532.11,532.11,532.11
2/7/2018,11 - 12,531.8,531.8,531.8,531.8
2/7/2018,12 - 13,533.47,533.47,533.47,533.47
2/7/2018,13 - 14,532.95,532.95,532.95,532.95
2/7/2018,14 - 15,533.37,533.37,533.37,533.37
2/7/2018,15 - 16,530.02,530.02,530.02,530.02
2/7/2018,16 - 17,528.34,528.34,528.34,528.34
2/7/2018,17 - 18,544.36,544.36,544.36,544.36
2/7/2018,18 - 19,578.39,578.39,578.39,578.39
2/7/2018,19 - 20,611.9,611.9,611.9,614.93
2/7/2018,20 - 21,557.45,557.45,557.45,603.1
2/7/2018,21 - 22,554.52,554.52,554.52,557.76
2/7/2018,22 - 23,537.35,537.35,537.35,537.35
2/7/2018,23 - 00,512.43,512.43,512.43,512.43
3/7/2018,00 - 01,506.89,506.89,506.89,506.89
3/7/2018,01 - 02,489.87,489.87,489.87,489.87
3/7/2018,02 - 03,471.9,471.9,471.9,471.9
3/7/2018,03 - 04,467.62,467.62,467.62,467.62
3/7/2018,04 - 05,465.42,465.42,465.42,465.42
3/7/2018,05 - 06,488.72,488.72,488.72,488.72
3/7/2018,06 - 07,524.44,524.44,524.44,524.44
3/7/2018,07 - 08,562.88,562.88,562.88,594.63
3/7/2018,08 - 09,630.87,630.87,630.87,630.87
3/7/2018,09 - 10,584.39,584.39,584.39,584.39
3/7/2018,10 - 11,558.28,558.28,558.28,558.28
3/7/2018,11 - 12,542.3,542.3,542.3,542.3
3/7/2018,12 - 13,549.19,549.19,549.19,549.19
3/7/2018,13 - 14,562.88,562.88,562.88,562.88
3/7/2018,14 - 15,558.91,558.91,558.91,558.91
3/7/2018,15 - 16,550.55,550.55,550.55,550.55
3/7/2018,16 - 17,532.27,532.27,532.27,532.27
3/7/2018,17 - 18,553.48,553.48,553.48,553.48
3/7/2018,18 - 19,573.84,573.84,573.84,573.84
3/7/2018,19 - 20,562.98,562.98,562.98,628.68
3/7/2018,20 - 21,548.78,548.78,548.78,642.57
3/7/2018,21 - 22,540.42,540.42,540.42,611.76
3/7/2018,22 - 23,545.43,545.43,545.43,559.74
3/7/2018,23 - 00,525.17,525.17,525.17,525.17
4/7/2018,00 - 01,494.85,494.85,494.85,494.85
4/7/2018,01 - 02,476.8,476.8,476.8,476.8
4/7/2018,02 - 03,472.27,472.27,472.27,472.27
4/7/2018,03 - 04,474.54,474.54,474.54,474.54
4/7/2018,04 - 05,468.55,468.55,468.55,468.55
4/7/2018,05 - 06,492.79,492.79,492.79,492.79
4/7/2018,06 - 07,527.54,527.54,527.54,527.54
4/7/2018,07 - 08,562.6,562.6,562.6,592.29
4/7/2018,08 - 09,625.7,625.7,625.7,630.45
4/7/2018,09 - 10,598.69,598.69,598.69,598.69
4/7/2018,10 - 11,597.24,597.24,597.24,597.24
4/7/2018,11 - 12,590.75,590.75,590.75,590.75
4/7/2018,12 - 13,557.13,557.13,557.13,557.13
4/7/2018,13 - 14,553.11,553.11,553.11,553.11
4/7/2018,14 - 15,553.42,553.42,553.42,553.42
4/7/2018,15 - 16,556.2,556.2,556.2,556.2
4/7/2018,16 - 17,556.51,556.51,556.51,556.51
4/7/2018,17 - 18,566.62,566.62,566.62,566.62
4/7/2018,18 - 19,597.76,597.76,597.76,597.76
4/7/2018,19 - 20,617.76,617.76,617.76,617.76
4/7/2018,20 - 21,603.12,603.12,603.12,603.12
4/7/2018,21 - 22,583.84,583.84,583.84,583.84
4/7/2018,22 - 23,558.47,558.47,558.47,558.47
4/7/2018,23 - 00,525.16,525.16,525.16,525.16
5/7/2018,00 - 01,516.49,516.49,516.49,516.49
5/7/2018,01 - 02,498.12,498.12,498.12,498.12
5/7/2018,02 - 03,487.76,487.76,487.76,487.76
5/7/2018,03 - 04,483.66,483.66,483.66,483.66
5/7/2018,04 - 05,485.71,485.71,485.71,485.71
5/7/2018,05 - 06,506.33,506.33,506.33,506.33
5/7/2018,06 - 07,545.52,545.52,545.52,545.52
5/7/2018,07 - 08,578.97,578.97,578.97,578.97
5/7/2018,08 - 09,628.01,628.01,628.01,628.01
5/7/2018,09 - 10,625.24,625.24,625.24,625.24
5/7/2018,10 - 11,640.33,640.33,640.33,640.33
5/7/2018,11 - 12,657.36,657.36,657.36,657.36
5/7/2018,12 - 13,655.41,655.41,655.41,655.41
5/7/2018,13 - 14,652.23,652.23,652.23,652.23
5/7/2018,14 - 15,605.75,605.75,605.75,605.75
5/7/2018,15 - 16,590.57,590.57,590.57,590.57
5/7/2018,16 - 17,553.73,553.73,553.73,553.73
5/7/2018,17 - 18,543.47,543.47,543.47,543.47
5/7/2018,18 - 19,562.56,562.56,562.56,562.56
5/7/2018,19 - 20,568.51,568.51,568.51,568.51
5/7/2018,20 - 21,565.33,565.33,565.33,565.33
5/7/2018,21 - 22,551.89,551.89,551.89,551.89
5/7/2018,22 - 23,534.03,534.03,534.03,534.03
5/7/2018,23 - 00,515.15,515.15,515.15,515.15
6/7/2018,00 - 01,506.5,506.5,506.5,506.5
6/7/2018,01 - 02,489.24,489.24,489.24,489.24
6/7/2018,02 - 03,478.72,478.72,478.72,478.72
6/7/2018,03 - 04,450.42,450.42,450.42,450.42
6/7/2018,04 - 05,443.27,443.27,443.27,443.27
6/7/2018,05 - 06,483.42,483.42,483.42,483.42
6/7/2018,06 - 07,511.51,511.51,511.51,511.51
6/7/2018,07 - 08,548.49,548.49,548.49,548.49
6/7/2018,08 - 09,571.27,571.27,571.27,571.27
6/7/2018,09 - 10,571.68,571.68,571.68,571.68
6/7/2018,10 - 11,571.48,571.48,571.48,571.48
6/7/2018,11 - 12,570.56,570.56,570.56,570.56
6/7/2018,12 - 13,565.96,565.96,565.96,565.96
6/7/2018,13 - 14,559.12,559.12,559.12,559.12
6/7/2018,14 - 15,546.55,546.55,546.55,546.55
6/7/2018,15 - 16,535.21,535.21,535.21,535.21
6/7/2018,16 - 17,517.54,517.54,517.54,517.54
6/7/2018,17 - 18,516.72,516.72,516.72,516.72
6/7/2018,18 - 19,513.45,513.45,513.45,513.45
6/7/2018,19 - 20,515.09,515.09,515.09,515.09
6/7/2018,20 - 21,512.53,512.53,512.53,512.53
6/7/2018,21 - 22,506.71,506.71,506.71,506.71
6/7/2018,22 - 23,499.46,499.46,499.46,499.46
6/7/2018,23 - 00,488.32,488.32,488.32,488.32
7/7/2018,00 - 01,495.63,495.63,495.63,495.63
7/7/2018,01 - 02,479.89,479.89,479.89,479.89
7/7/2018,02 - 03,453.35,453.35,453.35,453.35
7/7/2018,03 - 04,412.51,412.51,412.51,412.51
7/7/2018,04 - 05,412,412,412,412
7/7/2018,05 - 06,463.23,463.23,463.23,463.23
7/7/2018,06 - 07,487.51,487.51,487.51,487.51
7/7/2018,07 - 08,489.05,489.05,489.05,489.05
7/7/2018,08 - 09,493.78,493.78,493.78,493.78
7/7/2018,09 - 10,505.1,505.1,505.1,505.1
7/7/2018,10 - 11,509.31,509.31,509.31,509.31
7/7/2018,11 - 12,507.57,507.57,507.57,507.57
7/7/2018,12 - 13,504.99,504.99,504.99,504.99
7/7/2018,13 - 14,500.36,500.36,500.36,500.36
7/7/2018,14 - 15,497.18,497.18,497.18,497.18
7/7/2018,15 - 16,494.19,494.19,494.19,494.19
7/7/2018,16 - 17,492.13,492.13,492.13,492.13
7/7/2018,17 - 18,496.76,496.76,496.76,496.76
7/7/2018,18 - 19,502.22,502.22,502.22,502.22
7/7/2018,19 - 20,500.98,500.98,500.98,500.98
7/7/2018,20 - 21,498.2,498.2,498.2,498.2
7/7/2018,21 - 22,494.91,494.91,494.91,494.91
