Production SE areas in MWh,,,,,,
Data was last updated 14-12-2018,,,,,,
,Hours,SE1,SE2,SE3,SE4,SE
18-10-2018,22 - 23,1964,4922,9484,528,16899
18-10-2018,23 - 00,1696,4668,9381,467,16212
19-10-2018,00 - 01,1531,4153,9309,429,15423
19-10-2018,01 - 02,1470,3994,9272,381,15117
19-10-2018,02 - 03,1479,3904,9264,348,14995
19-10-2018,03 - 04,1583,3962,9246,323,15115
19-10-2018,04 - 05,1731,4093,9213,311,15347
19-10-2018,05 - 06,2052,4774,9224,324,16373
19-10-2018,06 - 07,2703,6167,9222,331,18422
19-10-2018,07 - 08,3251,6905,9332,379,19867
19-10-2018,08 - 09,3377,6946,9372,390,20084
19-10-2018,09 - 10,3290,6926,9299,382,19897
19-10-2018,10 - 11,3253,6678,9278,375,19583
19-10-2018,11 - 12,3147,6477,9286,392,19302
19-10-2018,12 - 13,3088,6275,9229,390,18981
19-10-2018,13 - 14,2965,6080,9137,363,18545
19-10-2018,14 - 15,2907,5930,9093,380,18310
19-10-2018,15 - 16,2795,5847,9109,356,18107
19-10-2018,16 - 17,2784,5731,9296,354,18165
19-10-2018,17 - 18,2862,5891,9413,418,18583
19-10-2018,18 - 19,2811,5943,9555,441,18750
19-10-2018,19 - 20,2705,5864,9770,455,18793
19-10-2018,20 - 21,2391,5397,9833,457,18078
19-10-2018,21 - 22,1961,5165,9850,461,17437
19-10-2018,22 - 23,1891,4655,9920,482,16948
19-10-2018,23 - 00,1635,3962,9975,484,16055
20-10-2018,00 - 01,921,3605,10083,511,15119
20-10-2018,01 - 02,824,3466,10163,522,14975
20-10-2018,02 - 03,771,3365,10139,515,14790
20-10-2018,03 - 04,761,3326,10094,520,14701
20-10-2018,04 - 05,863,3382,10145,525,14915
20-10-2018,05 - 06,951,3751,10145,542,15388
20-10-2018,06 - 07,1206,4062,10083,551,15903
20-10-2018,07 - 08,1450,4265,10113,598,16426
20-10-2018,08 - 09,1699,4486,10098,608,16891
20-10-2018,09 - 10,2060,4771,10053,599,17484
20-10-2018,10 - 11,2165,4800,9995,520,17480
20-10-2018,11 - 12,2253,4893,9977,515,17638
20-10-2018,12 - 13,2267,4916,9741,542,17466
20-10-2018,13 - 14,2202,4765,9718,530,17215
20-10-2018,14 - 15,1932,4753,9704,552,16940
20-10-2018,15 - 16,1930,4689,9691,539,16849
20-10-2018,16 - 17,2066,4858,9694,537,17156
20-10-2018,17 - 18,2358,5335,9804,571,18069
20-10-2018,18 - 19,2745,5569,9836,590,18740
20-10-2018,19 - 20,2238,5172,9830,612,17852
20-10-2018,20 - 21,1836,5015,9739,608,17197
20-10-2018,21 - 22,1515,4831,9719,561,16627
20-10-2018,22 - 23,1374,4563,9719,505,16160
20-10-2018,23 - 00,947,3996,9733,452,15128
21-10-2018,00 - 01,949,3738,9932,367,14986
21-10-2018,01 - 02,844,3532,10073,356,14804
21-10-2018,02 - 03,904,3433,10207,348,14892
21-10-2018,03 - 04,883,3406,10332,358,14979
21-10-2018,04 - 05,950,3514,10458,379,15301
21-10-2018,05 - 06,1001,3664,10575,409,15649
21-10-2018,06 - 07,1009,3808,10693,454,15963
21-10-2018,07 - 08,1031,3855,10754,489,16129
21-10-2018,08 - 09,1001,4081,10810,531,16423
21-10-2018,09 - 10,1157,4163,10811,574,16705
21-10-2018,10 - 11,1304,4326,10837,611,17077
21-10-2018,11 - 12,1375,4249,10883,644,17152
21-10-2018,12 - 13,1191,4065,10955,690,16902
21-10-2018,13 - 14,1047,3724,11014,759,16544
21-10-2018,14 - 15,1003,3619,11091,821,16534
21-10-2018,15 - 16,996,3758,11148,881,16783
21-10-2018,16 - 17,1166,3871,11199,935,17170
21-10-2018,17 - 18,1432,4199,11283,1038,17953
21-10-2018,18 - 19,1609,4152,11340,1100,18200
21-10-2018,19 - 20,1368,4041,11397,1182,17988
21-10-2018,20 - 21,1058,3515,11444,1220,17236
21-10-2018,21 - 22,999,3286,11483,1270,17038
21-10-2018,22 - 23,681,2882,11460,1269,16292
21-10-2018,23 - 00,640,2701,11450,1284,16075
22-10-2018,00 - 01,696,2503,11405,1295,15899
22-10-2018,01 - 02,688,2174,11316,1297,15475
22-10-2018,02 - 03,731,2269,11263,1271,15534
22-10-2018,03 - 04,770,2516,11180,1217,15683
22-10-2018,04 - 05,945,2875,11193,1193,16205
22-10-2018,05 - 06,1201,3344,11149,1197,16892
22-10-2018,06 - 07,1933,4627,11208,1206,18974
22-10-2018,07 - 08,2327,5792,11301,1290,20710
22-10-2018,08 - 09,2313,5962,11346,1314,20934
22-10-2018,09 - 10,2171,6114,11340,1350,20975
22-10-2018,10 - 11,1929,6162,11361,1404,20856
22-10-2018,11 - 12,1728,6060,11369,1469,20626
22-10-2018,12 - 13,1616,5785,11373,1519,20293
22-10-2018,13 - 14,1545,5812,11364,1560,20281
22-10-2018,14 - 15,1475,5451,11332,1550,19808
22-10-2018,15 - 16,1452,5529,11261,1497,19738
22-10-2018,16 - 17,1706,5815,11217,1439,20177
22-10-2018,17 - 18,1993,5947,11171,1408,20519
22-10-2018,18 - 19,2239,5836,11170,1354,20599
22-10-2018,19 - 20,2165,5720,11217,1342,20443
22-10-2018,20 - 21,1936,5375,11170,1337,19819
22-10-2018,21 - 22,1378,4839,11218,1339,18774
22-10-2018,22 - 23,1186,3774,11206,1345,17512
22-10-2018,23 - 00,984,3248,11227,1381,16840
23-10-2018,00 - 01,815,2734,11318,1445,16312
23-10-2018,01 - 02,780,2470,11320,1504,16075
23-10-2018,02 - 03,779,2250,11337,1581,15947
23-10-2018,03 - 04,763,2184,11285,1648,15880
23-10-2018,04 - 05,765,2182,11252,1692,15890
23-10-2018,05 - 06,955,2588,11206,1723,16471
23-10-2018,06 - 07,1680,3638,11119,1722,18158
23-10-2018,07 - 08,2145,4382,11058,1758,19343
23-10-2018,08 - 09,2042,4341,11015,1773,19170
23-10-2018,09 - 10,1989,4408,10970,1760,19127
23-10-2018,10 - 11,1814,4341,10976,1754,18886
23-10-2018,11 - 12,1675,4568,11037,1742,19022
23-10-2018,12 - 13,1815,4549,11107,1704,19175
23-10-2018,13 - 14,1928,4509,11134,1694,19265
23-10-2018,14 - 15,1646,4483,11167,1697,18993
23-10-2018,15 - 16,1574,4516,11152,1671,18913
23-10-2018,16 - 17,1586,4847,11192,1654,19280
23-10-2018,17 - 18,1613,5132,11210,1634,19589
23-10-2018,18 - 19,1648,5533,11329,1610,20119
23-10-2018,19 - 20,1506,5562,11323,1587,19978
23-10-2018,20 - 21,1255,5294,11325,1562,19435
23-10-2018,21 - 22,1380,4709,11360,1517,18966
23-10-2018,22 - 23,1119,4190,11323,1452,18083
23-10-2018,23 - 00,816,3699,11284,1407,17206
24-10-2018,00 - 01,631,3471,11255,1365,16721
24-10-2018,01 - 02,604,3364,11243,1333,16544
24-10-2018,02 - 03,591,3306,11239,1302,16438
24-10-2018,03 - 04,710,3430,11244,1259,16642
24-10-2018,04 - 05,814,3554,11237,1254,16858
24-10-2018,05 - 06,1080,4194,11262,1225,17760
24-10-2018,06 - 07,2099,5106,11264,1259,19728
24-10-2018,07 - 08,2670,6193,11299,1247,21408
24-10-2018,08 - 09,2945,6210,11256,1274,21685
24-10-2018,09 - 10,2853,6272,11192,1320,21637
24-10-2018,10 - 11,2952,6095,11104,1313,21464
24-10-2018,11 - 12,2836,5850,10906,1314,20906
24-10-2018,12 - 13,2543,5867,10803,1406,20619
24-10-2018,13 - 14,2486,5904,10744,1396,20530
24-10-2018,14 - 15,2418,5974,10717,1261,20370
24-10-2018,15 - 16,2341,6074,10632,1129,20177
24-10-2018,16 - 17,2415,6118,10579,1061,20173
24-10-2018,17 - 18,2615,6196,10564,1036,20411
24-10-2018,18 - 19,2813,6111,10608,983,20515
24-10-2018,19 - 20,2634,5978,10630,955,20196
24-10-2018,20 - 21,2375,5855,10600,945,19774
24-10-2018,21 - 22,2122,5673,10529,905,19228
24-10-2018,22 - 23,1783,5217,10444,863,18307
24-10-2018,23 - 00,1003,4375,10410,883,16671
25-10-2018,00 - 01,672,3517,10439,1018,15646
25-10-2018,01 - 02,639,3055,10413,1077,15183
25-10-2018,02 - 03,664,2918,10434,1192,15209
25-10-2018,03 - 04,719,2848,10480,1313,15359
25-10-2018,04 - 05,936,2997,10521,1417,15871
25-10-2018,05 - 06,1330,3282,10505,1464,16580
25-10-2018,06 - 07,2228,4548,10596,1515,18887
25-10-2018,07 - 08,2727,5055,10631,1583,19996
25-10-2018,08 - 09,2821,5276,10625,1628,20349
25-10-2018,09 - 10,2776,5214,10628,1645,20263
25-10-2018,10 - 11,2714,5328,10485,1608,20135
25-10-2018,11 - 12,2480,5276,10487,1629,19871
25-10-2018,12 - 13,2173,4840,10495,1582,19090
25-10-2018,13 - 14,2186,4898,10505,1550,19138
25-10-2018,14 - 15,2272,5018,10441,1491,19221
25-10-2018,15 - 16,2302,4837,10375,1365,18879
25-10-2018,16 - 17,2562,4895,10345,1291,19092
25-10-2018,17 - 18,2746,5075,10340,1242,19403
25-10-2018,18 - 19,2922,5222,10365,1161,19671
25-10-2018,19 - 20,2919,5232,10291,1076,19518
25-10-2018,20 - 21,2783,5041,10173,977,18975
25-10-2018,21 - 22,2901,4935,10075,894,18805
25-10-2018,22 - 23,2655,4514,9994,763,17927
25-10-2018,23 - 00,1834,3986,9911,692,16424
26-10-2018,00 - 01,1324,3769,9890,643,15626
26-10-2018,01 - 02,1298,3549,9848,621,15316
26-10-2018,02 - 03,1305,3529,9833,627,15294
26-10-2018,03 - 04,1630,3475,9825,613,15543
26-10-2018,04 - 05,1592,3724,9847,591,15754
26-10-2018,05 - 06,2075,4528,10052,565,17221
26-10-2018,06 - 07,3270,5341,10160,563,19334
26-10-2018,07 - 08,3727,6040,10333,556,20655
26-10-2018,08 - 09,3665,6138,10435,551,20789
26-10-2018,09 - 10,3573,6073,10369,526,20541
26-10-2018,10 - 11,3547,5992,10305,524,20367
26-10-2018,11 - 12,3499,5953,10247,539,20236
26-10-2018,12 - 13,3455,5799,10250,600,20104
26-10-2018,13 - 14,3298,5560,10208,652,19718
26-10-2018,14 - 15,3141,5464,10281,700,19585
26-10-2018,15 - 16,3091,5541,10378,744,19754
26-10-2018,16 - 17,3096,5568,10501,786,19951
26-10-2018,17 - 18,3141,5691,10686,817,20335
26-10-2018,18 - 19,3131,5550,10844,860,20385
26-10-2018,19 - 20,2679,5338,10950,876,19842
26-10-2018,20 - 21,2596,5148,11024,886,19654
26-10-2018,21 - 22,2425,4671,10993,908,18997
26-10-2018,22 - 23,1909,3950,11050,921,17830
26-10-2018,23 - 00,1182,3367,11100,922,16571
27-10-2018,00 - 01,1104,2893,11282,996,16275
27-10-2018,01 - 02,1038,2626,11375,1005,16043
27-10-2018,02 - 03,1017,2459,11418,1017,15912
27-10-2018,03 - 04,1055,2447,11452,1040,15994
27-10-2018,04 - 05,1067,2523,11485,1058,16132
27-10-2018,05 - 06,1074,2820,11495,1078,16466
27-10-2018,06 - 07,1295,3491,11490,1101,17376
27-10-2018,07 - 08,1742,4198,11512,1155,18606
27-10-2018,08 - 09,2010,4588,11486,1219,19303
27-10-2018,09 - 10,2137,4891,11528,1288,19844
27-10-2018,10 - 11,2304,5226,11590,1398,20518
27-10-2018,11 - 12,2379,5323,11594,1407,20704
27-10-2018,12 - 13,2379,5474,11548,1408,20809
27-10-2018,13 - 14,2401,5436,11508,1422,20767
27-10-2018,14 - 15,2389,5427,11492,1388,20697
27-10-2018,15 - 16,2895,5495,11339,1339,21069
27-10-2018,16 - 17,2965,5586,11356,1299,21206
27-10-2018,17 - 18,3183,5832,11383,1258,21656
27-10-2018,18 - 19,3217,5869,11441,1201,21727
27-10-2018,19 - 20,3083,5776,11350,1136,21344
27-10-2018,20 - 21,2941,5607,11272,1068,20888
27-10-2018,21 - 22,2943,5532,11196,1012,20683
27-10-2018,22 - 23,2176,5079,11057,947,19259
27-10-2018,23 - 00,1743,4395,10988,893,18019
28-10-2018,00 - 01,1238,3591,10968,830,16627
28-10-2018,01 - 02,1246,3178,10899,802,16125
28-10-2018,02 - 03,951,2835,10843,799,15428
28-10-2018,02 - 03,981,2868,10846,801,15496
28-10-2018,03 - 04,979,2933,10804,794,15511
28-10-2018,04 - 05,957,3050,10768,807,15582
28-10-2018,05 - 06,1052,3509,10727,810,16099
28-10-2018,06 - 07,1204,3923,10731,816,16675
28-10-2018,07 - 08,1466,4153,10707,837,17163
28-10-2018,08 - 09,1910,4306,10667,878,17761
28-10-2018,09 - 10,2237,4474,10637,916,18262
28-10-2018,10 - 11,2224,4542,10630,966,18362
28-10-2018,11 - 12,2261,4604,10612,962,18438
28-10-2018,12 - 13,2371,4665,10570,999,18606
28-10-2018,13 - 14,1995,4054,10444,966,17459
28-10-2018,14 - 15,2008,4250,10386,993,17637
28-10-2018,15 - 16,2149,4453,10339,1007,17948
28-10-2018,16 - 17,2664,5003,10379,1059,19104
28-10-2018,17 - 18,3043,5243,10453,1107,19846
28-10-2018,18 - 19,2986,5155,10552,1184,19877
28-10-2018,19 - 20,2631,4809,10540,1228,19208
28-10-2018,20 - 21,2516,4773,10613,1262,19163
28-10-2018,21 - 22,1772,4553,10557,1295,18176
28-10-2018,22 - 23,1637,4115,10560,1299,17611
28-10-2018,23 - 00,1355,3630,10575,1296,16856
29-10-2018,00 - 01,1192,2691,10378,1240,15500
29-10-2018,01 - 02,1117,2481,10395,1219,15212
29-10-2018,02 - 03,1143,2493,10439,1225,15299
29-10-2018,03 - 04,1285,2463,10462,1235,15445
29-10-2018,04 - 05,1413,2639,10519,1258,15829
29-10-2018,05 - 06,1908,3552,10597,1270,17327
29-10-2018,06 - 07,3234,4953,10675,1297,20158
29-10-2018,07 - 08,3694,5454,10816,1351,21315
29-10-2018,08 - 09,3717,5815,10913,1443,21887
29-10-2018,09 - 10,3705,5932,10885,1493,22014
29-10-2018,10 - 11,3636,5869,10897,1566,21968
29-10-2018,11 - 12,3588,5616,10965,1614,21783
29-10-2018,12 - 13,3626,5560,11085,1647,21918
29-10-2018,13 - 14,3230,5522,11085,1671,21508
29-10-2018,14 - 15,3189,5347,11141,1714,21392
29-10-2018,15 - 16,3294,5392,11206,1684,21576
29-10-2018,16 - 17,3491,5536,11278,1683,21988
29-10-2018,17 - 18,3671,5474,11324,1697,22166
29-10-2018,18 - 19,3623,5274,11408,1715,22020
29-10-2018,19 - 20,3071,5204,11465,1724,21464
29-10-2018,20 - 21,2773,5054,11517,1689,21033
29-10-2018,21 - 22,2261,4828,11506,1666,20261
29-10-2018,22 - 23,1912,4208,11526,1651,19297
29-10-2018,23 - 00,1433,3549,11554,1651,18186
30-10-2018,00 - 01,1381,2902,11509,1610,17402
30-10-2018,01 - 02,1309,2771,11367,1618,17066
30-10-2018,02 - 03,1250,2941,11214,1627,17031
30-10-2018,03 - 04,1268,3082,11107,1643,17100
30-10-2018,04 - 05,1351,3351,11106,1668,17476
30-10-2018,05 - 06,1605,3741,11099,1691,18136
30-10-2018,06 - 07,2414,4854,11241,1699,20208
30-10-2018,07 - 08,2796,5603,11289,1704,21392
30-10-2018,08 - 09,2801,5909,11316,1701,21727
30-10-2018,09 - 10,2906,6105,11285,1681,21977
30-10-2018,10 - 11,3080,6462,11156,1662,22360
30-10-2018,11 - 12,2835,5998,11013,1639,21485
30-10-2018,12 - 13,2795,5840,10980,1620,21234
30-10-2018,13 - 14,2863,5859,10895,1586,21203
30-10-2018,14 - 15,2922,5870,10891,1531,21213
30-10-2018,15 - 16,3056,6044,10938,1498,21536
30-10-2018,16 - 17,3270,6196,10937,1434,21837
30-10-2018,17 - 18,3245,6257,10907,1377,21786
30-10-2018,18 - 19,3184,5843,10786,1282,21095
30-10-2018,19 - 20,3101,5732,10732,1177,20743
30-10-2018,20 - 21,2754,5551,10603,1115,20022
30-10-2018,21 - 22,2166,5186,10481,1100,18932
30-10-2018,22 - 23,1532,4660,10309,1111,17612
30-10-2018,23 - 00,1344,4075,10157,1208,16784
31-10-2018,00 - 01,888,3371,10056,1286,15601
31-10-2018,01 - 02,822,2953,10063,1357,15195
31-10-2018,02 - 03,786,2879,10162,1417,15244
31-10-2018,03 - 04,785,2863,10212,1452,15313
31-10-2018,04 - 05,1055,3131,10290,1463,15939
31-10-2018,05 - 06,1418,3634,10301,1519,16872
31-10-2018,06 - 07,2008,4731,10295,1577,18610
31-10-2018,07 - 08,2892,5711,10377,1636,20617
31-10-2018,08 - 09,2882,5834,10360,1687,20763
31-10-2018,09 - 10,2847,5861,10356,1710,20774
31-10-2018,10 - 11,2812,5930,10421,1717,20880
31-10-2018,11 - 12,2924,5906,10467,1673,20971
31-10-2018,12 - 13,2921,5827,10499,1632,20879
31-10-2018,13 - 14,2977,5905,10578,1566,21026
31-10-2018,14 - 15,3005,6080,10709,1442,21237
31-10-2018,15 - 16,3141,6105,10861,1282,21389
31-10-2018,16 - 17,3210,6306,10943,1154,21613
31-10-2018,17 - 18,3331,6503,10960,1049,21843
31-10-2018,18 - 19,3237,6360,10896,956,21448
31-10-2018,19 - 20,3089,6287,10714,873,20962
31-10-2018,20 - 21,2949,5845,10468,772,20033
31-10-2018,21 - 22,2588,5592,10237,651,19068
31-10-2018,22 - 23,2058,5095,10074,549,17777
31-10-2018,23 - 00,1674,4504,9951,493,16622
1/11/2018,00 - 01,1314,3737,9884,429,15364
1/11/2018,01 - 02,1268,3585,9769,447,15069
1/11/2018,02 - 03,1270,3393,9685,488,14837
1/11/2018,03 - 04,1255,3241,9574,527,14597
1/11/2018,04 - 05,1245,3251,9536,581,14612
1/11/2018,05 - 06,1456,3733,9557,636,15382
1/11/2018,06 - 07,1894,4692,9571,689,16846
1/11/2018,07 - 08,2696,5290,9644,767,18397
1/11/2018,08 - 09,2971,5335,9641,780,18727
1/11/2018,09 - 10,2935,5264,9626,785,18609
1/11/2018,10 - 11,3197,5338,9644,770,18949
1/11/2018,11 - 12,3273,5329,9623,754,18978
1/11/2018,12 - 13,3294,5160,9587,710,18750
1/11/2018,13 - 14,3514,5291,9707,715,19227
1/11/2018,14 - 15,3758,5307,9711,736,19512
1/11/2018,15 - 16,3725,5587,9837,762,19910
1/11/2018,16 - 17,3707,5853,9974,790,20324
1/11/2018,17 - 18,3674,5841,10146,860,20521
1/11/2018,18 - 19,3472,5867,10194,891,20425
1/11/2018,19 - 20,3209,5709,10199,879,19996
1/11/2018,20 - 21,2555,5439,10163,806,18963
1/11/2018,21 - 22,2190,5064,10015,754,18023
1/11/2018,22 - 23,1564,4301,9856,662,16383
1/11/2018,23 - 00,1223,3739,9789,630,15381
2/11/2018,00 - 01,1032,3212,9884,639,14766
2/11/2018,01 - 02,996,3073,9853,602,14525
2/11/2018,02 - 03,1042,3193,9798,594,14627
2/11/2018,03 - 04,1071,3134,9745,597,14547
2/11/2018,04 - 05,1227,3481,9708,630,15046
2/11/2018,05 - 06,1638,4004,9648,689,15979
2/11/2018,06 - 07,2447,5214,9663,765,18088
2/11/2018,07 - 08,3015,6177,9683,866,19742
2/11/2018,08 - 09,3120,6313,9718,917,20067
2/11/2018,09 - 10,2924,6041,9739,979,19684
2/11/2018,10 - 11,2873,5945,9753,998,19569
2/11/2018,11 - 12,2800,5843,9788,1032,19463
2/11/2018,12 - 13,2842,5712,9823,1042,19419
2/11/2018,13 - 14,2893,5728,9855,1057,19532
2/11/2018,14 - 15,3089,5649,9863,1066,19666
2/11/2018,15 - 16,3041,5583,9945,1107,19676
2/11/2018,16 - 17,3018,5628,10023,1163,19832
2/11/2018,17 - 18,3140,5806,10128,1196,20269
2/11/2018,18 - 19,2986,5672,10195,1220,20073
2/11/2018,19 - 20,2781,5299,10206,1211,19497
2/11/2018,20 - 21,2583,5015,10197,1187,18982
2/11/2018,21 - 22,2346,4641,10159,1144,18290
2/11/2018,22 - 23,1844,4377,10100,1094,17415
2/11/2018,23 - 00,1449,4067,10002,1074,16591
3/11/2018,00 - 01,1025,3798,9886,1083,15793
3/11/2018,01 - 02,800,3834,9837,1058,15528
3/11/2018,02 - 03,814,3932,9814,1037,15596
3/11/2018,03 - 04,858,4133,9782,997,15771
3/11/2018,04 - 05,883,4223,9752,973,15831
3/11/2018,05 - 06,1134,4377,9738,936,16183
3/11/2018,06 - 07,1285,4782,9738,901,16705
3/11/2018,07 - 08,1306,5204,9755,854,17119
3/11/2018,08 - 09,1384,5603,9715,802,17504
3/11/2018,09 - 10,1638,5715,9666,765,17783
3/11/2018,10 - 11,1897,5732,9635,715,17979
3/11/2018,11 - 12,2158,5426,9635,703,17922
3/11/2018,12 - 13,2178,5186,9655,663,17682
3/11/2018,13 - 14,2175,4983,9645,615,17418
3/11/2018,14 - 15,1989,5084,9662,583,17318
3/11/2018,15 - 16,2047,5297,9726,569,17638
3/11/2018,16 - 17,2414,5571,9848,566,18398
3/11/2018,17 - 18,2631,5619,9951,588,18789
3/11/2018,18 - 19,2584,5667,10077,617,18945
3/11/2018,19 - 20,2427,5644,10191,630,18893
3/11/2018,20 - 21,1966,5397,10247,632,18243
3/11/2018,21 - 22,1533,5133,10229,596,17491
3/11/2018,22 - 23,1245,4631,10231,575,16682
3/11/2018,23 - 00,900,4033,10158,529,15619
4/11/2018,00 - 01,850,3406,9982,514,14752
4/11/2018,01 - 02,893,3160,9776,508,14337
4/11/2018,02 - 03,899,2968,9585,501,13952
4/11/2018,03 - 04,918,2936,9509,501,13864
4/11/2018,04 - 05,945,2888,9494,508,13835
4/11/2018,05 - 06,1047,3129,9491,517,14184
4/11/2018,06 - 07,1045,3466,9434,545,14490
4/11/2018,07 - 08,1205,4040,9413,570,15228
4/11/2018,08 - 09,1307,4350,9391,579,15626
4/11/2018,09 - 10,1495,4974,9333,585,16388
4/11/2018,10 - 11,1712,5239,9252,589,16792
4/11/2018,11 - 12,1808,5343,9247,601,16998
4/11/2018,12 - 13,1787,5448,9223,615,17073
4/11/2018,13 - 14,1843,5602,9183,636,17264
4/11/2018,14 - 15,1867,5620,9196,642,17324
4/11/2018,15 - 16,1905,5938,9182,673,17698
4/11/2018,16 - 17,2228,6285,9222,736,18470
4/11/2018,17 - 18,2297,6327,9269,760,18654
4/11/2018,18 - 19,2152,6156,9319,778,18405
4/11/2018,19 - 20,2113,5948,9358,769,18187
4/11/2018,20 - 21,1864,5909,9368,735,17875
4/11/2018,21 - 22,1528,5557,9334,685,17104
4/11/2018,22 - 23,1235,5307,9277,623,16442
4/11/2018,23 - 00,1138,4759,9192,536,15624
5/11/2018,00 - 01,1195,4440,9200,495,15331
5/11/2018,01 - 02,1183,4281,9110,464,15037
5/11/2018,02 - 03,1199,4255,9035,448,14937
5/11/2018,03 - 04,1247,4276,8969,447,14940
5/11/2018,04 - 05,1553,4412,8888,448,15301
5/11/2018,05 - 06,1735,4825,8881,473,15913
5/11/2018,06 - 07,2512,5774,8988,534,17808
5/11/2018,07 - 08,3044,6099,9046,555,18744
5/11/2018,08 - 09,3153,6059,9051,567,18830
5/11/2018,09 - 10,3280,6091,9026,563,18961
5/11/2018,10 - 11,3206,5885,8995,557,18642
5/11/2018,11 - 12,3273,5827,8985,561,18646
5/11/2018,12 - 13,3206,5860,8962,578,18606
5/11/2018,13 - 14,3159,5836,8944,611,18550
5/11/2018,14 - 15,3449,5609,8977,611,18647
5/11/2018,15 - 16,3517,5839,9227,626,19209
5/11/2018,16 - 17,3526,5763,9577,667,19532
5/11/2018,17 - 18,4054,5981,9308,721,20064
5/11/2018,18 - 19,3977,5962,9183,762,19884
5/11/2018,19 - 20,3742,5786,9138,744,19410
5/11/2018,20 - 21,3083,5444,9031,730,18288
5/11/2018,21 - 22,2357,5228,8982,710,17277
5/11/2018,22 - 23,1948,4732,8954,671,16305
5/11/2018,23 - 00,1400,4267,8955,689,15311
6/11/2018,00 - 01,1111,3955,8844,651,14561
6/11/2018,01 - 02,1062,3726,8849,670,14307
6/11/2018,02 - 03,1048,3661,8886,699,14294
6/11/2018,03 - 04,1065,3687,8884,726,14362
6/11/2018,04 - 05,1316,3861,8936,757,14869
6/11/2018,05 - 06,1636,4452,9055,788,15930
6/11/2018,06 - 07,2783,5282,9231,812,18108
6/11/2018,07 - 08,3016,5569,9341,792,18719
6/11/2018,08 - 09,3194,5625,9252,780,18850
6/11/2018,09 - 10,3368,5684,9194,749,18995
6/11/2018,10 - 11,3416,5803,9164,737,19121
6/11/2018,11 - 12,3560,5855,9070,639,19124
6/11/2018,12 - 13,3498,5812,9024,619,18953
6/11/2018,13 - 14,3635,5742,9150,587,19113
6/11/2018,14 - 15,3541,5826,9137,581,19084
6/11/2018,15 - 16,3378,5668,9306,586,18938
6/11/2018,16 - 17,3491,5698,9364,603,19155
6/11/2018,17 - 18,3438,5728,9402,607,19176
6/11/2018,18 - 19,3330,5799,9315,605,19048
6/11/2018,19 - 20,3267,5697,9227,575,18766
6/11/2018,20 - 21,2662,5498,9009,518,17686
6/11/2018,21 - 22,2240,5082,8867,496,16685
