SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT
287.26,276.75,276.75,276.75,276.75,317.38,238.9,257.58,291.15,291.15,291.15,287.42,287.42,281.35,317.38,317.38,317.38
305.51,299.29,299.29,305.39,306.63,309.78,248.63,248.63,315.83,315.83,315.83,307.35,307.35,284.9,309.78,311.02,311.02
335.5,330.89,330.89,330.89,330.89,397.58,330.89,330.89,330.89,330.89,330.89,330.89,330.89,300.73,397.58,419.38,419.38
365.76,351.75,351.75,351.75,351.75,417.5,351.75,351.75,351.75,351.75,351.75,351.75,351.75,351.75,417.5,419.03,419.03
417.04,393.52,393.52,395.98,395.98,530.5,395.98,395.98,391.42,391.42,391.42,390.37,390.37,377.28,530.5,530.5,536.04
321.32,333.68,333.68,339.55,339.55,339.55,358.23,359.84,329.37,310.18,310.18,311.98,311.98,304.91,339.96,399.07,399.07
325.26,340.49,340.49,340.49,340.49,340.49,342.96,342.96,326.66,309.86,309.86,316.62,316.62,309.65,340.49,349.36,349.36
418.55,395.75,395.75,395.75,395.75,559.15,388.89,395.46,389.11,386.28,386.92,394.05,394.05,314.06,559.15,559.15,559.15
405.32,359.51,359.51,359.51,359.51,772.39,333.31,353.48,334.55,334.55,334.55,356.3,356.3,321.93,772.39,773.71,777.76
283.9,277.49,277.49,277.49,277.49,329.93,234.37,234.65,283.77,282.23,283.36,285.24,285.24,283.83,329.93,329.93,329.93
291.9,276.25,276.25,276.25,285.92,328.36,247.7,257.37,291.26,291.26,291.26,292.82,292.82,290.13,328.36,336.87,336.87
334.77,317.86,317.86,317.86,401.93,413.52,335.64,402.23,317.86,317.86,317.86,317.86,317.86,295.21,413.52,413.52,413.52
304.96,306.9,306.9,306.9,313.7,313.71,288.55,292.68,304.55,304.35,304.55,306.38,306.38,299.16,321.65,321.65,321.65
272.66,275.04,275.04,275.04,275.04,275.04,100.31,109.6,275.25,275.25,275.25,275.25,275.25,275.25,275.75,275.75,275.75
294.27,290.03,290.03,290.03,290.03,353.69,210.22,212.45,289.77,287.13,289.77,290.64,290.64,290.64,353.69,353.69,353.69
319.34,316.25,316.25,316.25,316.25,356.79,287.46,287.66,315.33,315.33,315.33,315.39,315.39,306.36,356.79,356.79,356.79
300.84,291.65,291.65,291.65,291.91,448.52,282.84,283.2,291.65,291.64,291.65,291.92,291.92,291.92,448.52,448.52,448.52
304.73,298.37,298.37,298.37,298.97,327.27,291.09,291.09,300.78,300.78,300.78,301.3,301.3,301.3,327.27,327.27,327.27
350.3,336.27,336.27,348.2,374.88,358.57,348.2,374.88,348.2,348.2,348.2,336.27,336.27,330.91,358.57,375.27,375.27
334.97,337.34,337.34,337.34,344.68,337.34,337.34,344.68,337.34,337.34,337.34,337.34,337.34,319.93,337.34,344.68,344.68
328.95,330.35,330.35,330.35,330.35,330.35,329.94,330.35,330.35,330.23,330.23,330.35,330.35,318.36,330.35,330.35,330.35
474.79,508.89,508.89,508.89,508.89,522.47,445.96,508.89,443.53,443.53,443.53,443.53,443.53,315.7,522.47,522.47,522.47
452.94,467.36,467.36,468.05,468.05,469.49,467.36,468.05,467.36,467.36,467.36,467.36,467.36,321.37,469.49,469.49,469.49
439.38,448.91,448.91,451.08,453.07,464.71,448.49,453.07,446.62,446.62,446.62,447.59,447.59,322.02,464.71,465.73,465.73
383.29,372.26,372.26,394.92,463.7,420.06,394.92,463.7,391.76,391.76,391.76,370.07,370.07,318.93,420.06,456.87,463.95
323.25,319.27,319.27,319.38,376.97,373.06,319.38,376.97,319.38,319.38,319.38,319.27,319.27,316.36,373.06,400.17,400.17
320.97,320.95,320.95,320.95,346.71,326.26,320.94,346.71,320.95,320.95,320.95,320.95,320.95,310.33,326.26,347.87,347.87
292.55,294.61,294.61,294.61,294.61,294.61,114.2,211.87,294.66,294.66,294.66,294.66,294.66,294.66,294.61,301.86,301.86
317.89,311.47,311.47,311.47,312.33,389.41,267.37,268.22,311.78,311.78,311.78,311.78,311.78,311.78,389.41,391.62,391.62
363.15,369.48,369.48,369.48,377.86,369.55,369.48,377.86,369.48,369.48,369.48,369.48,369.48,330.19,369.55,380.89,380.89
353.88,342.34,342.34,355.86,383.14,384.17,355.72,383.14,355.7,355.7,355.7,342.34,342.34,339.71,384.17,396.17,396.17
327.18,324.19,324.19,324.54,324.54,349.38,304.74,305.05,324.54,324.54,324.54,324.19,324.19,324.19,349.38,356.14,356.14
362.69,357.73,357.73,357.73,367.62,399.55,357.73,367.62,357.73,357.73,357.73,357.73,357.73,357.73,399.55,399.55,399.55
378.51,378.84,378.84,378.84,379.05,378.84,379.05,379.05,377.05,377.05,377.05,378.84,378.84,378.84,378.84,379.05,379.05
357.51,357.51,357.51,357.51,357.51,357.51,357.51,357.51,357.51,357.51,357.51,357.51,357.51,357.51,357.51,357.51,357.51
475.16,474.33,474.33,474.33,476.79,490.64,474.33,476.79,407.93,398.38,398.38,474.33,474.33,474.33,490.64,490.64,490.64
489.64,482.05,482.05,482.05,482.05,527.48,482.05,482.05,442.8,442.8,442.8,482.05,482.05,482.05,527.48,527.48,527.48
475.28,466.4,466.4,468.11,468.11,539.04,468.11,468.11,424.08,424.08,424.08,466.4,466.4,466.4,539.04,539.04,539.04
479.86,482.02,482.02,482.02,482.02,508.11,481.4,482.02,440.83,440.83,440.83,482.02,482.02,482.02,508.11,508.11,508.11
446.53,445.89,445.89,445.89,445.89,448.19,446.74,446.73,419.38,419.38,419.38,445.89,445.89,445.89,448.19,448.19,448.19
381.71,386.15,386.15,386.15,386.15,386.15,335.41,373.6,382.71,381.97,382.71,386.15,386.15,386.15,386.15,386.15,386.15
386.39,386.97,386.97,386.97,386.97,386.97,377.94,386.97,386.97,386.97,386.97,386.97,386.97,386.97,386.97,386.97,386.97
468.02,454.06,454.06,460.83,460.83,491.47,453.82,460.1,458.44,458.44,458.44,454.06,454.06,454.06,491.47,492.79,492.79
450.45,455.36,455.36,472.66,472.66,515.34,410.05,471.71,411,411,411,455.36,455.36,455.36,515.34,515.34,515.34
479.73,487.95,487.95,487.95,487.95,909.26,373.99,480.77,414.22,404.59,407.57,487.95,487.95,487.95,909.26,789.45,784.75
660.2,939.84,939.84,939.84,939.84,980.21,336.41,939.84,935.39,407.37,409.95,939.84,939.84,939.84,959.6,959.6,959.6
541.28,580.92,580.92,580.92,580.92,720.84,407.89,572.68,447.98,446.39,447.98,580.92,580.92,580.92,653.54,653.54,653.54
429.11,439.42,439.42,439.42,439.42,439.42,390.82,439.42,424.89,421.43,424.89,439.42,439.42,439.42,439.42,439.42,439.42
411.95,417.26,417.26,417.26,417.26,417.26,327.49,417.26,416.61,414.68,416.61,417.26,417.26,417.26,417.26,417.26,417.26
537.87,529.87,529.87,529.87,529.87,561.57,492.18,529.87,529,528.62,529,529.87,529.87,529.87,561.57,561.57,561.57
493.91,493.37,493.37,493.37,493.37,497.79,493.27,493.37,493.34,493.34,493.34,493.37,493.37,493.37,497.79,501.75,501.75
480.37,480.79,480.79,480.79,480.79,480.79,480.79,480.79,479.88,479.88,479.88,480.79,480.79,480.79,480.79,493.36,493.36
411,411.2,411.2,411.2,411.2,411.2,410.48,411.2,410.85,410.85,410.85,411.2,411.2,411.2,411.2,439.88,439.88
411.59,411.85,411.85,411.85,414.2,411.85,411.85,414.2,411.85,411.85,411.85,411.85,411.85,411.85,411.85,468.78,468.78
379.2,379.63,379.63,379.63,379.63,379.63,369.02,378.47,379.63,379.47,379.63,379.63,379.63,379.63,379.63,386.39,386.39
368.51,368.43,368.43,368.43,368.43,368.43,308.36,337.99,369.5,369.5,369.5,369.5,369.5,368.43,368.43,368.43,368.43
430.44,428.52,428.52,428.52,428.52,428.82,421.76,421.75,432.89,432.89,432.89,431.02,431.02,429.6,428.82,434.25,434.22
425.04,433.01,433.01,433.01,433.01,434.25,420.62,433.01,429.29,417.94,417.94,433.57,433.57,433.01,434.25,435.61,435.61
482.77,484.1,484.1,484.1,485.36,484.1,482.77,484.64,480.2,480.2,480.2,484.45,484.45,484.1,484.1,494.1,494.1
412.2,463.81,463.81,463.81,463.81,468.25,257.08,411.58,463.81,392.28,404.1,463.81,463.81,463.81,468.25,473.56,473.56
407.85,419.12,419.12,419.12,419.12,421.23,281.59,360.05,419.12,391.12,419.12,419.12,419.12,419.12,421.23,421.23,421.23
380.18,383.06,383.06,383.06,383.06,383.06,27.54,128.58,383.36,383.36,383.36,383.36,383.36,383.06,383.06,383.06,383.06
374.48,376.45,376.45,376.45,376.45,376.45,173.79,260.27,378.71,378.71,378.71,377.37,377.37,376.45,376.45,376.45,376.45
427.86,423.48,423.48,423.48,425.54,423.48,422.21,427.71,430,429.93,430,428.91,428.91,424.61,423.48,425.54,425.54
437.04,439.52,439.52,439.52,439.59,439.52,428.75,439.65,440.34,429.56,440.34,440.34,440.34,439.52,439.52,456.01,456.01
426.89,424.98,424.98,424.98,438.69,424.98,425.39,438.69,425.47,425.47,425.47,425.18,425.18,424.98,424.91,453.93,453.93
417.99,414.43,414.43,414.43,431.95,414.43,436.57,439.31,414.2,408.72,414.2,417.94,417.94,414.43,414.43,443.31,443.31
471.52,477.37,477.37,477.37,477.37,479.53,477.37,477.37,470.53,449.07,449.73,477.37,477.37,477.37,478.53,494.36,494.36
410.88,410.61,410.61,410.61,410.61,410.61,409.41,411.05,411.06,411.06,411.06,410.61,410.61,410.61,410.61,410.61,410.61
405.08,404.07,404.07,404.07,404.07,404.07,404.08,404.8,405.84,405.84,405.84,404.07,404.07,404.07,404.07,404.07,404.07
485.56,486.17,486.17,486.17,486.17,486.17,486.17,486.17,486.17,486.17,486.17,486.17,486.17,486.17,486.17,488.52,488.52
466.9,469.32,469.32,469.32,469.32,471.26,454.09,462.15,468.46,458.33,468.46,469.32,469.32,469.32,471.26,476.27,476.27
437.93,472.44,472.44,472.44,472.44,480.46,382.92,465.4,472.44,403.36,472.44,472.44,472.44,472.44,480.46,487.95,487.95
418.06,420.15,420.15,420.15,420.15,421.25,368.49,374.31,420.42,417.02,420.42,420.15,420.15,420.15,421.26,424.65,424.65
420.33,422.76,422.76,422.76,422.76,422.76,414.1,418.02,422.76,418.62,422.76,422.76,422.76,422.76,422.76,422.76,422.76
412.29,413.27,413.27,413.27,413.27,413.27,359.87,359.87,413.27,413.27,413.27,413.27,413.27,413.27,413.27,413.27,413.27
405.53,405.57,405.57,405.57,405.57,405.57,405.01,405.01,405.57,405.57,405.57,405.57,405.57,405.57,405.57,405.57,405.57
409.94,407.58,407.58,407.58,407.58,407.58,407.58,407.58,412.13,412.13,412.13,407.58,407.58,407.58,407.58,407.58,407.58
445.98,453.4,453.4,453.4,453.97,453.4,425.36,445.61,449.43,433.72,449.43,453.41,453.41,453.4,453.4,470.77,470.77
439.58,437.67,437.67,437.67,437.67,445.57,391.72,391.72,437.09,433.36,437.09,444.26,444.26,437.67,445.57,451.63,451.63
432.9,441.66,441.66,441.66,441.66,441.66,392.35,392.35,442.64,422.07,442.64,442.8,442.8,441.66,441.66,458.86,458.86
415.38,409.73,409.73,409.73,409.73,411.29,392.23,392.23,420.4,420.4,420.4,420.8,420.8,414.42,411.29,411.29,411.29
399.72,405.36,405.36,405.36,405.36,405.36,199.37,199.37,405.71,402.5,405.71,405.71,405.71,405.36,404.12,404.12,404.12
406.42,406.89,406.89,406.89,406.89,406.89,396,396,406.92,406.92,406.92,406.92,406.92,406.89,404.59,398.34,398.34
444.15,444.73,444.73,444.73,444.73,444.73,445.39,445.39,444.99,444.99,444.99,444.73,444.73,444.73,437.1,437.1,437.1
412.72,419,419,419,419,423.58,371.17,371.17,419.7,403.2,419.7,419.7,419.7,419,423.58,423.58,423.58
413,422.28,422.28,422.28,422.28,422.28,324.41,324.53,422.28,405.75,422.28,422.28,422.28,422.28,418.46,416.48,416.48
411.92,418.39,418.39,418.39,418.39,419.41,305.57,305.57,414.92,408.69,414.92,418.39,418.39,418.39,411.41,411.41,411.41
410.97,415.29,415.29,415.29,415.29,416.22,382.24,388.16,411.32,410.34,411.32,415.45,415.45,415.43,407.54,407.54,407.54
404.28,389.86,389.86,389.86,389.86,389.86,387.98,388.89,407.17,407.17,407.17,406.17,406.17,406.17,389.86,389.86,389.86
414.61,415.06,415.06,415.06,415.06,415.06,397.35,397.35,415.06,415.06,415.06,415.06,415.06,415.06,415.06,415.06,415.06
485.17,496.38,496.38,496.38,496.38,496.38,494.42,494.55,461.66,461.66,461.66,496.38,496.38,496.38,496.38,496.38,496.38
448.46,459.33,459.33,459.33,459.33,460.73,446.25,453.5,436,436,436,459.33,459.33,459.33,455.52,455.52,455.52
437.66,434.55,434.55,434.55,434.55,443.72,429.38,434.98,434.4,434.4,434.4,434.55,434.55,434.55,443.72,443.72,443.72
414.54,413.12,413.12,413.12,413.12,413.12,412.67,415.36,413.12,413.12,413.12,413.12,413.12,414.87,413.12,413.12,413.12
382.78,378.59,378.59,378.59,389.4,378.59,385.93,391.01,378.47,378.47,378.47,379.08,379.08,389.04,378.59,378.59,389.4
337.18,326.01,326.01,326.01,326.01,326.01,328.31,330.54,329.49,329.49,329.49,327.19,327.19,371,326.01,326.01,326.01
366.88,363.12,363.12,363.12,363.12,363.12,350.44,359.23,363.12,363.12,363.12,363.12,363.12,375.5,363.12,363.12,367.45
374.16,359.33,359.33,359.33,359.33,452.66,324.29,324.29,362.44,362.44,362.44,362.44,362.44,384.65,441.76,441.76,445.63
362.36,350.01,350.01,350.01,350.01,366.75,337.88,343.81,362.72,362.72,362.72,361.19,361.19,376.49,366.75,366.75,375.64
387.43,382.7,382.7,382.7,382.7,431.19,365.87,369.7,383.18,383.18,383.18,382.7,382.7,388.96,431.19,438.02,438.02
384.71,379.77,379.77,379.77,379.77,434.4,354.72,354.72,379.91,379.91,379.91,381.16,381.16,386,431.66,431.66,445.74
395.54,386.87,386.87,386.87,386.87,522.27,402.75,402.75,386.87,386.87,386.87,386.87,386.87,389.2,471.52,477.43,481.52
377.24,375.63,375.63,375.63,379.16,406.5,369.45,369.88,375.63,375.63,375.63,375.63,375.63,380.45,406.5,407.77,407.77
368.43,368,368,368,368,368,363.26,363.26,368,368,368,368,368,371.6,368,368,368
344.25,332.46,332.46,332.46,332.46,338.97,190.02,190.02,332.46,332.46,340.77,359.27,359.27,374.55,338.97,338.97,338.97
297.78,225.75,225.75,225.75,225.75,225.75,224.02,224.02,315.57,315.57,322.04,369.46,369.46,374.85,225.75,225.75,225.75
392.6,379.85,379.85,379.85,379.85,379.85,393.78,409.24,390.23,390.23,390.23,400.43,400.43,400.47,379.85,414.29,414.29
397.47,387.12,387.12,387.12,387.12,628.53,408.45,420.54,387.83,387.83,387.83,392.92,392.92,394.47,628.53,632.66,632.66
394.81,378.66,378.66,378.66,409.42,420.16,429.27,505,391.17,391.17,391.17,392.73,392.73,392.74,420.16,455.83,455.83
342.31,335.04,335.04,335.04,335.04,335.04,339.39,345.44,339.57,339.57,339.57,340.47,340.47,369.74,335.04,335.04,335.04
262.46,211.97,211.97,211.97,211.97,211.97,245.78,246.24,250.08,250.08,250.08,298.3,298.3,363.96,211.97,211.97,211.97
318.49,255.59,255.59,255.59,255.59,265.12,362.62,362.66,326.59,326.59,326.59,326.37,326.37,377.01,265.91,300.73,300.73
310.23,255.4,255.4,255.4,255.4,420.86,298.47,305.33,295.18,295.18,295.18,315.68,315.68,375.29,420.86,441.85,441.85
218.63,168.95,168.95,168.95,168.95,168.95,274.28,334.72,248.99,248.99,248.99,246.97,246.97,341.39,178.91,178.91,178.91
171.24,154.7,154.7,154.7,154.7,154.7,175.91,175.91,175.91,175.91,175.91,168.75,168.75,337.62,154.7,154.7,154.7
287.01,292.71,292.71,292.71,292.71,292.71,374.47,374.47,273.06,273.06,273.06,290.12,290.12,348.77,292.71,292.71,292.71
314.21,313.29,313.29,313.29,313.29,313.29,333.55,333.55,313.29,313.29,313.29,313.29,313.29,313.29,313.29,313.29,313.29
194.55,194.71,194.71,194.71,194.71,194.71,194.71,194.71,194.71,194.71,194.71,194.71,194.71,194.98,194.71,194.71,194.71
345.18,374.1,374.1,374.1,374.1,515.38,374.93,374.93,332.05,332.05,332.05,335.59,335.59,335.59,515.38,573.03,573.03
374.48,404.88,404.88,404.88,518.66,505.56,439.59,522.16,358.99,358.99,358.99,367.55,367.55,367.55,505.56,612.64,612.64
377.65,399.79,399.79,399.79,721.23,743.93,411.58,721.23,359.54,359.54,359.54,367.94,367.94,367.94,743.93,1032.9,1032.9
309.08,302.83,302.83,302.83,377.67,365.21,316.06,379.68,302.83,302.83,302.83,328.54,328.54,328.54,365.21,699.19,699.19
356.32,324.1,324.1,324.1,337.48,396.85,365.69,359.35,324.1,324.1,324.1,380.85,380.85,380.85,396.85,450.66,450.66
361.98,360.69,360.69,360.69,360.69,360.69,386.02,371.57,360.69,360.69,360.69,360.69,360.69,360.69,360.69,403.78,403.78
261.01,260.92,260.92,260.92,260.92,260.92,259.83,260.92,261.02,261.02,261.02,261.02,261.02,261.02,260.92,359.84,359.84
295.61,281.78,281.78,281.78,281.78,375.99,281.78,281.78,312.64,312.64,312.64,299.11,299.11,299.11,375.99,463.18,463.18
401.02,389.5,389.5,389.5,540.6,566.46,448.73,546.11,389.5,389.5,389.5,389.5,389.5,389.5,566.46,635.01,635.01
411.55,405.16,405.16,405.16,580.08,522.64,437.35,584.42,405.16,405.41,405.16,405.16,405.16,405.16,522.64,593.52,593.52
414.77,416.12,416.12,416.12,496.19,519.26,417.17,496.19,398.89,398.89,398.89,413.21,413.21,413.21,519.26,546.88,546.88
412.19,417.61,417.61,417.61,417.61,493.2,417.61,417.61,401.28,401.94,400.8,409.78,409.78,409.78,493.2,534.95,534.95
397.36,397.28,397.28,397.28,397.28,397.28,398.7,399.41,397.28,397.28,397.28,397.28,397.28,397.28,397.28,424.52,424.52
386.04,386.06,386.06,386.06,386.06,386.06,385.14,387.73,386.06,386.06,386.06,386.06,386.06,386.06,386.06,398.14,398.14
421.09,448.87,448.87,450.77,450.77,507.53,447.45,452.53,405.58,405.58,405.58,422.46,422.46,422.46,507.53,517.17,517.17
425.31,428.1,428.1,443.91,443.91,444.2,443.47,443.91,423.35,423.35,412.37,431.27,431.27,431.27,444.2,524.62,524.62
437.36,472.87,472.87,472.87,472.87,488.2,474.99,476.47,423.47,423.47,423.47,444.95,444.95,444.95,488.2,555.48,555.48
442.11,452.42,452.42,452.42,452.96,524.97,449.31,455.74,435.94,435.94,433.06,448.7,448.7,448.7,524.97,525.77,525.77
453.59,472.09,472.09,472.09,560.9,524.51,553.52,577.81,440.12,440.12,436.55,462.55,462.55,462.55,524.51,581.71,581.71
434.08,442.7,442.7,442.7,447.43,442.7,440.55,449.77,430.74,430.74,430.74,442.7,442.7,442.7,442.7,494.94,494.94
435.28,435.26,435.26,435.26,435.26,435.26,431.85,437.8,435.26,435.26,435.26,435.26,435.26,435.26,435.26,442.47,442.47
439.11,438.11,438.11,438.11,438.39,463.95,435.51,438.39,438.25,438.25,438.25,449.89,449.89,449.89,538.19,545.9,545.9
465.47,464.02,464.02,464.02,483.6,515.61,489.13,489.13,464.02,464.02,464.02,464.02,464.02,464.02,554.31,554.31,554.31
481.02,474.87,474.87,474.87,502.23,568.55,509.94,514.16,474.87,474.87,474.87,475.93,475.93,475.93,575.37,575.37,575.37
490.88,483.46,483.46,483.46,513.48,565.36,514.41,518.8,483.46,483.46,483.46,488.42,488.42,488.42,569.96,570.07,570.07
499.85,494.91,494.91,494.91,511.95,599.4,512.55,516.25,492.08,492.08,490.91,494.91,494.91,488.06,600.85,600.85,597.2
474.71,475.74,475.74,475.74,475.74,542.76,472.35,475.97,472.18,472.18,472.18,475.74,475.74,475.74,542.76,542.76,542.76
471.34,472.63,472.63,472.63,472.63,472.63,473.88,474.76,471.76,471.76,471.76,472.63,472.63,472.63,472.63,472.63,472.63
477.85,479.35,479.35,479.35,538.52,519.53,471.25,620.93,476.49,476.49,476.49,479.35,479.35,479.35,519.53,549.03,549.03
480.58,479.87,479.87,479.87,585.82,479.87,512.21,971.49,474.43,474.43,474.43,479.87,479.87,483.01,479.87,539.39,586.2
490.22,511.9,511.9,511.9,546.93,567.67,505.04,546.93,476.27,476.27,476.27,482,482,482,567.67,575.98,575.98
470.97,470.72,470.72,470.72,487.28,553.49,467.11,487.28,468.44,468.44,468.44,470.72,470.72,472.55,553.49,571.57,571.57
455.55,454.03,454.03,454.03,502.16,472.36,503.35,506.61,454.03,454.03,454.03,454.03,454.03,461.4,472.36,535.84,535.84
447.95,450.99,450.99,450.99,450.99,450.99,450.62,451.08,443.69,443.69,443.69,450.9,450.9,450.9,450.99,519.5,519.5
441.95,445.59,445.59,445.59,445.59,446.23,340.44,446.14,437.37,437.37,437.37,445.59,445.59,445.59,446.23,446.94,446.94
450.77,449.1,449.1,449.1,458.48,492.91,450.21,459.04,449.1,449.1,449.1,449.1,449.1,449.1,492.91,544,544
434.37,419.66,419.66,419.66,424.99,437.79,432.77,433.05,432.24,432.24,432.24,451.49,451.49,451.49,437.79,494.23,494.23
442.97,438.8,438.8,438.8,448.47,440.39,451.65,450.1,443.13,443.13,443.13,450.78,450.78,450.78,440.39,531.79,531.79
437.78,418.96,418.96,418.96,423.58,491.22,361.67,423.58,435.38,435.38,433.46,451.16,451.16,451.16,491.22,500.4,500.4
416.46,318.06,318.06,318.06,318.06,327.47,257.19,312.45,426.8,426.8,426.8,451.55,451.55,451.32,366.41,401.89,401.89
413.53,352.54,352.54,352.54,352.54,352.54,256.63,352.54,421.07,421.07,421.07,434.06,434.06,434.09,380.83,385.05,385.05
438.73,434.84,434.84,434.84,434.84,434.84,434.84,434.84,438.49,438.49,438.49,444.48,444.48,444.48,434.84,434.84,434.84
469.21,464.55,464.55,464.55,547.29,516.71,479.41,547.79,467.64,467.64,465.66,467.61,467.61,465.67,516.71,571.34,571.34
481.84,483.23,483.23,483.23,543,510.81,649.44,650.54,476.52,476.52,476.52,483.51,483.51,483.51,510.81,562.25,562.25
485.4,482.07,482.07,482.07,586.21,483.82,554.18,587.11,483.09,483.09,478.93,483.09,483.09,483.09,483.82,590.02,590.02
482.08,481.64,481.64,481.64,489.4,491.75,484.81,489.91,482.71,482.15,475.3,482.79,482.79,481.65,491.75,543.03,543.03
474.95,465.93,465.93,465.93,471.37,465.93,473.01,474.58,482.15,482.15,482.15,484.63,484.63,475.86,465.93,543.28,543.28
479.41,478.02,478.02,478.02,478.02,478.02,477.5,478.21,483.02,483.02,483.02,481.79,481.79,474.73,478.02,478.02,478.02
476.35,477.24,477.24,477.24,477.24,477.24,477.69,477.69,477.69,477.69,477.69,479.9,479.9,478.14,477.24,477.24,477.04
518.67,527.76,527.76,527.76,529.93,527.96,531.92,534.55,527.8,517.24,517.24,525.77,525.77,501.99,527.96,530.42,530.42
527.78,537.4,537.4,537.4,548.93,549.45,545.43,552.33,537.4,522.05,522.05,536.16,536.16,505.02,549.45,569.32,569.32
525.66,550.48,550.48,550.48,551.91,553.43,555.58,556.23,553.2,522.06,521.29,550.48,550.48,502.11,553.43,584.2,584.2
529.63,564.67,564.67,564.67,564.67,567.15,549.6,565.22,564.67,523.84,523.84,563.93,563.93,512.75,567.15,569.25,569.25
505.88,519.72,519.72,519.72,519.72,519.72,500.95,520.11,519.72,505.74,505.72,519.72,519.72,502.01,519.72,519.72,519.72
491.57,486.74,486.74,486.74,486.74,486.74,384.69,473.95,494.99,494.99,494.99,492.52,492.52,492.23,486.74,486.74,486.74
502.23,500.53,500.53,500.53,500.53,500.53,500.53,500.53,503.43,503.43,503.43,503.43,503.43,495.48,500.53,500.53,500.53
516.49,524.83,524.83,524.83,524.83,529.64,500.19,511.86,524.83,512.39,512.35,525.67,525.67,508.28,529.64,529.64,529.64
527.7,548.81,548.81,548.81,549.8,550.09,544.28,551,548.91,521.26,515.89,548.91,548.91,512.03,568.27,568.27,568.27
532.34,547.88,547.88,547.88,548.11,556.49,545.67,545.67,547.88,528.59,523.69,546.75,546.75,520.45,556.49,569.63,569.63
539.5,552.59,552.59,552.59,554.31,570.45,553.33,555.54,552.59,534.25,534.25,551.55,551.55,521.51,570.45,583.39,583.79
548.02,551.9,551.9,551.9,552.31,578.63,547.45,553.32,551.9,546.07,546.07,550.71,550.71,540.86,578.63,578.63,578.63
536.11,536.69,536.69,536.69,536.69,536.69,526.13,534.42,536.69,536.22,536.22,536.69,536.69,533.05,536.69,536.69,536.69
533.19,532.57,532.57,532.57,532.57,532.57,521.81,528.14,535.37,535.37,535.37,532.57,532.57,529.04,532.57,532.57,532.57
551.63,562.99,562.99,562.99,564.18,580.29,566.42,570.46,562.99,548.76,548.76,554.26,554.26,538.89,580.29,581.27,581.27
543.25,550.27,550.27,550.27,550.27,565.22,548.61,553.25,551.27,542.6,542.6,542.46,542.46,533.37,565.22,565.22,565.22
534.03,533.58,533.58,533.58,535.16,536.43,530.93,533.09,535.81,535.12,535.12,534.05,534.05,527.73,536.43,550.82,550.82
536.36,539.84,539.84,539.84,539.84,556.41,533.78,535.43,542.12,535.68,535.68,536.75,536.75,530.41,556.41,557.48,557.48
554.15,561.59,561.59,561.59,562.3,587.81,557.52,559.64,561.59,550.9,550.9,552.91,552.91,545.48,587.81,587.81,587.81
547.49,547.95,547.95,547.95,547.95,547.95,544.84,547.99,547.95,547.95,547.95,547.95,547.95,544.03,547.95,558.29,558.29
545.58,546.02,546.02,546.02,546.02,546.02,546.02,546.35,546.02,546.02,546.02,546.02,546.02,541.29,546.02,546.02,546.02
564.93,570.2,570.2,570.2,574.8,585.5,573.66,623.98,570.36,559.31,559.31,567.06,567.06,554.41,585.5,588.5,588.5
