SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT
459.33,454.05,454.05,454.05,455.99,454.05,454.27,456.48,459.03,459.03,459.03,462.83,462.83,461.45,454.05,455.99,455.99
493.6,498.73,498.73,498.73,498.73,499.94,495.42,499.19,489.21,489.21,489.21,500.31,500.31,497.25,500.7,500.7,500.7
491.14,487.16,487.16,487.16,487.33,559.21,486.85,488.29,484.53,484.53,484.53,487.16,487.16,483.54,559.21,559.21,559.21
460.81,460.53,460.53,460.53,460.53,460.53,446.43,460.53,461.57,461.57,461.57,461.37,461.37,460.53,460.53,460.53,460.53
447.05,438.54,438.54,438.54,438.54,438.54,397.21,397.21,451.58,451.58,451.58,451.43,451.43,447.33,438.54,438.54,438.54
475.48,476.85,476.85,476.85,479.8,508.5,464.44,468.57,473.43,473.43,473.43,479.1,479.1,476.85,508.5,508.5,508.5
471.46,471.24,471.24,471.24,472.59,525.04,448.53,474.56,468.87,468.87,468.87,471.24,471.24,471.24,525.04,525.04,525.04
460.93,459.28,459.28,459.28,459.28,493.43,442.95,442.95,459.48,459.48,459.48,459.28,459.28,459.28,493.43,493.43,493.43
455.37,454.87,454.87,454.87,454.87,495.01,454.82,456.98,454.87,454.87,454.87,454.87,454.87,454.87,495.01,495.01,495.01
441.68,436.55,436.55,436.55,436.55,440.05,436.55,436.55,443.83,443.83,443.83,443.83,443.83,443.83,440.05,523.09,523.09
438.12,437.35,437.35,437.35,437.35,437.35,438.99,439.67,439.52,439.52,439.52,437.85,437.85,437.85,437.35,441.24,441.24
422.36,401.23,401.23,401.23,401.23,401.23,401.78,404.1,435.05,435.05,435.05,425.09,425.09,425.09,401.23,401.23,401.23
402.94,373.75,373.75,373.75,373.75,373.75,186.75,294.43,420.99,420.99,420.99,420.62,420.62,420.62,373.75,373.75,373.75
399.46,372.76,372.76,372.76,372.76,372.76,152.72,169.19,428.12,428.12,428.12,430.9,430.9,430.9,372.76,406.12,406.12
388.06,328.15,328.15,328.15,328.15,328.46,316.75,329.27,418.29,418.29,418.29,422.38,422.38,422.38,328.46,389.01,389.01
422.87,412.12,412.12,412.12,427.57,426.19,428.06,430.35,425.43,425.43,425.43,425.49,425.49,425.49,426.19,553.56,553.56
439.33,437.56,437.56,437.56,456.5,527.36,462.06,463.13,438.41,438.41,438.41,438.41,438.41,438.41,527.36,594.58,594.58
354.56,347.86,347.86,347.86,347.86,347.86,352.33,352.69,356.11,356.11,356.11,363.6,363.6,363.6,347.86,391.4,391.4
310.52,268.04,268.04,268.04,268.04,268.04,368.66,368.66,362.56,362.56,362.56,366.38,366.38,366.38,268.04,268.04,268.04
426.71,401.49,401.49,401.49,419.65,497.41,458.02,458.02,426.7,426.7,426.7,425.96,425.96,425.96,567.76,567.76,567.76
421.17,392.86,392.86,392.86,392.86,459.26,461.05,463.66,418.1,418.1,418.1,421.23,421.23,421.23,569.78,569.78,569.78
307.24,186.24,186.24,186.24,186.24,188.51,262.59,262.59,382.94,382.94,382.94,384.59,384.59,384.59,188.51,193.07,193.07
332.9,264.46,264.46,264.46,264.46,272.01,325.93,325.93,405.02,405.02,405.02,407.11,407.11,407.16,272.01,272.01,272.01
419.21,402.45,402.45,402.45,402.45,402.45,420.69,430.28,426.63,426.63,426.63,420.27,420.27,420.27,402.45,402.45,402.45
434.04,427.32,427.32,427.32,427.32,427.32,424.72,426.15,439.76,439.76,439.76,434.69,434.69,434.69,427.32,450.97,450.97
432.86,409.88,409.88,409.88,409.88,409.88,326.83,326.83,441.2,441.2,441.2,435.98,435.98,435.98,409.88,409.88,409.88
465.21,455.04,455.04,455.04,455.04,552.76,450.13,473.64,464.6,464.6,464.6,463.35,463.35,462.1,552.76,552.76,552.76
471.86,466.26,466.26,466.26,466.26,515.33,485.71,541.48,469.25,469.25,469.25,472.76,472.76,472.76,537.72,556.56,556.56
456.53,434.88,434.88,434.88,434.88,434.88,441.98,441.98,459.99,459.99,459.99,454.06,454.06,454.01,659.57,659.57,659.57
462.66,430.05,430.05,430.05,430.05,430.05,486.44,486.44,469.92,469.92,469.92,451.8,451.8,451.8,443.44,540.9,540.9
463.16,398.96,398.96,398.96,410.53,398.96,467.36,481.35,468.59,468.59,468.59,459.38,459.38,459.35,453.14,472.2,472.2
438.63,409.63,409.63,409.63,409.63,409.63,408.05,408.05,454.74,454.74,454.74,426.95,426.95,426.95,409.63,409.63,409.63
359.93,129.91,129.91,129.91,129.91,129.91,211.87,211.87,453.99,453.99,453.99,408.88,408.88,408.88,129.91,129.91,129.91
453.94,404.22,404.22,404.22,426.59,671.19,444.77,448.8,463.56,463.56,463.56,444.11,444.11,444.11,671.19,671.19,671.19
464.82,453.79,453.79,453.79,500.02,585.65,475.76,505.38,465.37,465.37,465.37,459.77,459.77,456.48,585.65,585.65,585.65
457.49,458.25,458.25,458.25,492.83,508.89,461.25,493.92,456.69,456.69,456.69,461.44,461.44,448.96,508.89,508.89,508.85
432.12,418.25,418.25,418.25,424.01,477.46,428.08,428.08,430.85,430.85,430.85,433.62,433.62,432.89,477.46,477.46,477.46
421.3,402.45,402.45,402.45,423.63,456.2,441.06,461.53,429.02,429.02,429.02,402.45,402.45,402.45,456.2,456.2,455.87
391.94,360.68,360.68,360.68,360.68,363.22,404.1,404.1,407.6,407.6,407.6,360.68,360.68,360.68,363.22,363.22,363.22
398.36,398.15,398.15,398.15,398.3,398.15,400.18,401.12,398.61,398.61,398.61,398.15,398.15,398.15,398.15,398.3,370.43
446.49,449.49,449.49,449.49,498.15,521.07,497.86,498.29,445.17,445.17,445.17,428.07,428.07,428.07,521.07,527.98,527.98
430.34,431.64,431.64,431.64,466.12,542.95,465.97,466.12,431.64,431.64,431.64,419.12,419.12,419.12,542.95,608.78,608.78
416.77,416.44,416.44,416.44,435.55,640.72,432.48,437.13,416.44,416.99,416.44,407.51,407.51,408.23,640.72,772.13,772.13
414.28,414.83,414.83,414.83,441.18,512.54,435.21,441.29,414.83,414.83,414.83,404.45,404.45,404.45,512.54,543.12,543.12
412.27,412.66,412.66,412.66,423.83,551.72,412.65,423.83,412.66,412.66,412.66,407.47,407.47,407.47,551.72,589.53,589.53
379.53,379.58,379.58,379.58,379.58,379.58,376.75,379.76,379.58,379.58,379.58,379.58,379.58,379.58,379.58,398.76,398.76
319.94,313.1,313.1,313.1,313.1,337.47,297.37,297.37,319.44,319.44,319.44,327.88,327.88,327.88,337.47,369.5,369.5
379.1,360.36,360.36,360.36,364.76,486.48,364.49,365.54,394.14,394.14,394.14,394.14,394.14,392.76,486.48,486.48,459.54
403.18,384.15,384.15,384.15,425.01,496.83,420.25,442.32,405.45,405.45,405.45,405.83,405.83,403.44,519.19,547.96,547.96
396.18,338.32,338.32,338.32,392.26,384.63,446.77,446.77,403.59,403.59,403.59,400.45,400.45,393.14,394.22,470.87,470.87
276.73,100.98,100.98,100.98,100.98,100.98,164.39,164.39,347.85,347.85,347.85,365.96,365.96,364.64,522.53,550.74,550.74
339.46,281.73,281.73,281.73,307.07,281.73,382.25,382.25,380.33,380.33,380.33,353.78,353.78,353.78,339.47,368.56,368.56
335.78,234.53,234.53,234.53,234.53,234.53,318.04,318.04,361.8,361.8,361.8,344.16,344.16,344.16,234.53,377.79,377.79
292.25,224.85,224.85,224.85,224.99,231.68,299.35,299.7,330.09,330.09,330.09,332.35,332.35,332.35,231.68,392.67,392.67
358.3,338.15,338.15,338.15,388.28,536.22,391.5,391.5,362.24,362.24,362.24,339.97,339.97,344.2,539.9,565.39,565.39
345.89,291.39,291.39,291.39,341.42,352.15,413.41,413.41,370.37,370.37,370.37,320.65,320.65,332,352.15,367.61,367.61
332.99,304.07,304.07,304.07,358.95,556.23,375.63,379.62,343.94,343.94,343.94,310.74,310.74,310.74,556.23,566.33,566.33
255.76,96.13,96.13,96.13,96.13,415.48,337.73,337.73,325.58,325.58,325.58,231.62,231.62,231.62,467.08,466.63,466.63
299.51,254.46,254.46,254.46,329.56,616.5,389.82,389.82,320.07,320.07,320.07,254.46,254.46,254.46,726.34,726.34,726.34
104.39,97.91,97.91,97.91,97.91,186.44,77.12,96.16,158.66,158.66,158.66,97.99,97.99,97.99,436.5,443.84,443.84
159.97,104.3,104.3,104.3,157.76,126.77,195.6,195.6,279.18,293.58,279.18,105.65,105.65,105.65,335.06,335.06,335.06
255.1,224.96,224.96,224.96,252.17,236.91,326.65,326.65,317,321.36,317,223.86,223.86,223.86,415.71,415.71,415.71
321.34,255.63,255.63,255.63,346.41,382.31,391.11,444.74,340.81,340.81,340.81,252.4,252.4,252.4,485.93,485.93,485.93
318.86,262.36,262.36,262.36,308.37,262.36,459.53,459.53,351.68,351.68,351.68,280.15,280.15,280.15,477.63,477.63,477.63
311.86,291.35,291.35,291.35,362,307.45,378.73,380.26,326.59,326.59,326.59,293.94,293.94,293.94,637.34,637.34,637.34
335.32,329.43,329.43,329.43,372.87,341.74,440.77,440.77,336.96,337.16,336.96,325.08,325.08,325.08,581.27,581.27,581.27
279.79,259.25,259.25,259.25,259.25,259.25,293.46,293.46,294.27,294.27,294.27,259.25,259.25,259.25,454.29,454.29,454.29
279.18,255.52,255.52,255.52,255.52,255.52,328.01,328.01,297.25,298.36,297.25,255.52,255.52,255.52,411.03,411.03,411.03
325.65,293.45,293.45,293.45,293.45,318.68,431.41,438.7,337.3,337.43,337.3,292.25,292.25,292.25,425.63,425.63,425.63
329.28,293.3,293.3,293.3,313.82,296.84,436.64,436.64,342.28,342.65,342.28,295.41,295.41,295.41,567.3,575.8,575.8
343.4,305.06,305.06,305.06,385.78,314.98,434.15,434.15,348.73,348.73,348.73,321.27,321.27,321.27,619.63,619.63,619.63
321.79,306.38,306.38,306.38,338.02,350.71,388.9,388.9,326.28,326.72,326.28,306.38,306.38,306.38,532.37,532.37,532.37
318.22,279.81,279.81,279.81,304.97,279.81,394.1,394.1,332.92,332.92,332.92,283.67,283.67,283.67,507.31,507.31,507.31
289.22,217.32,217.32,217.32,239.59,217.32,334.42,334.42,323.8,329.05,323.8,242.43,242.43,242.43,368.39,368.39,368.39
262.68,239.8,239.8,239.8,245.2,239.8,280.17,280.17,289.08,290.24,289.08,249.55,249.55,249.55,383.24,394.23,394.23
