SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT
355.39,339.83,339.83,341.53,341.53,409.87,324.15,341.35,326.7,324.82,322.35,339.83,339.83,339.83,409.87,411.14,411.14
364.06,342.11,342.11,342.11,342.11,414.18,340.45,341.55,341,341,327.1,342.11,342.11,342.11,414.18,417.03,417.03
288.24,286.8,286.8,286.8,286.8,304.25,277.17,286.8,286.8,286.8,286.8,286.8,286.8,286.8,341.29,367.8,367.8
278.21,279.51,279.51,279.51,279.51,283.42,213.54,247.03,279.51,279.51,279.51,279.51,279.51,279.51,333.12,357.03,357.03
291.02,286.36,286.36,286.36,286.36,368.78,227.51,248.32,286.36,286.36,286.36,286.36,286.36,286.36,370.46,400.4,400.4
298.54,290.65,290.65,290.65,290.65,372.05,290.65,290.65,290.65,290.65,290.65,290.65,290.65,290.65,372.05,390.25,390.25
303.73,294.04,294.04,294.04,294.04,384.12,292.58,294.04,292.58,292.58,292.58,294.04,294.04,294.04,386,388.71,388.71
316.88,300.65,300.65,300.65,300.65,386.24,300.12,300.12,300.65,300.65,298.25,300.65,300.65,300.65,386.24,387.35,387.35
328.12,309.11,309.11,309.75,310.16,394.06,309.74,310.16,307.96,307.96,301.12,309.11,309.11,309.11,394.06,394.31,394.31
275.54,278.29,278.29,278.29,278.29,315.66,250.63,255.89,276.53,268.3,276.53,278.29,278.29,278.29,315.77,357.96,357.96
266.56,270.38,270.38,270.38,270.38,282.24,226.47,231.42,267.99,262.31,267.99,270.38,270.38,270.38,300.37,352.22,352.22
292.69,290.43,290.43,290.43,340.91,347.03,293.87,340.91,283.76,283.76,283.76,290.43,290.43,290.43,349.13,394.34,394.76
285.94,283.21,283.21,283.21,296.23,328.71,290.6,296.23,281.42,281.42,281.42,283.21,283.21,283.21,328.84,373.19,373.19
281.1,277.56,277.56,277.56,277.56,347.04,277.56,292.08,277.55,277.55,277.55,277.56,277.56,277.56,347.04,384.27,384.27
277.62,275.83,275.83,275.83,275.83,331.77,267.19,267.74,275.39,275.39,275.39,275.83,275.83,275.83,331.77,366.25,367.82
267.41,266.83,266.83,266.83,266.83,326.65,241.27,241.27,266.97,266.97,266.97,267.22,267.22,267.22,326.65,359.47,359.47
255.08,255.68,255.68,255.68,255.68,275.14,239.28,245.75,255.68,255.68,255.68,259.34,259.34,259.34,280.38,333.06,333.06
249.11,252.33,252.33,252.33,252.33,261.97,154.55,211.07,252.33,252.33,252.33,256.76,256.76,256.76,280.7,332.84,332.84
274.89,272.39,272.39,272.39,296.78,338.71,281.57,301.04,272.95,272.95,272.95,274.13,274.13,274.13,344.39,396.13,396.13
281.07,281.7,281.7,281.7,281.7,316.58,295.09,307.73,277.58,277.58,277.58,281.7,281.7,281.05,316.58,367.99,367.99
276.92,275.6,275.6,275.6,275.6,311.31,269.32,270.18,275.48,275.48,275.48,276.24,276.24,276.24,311.31,393.56,393.56
271.78,271.74,271.74,271.74,271.74,317.2,233.57,233.84,271.78,271.78,271.78,271.74,271.74,271.74,317.2,382.23,382.23
273,269.79,269.79,269.79,270.44,375.41,268.81,269.8,269.79,269.79,269.79,269.79,269.79,269.79,375.41,407.69,407.69
244.96,244.02,244.02,244.02,244.02,272.39,126.28,150.3,249.79,249.79,249.79,250.59,250.59,250.59,350.67,371.96,371.96
244.02,241.05,241.05,241.05,241.05,246.49,116.28,136.8,250.7,250.7,250.7,249.18,249.18,249.18,257.93,351.24,351.24
268.99,266.33,266.33,266.33,266.33,280.86,261.87,294.49,270.6,269.79,270.6,266.72,266.72,266.72,280.86,432.58,432.58
279.8,280.89,280.89,280.89,288.5,281.9,285.54,288.5,280.62,276.14,279.58,280.89,280.89,280.89,281.9,468.04,468.04
301.22,306.46,306.46,306.46,345.91,308.01,341.92,347.42,302.38,276.49,281.06,306.46,306.46,306.46,308.01,499.03,499.03
286.14,292.91,292.91,292.91,293.74,329.56,292.19,293.32,292.91,273.33,278.03,293.72,293.72,293.72,329.56,376.73,376.73
266.81,265.35,265.35,265.35,265.35,315.22,255.49,255.49,265.69,265.69,265.69,266.34,266.34,266.34,315.22,379.16,380.87
249.14,249.13,249.13,249.13,249.13,264.55,231.04,236.58,249.13,249.13,249.13,253.13,253.13,253.13,266.46,362.16,362.16
234.78,234.39,234.39,234.39,234.39,234.46,179.85,214.38,236.77,236.77,236.77,244.97,244.97,244.97,248.08,350,350
247.01,234.68,234.68,234.68,234.68,252.56,227.47,228.36,248.86,248.86,248.86,241.23,241.23,245.14,252.56,370.63,370.63
252.02,251.44,251.44,251.44,251.44,268.89,250.42,250.36,251.08,251.08,251.08,251.44,251.44,251.44,268.89,329.17,329.17
269.09,268.51,268.51,268.51,334.18,294.42,349.49,349.49,261.16,261.16,261.16,268.51,268.51,268.51,294.42,367.48,367.48
264.69,263.34,263.34,263.34,305.36,329.96,275.16,305.36,258.94,258.94,258.94,263.34,263.34,263.34,329.96,380.28,380.28
266.17,260.63,260.63,260.63,311.31,322.37,353.02,353.02,257.98,257.98,257.98,260.63,260.63,260.63,322.37,363.72,363.72
255.75,254.79,254.79,254.79,265.2,258.89,278.71,278.71,254.67,254.67,254.67,254.79,254.79,254.79,258.89,369.06,369.06
246.21,245.72,245.72,245.72,245.72,269.15,245.71,247.09,245.72,245.72,245.72,246.14,246.14,246.14,270.47,316.76,316.76
249.57,248.45,248.45,248.45,248.45,283.99,247.24,248.45,248.45,248.45,248.45,248.45,248.45,248.45,283.99,407.48,407.48
271.35,264.07,264.07,264.07,317.94,282.89,341.9,341.9,264.07,264.07,264.07,264.07,264.07,264.07,282.89,425.22,425.22
277.1,268.74,268.74,268.74,333.78,276.13,347.73,347.73,267.38,267.38,267.38,268.74,268.74,268.74,276.13,426.5,426.5
253.14,252.55,252.55,252.55,261.75,266.76,252.55,288.77,252.55,252.1,252.55,252.55,252.55,252.55,266.76,409.64,409.64
233.09,231.62,231.62,231.62,231.62,290.51,231.62,231.62,231.7,231.7,231.7,232.68,232.68,232.68,290.51,403.05,403.05
227.09,226.53,226.53,226.53,226.53,244.64,225.21,225.47,226.93,226.93,226.93,226.53,226.53,226.53,256.31,356.41,356.41
208.57,207.18,207.18,207.18,207.18,214.69,164.72,179.94,210.05,210.05,210.05,209.5,209.5,209.5,232.98,373.69,373.69
234.92,236.74,236.74,236.74,239.45,245,257.69,257.69,233.22,233.22,231.83,236.74,236.74,236.75,245,387.89,387.89
241.23,246.52,246.52,246.52,281.52,254.85,293.65,293.65,236.73,236.73,234.47,246.52,246.52,246.52,254.85,425.83,425.83
238.68,240.66,240.66,240.66,254.07,257.5,282.78,282.78,235.67,235.67,235.12,240.66,240.66,240.66,257.5,416.75,416.75
240.82,241.57,241.57,241.57,241.57,264.47,257.38,257.38,238.39,238.39,237.61,241.57,241.57,241.57,264.47,413.41,413.41
233.34,231.97,231.97,231.97,237.64,264.24,237.93,247.69,232.41,232.41,231.02,233.81,233.81,233.81,264.24,381.79,381.79
207.97,182.04,182.04,182.04,182.04,237.76,120.22,121.67,211.64,211.64,211.64,221.2,221.2,221.2,237.76,278.71,278.71
213.16,216.35,216.35,216.35,216.35,227.31,-36.69,62.92,216.35,216.35,216.35,226.19,226.19,226.19,227.31,327.26,327.26
230.24,227.2,227.2,227.2,227.2,324.23,160.89,174.62,226.4,225.33,226.4,234.64,234.64,234.64,324.23,394.11,394.11
237.94,237.61,237.61,237.61,237.61,320.74,237.43,237.43,235.18,235.18,230.72,241.14,241.14,241.14,320.74,376.06,376.06
225.39,223.66,223.66,223.66,223.66,319.84,195.38,209.74,222.36,214.75,222.36,238.17,238.17,238.17,319.84,366.67,366.67
215.73,208.5,208.5,208.5,208.5,359.76,187.56,192.36,211.94,206.09,208.43,237.83,237.83,237.83,359.76,383.79,383.79
207.79,198.51,198.51,198.51,198.51,263.01,182.37,182.37,204.82,204.73,204.82,224.96,224.96,224.96,263.01,379.82,379.82
213.81,206.03,206.03,206.03,206.03,371.02,206.03,206.03,206.03,206.03,206.03,227.69,227.69,227.69,371.02,416.74,416.74
210.5,206.94,206.94,206.94,206.94,213.23,209,209.26,206.23,206.05,206.23,227.02,227.02,227.02,213.23,366.39,366.39
244.43,247.3,247.3,247.3,271.74,263.19,269.03,274.78,239.57,232.99,231.28,247.89,247.89,247.89,263.19,365.01,365.01
242.33,242.65,242.65,243.45,243.45,256.18,243.45,243.45,243.45,243.45,236.19,248.16,248.16,248.16,256.18,358.92,358.92
242.04,240.68,240.68,240.68,240.68,267.7,240.14,240.68,240.68,237.2,239.16,244.96,244.96,244.96,335.21,383.09,383.09
250.12,249.95,249.95,249.95,249.95,301.72,250.74,250.74,247.13,246.41,245.16,251.07,251.07,251.07,301.72,319.51,319.51
254.68,258.39,258.39,258.39,258.39,293.59,258.39,258.39,253.81,245.67,245.67,258.39,258.39,258.39,293.59,293.65,293.65
241.56,240.3,240.3,240.3,240.3,261.62,245.4,245.4,240.14,240.14,240.14,240.3,240.3,240.3,261.62,261.62,261.62
239.16,237.69,237.69,237.69,237.69,268.55,248.5,248.5,237.66,237.66,237.66,237.72,237.72,237.72,268.83,275.11,275.11
263.19,272.52,272.52,272.52,272.52,356.79,279.27,279.27,247.11,247.11,247.11,272.52,272.52,272.52,356.79,371.84,371.84
283.22,319.89,319.89,319.89,319.89,333.16,319.89,319.89,242.14,242.14,242.14,319.89,319.89,319.89,333.16,423.5,423.5
278.61,314.79,314.79,314.79,314.79,325.64,314.79,314.79,285.41,242.01,243.51,314.79,314.79,314.79,325.64,419.39,419.39
265.29,296.95,296.95,296.95,296.95,314.92,295.71,296.95,255.64,233.96,235.44,296.95,296.95,284.8,314.92,450.89,450.89
251.51,258.04,258.04,258.04,258.04,358.29,256.7,258.04,249.1,232.89,233.22,262.26,262.26,262.26,358.29,449.7,449.7
242.75,249.21,249.21,249.21,249.21,250.23,254.73,253.72,230.46,230.46,230.46,250.39,250.39,250.39,250.23,367.47,367.47
231.95,232.14,232.14,232.14,232.14,257.61,232.06,232.14,225.56,225.56,225.56,241.67,241.67,241.67,257.61,369.59,369.59
252.18,253.51,253.51,253.51,253.51,342.53,253.51,253.51,229.51,229.51,229.51,259.12,259.12,258.69,342.53,436.73,436.73
233.03,231.97,231.97,231.97,231.97,294.29,227.2,231.97,224.49,224.49,224.49,242.78,242.78,241.92,294.29,442.84,442.84
228.65,225.42,225.42,225.42,225.42,300.58,216.64,225.42,217.64,217.42,217.64,243.68,243.68,239.38,300.58,369.71,369.71
262.5,292.73,292.73,292.73,292.73,323.13,331.65,331.44,219.5,219.5,219.5,296.62,296.62,263.17,323.13,346.29,346.29
242.92,267.5,267.5,267.5,267.5,355.77,275.96,275.96,213,213,213,267.5,267.5,267.5,374.44,384.85,384.85
219.14,225.84,225.84,225.84,225.84,233.85,233.84,233.84,211.68,211.68,211.68,227.83,227.83,227.83,235.02,235.02,235.02
175.8,171.05,171.05,171.05,171.05,207.1,117.59,171.05,170.14,170.14,170.14,204.74,204.74,204.74,207.1,207.1,207.1
208.09,209.36,209.36,209.36,209.36,366.79,187.76,209.36,196.28,196.28,196.28,220.9,220.9,220.9,366.79,443.16,443.16
218.78,227.31,227.31,227.31,227.31,268.33,225.29,240.48,204.57,204.47,204.57,231.6,231.6,231.6,268.33,432.52,432.52
233.84,251.91,251.91,251.91,259.32,302.55,316.34,316.34,210.13,210.13,210.13,251.91,251.91,251.91,302.55,490.11,490.11
211.66,211.74,211.74,211.74,211.74,309.35,160.39,211.74,205.4,205.4,205.4,216.98,216.98,216.98,309.35,457.51,457.51
212.41,215.01,215.01,215.01,215.01,247.55,215.01,215.01,206.98,206.98,206.98,216.07,216.07,217.33,247.76,393.19,393.19
218.73,224.87,224.87,224.87,224.87,268.25,232.1,232.1,210.62,210.62,210.62,224.87,224.87,224.87,268.25,304.07,304.07
198.3,197.51,197.51,197.51,197.51,230.19,197.51,197.51,196.28,196.28,196.28,205.86,205.86,207.24,233.62,274.17,274.17
199.92,198.91,198.91,198.91,198.91,230.95,185.6,190.51,197.19,197.19,197.19,210.16,210.16,211.73,234.23,303.84,303.84
219.95,229.53,229.53,229.53,229.53,282.51,251.02,251.02,206.11,206.11,206.11,230.21,230.21,231,282.51,452.5,452.5
218.62,237.98,237.98,237.98,237.98,239.55,244.44,244.44,199.98,199.83,199.98,237.98,237.98,241.78,239.55,437.25,437.25
232.09,258.56,258.56,258.56,258.56,258.56,287.8,287.8,214.41,194.76,214.41,258.56,258.56,258.56,258.56,437.67,437.67
235.96,258.07,258.07,258.07,258.07,309.93,271.34,271.34,208.34,176.37,208.34,258.07,258.07,258.07,309.93,454.21,454.21
219.56,243.95,243.95,243.95,243.95,243.95,250.99,250.99,195.09,195.09,195.09,243.95,243.95,243.95,243.95,306.38,306.38
201.52,217.51,217.51,217.51,217.51,219.71,222.57,222.57,182.88,182.88,182.88,222.21,222.21,222.5,223.47,341.13,341.13
236.41,261.1,261.1,261.1,261.1,277.58,359.64,359.64,187.03,183.29,187.03,261.1,261.1,261.1,277.58,428.48,428.48
235.72,259.2,259.2,259.2,259.2,270.4,364.17,364.17,191.32,191.32,191.32,259.2,259.2,259.2,270.4,534.05,534.05
251.24,325.98,325.98,325.98,325.98,325.98,327.16,327.16,191.03,190.81,191.03,325.19,325.19,325.19,325.98,559.39,559.39
212.01,241.5,241.5,241.5,241.5,241.5,241.5,241.5,194.4,194.4,194.4,242.78,242.78,244.13,241.5,485.02,485.02
236.85,281.88,281.88,281.88,281.88,281.88,282.03,282.03,192.39,192.39,192.39,282.31,282.31,282.31,281.88,382.15,382.15
222.6,271.05,271.05,271.05,271.05,271.05,271.05,271.05,190.13,190.13,190.13,271.05,271.05,271.05,271.05,466.62,466.62
228.91,270.75,270.75,270.75,270.75,270.75,270.49,270.75,192.74,192.74,192.74,271.12,271.12,271.12,270.75,424.78,424.78
268.95,372.48,372.48,372.48,372.48,372.48,372.16,372.48,197.16,197.16,197.16,372.48,372.48,372.48,372.48,495.23,495.23
263.06,301.17,301.17,301.17,301.17,358.43,298.1,301.17,201.95,199.47,201.95,300.34,300.34,300.34,358.43,582.88,582.88
270.03,341.79,341.79,341.79,341.79,342.13,341.79,341.79,203.2,199.6,203.2,311.19,311.19,311.19,342.13,563.86,563.86
277.5,347.91,347.91,347.91,347.91,347.91,339.17,347.91,215.03,215.03,215.03,347.91,347.91,347.91,347.91,547.09,547.09
278.8,367.08,367.08,367.08,367.08,367.08,366.72,367.08,213.33,213.33,213.33,367.08,367.08,367.08,410.78,440.46,440.46
240.67,283.87,283.87,283.87,283.87,283.87,253.17,283.87,216.46,216.46,216.46,283.87,283.87,283.87,303.47,399.42,399.42
238.63,288.29,288.29,288.29,288.29,288.66,212.73,288.29,205.37,205.37,205.37,288.29,288.29,288.29,288.66,367.99,367.99
295,397.39,397.39,397.39,397.39,407.47,291.78,397.39,218.42,218.42,218.42,397.39,397.39,397.39,407.47,420.23,420.23
289.18,362.99,362.99,362.99,362.99,362.99,324.01,362.99,214.51,214.51,214.51,362.99,362.99,362.99,362.99,397.44,397.44
285.35,384.33,384.33,384.33,384.33,384.33,279.57,384.33,218.65,218.65,218.65,384.33,384.33,384.33,384.33,391.51,391.51
278.45,349.94,349.94,349.94,349.94,354.9,339.83,350,206.7,206.7,206.7,349.94,349.94,349.94,354.9,407.19,407.19
255.94,315.19,315.19,315.19,315.22,342.19,290.28,315.22,188.8,188.8,188.8,314.67,314.67,314.67,342.19,406.13,406.13
211.53,265.68,265.68,265.68,265.68,282.09,263.05,265.68,173.47,173.47,173.47,265.68,265.68,265.68,282.09,282.97,282.97
198.61,258.45,258.45,258.45,258.45,260.88,247.69,258.45,163.22,163.22,163.22,258.45,258.45,258.45,260.88,360.21,360.21
248.64,350.78,350.78,350.78,350.78,350.78,357.08,363.08,168.78,168.78,168.78,350.78,350.78,350.78,350.78,785.05,785.05
250.49,355.62,355.62,355.62,357.14,355.62,363.32,363.61,157.37,157.37,157.37,332.5,332.5,332.5,355.62,463.52,463.52
237.96,366.8,366.8,366.8,366.8,369.06,355.24,366.8,121.29,121.29,121.29,366.8,366.8,366.8,369.06,496.62,496.62
219.01,281.11,281.11,281.11,281.11,363.75,299.04,299.04,138.32,138.32,138.32,281.11,281.11,281.11,363.75,487.64,487.64
221.47,338.39,338.39,338.39,338.39,388.55,348.29,348.29,123.62,123.62,123.62,333.4,333.4,333.4,388.55,480.6,480.6
169.78,264.24,264.24,264.24,264.24,268.62,264.63,264.74,87.16,87.16,87.16,264.24,264.24,264.24,268.62,343.81,343.81
159.05,247.97,247.97,247.97,247.97,250.01,247.97,247.97,113.67,113.67,113.67,247.97,247.97,247.97,250.01,439.84,439.84
254.41,468.03,468.03,468.03,468.03,488.72,468.03,468.03,141.51,141.51,141.51,369.7,369.7,369.7,488.72,639.33,639.33
233.99,328.28,328.28,328.28,328.28,394.36,303.47,328.28,152.57,152.57,152.57,322.61,322.61,322.61,394.36,472.5,472.5
228.07,294.81,294.81,294.81,294.81,371.29,255.92,294.81,158.02,158.02,158.02,283.22,283.22,283.22,371.29,422.18,422.18
188.5,270.23,270.23,270.23,270.23,270.23,261.38,270.23,141.6,141.6,141.6,268.81,268.81,268.81,270.23,543.58,543.58
231.32,316.84,316.84,316.84,316.84,316.84,316.84,316.84,143.81,143.81,143.81,308.61,308.61,308.61,316.84,555.34,555.34
169.32,244.8,244.8,244.8,244.8,244.8,209.33,244.8,143.9,143.9,143.9,244.8,244.8,244.8,244.8,467.96,467.96
176.22,238.46,238.46,238.46,238.46,238.46,238.46,238.46,143.2,143.2,143.2,237.77,237.77,237.77,238.46,298.07,298.07
258.8,354.54,354.54,354.54,354.54,461.76,354.54,354.54,154.48,154.48,153.96,354.54,354.54,338.87,461.76,616.43,616.43
263.52,386.88,386.88,386.88,386.88,386.88,388.81,388.81,153.56,153.56,153.56,365.62,365.62,310.69,386.88,791.97,791.97
257.54,364.18,364.18,364.18,364.18,364.18,364.18,364.18,149.91,149.91,149.91,361.27,361.27,314.11,364.18,774.02,774.02
236.99,313.06,313.06,313.06,313.06,345.29,293.24,313.06,149.62,149.62,149.62,313.06,313.06,286.09,345.29,904.32,904.32
222.61,280.79,280.79,280.79,280.79,386.89,281.26,281.75,146.95,146.95,146.89,278.71,278.71,278.71,386.89,576.43,576.43
186.29,259.96,259.96,259.96,259.96,299.42,262.07,262.07,144.81,144.81,144.81,259.77,259.77,259.18,299.42,303.05,303.05
171.3,227.79,227.79,227.79,227.79,262.66,228.42,228.42,144.34,144.34,144.34,226.72,226.72,226.72,262.66,285.87,285.87
211.2,275.5,275.5,275.52,275.52,427.37,260.68,275.52,144.42,144.42,144.42,263,263,263,427.37,613.5,613.5
233.14,299,299,306.64,306.64,306.64,303.41,312.35,152.42,152.42,152.42,285.72,285.72,273.81,306.64,574.11,574.11
241.39,299.97,299.97,362.15,362.15,362.15,368.55,368.55,155.55,155.55,155.55,298.4,298.4,285.73,362.15,499.18,499.18
240.67,318.93,318.93,327.83,327.83,327.83,328.25,329.41,151.51,151.51,151.51,310.71,310.71,282.03,327.83,401.52,401.52
202.48,260.66,260.66,260.66,260.66,263.16,259.75,260.66,150.5,150.5,150.1,259.39,259.39,257.68,263.16,447.67,447.67
169.02,227.98,227.98,227.98,227.98,227.98,219.01,227.98,148.48,148.5,148.48,227.98,227.98,227.98,227.98,478.37,478.37
170.07,223.22,223.22,223.22,223.22,223.22,216.21,223.22,150.06,150.25,150.06,223.22,223.22,223.22,223.22,303.25,303.25
228.92,282.4,282.4,314,314,314,291.45,316.73,156.75,156.75,156.75,282.4,282.4,277.93,314,456.06,456.06
251.61,324.86,324.86,354.14,354.14,354.14,363.64,363.64,163.68,163.68,163.68,292.79,292.79,290.97,354.14,457.18,457.18
241.74,292.46,292.46,306.07,306.07,306.07,310.71,333.28,167.46,167.46,167.46,292.32,292.32,291,306.07,432.58,432.58
212.49,252.95,252.95,252.95,252.95,252.95,179.24,252.95,177.4,177.4,177.4,252.95,252.95,252.95,252.95,443.28,443.28
201.16,225.72,225.72,225.72,225.72,225.72,224.53,225.72,183.18,183.18,183.18,225.72,225.72,225.72,225.72,343.59,343.59
189.36,204.41,204.41,204.41,204.41,204.41,203.97,204.41,184.2,184.2,184.2,204.41,204.41,204.41,204.41,407.55,407.55
184.31,205.19,205.19,205.19,205.19,205.19,191.68,205.19,176.1,176.1,176.1,205.19,205.19,205.19,205.19,491.79,491.79
243.65,277.08,277.08,285.97,308.29,285.97,284.21,310.88,192.45,192.45,192.45,277.08,277.08,277.08,285.97,475.07,475.07
276.43,323.8,323.8,358.6,361.35,358.6,364,363.42,205.84,205.84,205.84,309.53,309.53,309.53,358.6,467.86,467.86
282.04,338.73,338.73,347.82,347.82,347.82,348.95,348.95,213.96,213.96,213.96,325.26,325.26,325.26,347.82,595.31,595.31
281.6,359.29,359.29,361.77,363.24,465.34,361.69,364.7,231.23,231.23,231.23,324.14,324.14,324.14,465.34,536.31,536.31
272.21,318.7,318.7,333.33,336.34,421.74,338.46,340.69,222.96,222.96,222.96,299.99,299.99,299.99,428.32,528.57,528.57
249.62,281.61,281.61,281.61,281.61,312.48,287.69,288.31,215.71,216.51,215.71,281.22,281.22,281.22,312.48,432.65,432.65
239.12,260.88,260.88,260.88,260.88,281.05,259.73,260.88,215.66,215.88,215.66,260.69,260.69,260.69,281.05,473.35,473.35
276.78,303.78,303.78,303.78,303.78,446.22,318.25,318.25,225.55,225.65,225.55,295.61,295.61,295.61,545.44,567.13,567.13
279.83,301.43,301.43,301.43,301.43,398.29,312.48,312.75,232.36,232.36,232.36,292.41,292.41,292.41,398.29,482.14,482.14
271.86,290.76,290.76,290.76,290.76,331.22,304.78,304.78,239.46,239.46,239.46,285.18,285.18,285.18,437.57,502.54,502.54
252.91,264.31,264.31,264.31,264.31,315.98,283.86,283.86,238.21,238.21,238.21,264.31,264.31,264.31,315.99,357.7,357.7
260.28,270.72,270.72,270.72,270.72,332.11,297.17,297.17,239.89,239.89,239.89,270.72,270.72,270.72,332.11,355.84,355.84
246.55,248.96,248.96,248.96,248.96,351.75,262.25,262.25,235.72,235.72,235.72,248.96,248.96,248.96,351.6,351.6,351.6
230.63,237.73,237.73,237.73,237.73,249.83,237.73,237.73,227.18,227.18,227.18,237.73,237.73,237.73,260.35,315.69,315.69
259.81,274.9,274.9,274.9,274.9,336.72,312.97,312.97,235.44,235.44,235.44,274.68,274.68,274.68,433.59,507.53,507.53
253.09,266.85,266.85,266.85,266.85,353.04,272.02,272.02,235.63,235.63,235.63,266.85,266.85,266.85,500.92,504.71,504.71
241.69,255.18,255.18,255.18,255.18,330.56,255.18,255.18,231.56,231.56,231.56,255.18,255.18,252.46,332.12,528.92,528.92
254.62,273.86,273.86,273.86,273.86,313.2,292.03,292.03,234.67,234.67,234.67,273.86,273.86,256.81,317.15,445.26,445.26
257.48,276.68,276.68,276.68,276.68,329.1,289.87,289.87,235.5,235.5,235.5,276.67,276.67,260.56,394,427.45,427.45
246.87,267.93,267.93,267.93,267.93,308.31,274.95,274.95,235.11,235.11,235.11,267.46,267.46,257.01,343.02,405.36,405.36
229.58,235.74,235.74,235.74,235.74,268.72,236.73,236.73,226.04,226.04,226.04,235.74,235.74,233.75,291.89,520.98,520.98
253.52,266.01,266.01,266.01,266.01,339.54,266.01,266.01,233.23,233.23,233.23,265.94,265.94,256.2,343.3,520.33,520.33
266.9,286.23,286.23,286.23,286.23,354.99,302.89,302.89,243.93,243.93,243.93,286.23,286.23,271.98,354.99,607.66,607.66
271.14,287.83,287.83,287.83,287.83,353.54,329.28,329.28,247.8,247.8,247.8,287.67,287.67,272.88,353.54,491.05,491.05
271.02,287.79,287.79,287.79,287.79,366.97,335.48,335.48,247.67,247.67,247.67,287.79,287.79,279.62,484.98,517.61,517.61
267.39,286.08,286.08,286.08,286.08,375.2,329.78,329.78,246.53,246.53,246.53,286.08,286.08,286.08,485.56,526.55,526.55
255,266.23,266.23,266.23,266.23,321.37,266.23,266.47,248.95,248.95,248.95,266.23,266.23,266.23,439.19,538.23,538.23
230.07,226.06,226.06,226.06,226.06,319.76,224.66,226.06,222.72,222.72,222.72,226.06,226.06,226.06,1154.43,1154.43,1154.43
260.32,263.65,263.65,263.65,263.65,356.78,263.65,263.65,246.23,246.23,246.23,263.65,263.65,263.65,358.41,574.82,574.82
270.58,280.81,280.81,280.81,280.81,350.98,280.81,280.81,254.05,254.05,254.05,280.81,280.81,280.81,350.98,509.86,509.86
274.49,282.01,282.01,282.01,282.01,370.3,282.01,282.01,254.91,254.91,254.91,282.01,282.01,282.01,370.3,500.95,500.95
