SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,FRE
234.13,271.54,271.54,271.54,271.54,279.87,253.59,272.53,209.9,209.9,208.99,280.67,280.67,237.02,279.87,360.39,360.39,
208.89,235.01,235.01,235.01,235.01,265.34,177.93,235.01,188.98,188.98,188.98,272.91,272.91,224.54,265.34,331.47,331.47,
237.24,270.34,270.34,270.34,270.34,315.08,215.04,270.34,215.04,215.04,215.04,281.44,281.44,247.22,315.08,319.33,319.33,
243.02,276.95,276.95,276.95,276.95,311.38,270.43,276.95,219.49,219.49,216.64,287.97,287.97,246.78,311.38,352.5,352.5,
223.28,253.19,253.19,253.19,253.19,253.19,220.64,253.19,210.56,210.56,210.15,275.02,275.02,231.92,253.19,306.58,306.58,
223.9,256.82,256.82,256.82,256.82,256.82,222.69,256.82,209.99,209.99,209.95,275.44,275.44,228.47,256.82,307.72,307.72,
235.45,264.83,264.83,264.83,264.83,337.21,222.27,264.83,212.48,212.48,211.8,281.29,281.29,240.2,337.21,344.74,344.74,
241.82,281.98,281.98,281.98,281.98,315.01,265.44,281.8,219.68,219.68,211.28,292.24,292.24,242.58,315.01,323.45,323.45,
247.41,311.15,311.15,311.15,311.15,331.85,302.48,311.15,219.7,219.7,210.51,314.59,314.59,245.01,331.85,333.89,333.89,
240.62,284.71,284.71,284.71,284.71,298.08,239.55,284.71,221.13,221.13,212.38,297.09,297.09,239.61,298.08,298.08,298.08,
233.57,275.36,275.36,275.36,275.36,294.23,227.95,275.36,218.09,218.09,206.93,291.31,291.31,243.68,294.23,294.23,294.23,
231.66,268.05,268.05,268.05,268.05,268.05,219.52,268.05,219.52,219.52,212.27,285.15,285.15,242.27,268.05,268.05,268.05,
223.74,246.25,246.25,246.25,246.25,246.25,221.88,246.25,215.66,215.66,207.89,246.25,246.25,240.11,246.25,247.77,247.77,
250.57,282.2,282.2,282.2,282.2,282.65,272.33,282.2,230.1,230.1,214.58,281.48,281.48,255.89,282.65,287.27,287.27,
263.37,300,300,300,301.38,301.58,297.95,301.38,233.15,233.15,214.5,290.53,290.53,262.53,301.58,318.31,318.31,
256.16,289.38,289.38,289.38,289.6,291.95,276.68,289.6,232.25,232.25,215.28,287.72,287.72,263.38,291.95,318.19,318.19,
261.31,294.21,294.21,294.21,295.3,294.21,285.03,295.3,233.62,233.62,217.3,294.21,294.21,261.55,294.21,308.43,308.43,
257.02,296.41,296.41,296.41,296.41,298.67,296.41,296.41,237.43,237.43,213.63,296.37,296.37,260.24,298.67,332.22,332.22,
247.9,285.8,285.8,285.8,285.8,285.8,278.61,285.8,241.05,241.05,216.76,285.8,285.8,248.04,285.8,296.49,296.49,
243.11,278,278,278,278,278,255.27,278,238.86,238.86,218.79,278,278,247.06,278,282.56,282.56,
264.02,300.12,300.12,300.12,302.6,326.49,300.12,302.6,240.65,240.65,216.26,300.12,300.12,265.49,326.49,332.29,332.29,
258.58,295.93,295.93,295.93,299.04,331.76,294.64,299.04,236.49,236.49,212.5,295.93,295.93,258.42,331.76,340.99,340.99,
257.38,294.35,294.35,294.35,309.9,342.8,280.45,309.9,237.18,237.18,209.62,294.35,294.35,256.7,342.8,345.34,345.34,
251,283.8,283.8,283.8,283.8,339.69,282.17,284.66,231.96,231.96,214.55,283.8,283.8,255.94,339.69,361.91,366.86,
248.86,281.37,281.37,281.37,281.37,339.96,275.97,281.37,230.26,230.26,209.58,281.37,281.37,256.34,339.96,378.52,641.52,
235.46,266.41,266.41,266.41,266.41,266.41,257.46,266.41,232.7,232.7,206.29,266.41,266.41,241.03,266.41,358.01,358.01,
228.95,246.47,246.47,246.47,246.47,246.47,241.07,246.47,227.53,227.53,208.55,246.47,246.47,234.34,246.47,310.02,310.02,
244.7,277.27,277.27,277.27,277.27,277.48,253.46,277.27,230.07,230.07,209.32,278.42,278.42,253.05,277.48,350.75,350.75,
252.47,302.06,302.06,302.06,302.06,317.33,302.06,302.06,229.41,229.41,212.71,297.02,297.02,256.67,317.33,359.4,359.4,
243.17,287.81,287.81,287.81,287.81,312.26,230.4,287.81,219.92,219.92,213.2,283.38,283.38,254.69,312.26,355.96,355.96,
233.45,278.35,278.35,278.35,278.35,278.35,205.14,278.35,205.14,205.14,205.02,281,281,246.27,278.35,350.17,350.17,
243.65,300.2,300.2,300.2,300.2,303.35,279.23,300.2,210.75,210.75,210.29,296.59,296.59,248.98,303.35,395.8,395.8,
216.07,260.53,260.53,260.53,260.53,260.53,200.39,260.53,200.38,200.38,200.38,260.6,260.6,239.6,260.53,337.38,337.38,
197.79,229.72,229.72,229.72,229.72,229.72,181.3,229.72,181.3,181.3,181.3,243.77,243.77,228.63,229.72,358.83,358.83,
211.68,235.33,235.33,235.33,235.33,309.17,177.14,235.33,177.48,177.48,177.48,252.62,252.62,241.8,309.17,374.39,374.39,
220.97,264.54,264.54,264.54,264.54,264.54,189.59,264.54,189.59,189.59,189.59,267.22,267.22,236.55,264.54,281.14,281.14,
237.08,295.26,295.26,295.26,295.26,313.14,202.12,295.26,200.18,200.18,194.63,290.49,290.49,241.01,313.14,313.14,313.14,
247.5,321.07,321.07,321.07,321.07,321.55,268.43,321.07,203.78,203.78,191.66,282.18,282.18,255.91,321.55,321.55,321.55,
235.43,281.9,281.9,281.9,281.9,330.29,248.84,281.9,197.97,197.97,188.62,270.53,270.53,252.16,330.29,333.04,333.04,
195.11,223.83,223.83,223.83,223.83,228.06,176.48,223.83,176.48,176.48,176.48,233.44,233.44,231.76,228.06,231.36,231.36,
207.95,240.17,240.17,240.17,240.17,240.17,203.79,215.97,186.37,186.37,185.35,246.91,246.91,242.4,240.17,240.17,240.17,
241.34,301.03,301.03,301.03,301.03,307.9,300.91,301.31,192.88,192.88,192.88,267.07,267.07,254.42,307.9,307.9,307.9,
242.41,291.13,291.13,291.13,291.13,296,291.13,291.13,197.94,197.94,197.94,291.79,291.79,247.49,296,296,296,
252.83,309.21,309.21,309.21,309.21,309.21,309.21,309.21,200.15,200.15,200.15,291.02,291.02,245.43,309.21,309.21,309.21,
249.18,302.67,302.67,302.67,302.67,308.2,300.31,302.67,201.73,201.73,201.73,303.08,303.08,242.73,308.2,309.17,309.17,
260.45,339.68,339.68,339.68,339.68,339.68,338.94,339.68,207.59,207.59,207.59,330.2,330.2,247.79,339.68,343.47,343.47,
236.92,295.23,295.23,295.23,295.23,295.23,242.02,295.23,208.31,208.31,208.31,271.2,271.2,244.53,295.23,297.48,297.48,
224.56,282.66,282.66,282.66,282.66,282.66,211.17,282.66,189.28,189.28,189.28,273.4,273.4,244.77,282.66,283.81,283.81,
270.91,351.04,351.04,351.04,351.04,351.04,336.55,351.04,210.18,210.18,210.02,324.99,324.99,253.47,351.04,353.36,353.36,
260.49,336.42,336.42,336.42,336.42,336.42,335.67,336.42,213.92,213.92,206.56,338.6,338.6,250.33,336.42,336.42,336.42,
262.54,337.39,337.39,337.39,337.39,337.39,336.16,337.39,217.11,217.11,206,291.38,291.38,252.05,337.39,337.55,337.55,
254.28,296.55,296.55,296.55,296.55,296.55,295.14,296.55,215.51,215.51,209.56,301.25,301.25,250.89,296.55,310.78,310.78,
245.44,284.03,284.03,284.03,284.03,309.16,280.49,284.03,211.57,211.57,202.67,288.37,288.37,243.24,309.16,311.97,311.97,
221.24,248.82,248.82,248.82,250.08,248.82,251.53,251.87,211.06,211.06,199.36,251.44,251.44,230.72,248.82,270.94,270.94,
218.6,258.02,258.02,258.02,258.02,258.02,220.82,258.02,197.9,197.9,188.21,259.4,259.4,226.59,258.02,265,265,
254.71,297.75,297.75,297.75,297.75,319.64,238.89,297.75,221.4,221.4,188.95,294,294,246.75,319.64,320.54,320.54,
269.81,329.54,329.54,329.54,329.54,336.21,329.38,329.54,225.81,225.81,195.32,307.82,307.82,249.97,336.21,336.21,336.21,
253.93,308.19,308.19,311.27,314.34,314.71,307.43,314.7,224.91,224.91,191.49,254.62,254.62,249.85,314.71,343.8,347.71,
242.88,290.04,290.04,290.04,290.04,291.9,290.75,290.79,219.21,219.21,179.72,262.59,262.59,242.66,291.9,315.88,315.88,
237.63,288.52,288.52,288.52,288.52,300.44,286.13,288.52,218.91,218.91,171.97,284.3,284.3,240.33,300.44,325.96,325.96,
228.54,272.71,272.71,272.71,272.71,272.71,279.55,279.55,220.74,220.74,162.45,261.04,261.04,237.16,272.71,298.63,298.63,
219.15,248.95,248.95,248.95,248.95,248.95,235.22,248.95,214.21,214.21,172.64,244.7,244.7,230.58,248.95,260.71,260.71,
255.6,339.77,339.77,350.47,350.47,350.51,351.84,351.84,218.23,218.06,190.77,268.22,268.22,248.16,350.51,350.51,350.51,
248.31,285.27,285.27,290.25,293.64,353.74,289.13,311.83,249.46,224.1,204.24,267.89,267.89,248.94,353.74,353.78,353.78,
237.23,264.9,264.9,278.59,279.96,317.54,278.59,283.91,228.78,218.05,190.49,256.82,256.82,243.17,317.54,325.7,325.7,
248.58,299.3,299.3,302.96,302.96,337.39,300.52,302.96,238.39,224.87,192.46,273.52,273.52,242.07,337.39,338.3,338.3,
241.06,282.23,282.23,298.26,298.34,379.17,298.26,302.79,219.68,219.42,185.39,270.26,270.26,239.25,379.17,379.95,379.95,
230.82,262.16,262.16,262.16,262.16,292.48,255.69,262.2,222.56,222.56,182.45,258.58,258.58,231.7,292.48,323.25,323.25,
219.74,237.91,237.91,237.91,237.91,237.91,257.09,257.96,223.89,223.89,190.64,236.27,236.27,223.81,237.91,297.83,297.83,
244.52,287.08,287.08,292.54,292.54,332.88,289.12,292.54,240.8,226.75,190.83,276.6,276.6,239.05,332.88,335.19,335.19,
246.95,294.47,294.47,294.47,294.47,358.45,284.03,294.47,228.16,228.16,191.93,290.44,290.44,240.26,343.45,343.45,343.45,
249.01,287.61,287.61,287.61,292.88,372.05,262.66,292.88,226.41,226.41,197.84,287.59,287.59,238.52,353.05,353.05,353.05,
246.62,281.04,281.04,281.04,283.82,334.99,262.84,283.82,222.76,222.76,200.03,276.88,276.88,233.41,334.99,334.99,334.99,
235.54,263.65,263.65,263.65,263.65,317.16,237.63,263.65,220.48,220.48,194.75,262.51,262.51,233.37,317.16,317.16,317.16,
229.45,251.85,251.85,251.85,251.85,258.88,246.99,251.85,227.84,227.84,196.05,251.85,251.85,227.98,258.88,259.84,259.84,
226.77,254.86,254.86,254.86,254.86,254.86,236.21,254.86,218.42,218.42,200.95,254.86,254.86,226.46,254.86,268.89,268.89,
268.21,332.85,332.85,332.85,332.85,335.46,332.36,333.24,229.48,229.48,222.55,315.09,315.09,243.22,335.46,345.81,345.81,
261.03,326.61,326.61,326.61,330.56,327.32,331.83,332.58,230.15,230.15,230.07,304.59,304.59,244.1,327.32,350.02,350.02,
261.97,302.12,302.12,302.12,307.37,326.55,335.54,337.2,233.18,233.18,233.09,302.12,302.12,249.19,326.55,336.65,336.65,
254.48,301.02,301.02,301.02,330.06,336.51,312.28,331.54,230.46,230.46,230.46,301.02,301.02,244.19,336.51,382.18,382.18,
250.05,288.93,288.93,288.93,297.62,327.05,278.06,309.63,230.1,230.1,230.1,288.93,288.93,243.13,327.05,357.97,357.97,
238.2,268.67,268.67,268.67,268.67,270.62,265.33,291.01,229.34,229.18,229.18,268.67,268.67,231.93,270.62,333.71,333.71,
225.59,245.75,245.75,245.75,245.75,246.98,217.89,260.58,217.99,215.39,215.39,245.75,245.75,228.32,246.98,303.04,303.04,
260.87,298.21,298.21,298.21,333.04,345.35,349.77,435.75,242.69,231.74,231.74,298.21,298.21,241.78,345.35,357.04,357.04,
249.58,280.69,280.69,280.69,299.43,332.15,283.05,395.82,229.33,228.75,228.75,280.83,280.83,241.27,332.15,333.08,333.08,
221.42,227.54,227.54,227.54,227.54,282.05,201.51,254.32,209.25,208.67,208.67,241.45,241.45,240.02,282.05,286.21,286.21,
223.99,227.4,227.4,227.4,227.4,293.47,188.97,242.85,222.09,201.83,201.83,239.32,239.32,236.67,293.48,295.34,295.34,
224.86,236.33,236.33,236.33,236.33,294.83,216.69,308.21,235.49,212.31,212.31,236.84,236.84,241.79,294.83,300.59,300.59,
243.99,259.44,259.44,259.44,275.28,289.51,286.51,311.8,257.14,232.08,230.21,259.97,259.97,236.45,289.51,329,329,
248.07,265.95,265.95,265.95,268.1,290.22,289.15,292.7,262.48,234.75,234.75,265.95,265.95,240.15,290.22,305.11,305.11,
264.36,285.93,285.93,285.93,285.93,391.89,261.08,292.54,285.05,248.4,246.14,287.14,287.14,252.48,391.89,393.42,393.42,
264.96,291.18,291.18,291.18,291.18,363.26,285.56,292.2,291.18,248.26,246.49,293.77,293.77,251.19,363.26,363.26,363.26,
266.17,294.9,294.9,294.9,294.9,334.2,254.77,285.55,294.8,251.55,251.55,304.56,304.56,253.88,334.21,334.82,334.82,
272.17,311.2,311.2,311.2,311.2,378.96,240.58,299.93,277.72,257.58,257.78,319.08,319.08,249.96,378.96,382.07,378.5,
277.72,316.04,316.04,316.04,316.04,375.3,269.43,358.87,281.14,262.95,262.42,319.59,319.59,253.56,375.3,400.34,400.34,
279.06,308.96,308.96,308.96,308.96,308.96,277.09,308.96,271.98,271.98,271.98,318.8,318.8,256.09,308.96,355.68,355.68,
283.04,305.96,305.96,305.96,305.96,305.96,281.39,305.54,281.12,277.27,277.27,320.29,320.29,257.32,305.96,324.51,324.51,
316.07,467.42,467.42,467.42,467.42,467.42,405.75,467.42,324.37,281.77,281.65,354.06,354.06,265.09,467.42,471.05,471.05,
311.8,354.1,354.1,354.1,370.41,354.1,287.45,371.24,347.29,284.57,284.57,354.13,354.13,265.23,354.1,383.5,383.5,
322.8,383.32,383.32,383.32,383.32,383.32,336.12,383.32,379.53,286.89,286.89,384.12,384.12,268.76,383.32,383.32,383.32,
326.71,412.87,412.87,412.87,412.87,412.87,303.81,361.21,410.94,291.42,291.42,415.2,415.2,266.25,412.87,412.87,412.87,
305.93,345.58,345.58,345.58,345.58,346.97,270.92,289.08,316.27,284.54,291.62,345.58,345.58,267.34,346.97,350.44,350.44,
289.09,299.15,299.15,299.15,299.15,299.15,251.28,291.75,294.96,287.72,288.77,308.44,308.44,262.16,299.15,299.15,299.15,
298.65,307.82,307.82,307.82,307.82,307.82,304.32,323.73,298.68,298.45,298.68,308.47,308.47,262.09,307.82,307.82,307.82,
319.74,348.27,348.27,348.27,377.49,348.27,305.88,406.22,297.92,297.92,297.92,349.68,349.68,271.48,348.27,377.03,377.49,
336.58,357.24,357.24,357.24,397.94,358.79,350.01,399.23,311.54,311.54,311.54,359.26,359.26,277.22,358.79,396.6,397.94,
345.21,371.55,371.55,371.55,400.48,374.92,341.65,398.7,318.78,317.58,318.78,377.1,377.1,279.92,374.92,399.77,400.48,
357.42,388.75,388.75,388.75,389.74,388.75,350.29,387.05,327.58,326.53,327.58,396.36,396.36,273.47,388.75,388.75,389.74,
341.79,374.06,374.06,374.06,374.06,374.06,321.36,373.17,342.71,321.37,327.24,378.96,378.96,272.89,374.06,374.99,374.99,
331.5,341.16,341.16,341.16,341.16,341.16,325.43,341.56,332.45,325.43,332.45,354.37,354.37,269.01,341.16,341.16,341.16,
331.89,341.04,341.04,341.04,341.04,341.04,336.18,341.04,332.05,328.22,332.05,354.98,354.98,270.18,341.04,341.04,341.04,
370,392.4,392.4,392.4,392.4,392.4,391.83,392.29,338.36,338.36,338.36,399.06,399.06,280.07,392.4,392.4,392.4,
398.03,499.07,499.07,499.07,499.07,499.07,505.4,505.55,343.72,343.64,343.72,500.77,500.77,284.02,499.07,499.07,499.07,
388.72,433.13,433.13,433.13,433.13,433.13,385.67,432.03,343.77,343.77,343.77,433.13,433.13,302.63,433.13,433.13,433.13,
360.66,378.99,378.99,378.99,378.99,378.99,350.51,378.08,341.85,340.56,341.85,378.99,378.99,297.5,378.99,379.98,379.98,
329.32,338.07,338.07,338.07,338.07,338.24,316.04,329.97,329.97,322.53,331.04,338.16,338.16,290.56,338.24,338.24,338.24,
321.83,319.99,319.99,319.99,319.99,319.99,318.96,318.96,323.56,323.56,323.56,319.99,319.99,317.55,319.99,319.99,319.99,
353.5,357.77,357.77,357.77,358.12,357.77,357.83,358.13,350.14,348.81,348.81,357.77,357.77,321.63,357.77,357.77,357.77,
405.34,433.23,433.23,433.23,433.23,433.23,424.82,426.23,367.29,367.08,367.29,432.69,432.69,330.62,433.23,433.23,433.23,
358,377.8,377.8,377.8,377.8,377.8,345.52,377.8,366.31,345.52,354.67,380.02,380.02,306.06,377.8,377.8,377.8,
368.67,379.86,379.86,379.86,379.86,379.86,374.3,379.86,378.84,365.64,366.36,380.31,380.31,315.87,379.04,379.04,379.04,
412.92,449.01,449.01,449.01,449.01,449.01,448.14,449.01,445.45,382.88,383.46,438.25,438.25,316.26,449.01,449.01,449.01,
395.98,413.25,413.25,413.25,413.25,413.25,409.12,413.25,386.59,380.8,384.19,413.95,413.95,310.49,413.25,413.25,413.25,
383.32,388.68,388.68,388.68,388.68,388.68,387.08,388.68,388.68,387.08,388.54,390.83,390.83,305.8,388.68,388.68,388.68,
367.67,381.15,381.15,381.15,381.15,381.15,354.2,378.66,381.15,357.83,375.99,395.85,395.85,308.28,381.15,381.15,381.15,
424.07,449.84,449.84,449.84,449.84,449.84,409.28,449.84,449.84,409.28,418.15,463.7,463.7,324.82,445.93,445.59,445.59,
476.6,542.92,542.92,542.92,542.92,542.92,537.46,542.92,532.35,408.98,413.07,544.67,544.67,326.94,533.16,508.99,508.99,
462.77,496.79,496.79,496.79,496.79,496.79,474.26,496.79,496.79,437.02,445.84,499.22,499.22,327.94,491.22,478.94,478.94,
470.09,547.47,547.47,547.47,547.47,547.47,522.67,547.47,473.22,398.03,406.11,548.14,548.14,344.17,540.21,531.92,531.92,
452.23,546.67,546.67,546.67,546.67,546.67,470.52,546.67,484.07,396.41,405.69,546.67,546.67,342.64,542.66,483.19,483.19,
395.24,424.89,424.89,424.89,424.89,424.89,373.53,424.89,390.3,373.43,390.3,425.81,425.81,319.21,424.89,424.89,424.89,
382.15,402.23,402.23,402.23,402.23,402.23,365.58,402.23,383.18,365.51,383.18,415.61,415.61,310.72,400.6,396.97,396.97,
392.36,420.9,420.9,420.9,420.9,421.2,358.29,420.9,387.42,359.54,387.42,426.44,426.44,318.03,417.17,416.25,416.25,
382.17,402.66,402.66,402.66,402.66,403.91,354.53,402.66,393.26,354.53,385.33,408.64,408.64,313.01,401.83,400.34,400.34,
387.17,420.57,420.57,420.57,420.57,420.57,365.4,420.57,399.25,356.2,383.24,421.26,421.26,311.04,416.42,413.22,413.22,
366.82,391.56,391.56,391.56,391.56,391.56,312.46,391.56,366.96,344.25,364.26,409.71,409.71,305.12,390.58,389.64,389.57,
354.64,367.57,367.57,367.57,367.57,372.26,237.79,367.57,365.31,333.63,362.72,397.4,397.4,308.91,372.26,371.04,371.04,
343.51,340.38,340.38,340.38,340.38,340.38,293.62,340.38,347.76,341.22,347.59,385.32,385.32,304.37,340.38,340.38,340.38,
336.47,349.18,349.18,349.18,349.18,349.18,144.64,349.18,351.2,328.99,351.06,381.03,381.03,307.04,349.18,349.18,349.18,
367.11,344.11,344.11,344.11,344.11,344.11,315.52,341.31,365.05,359.34,365.05,403.08,403.08,320,344.11,344.11,344.11,
374.75,383.74,383.74,383.74,383.74,383.74,347.95,383.74,358.04,353.49,358.04,415.4,415.4,314.19,383.74,383.74,383.74,
375.92,388.21,388.21,388.21,390.77,388.21,358.98,390.77,358.18,355.77,355.92,405.58,405.58,323.87,388.21,388.21,390.77,
372.47,385.45,385.45,385.45,388.5,385.45,366.53,388.5,352.61,352.27,352.61,397.32,397.32,325.48,385.45,385.45,388.5,
360.82,376.84,376.84,376.84,403.92,380.04,358.03,404.81,353.87,349.02,350.07,375.08,375.08,321.26,380.04,380.04,403.92,
317.99,318.22,318.22,318.22,318.22,318.22,314.21,318.22,323.36,319.35,323.36,318.22,318.22,302.48,318.22,318.22,318.22,
318.54,301.68,301.68,301.68,301.68,301.68,301.39,301.68,324.68,324.38,324.68,333.37,333.37,297.92,301.68,301.68,301.68,
382.78,404.65,404.65,404.65,404.65,404.65,396.02,402.38,408.7,353.8,354.11,397.14,397.14,320.03,403.4,403.4,403.4,
361.76,383.65,383.65,383.65,383.65,383.65,336.22,383.65,382.77,336.54,355.35,385.8,385.8,300.87,382.82,382.82,382.82,
336.94,342.38,342.38,342.38,342.38,342.38,311.92,342.38,351.39,322.63,339.26,355.98,355.98,289.5,342.38,342.38,342.38,
332.22,353.31,353.31,353.31,353.31,353.31,262.28,314.57,353.07,316.15,334.87,362.16,362.16,289.25,353.31,353.31,353.31,
349.52,360.63,360.63,360.63,360.63,360.63,302.4,329.36,353.63,338.96,340.94,374.62,374.62,289.38,360.63,360.63,360.63,
352.28,371.02,371.02,371.02,371.02,371.02,343.71,371.02,345.09,342.31,342.31,374.93,374.93,277.63,371.02,371.02,371.02,
335.69,343.57,343.57,343.57,343.57,343.57,337.59,343.57,335.4,335.34,335.4,343.57,343.57,269.09,343.57,343.57,343.57,
341.55,358.16,358.16,358.16,358.16,358.16,339.42,358.16,330.13,328.04,330.13,359.01,359.01,283.81,357.7,359.94,359.94,
410.8,515.76,515.76,515.76,527.59,515.76,515.76,527.59,443.04,327.18,331.62,418.74,418.74,289.01,515.42,516.36,516.36,
328.51,351.12,351.12,351.12,352.68,351.12,308.64,351.77,337.54,309.57,321.23,351.03,351.03,282.94,351.16,359.93,359.93,
301.67,302.2,302.2,302.2,302.2,369.39,263.67,271.99,302.08,292.98,297.74,302.2,302.2,278.96,369.39,369.39,369.39,
297.28,304.95,304.95,304.95,304.95,332.7,286.93,304.95,292.53,287.92,287.92,304.95,304.95,271.49,332.7,338.44,338.44,
291.41,304.9,304.9,304.9,304.9,304.9,271.61,293.73,297.7,285.06,285.35,304.9,304.9,269.87,304.9,307.42,307.42,
293.58,308.75,308.75,308.75,308.75,308.75,279.24,306.77,298.7,288.31,289.33,308.75,308.75,272.6,308.75,308.75,308.75,
354.97,417.97,417.97,417.97,417.97,417.97,396.33,417.53,401.1,303.12,303.12,364.6,364.6,282.01,417.97,417.97,417.97,
330.03,341.97,341.97,341.97,380.36,372.3,339.39,380.36,338.41,310.03,310.03,325.33,325.33,282.66,372.3,371.88,382.98,
356.46,396.64,396.64,396.64,421.91,425.92,393.7,421.91,322.55,314.82,313.54,345.76,345.76,282.24,425.92,425.63,426.41,
346.22,389.84,389.84,389.84,436.18,435.35,327.23,436.18,386.47,313.93,313.99,363.13,363.13,279.61,435.35,435.35,438.4,
356.39,425.72,425.72,448.92,452.85,448.92,392.3,452.85,436.61,310.85,310.85,389.34,389.34,273.43,448.92,448.92,452.85,
318.37,339.43,339.43,339.43,346.83,339.43,325.06,346.83,331.92,310.45,309.76,325.49,325.49,262.02,339.43,342.38,346.83,
309.27,321.21,321.21,321.21,331.58,321.21,313.38,331.58,314.76,303.35,302.75,310.71,310.71,263.35,321.21,321.21,331.58,
322.38,331.97,331.97,331.97,366.66,336.93,331.97,366.66,330.87,308.95,308.95,308.95,308.95,282.58,336.93,336.93,366.66,
312.84,318.64,318.64,318.64,403.99,319.32,317.44,403.99,317.52,303.34,303.34,309.85,309.85,287.67,319.32,319.32,403.99,
289.83,290.72,290.72,290.72,290.72,299.37,289.2,357.63,290.72,289.2,289.88,290.72,290.72,282.15,299.37,299.37,300.69,
282.46,283.62,283.62,283.62,354.24,291.74,281.36,354.24,284.19,281.65,281.65,281.34,281.34,272.9,295.74,322.5,356.65,
268.22,262.71,262.71,262.71,262.71,264.25,251.97,256.42,272.85,272.85,272.85,265.74,265.74,265.04,264.25,266.82,266.82,
246.58,209.69,209.69,209.69,209.69,209.69,63.66,101.5,271.01,271.01,271.01,238.67,238.67,238.67,209.69,209.69,209.69,
240.41,207.72,207.72,207.72,207.72,207.72,-23.92,-19.95,272.96,272.96,272.96,236.89,236.89,237.55,207.72,207.72,207.72,
236.57,218.77,218.77,218.77,218.77,218.77,-60.53,-60.53,271.43,271.43,271.43,218.77,218.77,235.35,218.77,218.77,218.77,
257.04,246.17,246.17,246.17,246.17,249.52,46.05,94.01,273.33,273.3,273.33,262.75,262.75,259.85,249.52,249.52,249.52,
295.61,300.99,300.99,300.99,311.76,311.76,287.23,303.62,298.73,291.27,291.4,287.77,287.77,270.68,311.76,311.76,311.76,
290.24,292.29,292.29,292.29,293.71,305.77,288.03,293.71,292.29,288.03,289.03,289.03,289.03,270.07,305.77,305.77,305.77,
278.37,275.35,275.35,275.35,275.35,280.94,275.33,275.35,280.71,280.69,280.71,275.35,275.35,273.62,280.94,280.94,280.94,
256.33,223.84,223.84,223.84,223.84,223.84,223.84,223.84,270.21,270.21,270.21,244.92,244.92,244.92,223.84,223.84,223.84,
