SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT
265.63,332.73,332.73,332.73,332.73,374.68,330.45,332.96,259.11,259.11,259.11,237.4,237.4,202.34,374.68,387.12,387.12
256.21,305.61,305.61,305.61,305.61,332.05,311.77,311.95,254.9,254.9,254.9,236.22,236.22,199.21,332.05,332.05,332.05
260.72,336.12,336.12,336.12,336.12,340.11,348.26,348.7,256.53,256.53,256.53,253.56,253.56,162.46,340.11,343.22,343.22
255.04,282.75,282.75,282.75,282.75,282.75,309.66,309.66,255.46,255.46,255.46,242.48,242.48,98.49,282.75,282.75,282.75
241.45,250.64,250.64,250.64,250.64,251.03,255.04,255.05,249.84,249.84,249.84,241.45,241.45,148.05,251.03,251.72,251.72
243.81,250.03,250.03,250.03,250.03,303.75,250.03,250.03,247.94,247.94,247.94,244.1,244.1,171.68,303.75,303.75,303.75
245.94,267.78,267.78,267.78,267.78,269.65,339.12,339.12,250.24,250.24,250.24,232.11,232.11,173.27,269.65,269.65,269.65
249.64,282.87,282.87,282.87,296.53,290.67,318.23,318.23,252.68,252.68,252.68,235.5,235.5,175.97,290.67,301.12,301.12
255.29,304.56,304.56,304.56,304.56,305.03,308.46,308.46,258.26,258.26,258.26,250.63,250.63,197.74,305.03,307.58,307.58
262.17,312.36,312.36,312.36,312.36,323.71,332.66,332.66,262.42,262.42,262.42,251.98,251.98,184.62,323.71,328.32,328.32
258.81,290.53,290.53,290.53,290.53,290.53,290.53,290.53,260.53,260.53,260.53,252.96,252.96,126.88,290.53,290.53,290.53
245.91,253.12,253.12,253.12,253.12,253.12,273.47,277,251.83,251.83,251.83,246.16,246.16,137.74,253.12,253.12,253.12
263.55,312.05,312.05,345.3,345.3,361.95,372.33,372.33,259.84,259.84,259.84,255.98,255.98,155.84,361.95,361.95,361.95
261.9,282.88,282.88,282.88,282.88,378.44,286.51,286.51,260.15,260.15,260.15,256.84,256.84,153.31,378.44,414.09,414.09
253.37,280.21,280.21,280.21,280.21,349.21,311.42,312.98,255.6,255.6,255.6,252.23,252.23,176,349.21,388.35,388.35
261.35,289.02,289.02,300.76,300.76,377.37,319.9,320.31,263.31,263.31,263.31,260.44,260.44,212.31,377.37,391.03,391.03
261.28,275.11,275.11,275.11,275.11,308.6,283.1,283.99,264.08,264.08,264.08,263.01,263.01,204.7,308.6,403.93,403.93
212.14,218.32,218.32,218.32,218.32,227.88,218.11,219.8,218.32,218.32,218.32,218.32,218.32,186.69,242.16,286.18,286.18
225.82,233.25,233.25,233.25,233.25,233.25,214.43,240.39,235.34,235.34,235.34,233.25,233.25,186.1,266.57,289.97,289.97
254.43,256.66,256.66,256.66,256.66,330.41,260.77,264.95,256.66,256.66,256.6,256.6,256.6,196.79,330.41,391.55,391.55
258.12,264.74,264.74,264.74,264.74,289.64,328.93,328.93,260.61,260.61,260.26,260.26,260.26,186.78,289.64,445.66,445.66
260.84,285.92,285.92,285.92,285.92,333.52,306.39,306.39,259.36,259.36,259.36,259.36,259.36,193.93,333.52,333.52,333.52
251.81,265.86,265.86,265.86,265.86,313.47,263.52,266.13,251.27,251.27,251.27,253.57,253.57,198.75,313.47,313.47,313.47
235.66,237.13,237.13,237.13,237.13,289.42,218.36,237.13,237.06,237.06,237.06,237.13,237.13,194.36,289.42,289.42,289.42
226.77,234.7,234.7,234.7,234.7,234.7,234.55,234.7,232.12,232.12,232.12,234.36,234.36,194.33,234.7,234.7,234.7
196.25,206.53,206.53,206.53,206.53,207.36,200.16,219.29,200.12,200.12,200.12,203.25,203.25,184.75,207.36,207.36,207.36
256.41,305.76,305.76,305.76,306.06,349.47,318.63,319.14,250.35,250.35,250.35,255.05,255.05,202.6,349.47,349.47,349.47
256.66,292.72,292.72,292.72,292.72,354.28,292.72,292.72,251.95,251.95,251.95,255.52,255.52,206.86,354.28,354.28,354.28
248.06,264.29,264.29,264.29,264.29,386.75,262.2,264.29,242.6,242.6,242.6,244.38,244.38,204.17,386.75,386.75,386.75
255.74,322.77,322.77,335.98,335.98,368.93,337.8,337.8,248.97,248.97,248.97,249.09,249.09,204,368.93,368.93,368.93
256.35,317.81,317.81,348.67,356.96,365.58,360.87,360.87,248.89,248.89,248.89,249.27,249.27,198.16,365.58,371.15,371.15
224.53,228.58,228.58,228.58,228.58,231.93,228.35,228.58,228.58,228.58,228.58,228.58,228.58,185.91,231.93,231.93,231.93
209.69,222.54,222.54,222.54,222.54,233.86,211.39,217.22,213.03,213.03,213.03,212.34,212.34,186.27,233.86,248.08,248.08
261.82,329.16,329.16,329.16,329.16,332.9,329.89,330.05,254.64,254.64,254.64,251.71,251.71,192.17,332.9,332.97,332.97
259.81,297.82,297.82,297.82,297.82,346.41,271.29,298.21,252.87,252.87,252.87,256.44,256.44,187.29,346.41,346.41,346.41
260.97,340.51,340.51,340.51,341.47,479.24,341.73,341.73,252.62,252.62,252.62,252.64,252.64,189.68,479.24,480.24,480.24
257.64,368.53,368.53,368.53,368.53,401.19,360.08,368.53,242.73,242.73,242.73,248.13,248.13,186.16,401.19,401.19,392.26
256.93,343.62,343.62,343.62,343.62,429.33,334.39,343.62,244.87,244.87,244.87,252.11,252.11,185.04,429.33,431.99,431.99
239.18,264.39,264.39,264.39,264.39,266.35,176.18,264.39,237.71,237.71,237.71,253.82,253.82,181.56,266.35,300.55,300.55
227.97,238.17,238.17,238.17,238.17,238.17,157.77,238.17,231.21,231.21,231.21,235.85,235.85,182.51,255.02,267.91,267.91
261.05,356.27,356.27,356.27,356.27,356.27,282.74,356.27,247.84,247.84,247.84,258.67,258.67,201.68,356.27,356.27,356.27
279.64,421.34,421.34,421.34,421.34,421.93,421.34,421.34,257.15,257.15,257.15,262.58,262.58,210.31,421.93,421.93,421.93
301.7,566.29,566.29,566.29,566.29,566.29,565.65,566.29,262.67,262.67,262.67,274.85,274.85,214.12,566.29,566.29,566.29
294.01,399.34,399.34,399.34,399.34,399.34,394.93,399.34,272.27,272.27,272.27,274.73,274.73,221.37,399.34,399.34,399.34
287.23,360.44,360.44,377.95,377.95,378.27,361.28,377.95,276.36,276.36,276.36,294.09,294.09,199.71,378.27,378.27,378.27
280.83,322.16,322.16,322.16,329.07,322.16,327.55,329.77,276.53,276.53,276.53,314.5,314.5,193.39,322.16,329.07,329.07
283.78,332.2,332.2,332.2,332.2,332.2,305.23,332.91,278.38,278.38,278.38,319.36,319.36,196.03,332.2,332.2,332.2
332.46,450.69,450.69,451.89,452.03,451.89,452.07,452.12,284.81,284.81,284.81,336.01,336.01,211.51,451.89,451.89,452.03
308.56,330.1,330.1,330.1,367.25,338.99,326.55,367.25,304.43,304.43,301.19,315.06,315.06,198.16,338.99,367.25,367.25
316.65,336.93,336.93,356.39,382.37,357.17,356.39,382.37,310.38,302.51,297.39,318.17,318.17,217.95,357.17,382.37,382.37
319.62,354.69,354.69,365.65,370.81,365.65,365.65,370.81,324.49,297.69,297.69,337.25,337.25,235.96,365.65,370.81,370.81
319.69,343.66,343.66,361.46,378.13,361.46,362.89,378.46,313.97,300.36,300.36,324.91,324.91,237.11,361.46,378.13,378.13
303.64,323.04,323.04,323.04,325.19,323.04,323.33,325.56,302.33,298.35,298.35,314.77,314.77,250.15,323.04,325.19,325.19
297.99,316.85,316.85,316.85,318.29,316.85,312.73,321.52,299.05,297.51,297.51,313.98,313.98,240.22,316.85,318.29,318.29
327.08,333.91,333.91,375.27,379.16,375.44,348.24,380.64,296.55,296.55,296.55,330.04,330.04,250.32,375.44,379.16,379.16
328.76,330.79,330.79,442.27,446.08,442.27,371.93,446.08,296.44,296.44,296.44,329.7,329.7,253.65,442.27,445.44,446.08
317.41,331,331,424.21,424.21,424.21,340.73,424.21,289.81,289.5,289.58,313.58,313.58,254.77,424.21,424.21,424.21
312.76,325.02,325.02,394.08,394.78,394.08,320.06,395.9,288.65,288.63,288.65,317.84,317.84,255.93,394.08,394.78,394.78
297.93,310.87,310.87,358.84,360.6,363.08,294.45,360.6,285.41,285.41,285.41,310.87,310.87,256.53,363.08,363.08,363.08
285.28,301.2,301.2,304.15,316.9,304.15,321.25,322.55,282.58,282.58,282.58,300.7,300.7,250.28,304.15,318.34,318.34
272.84,292.05,292.05,292.05,292.31,292.05,256.96,292.31,267.2,267.2,267.2,291.02,291.02,248.91,292.05,292.69,292.69
273.82,328.65,328.65,337.58,337.58,341.71,199.52,337.58,255.85,255.85,255.85,297.55,297.55,253.08,341.71,341.71,341.71
282.05,305.11,305.11,315.5,315.5,315.5,241.32,315.5,275.52,275.52,275.52,299.34,299.34,256.52,315.5,315.5,315.5
284.45,348.1,348.1,348.1,348.1,358.69,222.93,348.1,254.1,254.1,254.1,312.52,312.52,254.7,358.69,358.69,358.69
290.78,366.52,366.52,366.52,366.52,367.64,289.13,366.52,278.14,278.14,278.14,315.91,315.91,262.92,367.64,367.64,367.64
297.79,367.15,367.15,367.15,367.15,375.18,330.03,370.2,285.14,285.14,285.14,321.81,321.81,267.77,375.18,375.18,375.18
298.3,343.08,343.08,343.08,343.08,343.08,352.4,350.74,293.93,293.93,293.93,326.61,326.61,268.56,343.08,343.08,343.08
297.86,345.76,345.76,345.76,345.76,345.76,318,347.74,293.56,293.56,293.56,320.21,320.21,268.87,345.76,345.76,345.76
321.74,405.44,405.44,405.44,413.85,405.44,399.01,420.71,300.68,300.68,300.68,327.11,327.11,270.78,405.44,405.44,410.66
315.71,387.97,387.97,387.97,388.23,387.97,368.12,388.44,299.09,299.09,299.09,324.53,324.53,270.2,387.97,387.97,388.23
319.9,390.21,390.21,390.21,390.21,390.21,366.94,390.21,298.98,298.98,298.98,316.75,316.75,269.48,390.21,390.21,390.21
318.86,362.14,362.14,362.14,373.22,362.14,362.59,373.22,296.54,296.54,296.54,314.98,314.98,271.96,362.14,368.48,373.22
305.51,321.15,321.15,344.95,388.33,344.95,377.31,392.58,292.69,292.69,292.69,317.41,317.41,270.1,344.95,371.21,388.33
293.9,309.55,309.55,309.55,336.27,309.55,345.74,345.74,290.85,290.85,290.85,309.55,309.55,273.14,309.55,342.88,342.88
292.35,311.07,311.07,311.07,312.66,311.07,326.64,326.64,289.68,289.68,289.68,311.07,311.07,273.87,311.07,319.72,319.72
298.3,317.74,317.74,317.74,317.74,326.58,320.61,399.76,290.16,290.16,290.16,317.74,317.74,277.22,326.58,326.58,326.58
303.01,332.4,332.4,332.4,332.4,355.22,332.4,385.79,289.23,289.23,289.23,329.91,329.91,288.92,355.22,355.22,355.22
307.68,340.59,340.59,344.97,344.97,360.82,343.56,390.62,291.27,291.27,291.27,339.35,339.35,284.64,360.82,360.82,360.82
300.15,312.62,312.62,312.62,312.62,380.26,307.88,385.73,289.05,289.05,289.05,312.62,312.62,289.83,380.26,380.26,380.26
293.74,303.95,303.95,303.95,303.95,372.51,300.88,380.8,284.48,284.48,284.48,303.84,303.84,282.99,372.51,375.92,375.92
270.82,281.9,281.9,281.9,281.9,304.01,295.37,339.26,253.75,253.75,253.75,281.9,281.9,274.88,304.01,304.24,304.24
259.48,265.9,265.9,265.9,265.9,282.07,242,286.79,247.62,247.62,247.62,265.9,265.9,265.73,282.07,283.03,283.03
248.87,258.1,258.1,258.1,258.1,317.64,174.44,178.45,244.99,175.65,244.99,258.1,258.1,258.1,317.64,317.64,317.64
248.37,250.92,250.92,250.92,253.4,289.1,214.71,229,234.34,214.72,234.34,250.53,250.53,250.43,289.1,295.35,295.35
233.26,247.73,247.73,247.73,247.73,247.73,220.09,247.73,209.57,193.49,209.57,240.41,240.41,240.37,247.73,257.83,257.83
270.18,293.45,293.45,296.18,296.18,315.17,217.31,255.7,235.37,203.22,235.37,284.83,284.83,278.99,315.17,317.45,317.45
287.2,291.6,291.6,291.6,304.8,349.65,265.37,304.8,269.34,269.34,269.34,284.33,284.33,284.29,349.65,355.03,355.03
265.02,275.49,275.49,275.49,275.49,275.49,187.74,275.49,256.45,256.45,256.45,275.28,275.28,275.28,275.49,286.06,286.06
273.48,278.24,278.24,278.77,282.01,278.77,280.1,282.27,266.13,266.13,266.13,274.81,274.81,274.81,282.01,282.01,282.01
327.93,308.41,308.41,391.09,391.82,391.09,398.87,398.87,293.69,293.69,293.69,306.32,306.32,291.07,391.09,391.82,391.82
303.26,306.29,306.29,380.6,380.6,380.6,352.69,380.6,283.63,283.63,283.63,306.29,306.29,283.57,380.6,380.6,380.6
304.07,311.29,311.29,481.75,481.75,481.75,309.22,355.43,276.07,276.07,276.07,308.86,308.86,277.87,481.75,481.75,481.75
273.4,275.66,275.66,275.66,275.66,297.58,213.7,237.12,270.2,266.47,270.2,275.66,275.66,272.28,297.58,297.58,297.58
291.61,303.8,303.8,313.5,341.17,336.71,308.5,376.69,276.19,276.19,276.19,293.8,293.8,277.49,336.71,339.86,345.4
257.87,257.33,257.33,257.33,257.33,257.33,253.37,299.66,257.33,257.33,257.33,257.33,257.33,257.33,257.33,263.13,263.13
253.68,252.66,252.66,252.66,252.66,252.66,260.49,297.15,254.02,254.02,254.02,252.66,252.66,252.66,252.66,252.66,252.66
261.78,259.03,259.03,259.03,332.22,286,312.33,369.28,259.03,259.03,259.03,259.03,259.03,259.03,286,295.62,344.41
265.36,266.32,266.32,266.32,281.05,309.88,250.8,360,261.18,261.18,261.18,266.32,266.32,266.32,309.88,311.46,322.59
284.94,287.31,287.31,354.01,396.02,357.91,436.7,480.07,265.07,265.07,265.07,272.76,272.76,263.47,357.91,361.96,400.44
303.79,315.7,315.7,382.8,398.43,411.38,397.26,405.52,279.48,279.48,279.48,288.67,288.67,281.33,411.38,411.38,411.38
295.88,322.58,322.58,322.58,335.83,378.63,322.57,335.83,278.52,278.52,278.52,292.52,292.52,290.29,378.63,379.27,380.06
278.67,279.68,279.68,279.68,280.38,280.44,279.68,280.38,278.38,278.38,278.38,279.68,279.68,279.68,280.44,280.44,280.44
277.58,278.22,278.22,278.22,301.08,279.34,278.27,301.08,276.02,276.02,276.02,278.07,278.07,278.07,279.34,285.88,301.12
309.7,303.23,303.23,308.83,390.43,433.77,331.91,390.43,286.86,286.86,286.86,301.43,301.43,301.43,433.77,435.1,440.78
297.3,291.68,291.68,291.68,354.56,404.55,291.68,354.56,290.4,289.94,289.94,291.68,291.68,291.68,404.55,406.37,448.5
275.18,270.15,270.15,270.15,287.63,290.49,264.87,274.7,274.34,274.34,274.34,274.48,274.48,274.48,290.49,290.49,296.61
286.22,282.36,282.36,282.36,300.98,342.66,282.36,300.98,279.67,279.67,279.67,282.36,282.36,282.36,342.66,342.66,342.66
276.37,271.43,271.43,271.43,284.41,341.99,257.74,270.31,270.86,270.86,270.86,271.43,271.43,271.43,341.99,349.49,351.45
232.57,245.49,245.49,245.49,245.49,249.48,-34.18,141.36,245.49,245.49,245.49,245.49,245.49,245.49,249.48,249.48,249.48
213.2,225.02,225.02,225.02,225.02,225.02,2.36,108.65,233.43,233.43,233.43,226.53,226.53,228.12,225.02,225.02,225.02
267.37,235.37,235.37,240.45,263.4,256.81,253.06,303.17,278.08,278.08,278.08,269.34,269.34,269.34,256.81,257.5,271.45
307.89,302.95,302.95,312.42,348.21,350.93,354.46,357.21,292.3,292.3,292.3,295.58,295.58,295.58,350.93,350.93,353.71
281.47,279.46,279.46,279.46,284.91,299.08,272.56,286.94,278.47,278.47,278.47,279.46,279.46,279.46,299.08,293.75,293.08
271.86,262.13,262.13,262.13,315.74,314.03,294.11,322.69,272.18,272.18,272.18,262.13,262.13,262.13,314.02,314.02,325.04
287.97,280.96,280.96,280.96,420.13,330.18,378.85,485.32,282.98,282.98,282.98,280.96,280.96,280.96,330.18,350.55,420.13
271.87,271.14,271.14,271.14,282.12,271.14,270.65,294.1,272.42,272.42,272.42,271.14,271.14,271.14,271.14,282.77,282.77
267.74,267.51,267.51,267.51,285.67,267.51,265.97,268.47,267.76,267.76,267.76,267.51,267.51,267.51,267.51,285.67,285.67
293.25,289.27,289.27,289.27,337.59,289.57,392.37,394.77,289.27,289.27,289.27,289.27,289.27,289.27,289.57,324.15,337.59
302.43,302.33,302.33,302.33,372.16,332.46,313.42,400.29,302.33,294.12,294.12,298.51,298.51,298.16,332.46,363.44,373.17
312.5,302.94,302.94,302.94,372.08,312.53,554.08,562.39,303.04,297.35,297.35,298.25,298.25,298.25,312.52,352.85,372.08
285.88,284.96,284.96,284.96,290.9,286.68,293.47,299.41,286.54,286.54,286.54,284.96,284.96,284.96,286.68,300.82,300.82
284.99,283.62,283.62,283.62,283.62,304.44,270.41,283.62,283.62,283.62,283.62,283.62,283.62,283.62,304.44,304.44,304.44
279.56,280.13,280.13,280.13,280.13,280.35,199.85,214.78,280.19,280.19,280.19,280.13,280.13,280.13,280.35,280.35,280.35
292.71,290.63,290.63,290.63,305.72,290.63,280.93,280.92,293.46,293.46,293.46,290.63,290.63,290.63,300.47,302.95,305.72
336.37,311.87,311.87,311.87,423.19,410.6,410.12,426.76,311.54,311.54,311.54,311.57,311.57,311.57,410.6,415.93,435.71
315.06,310.89,310.89,310.89,325.59,346.9,310.89,325.59,310.89,310.89,310.89,310.89,310.89,310.89,346.9,346.9,349.75
312.44,307.46,307.46,307.46,351.46,339.13,379.11,388.21,307.56,307.56,307.56,307.46,307.46,307.46,339.13,339.13,355.54
310.97,307.08,307.08,307.08,336.14,331.51,313.59,339.28,307.21,307.21,307.21,307.08,307.08,307.08,331.51,334.25,358.43
289.8,289.21,289.21,289.21,289.21,298.84,289.21,289.21,290.09,290.09,290.09,289.21,289.21,289.21,298.84,330.6,393.24
279.45,270.52,270.52,270.52,270.52,270.52,198.19,202.38,282.11,282.11,282.11,279.67,279.67,279.67,270.52,313.88,316.98
283.24,284,284,284,284,284,184.71,184.71,284.04,284.04,284.04,284.04,284.04,284,284,297.04,298.87
389.31,393.55,393.55,393.55,407.8,399.98,411.94,411.95,329.52,329.52,329.52,393.55,393.55,393.55,399.98,401.15,412.9
442.54,485.22,485.22,485.22,485.22,485.22,490.42,491.75,333.45,333.45,328.08,483.08,483.08,483.08,485.22,487.97,496.41
312.97,310.79,310.79,310.79,310.79,345.48,275.64,276.02,307.99,307.99,307.99,310.79,310.79,310.79,345.48,354.47,385.19
282.58,277.8,277.8,277.8,277.8,293.48,212.87,233.68,284.32,284.32,284.32,284.24,284.24,283.99,293.48,319.94,334.17
311.58,312.36,312.36,312.36,352.37,319.53,373.41,373.41,307.65,307.65,307.65,307.25,307.25,281.63,319.53,325.53,375.1
300.98,299.73,299.73,299.73,335.3,299.73,299.73,336.7,299.73,299.73,299.73,299.73,299.73,293.44,299.73,335.3,335.3
283.02,283.38,283.38,283.38,283.38,283.38,236.96,236.96,283.38,283.38,283.38,283.38,283.38,283.38,283.38,283.38,283.38
325.26,321.56,321.56,321.56,321.56,337.43,292.77,292.76,320.91,320.91,320.91,321.56,321.56,321.56,337.43,337.43,337.43
368.97,366.5,366.5,366.5,367.6,372.08,366.5,366.5,366.5,366.5,366.5,366.5,366.5,366.5,372.08,371.58,371.58
513.26,475.9,475.9,475.9,516.08,507.77,476.49,516.08,475.9,475.9,475.9,475.9,475.9,475.9,507.77,507.77,516.08
443.03,437.86,437.86,437.86,449.62,439.36,437.86,453.01,437.86,437.86,437.86,437.86,437.86,437.86,439.36,440.19,453.95
403.31,391.1,391.1,391.1,420.09,406.08,414.44,430.67,391.1,391.1,391.1,391.1,391.1,363.12,406.08,406.08,420.09
303.35,303.78,303.78,303.78,303.78,303.78,303.78,303.78,303.9,303.9,303.9,303.78,303.78,302.51,303.78,303.78,303.78
289.89,289.77,289.77,289.77,289.77,289.77,289.98,289.77,290.1,290.1,290.1,289.77,289.77,289.77,289.77,289.77,289.77
346.84,330.94,330.94,344.68,363.3,365.75,322.29,338.16,346.74,346.74,346.74,330.94,330.94,300.87,365.75,366.25,368
309.86,304.58,304.58,304.58,304.58,363.87,294.87,298.49,304.67,304.67,304.67,304.67,304.67,304.67,363.87,363.87,363.87
312.38,310.03,310.03,310.03,310.03,330.79,274.66,274.66,310.31,310.31,310.31,310.03,310.03,306.71,336.52,336.52,337
285.6,281.17,281.17,281.17,281.17,342.6,281.17,281.17,282.46,282.46,282.46,282.46,282.46,282.46,346.18,337.96,332.87
278.25,260.65,260.65,260.65,260.65,273.5,251.06,251.06,282.04,282.04,282.04,278.17,278.17,278.17,293.79,293.79,293.79
271.35,272.54,272.54,272.54,272.54,272.54,165.15,165.15,273.4,273.4,273.4,272.54,272.54,272.54,272.54,272.54,272.54
283.05,283.33,283.33,283.33,283.33,283.33,249.93,249.93,283.35,283.35,283.35,283.33,283.33,283.33,283.33,283.33,283.33
405.25,407.5,407.5,407.5,411.44,409.62,408.99,413.77,407.5,407.5,407.5,407.5,407.5,317.87,409.62,411.44,411.44
333.29,324.4,324.4,333.16,336.54,341.74,342.3,350.66,319.09,319.09,319.09,321.95,321.95,321.95,341.74,342.23,342.23
293.2,291.52,291.52,291.52,291.52,318.38,238.76,257.55,292.46,292.46,292.46,291.54,291.54,291.54,318.38,318.38,318.38
304.6,301.79,301.79,301.79,302.92,320.33,266.33,266.33,301.6,301.6,301.6,301.81,301.81,301.38,320.33,320.33,320.33
374.44,365.52,365.52,365.52,393.49,392.3,377.97,401.88,365.52,365.52,365.52,365.52,365.52,354.89,392.3,392.3,395.57
309.44,307.88,307.88,307.88,326.88,307.88,307.88,329.27,307.88,307.88,307.88,307.88,307.88,306.68,307.88,311.37,326.88
305.45,302.89,302.89,302.89,342.84,302.89,319.83,347.32,302.89,302.89,302.89,302.89,302.89,300.59,302.89,320.98,342.84
376.79,324.69,324.69,407.61,446.6,425.84,410.86,448.96,407.37,407.37,407.37,315.98,315.98,315.03,425.84,425.84,447.21
419.42,321.59,321.59,462.88,520.52,468.87,522.95,546.47,458.93,458.93,458.93,315.74,315.74,303.15,468.87,468.87,521.85
325.2,312.5,312.5,312.5,442.99,323.44,423.86,454.52,312.5,312.5,312.5,312.5,312.5,296.73,323.44,348.14,444.77
292.43,290.39,290.39,290.39,325.81,294.6,321.05,335.36,290.39,290.39,290.39,290.31,290.31,290.31,294.6,324.09,342.53
291.84,289.33,289.33,289.33,289.33,328.42,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,328.42,329.28,334.84
233.36,171.57,171.57,171.57,171.57,171.57,98.65,111.74,254.44,254.44,254.44,236.91,236.91,236.91,171.57,171.57,171.57
243.14,235.74,235.74,235.74,235.74,235.74,-83.49,-58.84,259.91,259.91,259.91,249.03,249.03,249.03,235.74,235.74,235.74
253.8,257.99,257.99,257.99,257.99,257.99,103.79,107.8,258.16,258.16,258.16,257.99,257.99,257.99,257.99,257.99,257.99
254.7,252.15,252.15,252.15,252.15,252.15,27.47,103.94,258.9,258.9,258.9,255.24,255.24,255.24,252.15,252.15,252.15
299.9,287.25,287.25,287.25,294.7,295.1,284.7,287.55,299.68,299.68,299.68,299.47,299.47,299.47,295.1,299.75,299.75
317.95,310.87,310.87,310.87,334.13,341.18,312.72,334.13,309.71,309.71,309.71,310.87,310.87,310.87,341.18,341.18,341.18
282.47,281.98,281.98,281.98,281.98,290.36,273.88,274.46,281.98,281.98,281.98,281.98,281.98,281.98,290.36,290.61,290.61
264.91,264.01,264.01,264.01,264.01,264.01,232.44,245.74,265.51,265.35,265.51,265.51,265.51,265.51,264.01,264.01,264.01
262.15,262.37,262.37,262.37,262.37,262.37,216.04,262.37,263.02,263.02,263.02,262.63,262.63,262.63,262.37,262.37,262.37
