SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,FRE
307.99,284.36,284.36,325.04,328.9,326.32,303.3,328.9,303.3,303.3,303.3,287.54,287.54,287.54,326.32,378.38,378.38,
348.76,309.69,309.69,356.13,367.98,357.23,356.13,367.98,355.02,355.02,355.02,309.69,309.69,309.69,357.23,392.78,392.78,
406.19,401.29,401.29,405.21,418.29,401.29,410.56,418.29,405.21,405.21,405.21,401.29,401.29,401.29,401.29,415.35,415.35,
343.49,302.08,302.08,358.69,384.26,358.69,369.37,384.26,358.69,358.69,358.69,302.08,302.08,302.08,358.69,398.62,398.62,
292.17,281.12,281.12,307.31,339.81,312.91,306.51,339.81,289.9,289.9,289.9,281.12,281.12,281.12,312.91,376.1,378.05,
253.36,252.14,252.14,252.14,252.14,255.63,225.68,252.14,252.14,252.14,252.14,266.82,266.82,266.82,255.63,301.48,301.48,
254.15,254.46,254.46,254.46,254.46,261.13,138.01,180.31,252.52,252.44,252.52,273.7,273.7,273.7,261.13,320.09,320.09,
269.88,269.29,269.29,269.29,273.22,377.94,230.68,273.22,263,263,263,273.02,273.02,273.02,377.94,402.82,402.82,
270.75,270.17,270.17,270.17,299.59,316.42,265.64,299.59,265.64,265.64,265.64,271.88,271.88,271.88,316.42,384.1,384.1,
304.36,275.03,275.03,309.17,378.16,322.66,379.14,381.08,269.63,269.63,269.63,275.03,275.03,275.03,322.66,377.92,377.92,
310.3,270.85,270.85,348.65,397.29,360.1,394.04,397.29,266.48,266.48,266.48,270.85,270.85,270.85,360.1,403.78,403.78,
301.54,274.18,274.18,345.66,354.07,426.73,315.07,354.07,271.4,271.4,271.4,274.18,274.18,274.18,426.73,450.45,450.45,
264.25,263.17,263.17,263.17,267.77,300.82,263.12,287.07,263.12,263.12,263,263.76,263.76,264.08,300.82,385.62,385.62,
253.8,253.03,253.03,253.03,253.03,275.36,253.03,253.03,253.03,253.03,253.03,254.67,254.67,254.67,275.36,370.69,370.69,
267.77,265.08,265.08,265.08,265.08,356.41,264.4,265.08,264.34,264.34,264.34,265.15,265.15,265.15,356.41,379.58,379.58,
280.81,266.86,266.86,301.62,360.29,365.06,317.48,360.29,268.12,268.12,268.12,266.86,266.86,266.86,365.06,393.26,393.26,
260.74,260.48,260.48,260.48,263.38,349.81,257.41,263.38,257.41,257.41,257.41,260.48,260.48,260.48,349.81,394.06,394.06,
249.2,247.66,247.66,247.66,247.66,327.41,247.66,247.66,247.66,247.66,247.66,248.95,248.95,248.95,327.41,372.03,372.03,
247.09,245.59,245.59,245.59,245.59,310.35,245.59,245.59,245.59,245.59,245.59,246.98,246.98,246.98,310.35,380.6,380.6,
247.8,247.55,247.55,247.55,247.55,259.92,247.55,247.55,247.55,247.55,247.55,247.55,247.55,247.55,259.92,360.16,360.16,
244.37,244.24,244.24,244.24,244.24,248.87,244.24,244.24,244.24,244.24,244.24,244.58,244.58,244.58,248.87,340.34,340.34,
244.95,243.9,243.9,243.9,243.9,264.42,226.19,243.9,243.9,243.9,243.9,248.98,248.98,248.98,264.42,292.45,292.45,
249.09,247.8,247.8,247.8,247.8,320.61,247.8,247.8,247.8,247.8,247.8,247.88,247.88,247.88,320.61,382.63,382.63,
253.59,250.63,250.63,250.63,281.63,290.71,282.45,289.9,249.48,249.48,249.48,251.71,251.71,251.71,290.71,398.54,398.54,
249.16,248.86,248.86,248.86,265.73,277.8,248.4,265.73,247.17,247.17,247.17,248.98,248.98,248.98,277.8,398.04,398.04,
242.51,241,241,241,258.33,291.42,242.17,258.33,241.7,241.7,241.7,242.29,242.29,242.29,291.42,373.61,373.61,
236.98,236.91,236.91,236.91,263.64,241.28,233.89,263.64,236.91,236.91,236.91,237.78,237.78,237.78,306.37,379.96,379.96,
213.4,209,209,209,209,209,123.16,159.77,217.95,217.95,217.95,220.93,220.93,220.93,209,276.34,276.34,
236.74,235.42,235.42,235.42,235.42,279.43,235.41,235.42,235.42,235.42,235.42,236.23,236.23,236.23,279.43,351.8,351.8,
241.19,239.69,239.69,239.69,239.69,306.28,239.5,239.69,239.5,239.5,239.5,239.69,239.69,239.69,306.28,328.46,328.46,
247.1,244.99,244.99,244.99,244.99,314.55,244.97,244.99,244.68,244.68,244.68,244.99,244.99,244.99,314.55,348.66,348.66,
264.83,252.51,252.51,278.62,314.11,331.97,284.27,315.09,253.32,253.32,253.32,252.51,252.51,252.51,331.97,342.4,342.4,
242.86,240.94,240.94,256.73,256.73,290.15,249.67,256.73,240.09,240.09,240.09,240.94,240.94,240.94,290.15,293.88,293.88,
206.91,206.91,206.91,206.91,206.91,206.91,206.91,206.91,206.91,206.91,206.91,206.91,206.91,206.91,216.43,222.84,222.84,
196.15,195.78,195.78,195.78,195.78,195.78,189.86,195.78,195.78,195.78,195.78,199.1,199.1,199.1,195.78,195.78,195.78,
233.27,232.36,232.36,233.8,300.17,233.8,283.81,303.41,231.51,231.51,231.51,232.36,232.36,232.36,309.08,321.91,321.91,
226.18,224.7,224.7,224.7,224.7,299.62,224.7,224.7,224.7,224.7,224.7,225.38,225.38,225.38,302.9,314.84,314.84,
239.46,235.74,235.74,250.24,276.71,297.75,279.13,279.52,228.11,228.11,228.11,236.05,236.05,236.05,297.89,304.42,304.42,
249.33,244.94,244.94,304.41,306.24,313.52,308.99,309.13,230.48,230.48,230.48,244.94,244.94,244.94,313.52,319.88,319.88,
234.37,231.32,231.32,239.73,243.14,296.2,239.73,243.14,229.42,229.42,229.42,231.35,231.35,231.35,296.2,298.78,298.78,
222.55,221.9,221.9,221.9,221.9,234.44,221.9,221.9,221.9,221.9,221.9,225.85,225.85,225.75,238.38,238.38,238.38,
220.83,220.19,220.19,220.19,220.19,221.23,220.19,220.19,220.19,220.19,220.19,229.5,229.5,226.69,226,230.41,230.41,
225.61,223.64,223.64,223.64,223.64,306.27,223.1,223.64,223.1,223.1,223.1,223.64,223.64,223.64,306.27,335.92,335.92,
231.18,231.02,231.02,231.02,231.02,285.44,230.3,231.17,225.92,225.92,225.92,231.02,231.02,231.02,285.44,309.37,309.37,
244.23,251.4,251.4,251.4,266.17,264.94,320.95,320.95,229.29,229.29,229.29,251.4,251.4,251.4,316.15,323.63,323.63,
242.65,238.88,238.88,246.2,264.79,254.94,309.96,309.96,234.64,234.64,234.64,238.88,238.88,238.88,282.05,290.72,290.72,
245.17,248.67,248.67,271.93,271.93,286.64,284.97,285.24,235.44,235.44,235.44,248.67,248.67,248.67,286.64,315.3,315.3,
225.13,225.69,225.69,225.69,225.69,225.92,224.28,225.69,224.28,224.28,224.28,226.76,226.76,226.76,225.92,262.81,262.81,
226.48,226.94,226.94,226.94,226.94,226.94,226.93,227.28,226.13,226.13,226.13,226.94,226.94,226.94,226.94,310.84,310.84,
232.98,232.15,232.15,232.15,232.15,295.52,230.86,234.34,231.07,231.07,231.07,232.15,232.15,232.15,295.52,298.1,298.1,
262.88,247.31,247.31,274.05,283.28,290.7,383.18,383.83,238.05,238.05,238.05,247.31,247.31,247.31,298.15,298.16,298.16,
255.85,248.6,248.6,251.86,251.86,308.86,251.31,255.36,235.83,235.83,235.83,248.6,248.6,248.6,309.18,309.18,309.18,
241.23,239.89,239.89,239.89,241.74,275.06,260.25,313.99,237.57,237.57,230.06,239.96,239.96,239.96,275.92,275.92,275.92,
248.88,250.87,250.87,259.78,259.78,280.88,258.42,289.94,254.25,254.25,229.41,250.87,250.87,250.87,288.28,315.75,315.75,
227.81,233.29,233.29,233.29,233.29,251.75,221.35,233.29,224.31,224.31,224.31,233.29,233.29,233.29,295.55,331.57,331.57,
216.76,217.55,217.55,217.55,217.55,217.55,203.84,217.55,216.97,216.97,216.97,217.86,217.86,217.86,238.22,239.64,239.64,
229.2,235.74,235.74,235.74,235.74,323.98,200.9,235.74,223.43,223.41,223.43,235.74,235.74,235.74,323.98,324.63,324.63,
232.29,236.02,236.02,236.02,236.02,305.35,209.29,236.02,227.1,227.09,227.1,236.02,236.02,236.02,305.35,305.88,305.88,
232.78,236.12,236.12,236.12,236.12,352.55,170.5,220.89,230.34,230.34,230.34,236.12,236.12,236.12,352.54,360.42,360.42,
233.13,233.52,233.52,233.52,233.52,301.42,229.47,233.52,231.2,231.2,231.2,233.52,233.52,233.52,305.7,328.88,334.57,
231.43,231.41,231.41,231.41,231.41,237.2,229.32,231.41,231.41,231.41,231.41,231.46,231.46,231.46,261.84,346,409.77,
239.25,239.25,239.25,239.25,239.25,239.25,239.25,239.25,239.25,239.25,239.25,239.25,239.25,239.25,239.25,241.08,241.08,
236.07,236.07,236.07,236.07,236.07,236.07,236.07,236.07,236.07,236.07,236.07,236.07,236.07,236.07,261.9,306.6,306.6,
237.63,237.61,237.61,237.61,237.61,237.98,237.61,237.61,237.61,237.61,237.61,237.61,237.61,237.61,296.83,324.52,324.52,
243.95,241.51,241.51,241.51,241.51,324.54,241.51,241.51,241.51,241.51,241.51,241.51,241.51,241.51,324.54,349.49,354.82,
241.08,239.12,239.12,239.12,239.12,274.38,289.32,289.76,239.12,239.12,239.12,239.12,239.12,239.12,274.38,329.84,349.65,
250.2,241.14,241.14,241.66,270.18,274.88,363.51,363.51,241.36,241.36,241.36,241.14,241.14,241.14,274.88,333.63,345.74,
246.43,245.28,245.28,267.52,267.52,311.16,295.82,295.82,233.74,233.74,233.74,249.25,249.25,248.42,311.16,366.84,475.28,
230.02,230.46,230.46,230.46,230.46,254.17,226.59,230.46,227.02,227.02,227.02,238.81,238.81,238.45,254.17,322.03,322.03,
204.66,203.21,203.21,203.21,203.21,203.21,63.37,154.88,203.66,203.66,203.66,228.73,228.73,228.73,203.21,219.06,219.06,
224.81,223.02,223.02,223.02,223.02,295.27,187.44,223.02,221.87,221.87,221.87,239.42,239.42,239.42,295.27,327.64,334.83,
246.77,286.43,286.43,290.58,290.58,302.45,241.66,290.58,235.78,235.78,235.78,287.76,287.76,256.31,302.45,337.07,339.34,
240.44,239.43,239.43,239.43,239.43,309.77,216.33,239.43,239.43,236.27,236.6,242.12,242.12,242.12,309.77,324.6,324.6,
237.57,234.88,234.88,234.88,234.88,312.35,234.81,234.88,234.88,234.81,234.83,236.39,236.39,236.39,312.35,317.76,317.76,
240.91,238.15,238.15,238.23,238.23,300.27,238.23,238.23,238.23,238.23,238.23,238.44,238.44,237.86,300.27,304.87,304.87,
224.37,224.3,224.3,224.3,228.02,224.3,226.24,228.27,224.3,224.3,224.3,224.49,224.49,224.49,224.3,230.99,230.99,
220.26,219.15,219.15,219.15,219.15,219.15,219.15,220.03,219.15,219.15,219.15,224.63,224.63,224.33,219.15,271.57,271.57,
241.21,233.68,233.68,236.55,236.55,316.99,237.37,236.55,237.37,237.37,237.37,240.11,240.11,239.37,316.99,316.99,316.99,
232.53,229.29,229.29,229.29,229.29,304.97,229.29,229.29,229.29,229.29,229.29,232.19,232.19,232.19,304.97,307.42,307.42,
228.35,224.94,224.94,248.93,249.27,297.14,262.1,262.1,224.88,224.88,224.88,227.48,227.48,227.48,297.14,312.14,312.14,
207.16,201.9,201.9,201.9,201.9,272.68,201.9,201.9,201.9,201.9,201.9,218.68,218.68,218.68,272.68,294.91,294.91,
233.9,228.81,228.81,253.8,253.8,321.55,265.96,265.23,226.22,226.22,226.22,228.81,228.81,228.81,321.55,323.34,323.34,
217.09,216.38,216.38,216.38,216.38,263.57,216.38,216.38,216.38,216.38,216.38,221.76,221.76,218.57,263.57,276.48,276.48,
211.34,206.15,206.15,206.15,206.15,206.27,222.67,222.67,206.31,206.31,206.31,217.77,217.77,217.77,206.27,228.56,228.56,
277.68,281.09,281.09,281.09,281.21,312.72,317.86,317.85,250.11,243.73,243.73,281.11,281.11,251.93,312.72,369.62,369.62,
273.92,274.03,274.03,274.03,295.6,274.03,298.38,298.38,255.68,245.81,245.81,274.06,274.06,253.43,274.03,398.83,398.83,
248.69,247.86,247.86,247.86,247.86,282.26,247.86,247.86,247.86,247.86,247.86,247.88,247.88,246.45,282.26,458.89,458.89,
252.99,242.16,242.16,242.16,242.16,363.46,261.88,261.88,242.1,242.1,242.1,245.45,245.45,244.99,363.46,516.62,516.62,
229.64,228.41,228.41,228.41,228.41,228.41,228.41,228.41,228.41,228.41,228.41,236.29,236.29,236.29,228.41,232.99,232.99,
226.42,220.47,220.47,220.47,220.47,220.47,220.26,220.47,223.35,223.35,223.35,242.98,242.98,237.35,278.84,278.84,278.84,
224.27,219.85,219.85,219.85,219.85,219.85,197.75,215.57,219.85,219.85,219.85,241.05,241.05,240.45,324.8,324.8,324.8,
255.73,252.2,252.2,252.2,252.2,253.14,234.94,246.57,252.6,252.6,252.6,259.71,259.71,259.5,346.56,346.56,346.56,
240.28,240.77,240.77,240.77,240.77,240.77,238.2,240.77,238.5,238.5,238.5,245.74,245.74,243.34,316.41,331.19,331.19,
226.73,221.94,221.94,221.94,221.94,222.59,221.61,222.45,221.61,221.61,221.61,233.81,233.81,232.29,307.07,336.53,336.53,
217.89,204.72,204.72,204.72,204.72,327.53,204.72,204.72,204.31,204.31,204.31,237,237,222.5,372.33,406.4,406.4,
228.25,241.61,241.61,241.61,241.61,276.58,253.65,253.65,217.2,217.2,217.2,242.69,242.69,226.54,319.66,338.24,338.24,
186.8,176.47,176.47,176.47,176.47,176.47,176.47,176.47,176.47,176.47,176.47,215.29,215.29,201.41,289.29,289.29,289.29,
173.73,163.7,163.7,163.7,163.7,163.7,140.08,163.7,163.7,163.7,163.7,201.88,201.88,201.88,271.2,271.2,271.2,
213.62,233.42,233.42,233.83,233.83,239.37,204.31,233.83,205.9,205.9,205.9,246.24,246.24,215.93,315.17,321.81,321.81,
214.95,225.11,225.11,251.92,251.92,269.71,244.64,251.92,203.18,203.18,203.18,235.52,235.52,219.42,290.86,321.53,321.53,
192.07,184.92,184.92,184.92,184.92,285.72,183.94,184.92,185.38,185.38,185.38,221.29,221.29,204.87,322.83,329.4,329.4,
175.81,167.36,167.36,167.36,167.36,167.36,168.63,168.63,167.36,167.36,167.36,211.12,211.12,197.13,333.26,359.05,359.05,
205.95,205.61,205.61,205.61,205.61,205.61,207.17,207.17,205.61,205.61,205.61,207.78,207.78,207.78,336.28,345.58,345.58,
188.07,185.56,185.56,185.56,185.56,185.56,185.56,185.56,185.56,185.56,185.56,196.59,196.59,196.59,345,347.85,347.85,
132.61,111.82,111.82,111.82,111.82,111.82,102.51,111.82,113.29,113.29,113.29,196.58,196.58,196.58,331.78,331.78,331.78,
246.56,244.47,244.47,248.87,248.87,299.45,248.87,253.92,236.86,236.86,236.86,247.03,247.03,231.73,364.77,373.63,373.63,
235.27,230.07,230.07,232.05,232.05,308.33,218.02,238.15,232.05,232.05,232.05,233.9,233.9,226.42,390.35,415.49,415.49,
261.61,285.08,285.08,288.82,290.6,302.04,288.82,309.67,233.76,233.76,233.76,266.64,266.64,231.15,302.04,401.57,401.57,
269.72,292.37,292.37,292.37,292.37,298.06,292.37,292.79,245.28,245.28,245.28,289,289,234.41,298.06,413.59,413.59,
213.73,212.2,212.2,214.3,225.92,268.18,214.3,238.36,210.88,210.88,210.88,212.2,212.2,210.22,268.18,457.45,457.45,
168.59,168.59,168.59,168.59,168.59,168.59,168.59,168.59,168.59,168.59,168.59,168.59,168.59,168.59,192.65,268.5,268.5,
182.37,182.33,182.33,182.33,183.72,182.33,182.33,183.72,182.33,182.33,182.33,182.33,182.33,182.33,309.82,331.43,331.43,
205.34,202.81,202.81,202.81,219.41,325.11,202.81,219.41,200.1,200.1,200.1,202.81,202.81,202.81,326.35,411.46,411.46,
225.47,241.58,241.58,241.58,296.78,313.65,217.55,296.78,212.71,212.71,212.71,241.58,241.58,221.71,313.93,446.27,446.27,
208.42,220.38,220.38,220.38,281.22,262.22,226.77,281.22,198.26,198.26,198.26,221.79,221.79,211.28,272.59,431.19,431.19,
212.15,213.25,213.25,213.25,231.26,320.07,206,231.26,205.1,205.1,205.1,213.25,213.25,209.24,320.07,453.7,453.7,
196.21,192.48,192.48,192.48,256.67,324.54,192.48,256.67,191.28,191.28,191.28,192.48,192.48,189.77,324.97,471.04,471.04,
155.94,155.54,155.54,155.54,155.54,162.72,155.54,155.54,155.54,155.54,155.54,155.54,155.54,155.54,165.46,199.77,199.77,
126.48,126.43,126.43,126.43,126.43,128.99,126.43,126.43,126.43,126.43,126.43,126.43,126.43,126.43,139.55,184.5,184.5,
182.26,176.5,176.5,176.5,282.43,296.88,194.61,282.43,176.5,176.5,176.5,175.71,175.71,171.38,296.88,469.58,469.58,
154.05,156.76,156.76,156.76,156.76,294.77,150.84,156.76,150.84,150.84,150.84,156.76,156.76,151.21,294.77,505.27,505.27,
148.04,144.12,144.12,144.12,144.12,279.14,143.75,144.12,143.75,143.75,143.75,144.12,144.12,144.12,279.14,389.97,389.97,
176.46,176.98,176.98,182.51,220.76,236.85,209.81,224.43,173.21,173.21,173.21,176.98,176.98,153.01,236.85,443.65,443.65,
160.8,165.12,165.12,165.7,197.18,189.97,165.7,197.18,159.67,159.67,159.67,165.12,165.12,142.73,245.4,444.25,444.25,
94.45,94.06,94.06,94.06,94.06,94.06,94.05,181.46,94.06,94.06,94.06,94.06,94.06,94.06,185.49,405.89,405.89,
78.32,78.05,78.05,78.05,78.05,78.05,78.05,99.3,78.05,78.05,78.05,80.65,80.65,80.65,81.16,382.58,382.58,
165,174.04,174.04,174.04,261.34,234.61,184.14,261.34,155.94,155.94,155.94,174.04,174.04,149.21,235.74,468.14,468.14,
173.78,190.96,190.96,190.96,318.49,190.96,251.32,318.49,158.15,158.15,158.15,172.23,172.23,161.34,382.38,445.87,445.87,
161.21,157.11,157.11,157.11,276.8,157.11,197.65,282.27,157.05,157.05,157.05,157.11,157.11,155.74,324.24,426.38,426.38,
154.53,150.87,150.87,150.87,294.45,150.87,244.9,295.03,143.15,143.15,143.15,150.87,150.87,137.58,297.28,407.32,407.32,
139.58,133.33,133.33,133.33,271.36,138.74,270.55,277.89,132.3,132.3,132.3,133.33,133.33,126.99,323.58,348.16,348.16,
91.55,91.13,91.13,91.13,121.51,105.42,121.51,121.51,91.13,91.13,91.13,91.13,91.13,91.13,153.31,379.91,379.91,
73.87,73.87,73.87,73.87,73.87,73.87,73.87,73.87,73.87,73.87,73.87,73.87,73.87,73.87,130.05,304.94,304.94,
117.09,107.79,107.79,107.79,181.68,237.43,154.26,181.68,107.79,107.79,107.79,107.79,107.79,107.79,247.37,304.73,304.73,
132.78,119.18,119.18,199.61,291.64,214.79,226.98,292.08,124.78,124.78,124.78,119.18,119.18,118.37,214.79,340.18,340.18,
132.46,127.9,127.9,127.9,168.62,193.18,157.8,174.4,127.9,127.9,127.9,127.9,127.9,124.54,196.76,391.89,391.89,
102.3,102.14,102.14,102.14,107.49,106.67,102.14,107.49,102.14,102.14,102.14,102.3,102.3,102.3,270.7,371.69,371.69,
96.72,96.41,96.41,96.41,96.41,96.41,96.41,96.41,96.41,96.41,96.41,99.42,99.42,99.42,307.78,414.54,414.54,
85.89,85.89,85.89,85.89,85.89,85.89,85.89,85.89,85.89,85.89,85.89,85.89,85.89,85.89,141.68,375.66,375.66,
105.31,103.96,103.96,103.96,125.97,103.96,163.66,163.66,103.96,103.96,103.96,103.96,103.96,103.96,206.8,339.89,339.89,
159.22,212.7,212.7,212.7,275.01,314.1,275.86,275.86,129.15,129.15,129.15,167.65,167.65,126.89,329.05,415.45,415.45,
150.47,216.59,216.59,216.59,234.19,295.2,226.05,234.47,120.48,120.48,120.48,216.59,216.59,115.95,295.2,410.19,410.19,
109.09,111.09,111.09,111.09,111.09,254.41,102.8,111.09,102.8,102.8,102.8,114.08,114.08,108.32,254.41,281.7,281.7,
121.29,123.51,123.51,123.51,137.64,322.21,154.56,154.56,106.2,106.2,106.2,124.44,124.44,102.77,322.21,401.64,401.64,
158.93,159.65,159.65,190.97,261.89,348.96,275.06,275.61,127.29,127.29,127.29,159.65,159.65,118.69,348.96,429.17,429.17,
141.85,140.14,140.14,140.14,206.23,140.14,213.97,213.97,140.14,140.14,140.14,140.14,140.14,140.14,182.32,332.23,332.23,
139.53,140.9,140.9,140.9,140.9,146.07,162.23,162.23,135.43,135.43,135.43,140.9,140.9,137.11,192.3,368.4,368.4,
158.25,172.19,172.19,172.19,213.79,277.58,254.8,254.8,136.27,136.27,136.27,171.65,171.65,140.44,277.58,436.01,436.01,
153.1,153.51,153.51,153.51,177.78,328.19,289,289,141.78,141.78,141.78,153.51,153.51,139.61,330.33,475.35,475.35,
146.95,152.77,152.77,152.77,187.34,281.81,216.01,216.01,128.16,128.16,128.16,152.77,152.77,143.86,281.81,427.87,427.87,
108.42,105.88,105.88,105.88,105.88,274.38,105.88,105.88,105.88,105.88,105.88,106.13,106.13,108.51,274.38,437.86,437.86,
104.07,99.22,99.22,99.22,99.22,163.1,285.38,285.38,98.61,98.61,98.61,99.22,99.22,102.61,163.1,446.83,446.83,
92.97,89.76,89.76,89.76,89.76,89.76,313.11,313.11,88.24,88.24,88.24,89.76,89.76,89.76,89.76,405.5,405.5,
105.78,103.54,103.54,103.54,103.54,140.14,185.58,185.58,103.54,103.93,103.54,103.54,103.54,103.54,200.02,389.05,389.05,
103.47,96.41,96.41,96.41,96.41,382.66,96.41,96.41,96.41,96.41,96.41,96.41,96.41,96.41,386.45,409.81,409.81,
101.17,94.44,94.44,94.44,94.44,313.98,235.95,235.95,94.44,94.44,94.44,94.44,94.44,94.09,313.98,424.7,424.7,
82.32,75.3,75.3,75.3,75.3,336.68,75.3,75.3,75.3,75.3,75.3,75.3,75.3,75.06,336.68,414.22,414.22,
58.49,53.22,53.22,53.22,53.22,244.6,53.22,53.22,53.22,53.22,53.22,54.79,54.79,54.79,244.6,363.77,363.77,
58.96,50.66,50.66,50.66,50.66,330.87,50.66,50.66,50.66,50.66,50.66,50.78,50.78,51.56,330.87,399.11,399.11,
85.17,79.54,79.54,79.54,79.54,184.56,205.18,205.18,79.54,79.54,79.54,79.54,79.54,72.38,195.87,302.3,302.3,
79.24,79.65,79.65,79.65,79.65,166.04,94.56,94.56,79.65,79.65,79.65,79.65,79.65,71.82,175.64,329.11,329.11,
108.21,105.31,105.31,105.31,105.31,390.63,182.17,182.17,105.31,105.31,105.31,103.4,103.4,78.83,391.38,452.05,452.05,
113.7,108.17,108.17,108.17,108.17,355.46,167.17,190.37,108.17,108.17,108.17,108.17,108.17,83.68,355.46,430.48,430.48,
96.19,93.53,93.53,93.53,93.53,299.7,93.53,93.53,93.53,93.53,93.53,93.53,93.53,80.97,299.7,458.49,458.49,
115.6,102.84,102.84,102.84,102.84,286.67,294.55,294.55,102.84,102.84,102.84,102.47,102.47,99.07,286.67,442.24,442.24,
96.42,92.09,92.09,92.09,92.09,325.76,93.22,95.03,92.09,92.09,92.09,92.09,92.09,92.09,325.76,375.98,375.98,
64.8,59.97,59.97,59.97,59.97,180.77,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,228.34,361.67,361.67,
86.49,83.62,83.62,83.62,83.62,171.39,83.62,83.62,83.62,83.62,83.62,83.62,83.62,83.62,180.85,343.89,343.89,
99.18,90.73,90.73,90.73,90.73,376.3,114.54,114.54,87.66,87.66,87.66,90.73,90.73,90.73,376.3,435.21,435.21,
