SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,FRE
87.22,81.73,81.73,81.73,81.73,257.32,81.73,81.73,81.73,81.73,81.73,81.73,81.73,81.73,257.32,383.33,383.33,
96.44,92.56,92.56,92.56,92.56,286.03,117.3,117.3,91.23,91.23,91.23,91.78,91.78,91.78,286.03,389.54,389.54,
91.24,86.93,86.93,86.93,86.93,274.05,77.41,86.93,86.93,86.93,86.93,86.93,86.93,86.93,274.05,502.96,502.96,
96.86,89.03,89.03,89.03,89.03,325.27,192.74,192.74,89.03,89.03,89.03,89.03,89.03,89.03,325.27,479.28,479.28,
66.67,61.01,61.01,61.01,61.01,240.69,61.01,61.01,61.01,61.01,61.01,61.01,61.01,61.01,240.69,461.83,461.83,
36.63,33.11,33.11,33.11,33.11,84.44,25.77,33.11,34.42,34.42,34.42,38.65,38.65,38.65,84.44,417.46,417.46,
91.07,87.04,87.04,87.04,87.04,227.69,99.48,99.48,87.04,87.04,87.04,87.04,87.04,87.04,227.69,430.91,430.91,
93.41,87.33,87.33,87.33,87.33,323.83,99.47,99.47,87.33,87.33,87.33,87.33,87.33,87.33,323.83,447.7,447.7,
75.2,72.06,72.06,72.06,72.06,256.19,72.06,72.06,72.06,72.06,72.06,72.06,72.06,72.06,256.19,467.29,467.29,
70.91,67.89,67.89,67.89,67.89,245.67,71.87,71.87,67.89,69.78,67.89,67.89,67.89,67.65,245.67,433.84,433.84,
60.91,58.68,58.68,58.68,58.68,197.29,60.02,60.02,58.68,60.02,58.68,58.68,58.68,58.68,197.29,405.62,405.62,
63.31,59.48,59.48,59.48,59.48,59.48,132.27,132.27,61.91,78.48,61.91,59.48,59.48,59.48,59.48,365.22,365.22,
71.17,64.88,64.88,64.88,64.88,64.88,121.26,121.26,65.53,82.88,65.53,64.88,64.88,64.88,64.88,381.8,381.8,
87.57,73.88,73.88,123.42,123.42,254.77,123.42,123.72,88.29,88.29,88.29,73.88,73.88,73.88,260.31,417.53,417.53,
81.12,68.52,68.52,127.59,127.59,300.35,127.59,127.59,82.01,82.01,82.01,68.52,68.52,68.52,305.89,425.7,425.7,
85.23,72.6,72.6,144.6,144.6,278.63,222.68,222.68,82.09,82.21,82.09,72.6,72.6,72.6,278.63,434.63,434.63,
81.91,81.18,81.18,142.68,142.68,233.12,142.68,142.68,77.89,77.89,71.57,78.23,78.23,78.23,233.12,448.83,448.83,
79.07,80.29,80.29,80.29,80.29,269.2,243.76,243.76,76.54,80.53,56.27,80.29,80.29,80.29,269.2,454.49,454.49,
60.71,55.25,55.25,55.25,55.25,108.97,83.77,226.41,55.25,83.77,55.01,55.25,55.25,55.25,116.33,432.72,432.72,
75.28,67.02,67.02,67.02,67.02,261.29,124.22,217.69,67.02,95.46,58.92,67.02,67.02,67.02,265.03,425.23,425.23,
111.95,85.97,85.97,169.09,169.09,376.5,409.38,415.18,92.79,97.99,61.03,85.97,85.97,85.97,376.5,493.41,493.41,
100.56,81.5,81.5,86.59,86.59,350.63,356.77,398.01,86.59,99.89,83.54,81.5,81.5,79.32,350.63,538.62,538.62,
111.73,114.64,114.64,114.64,114.64,399.14,346.82,347.15,93.14,104.31,89.7,84.93,84.93,81.84,399.14,579.39,579.39,
121.17,92.31,92.31,336.86,336.86,366.32,359.73,379.34,108.19,112.03,99.06,92.31,92.31,92.31,366.32,545.25,545.25,
102.3,95.74,95.74,95.89,95.89,318.13,92.3,203.26,96.22,96.53,96.2,95.74,95.74,92.12,318.13,485.19,485.19,
103.2,99.23,99.23,99.23,99.23,256,225.29,260,99.23,105.25,99.23,99.23,99.23,81.61,256,413.58,413.58,
105.21,104.02,104.02,104.02,104.02,120.83,132.27,249.37,104.02,107.5,104.02,104.02,104.02,85.04,120.83,412.89,412.89,
112.21,107.31,107.31,108.05,108.05,348.05,108.05,108.05,108.05,108.05,108.05,107.31,107.31,97.61,348.05,422.62,422.62,
121.35,114.05,114.05,114.05,114.05,341.68,113.95,114.05,113.95,113.95,113.95,114.07,114.07,99.49,341.68,410.39,410.39,
167.05,218.3,218.3,288.04,288.04,380.8,288.04,288.43,129.04,129.04,129.04,204.68,204.68,87.42,380.8,429.66,429.66,
202.32,323.3,323.3,323.3,323.3,367.1,323.3,324.09,155.14,155.14,153.38,237.19,237.19,106.04,367.1,469.3,469.3,
189.4,210.97,210.97,235.26,235.26,382.35,244.27,244.76,154.6,154.6,154.6,204.94,204.94,161.87,382.35,459.05,459.05,
166.13,184.18,184.18,184.18,184.18,296.58,191.48,191.48,141.83,141.83,141.83,184.18,184.18,184.18,296.58,403.27,403.27,
153.33,160.62,160.62,160.62,160.62,304.52,147.18,160.62,143.65,143.65,143.65,160.62,160.62,141.11,304.52,425.56,425.56,
190.19,219.67,219.67,219.67,219.67,454.4,215.46,219.67,147.29,147.29,140.42,217.14,217.14,180.25,454.4,484.34,484.34,
172.98,198.97,198.97,198.97,198.97,353.29,195.56,198.97,134.38,134.38,130.42,191.96,191.96,157.65,353.29,425.15,425.15,
174.46,229.14,229.14,229.14,229.14,344.58,229.14,229.14,129.75,129.75,129.75,229.14,229.14,151.95,344.58,423.07,423.07,
154.55,169.9,169.9,169.9,169.9,349.95,169.61,169.9,112.7,112.7,112.7,169.9,169.9,166.96,349.95,422.46,422.46,
154.58,177.64,177.64,177.64,177.64,296.52,251.13,251.13,107.12,107.12,107.12,177.64,177.64,168.67,296.52,410.08,410.08,
132.27,158.28,158.28,158.28,158.28,252.44,202.81,208.4,112.69,112.69,112.69,158.28,158.28,158.28,252.44,388.72,388.72,
144.8,182.23,182.23,182.23,182.23,299.1,242.96,242.96,106.73,106.73,106.73,182.18,182.18,176.91,299.1,417.28,417.28,
171.22,298.52,298.52,298.52,298.52,389.86,297.9,304.37,111.79,111.79,111.79,232.19,232.19,189.69,389.86,437.55,437.55,
156.26,278.66,278.66,278.66,278.66,340.44,259.54,282.17,96.13,96.13,96.13,189.28,189.28,170.15,340.44,412.15,412.15,
152.93,177.46,177.46,177.46,177.46,313.57,107.87,177.46,103.77,103.77,103.77,177.15,177.15,172.23,313.57,389.94,389.94,
168.75,355.94,355.94,355.94,395.5,365.82,211.16,396.18,100.3,100.3,100.3,214.87,214.87,204.55,350.98,403.95,403.95,
181.36,247.26,247.26,247.26,313.83,320.24,261.55,330.75,110.98,110.98,110.98,246.2,246.2,211.74,320.24,414.46,414.46,
142.97,177.13,177.13,177.13,177.13,228,102.18,177.13,97.32,97.32,97.32,179.03,179.03,179.03,228,348.36,348.36,
104.07,135.08,135.08,135.08,135.08,183.64,49.21,135.08,71.19,71.19,71.19,170.61,170.61,170.31,183.64,380.3,380.3,
194.21,240.82,240.82,240.82,290.51,288.67,262.05,290.51,142.3,142.3,142.3,215.13,215.13,204.31,288.67,389.16,389.16,
202.6,215.76,215.76,215.76,301.09,347.78,287.91,301.96,146.28,146.28,146.28,215.76,215.76,214.08,347.78,409.62,409.62,
203.1,243.02,251.92,258.48,302.78,350.62,303.98,303.98,138.58,138.58,138.58,251.92,251.92,212.36,350.62,415.06,415.06,
205.46,244.03,276.11,276.11,297.03,359.83,287.69,297.03,126.51,126.51,126.51,226.7,226.7,219.52,359.83,433.04,433.04,
189.54,230.2,230.2,230.2,230.2,325.2,178.61,230.2,121.8,121.8,121.8,209.4,209.4,208.82,325.2,416.37,416.37,
153.53,195.63,195.63,195.63,195.63,243.3,138.64,216.6,120.02,120.02,120.02,195.63,195.63,195.63,243.3,349.08,349.08,
159.36,192.64,192.64,192.64,192.64,222.47,178.61,197.29,128.2,128.2,128.2,192.64,192.64,192.64,222.47,352.15,352.15,
179.87,184.01,184.01,184.01,184.01,320.79,175.85,186.61,137.79,137.79,137.79,187.85,187.85,186.62,320.79,372.65,372.65,
173.59,173.5,173.5,173.5,173.5,354.69,144.22,173.5,127.94,127.94,127.94,196.6,196.6,195.74,354.69,387.43,387.43,
189.44,244.27,244.27,259.05,259.05,387.08,186.74,259.05,122.23,122.23,122.23,205.78,205.78,205.58,387.08,403.95,403.95,
174.89,180.35,180.35,180.35,180.35,346.36,141.51,180.35,130.66,130.66,130.66,207.94,207.94,189.06,346.36,467.11,467.11,
136.99,150.5,150.5,150.5,150.5,167.68,140.36,157.26,107.77,107.77,107.77,203.37,203.37,186.73,167.68,425.4,425.4,
123.55,146.94,146.94,146.94,146.94,181.07,155.49,155.49,103.01,103.01,103.01,146.94,146.94,146.94,181.07,387.68,387.68,
139.06,159.65,159.65,159.65,159.65,240.85,151.93,159.65,119.92,119.92,119.92,159.65,159.65,159.65,240.85,399.06,399.06,
194.87,209.58,209.58,209.58,209.58,359.18,305.16,240.87,129.71,129.71,129.71,212.23,212.23,211.69,359.18,449.67,449.67,
172.81,185.9,185.9,185.9,185.9,305.45,201.69,206.79,124.56,124.56,124.56,203.29,203.29,203.24,305.45,468.34,468.34,
176.76,189.09,189.09,189.09,189.09,270.49,340.79,303.64,124.98,124.98,124.98,205.55,205.55,205.3,270.49,451.64,451.64,
156.57,173.83,173.83,173.83,173.83,283,169.21,259.88,124.79,124.79,124.79,188.05,188.05,186.67,283,507.41,507.41,
143.71,144.09,144.09,144.09,144.09,293.66,144.09,299.3,126.96,126.96,126.96,169.43,169.43,169.43,293.66,498.75,498.75,
137.27,134.03,134.03,134.03,134.03,287.72,134.03,202.78,132.58,132.58,132.58,136.5,136.5,136.5,287.72,402.82,402.82,
138.34,139.1,139.1,139.1,139.1,240,161.22,161.22,135.68,135.68,135.68,140.67,140.67,140.67,240,381.32,381.32,
166.91,177.63,177.63,177.63,177.63,348.2,275.63,275.63,137.3,137.3,137.3,177.63,177.63,175.27,348.2,443.31,443.31,
155.85,165.75,165.75,165.75,165.75,347.33,272.68,275.96,131.44,131.44,131.44,165.75,165.75,165.27,347.33,452.79,452.79,
143.23,141.19,141.19,141.19,141.19,327.38,256.36,294.67,125.92,125.92,125.92,141.19,141.19,141.19,327.38,471.79,471.79,
127.28,121.96,121.96,121.96,121.96,274.26,198.56,222.46,121.91,121.91,121.91,122.79,122.79,122.79,274.26,438.69,438.69,
110.01,101.99,101.99,101.99,101.99,265.45,209.98,209.98,101.99,101.99,101.99,101.99,101.99,101.99,265.45,395.57,395.57,
119.02,117.38,117.38,117.53,117.53,157.73,209.34,209.34,117.53,117.53,117.53,117.38,117.38,117.38,229.67,312.64,312.64,
127.56,123.02,123.02,126.31,126.31,146.33,234.29,234.29,126.31,126.31,126.31,123.02,123.02,123.02,238.03,282.4,282.4,
151.57,154.78,154.78,154.78,215.04,304.97,291.07,291.07,137.92,137.92,137.92,154.78,154.78,144.02,304.97,463.31,463.31,
129.49,123.96,123.96,123.96,123.96,301.68,123.96,123.96,123.96,123.96,123.96,125.76,125.76,125.66,301.68,437.02,437.02,
145.48,134.87,134.87,134.87,134.87,561.51,134.87,134.87,134.87,134.87,134.87,140,140,140,561.51,598.68,598.68,
183,168.94,168.94,170.04,170.04,616.33,186.29,186.29,170.04,170.04,170.04,168.94,168.94,168.94,616.33,894.59,894.59,
202.34,184.49,184.49,237.91,237.91,521.94,303.61,303.61,190.53,190.53,190.53,184.49,184.49,184.08,521.94,644.3,644.3,
192.87,190.02,190.02,191.43,191.43,299.93,191.43,191.43,191.43,191.43,191.43,190.02,190.02,190.02,299.93,587.08,587.08,299.93
187.9,187.11,187.11,187.11,187.11,220.58,187.11,187.5,187.11,187.11,187.11,187.11,187.11,187.11,220.58,602.26,602.26,220.58
214.53,229.62,229.62,229.62,244.1,367.66,231.11,244.1,205.94,205.94,205.94,229.62,229.62,196.71,369.74,645.38,645.38,
213.09,201.17,201.17,244.38,244.38,290.12,244.38,244.38,211.24,211.24,211.24,201.17,201.17,198.69,290.29,660.4,660.4,
215.07,207.39,207.39,220.55,220.55,294.59,220.55,220.55,220.55,220.55,220.55,207.39,207.39,195.39,294.59,1065.66,1065.66,
218.65,213.83,213.83,218.2,218.2,269.4,218.2,218.2,218.37,218.37,218.37,213.83,213.83,213.83,269.4,604.87,604.87,
222.54,218.35,218.35,221.74,221.74,299.57,221.74,221.74,221.74,221.74,221.74,218.35,218.35,218.32,299.57,724.26,724.26,
218.26,218.42,218.42,218.59,218.59,218.59,218.59,218.59,218.59,218.59,218.59,218.42,218.42,216.75,218.59,558.23,558.23,218.59
222.51,224.29,224.29,224.29,229.13,224.29,229.74,229.74,224.2,224.2,224.2,224.29,224.29,213.49,224.29,514.14,514.14,224.29
286.17,344.78,344.78,344.78,368.18,354.61,368.49,369.26,252.34,252.34,252.34,340.1,340.1,201.89,358.21,441.7,441.7,
285.53,346.48,346.48,349.72,410.83,352.31,387.76,414.31,249.12,249.12,249.12,333.44,333.44,204.65,362.31,459.55,459.55,
236.8,241.12,241.12,244.84,317.09,293.9,259.64,317.09,237.84,237.84,237.84,241.09,241.09,210.82,311.34,470.51,470.51,
224.7,224.23,224.23,224.23,224.23,296.12,224.23,224.23,224.9,224.9,224.9,224.23,224.23,214.3,300.24,736.42,736.42,
225.04,219.6,219.6,219.6,219.6,316.78,221.05,221.05,226.56,226.56,226.56,219.6,219.6,212.12,321.69,548.27,548.27,
224.46,225.36,225.36,225.36,225.36,225.36,225.36,225.36,225.36,225.36,225.36,225.36,225.36,216.15,295.28,384.07,384.07,225.36
216.33,215.54,215.54,215.54,215.54,215.54,215.82,215.82,217.86,217.86,217.86,215.54,215.54,210.37,244.86,345.28,345.28,215.54
249.74,272.57,272.57,328.9,337.72,330.49,328.9,337.72,240.64,240.64,240.64,256.14,256.14,220.5,338.39,436.87,436.87,
251.46,258.91,258.91,296.21,299.24,326.39,290.87,299.24,244.78,244.78,244.78,258.91,258.91,227.34,332.75,433.41,433.41,
250.26,254.12,254.12,254.12,254.12,375.9,254.06,254.12,245.45,245.45,245.45,254.12,254.12,232.63,375.9,427.15,427.15,
274.82,273.55,273.55,333.9,403.46,384.24,412.46,412.46,243.94,243.94,243.94,272.7,272.7,227.57,384.23,449.06,449.06,
255.32,250.57,250.57,332.38,340.1,362.48,333.12,344.72,246.33,246.33,246.33,248.55,248.55,226.11,372.05,422.85,422.85,
232.87,233.48,233.48,233.48,233.48,234.91,233.48,233.48,233.48,233.48,233.48,233.48,233.48,230.07,336.22,361.69,361.69,234.91
230.42,230.33,230.33,230.38,230.38,230.38,240.19,240.19,231.39,231.39,231.39,230.05,230.05,226.4,294.03,354.21,354.21,230.38
238.82,232.25,232.25,239.07,255.4,283.92,304.65,308.48,239.32,239.32,239.32,232.12,232.12,229.14,408.73,420.2,420.2,
243.13,240,240,241.04,286.13,314.37,307.73,307.73,241.15,241.15,241.15,235.57,235.57,227.28,405.64,443.28,443.28,
242.32,237.4,237.4,248.87,280.37,256.26,282.36,289.48,241.81,241.81,241.81,237.4,237.4,225.5,284.29,427.56,427.56,256.26
243.64,252.65,252.65,252.65,252.65,392.49,252.65,252.65,237.89,237.89,237.89,235.49,235.49,210.19,403.35,483.83,483.83,
241.85,241.61,241.61,241.61,241.61,342.9,242.64,250.6,236.21,236.21,236.21,237.53,237.53,214.65,346.31,452.81,452.81,
217.38,215.84,215.84,215.84,215.84,279.27,213.46,213.46,217.13,217.13,217.13,215.84,215.84,206.04,279.27,441.47,441.47,279.27
210.42,207.76,207.76,207.76,207.76,273.73,149.34,149.34,214.42,214.42,214.42,207.27,207.27,196.48,273.73,375.2,375.2,273.73
214.84,211.83,211.83,211.83,211.83,339.24,204.74,207.97,213.02,213.02,213.02,212.45,212.45,192.05,339.24,461.74,461.74,
211.99,207.64,207.64,207.64,207.64,321.37,201.77,201.76,212.67,212.67,212.62,207.64,207.64,183.07,321.37,439.29,439.29,
225.62,226.81,226.81,226.81,226.81,317.66,226.81,226.81,224.5,224.5,224.5,226.81,226.81,198.06,317.66,417.88,417.88,
226.33,226.81,226.81,226.81,226.81,316.13,226.81,226.81,225.36,225.36,225.36,226.81,226.81,205.59,316.13,437.95,437.95,
216.42,216.48,216.48,216.48,216.48,291.33,216.48,216.48,216.48,216.48,216.48,216.51,216.51,203.75,291.33,402.58,402.58,
193.14,192.69,192.69,192.69,192.69,198.57,192.69,192.69,193.57,193.57,193.57,193.46,193.46,190.86,198.57,406.08,406.08,198.57
211.56,213.11,213.11,213.11,213.11,213.11,213.11,214.68,212.97,212.97,212.97,213.11,213.11,203.94,213.11,390.84,390.84,213.11
223.4,222.29,222.29,222.29,222.29,306.03,222.29,222.29,222.29,222.29,222.29,222.29,222.29,211.44,306.03,478.76,479.2,
230.78,232.84,232.84,232.84,232.84,295.99,232.84,232.9,229.04,229.04,229.04,232.84,232.84,210.2,295.99,422.09,434.39,
226.48,225.06,225.06,225.06,225.06,297.32,225.05,225.73,225.06,225.06,225.06,225.06,225.06,210.67,297.32,437.17,437.17,
230.8,229.03,229.03,229.03,229.03,328.86,205.03,205.03,228.91,228.91,228.91,229.03,229.03,215.64,328.86,424.14,424.14,
255.75,249.46,249.46,253.6,253.6,317.9,254.11,253.6,253.6,246.72,246.72,249.09,249.09,220,317.9,427.45,427.45,
231.18,230.62,230.62,230.97,230.97,238.77,230.97,230.97,230.97,230.73,230.73,230.62,230.62,226.85,238.77,422.91,422.91,238.77
226.08,226.51,226.51,226.51,226.51,229.92,225.5,226.51,226.51,225.51,225.51,226.51,226.51,225.16,229.92,390.64,390.64,229.92
381.84,250.53,250.53,573.07,573.07,587.83,438.88,573.07,354.06,327.24,327.24,238.75,238.75,226.56,587.83,618.21,618.21,
238.1,231.88,231.88,235,235,341.2,235,235,235,235,235,224.99,224.99,224.91,341.2,440.67,441.52,
286.87,260.79,260.79,301.13,303.8,304.81,301.13,303.8,284.12,284.12,284.12,237.28,237.28,224.6,304.81,403.15,403.15,
261.7,233.91,233.91,309.03,309.62,311.08,308.1,309.62,307.97,245.27,245.27,231.36,231.36,223.77,311.08,406.56,416.9,
210.48,209.16,209.16,209.16,209.16,288.9,209.16,209.16,209.16,209.16,209.16,209.16,209.16,209.16,288.9,439.64,439.64,
190.94,190.93,190.93,190.93,190.93,190.93,187.61,190.93,191.06,191.06,191.06,190.93,190.93,190.93,190.93,329.42,329.42,
181.23,183.27,183.27,183.27,183.27,183.27,117.56,183.27,183.27,183.27,183.27,183.99,183.99,183.99,183.27,389.75,389.75,
210.27,208.54,208.54,208.54,208.54,280.65,171.28,175.37,210.73,210.68,210.68,209.12,209.12,202.5,280.65,408.16,408.16,
219.27,212.48,212.48,220.63,220.63,309.58,217.95,220.63,220.64,217.66,217.66,213.5,213.5,206.03,309.58,385.04,385.04,
232.96,248.44,248.44,248.44,248.44,368.76,220.78,248.44,224.39,220.78,220.78,248.44,248.44,207.44,368.76,419.59,419.59,
226.51,214.43,214.43,237.81,237.81,306.53,235.72,237.81,237.81,235.72,235.72,214.43,214.43,198.9,306.53,407.74,407.74,
190.21,188.59,188.59,188.59,188.59,272.1,188.59,188.59,188.59,188.59,188.59,190.79,190.79,186.87,272.1,377.25,377.25,
148.69,141,141,141,141,141,141,141,141,141,141,171.37,171.37,171.37,141,312.85,312.85,
117.86,104.74,104.74,104.74,104.74,104.74,104.17,104.74,104.74,104.74,104.74,171.99,171.99,171.99,104.74,249.89,249.89,
195.01,181.49,181.49,215.93,225.48,262.75,215.93,225.48,214.46,214.46,214.46,190.3,190.3,181.05,262.75,390.35,390.35,
201.83,216.62,216.62,216.62,216.62,288.92,197.19,216.62,197.19,197.19,197.19,217.34,217.34,181.46,288.92,404.79,404.79,
182.24,178.98,178.98,178.98,178.98,285.61,178.98,178.98,178.98,178.98,178.98,186.62,186.62,179.64,285.61,396.62,396.62,
171.99,166.67,166.67,166.67,166.67,269.33,166.67,166.67,166.67,166.67,166.67,179.73,179.73,178.06,269.33,388.56,388.56,
186.42,183.01,183.01,183.01,183.01,342.04,183.01,183.01,183.01,183.01,183.01,186.24,186.24,180.38,342.04,362.36,362.36,
184.43,183.47,183.47,183.47,183.47,251.41,183.41,183.47,183.47,183.47,183.47,185.71,185.71,184.7,251.41,309.97,309.97,
205.09,207.91,207.91,220.47,220.47,240.22,217.26,220.47,199.29,199.29,199.29,207.91,207.91,189.43,240.22,359.8,359.8,
317.59,282.51,282.51,360.23,360.23,378.22,358.96,360.23,273.92,261.35,232.16,255.31,255.31,194.35,378.22,411.35,411.95,
259.99,207,207,353.03,353.45,360.53,353.03,353.45,201.06,201.06,201.06,205.1,205.1,184.32,360.53,417.71,417.71,
279.2,258.04,258.04,322.61,322.61,336.3,314.29,322.61,204.28,204.28,204.28,253.33,253.33,183.41,336.3,416.37,416.37,
247.63,256.96,256.96,270.16,270.16,325.85,266.65,270.16,191.2,191.2,191.2,256.52,256.52,170.62,325.85,406.86,406.86,
171.89,168.92,168.92,168.92,168.92,277.1,168.92,168.92,168.92,168.92,168.92,168.92,168.92,164.91,277.1,409.35,409.35,
143.93,143.81,143.81,143.81,143.81,160.67,140.49,143.81,143.58,143.58,143.58,143.81,143.81,143.81,160.67,367.88,367.88,
119.21,119.19,119.19,119.19,119.19,119.19,119.19,119.19,119.19,119.19,119.19,119.41,119.41,119.41,119.19,345.19,345.19,
125.18,123.2,123.2,123.2,123.2,202.35,121.01,123.2,123.2,123.2,123.2,131.93,131.93,131.93,205.26,384.92,384.92,
120.2,121.67,121.67,121.67,121.67,189.93,99.24,106.6,121.67,121.67,121.67,121.67,121.67,121.67,204.24,317.93,317.93,
110.04,110.03,110.03,110.03,110.03,156.5,105.89,106.7,110.03,109.17,110.03,110.03,110.03,110.03,156.5,312.75,312.75,
97.1,101.01,101.01,101.01,101.01,101.01,89.97,99.81,95.24,92.72,95.24,101.01,101.01,101.01,116.45,265.94,265.94,
80.47,82.19,82.19,82.19,82.19,82.19,76.08,79.74,82.17,80.37,82.17,82.77,82.77,83.04,82.19,219.46,219.46,
110.24,111.66,111.66,111.66,111.66,111.66,101.95,111.66,107.77,103.24,107.77,111.66,111.66,111.66,111.66,234.03,234.03,
127.36,135.68,135.68,135.68,135.68,173.03,92.52,135.68,126.33,109.61,126.33,135.68,135.68,135.68,187.16,284.62,284.62,
195.14,173.62,173.62,173.62,182.57,366.73,163.06,182.57,166.18,161.7,166,165.63,165.63,165.63,366.73,378.17,378.17,
151.06,148.98,148.98,148.98,148.98,309.18,137.02,148.98,148.72,137.02,148.72,148.98,148.98,148.98,309.18,386.44,386.44,
146.77,143.61,143.61,143.61,143.61,291.37,143.53,143.61,143.61,143.53,143.61,143.61,143.61,143.61,291.37,357.7,357.7,
141.85,140.12,140.12,140.12,140.12,230.64,125.38,140.12,140.12,140.12,140.12,140.12,140.12,140.12,230.64,312.97,312.97,
