SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,ELE,LV,LT
269.03,266.74,266.74,266.74,266.74,337.31,266.74,266.74,265.46,265.46,265.46,266.74,266.74,266.74,350.1,,366.42,366.42
286.9,289.74,289.74,289.74,289.99,323.85,313.16,313.16,275.56,275.56,275.52,289.74,289.74,289.74,334.3,,387.76,387.76
292.05,294.54,294.54,294.54,301.33,327.12,312.95,312.95,283.35,283.35,280.97,294.54,294.54,294.54,329.33,,383.91,383.91
282.32,282.07,282.07,282.07,282.07,291.48,282.07,282.07,282.07,282.07,279.99,282.07,282.07,282.07,568.11,,568.11,568.11
267.61,266.96,266.96,266.96,266.96,279.85,239.38,246.47,269.14,269.14,269.14,266.96,266.96,266.96,416.99,,416.99,416.99
291.98,291.76,291.76,291.76,291.76,338.2,291.3,291.6,287.81,287.81,286.01,291.76,291.76,291.76,352.87,,487.53,487.53
302.21,306.45,306.45,306.45,311.3,333.27,311.3,311.3,295.2,295.2,284.89,306.45,306.45,306.45,407.99,,459.83,459.83
313.3,333.29,333.29,333.29,354.79,336.9,355.23,355.34,296.84,296.84,292.91,319.03,319.03,319.03,345.72,,424.85,424.85
310.76,326.52,326.52,326.52,327.57,333.14,330.87,331.56,301.63,301.63,297.67,318.22,318.22,318.22,337.42,,404.93,404.93
297.85,299.02,299.02,299.02,299.02,312.27,297.93,298.74,295.36,295.36,293.94,298.95,298.95,298.95,313.91,,398.14,398.14
295.36,296.88,296.88,296.88,296.88,296.88,295.73,296.88,296.44,296.44,286.16,296.88,296.88,296.88,311.59,,376.72,376.72
293.26,294.15,294.15,294.15,294.15,294.15,293.63,294.15,292.97,292.97,292.97,294.15,294.15,294.15,317.08,,318.62,318.62
313.13,321.41,321.41,321.41,324.12,321.41,349.56,349.82,303.62,303.62,302.63,321.41,321.41,321.41,321.41,,373.21,373.21
310.79,325.19,325.19,325.19,325.19,325.19,352.8,353.3,296.92,296.92,296.92,321.83,321.83,321.83,325.19,,406.01,406.01
317.46,336.94,336.94,336.94,338.26,336.94,430.68,431.29,297.37,297.37,297.37,326.19,326.19,318,336.94,,424.5,424.5
316.67,327.77,327.77,327.77,333.52,327.77,434.14,434.55,301.99,301.99,299.17,326.76,326.76,319.13,327.77,,530.11,530.11
316.13,325.77,325.77,325.77,325.77,325.77,357.39,358.01,303.75,303.75,303.48,323.52,323.52,323.52,325.77,,555.13,555.13
302.33,308.04,308.04,308.04,308.04,310.81,306.63,307.92,299.46,299.46,299.46,308.04,308.04,308.04,313.01,,451.27,451.27
285.4,285.81,285.81,285.81,285.81,285.81,285.65,285.81,285.26,285.26,285.26,285.81,285.81,285.81,295.46,,307.55,307.55
313.52,328.1,328.1,328.1,348.56,328.97,396.17,396.72,297.03,297.03,297.03,317.93,317.93,317.93,328.97,,518.99,518.99
304.7,315.48,315.48,315.48,315.48,316.72,312.24,316.11,296.72,296.72,296.72,311.9,311.9,306.73,316.72,,540.58,540.58
306.74,315.3,315.3,315.3,315.3,320.87,307.82,315.3,299.6,299.6,299.6,315.3,315.3,315.3,320.87,,567.97,567.97
315.38,332.43,332.43,332.43,334.69,332.7,351.12,352.74,304.64,304.64,302.62,316.85,316.85,316.85,332.7,,638.55,638.55
305.52,322.83,322.83,322.83,322.83,342.43,318.41,324.05,295.67,295.67,295.67,311.87,311.87,311.87,342.08,,498.61,498.61
293.54,295.15,295.15,295.15,295.15,330.44,281.72,285.03,289.25,289.25,283.3,294.34,294.34,294.34,333.1,,444.56,444.56
298.45,305.15,305.15,305.15,305.15,329.96,306.87,311.9,293.67,293.67,288.33,302.59,302.59,302.59,385.48,,388.7,388.7
305.52,322.83,322.83,322.83,322.83,342.43,318.41,324.05,295.67,295.67,295.67,311.87,311.87,311.87,342.08,,498.61,498.61
311.27,320.55,320.55,320.55,320.55,377.43,319.76,329.85,296.62,296.62,296.29,316.28,316.28,316.28,377.43,,456.08,456.08
313.69,349.55,349.55,349.55,349.55,440.56,350.74,356.13,288.97,288.97,288.94,316.75,316.75,316.75,440.56,,501.53,501.53
316.44,352.92,352.92,352.92,352.92,496.59,347.57,353.34,287.63,287.63,287.63,323.15,323.15,323.15,496.59,,499.99,499.99
311.89,337.34,337.34,337.34,337.34,437.89,350.83,351.8,286.37,286.37,286.37,317.05,317.05,317.05,437.89,,441.95,441.95
298.91,316.72,316.72,316.72,316.72,316.72,297.27,316.72,283.37,283.37,283.21,312.18,312.18,312.18,316.72,,469.96,469.96
290.74,305.54,305.54,305.54,305.54,305.54,281.95,305.54,280.31,280.31,280.31,305.54,305.54,305.54,306.36,,482.85,482.85
313.39,343.26,343.26,343.26,343.26,413.81,340.5,343.26,291.76,291.76,291.76,311.31,311.31,311.31,338.76,,451.03,451.03
306.09,338.14,338.14,338.14,338.14,360.16,325.3,338.14,290.88,290.88,290.88,302.28,302.28,302.28,358.01,,476.61,476.61
300.28,335.08,335.08,335.08,335.08,413.44,290.64,336.53,279.71,279.71,279.71,299.76,299.76,299.76,414.99,,452.96,452.96
303.52,336.87,336.87,336.87,336.87,379.12,320.8,342.07,285.15,285.15,285.15,306.59,306.59,306.59,379.12,,434.88,434.88
299.49,311.52,311.52,311.52,311.52,344.68,308.55,311.9,290.6,290.6,290.6,302.01,302.01,302.01,348.41,,467.22,467.22
289.24,299.57,299.57,299.57,299.57,301.45,299.57,299.57,281.11,281.11,280.69,296.15,296.15,296.15,316.44,,352.03,352.03
257.91,262.52,262.52,262.52,262.52,271.02,256.38,262.52,250.8,250.8,250.54,261.41,261.41,261.41,295.96,,323.56,323.56
319.58,348.73,348.73,348.73,348.73,381.81,487.31,487.31,283.02,283.02,283.02,311.81,311.81,311.81,380.34,,409.63,409.63
318.87,377.58,377.58,377.58,377.58,404.59,379.25,379.25,282.06,282.06,282.06,310.99,310.99,310.99,404.07,,431.71,431.71
316.62,372.38,372.38,372.38,372.38,398.53,396.38,399.68,272.33,272.88,272.33,307.02,307.02,307.02,398.53,,452.25,452.25
321.46,459.12,459.12,459.12,459.12,459.12,459.34,459.34,266.75,266.75,266.75,308.17,308.17,308.17,440.72,,457.71,457.71
314.32,402.91,402.91,402.91,402.91,402.91,402.39,403.2,274.11,274.11,274.11,307.33,307.33,307.33,399.98,,432.12,432.12
295.86,320.45,320.45,320.45,320.45,320.59,294.77,320.45,279.32,279.32,279.32,312.04,312.04,312.04,321.35,,378.57,378.57
291.66,330.97,330.97,330.97,330.97,330.97,265.24,330.97,269.86,269.86,269.86,311.74,311.74,311.74,330.97,,353.37,353.37
326.2,426.76,426.76,426.76,426.76,426.86,425.29,429.18,280.49,280.49,280.49,348.1,348.1,348.1,425.61,,437.38,437.38
330.72,443.27,443.27,443.27,443.27,443.27,443.95,445.21,285.67,285.67,285.67,339.83,339.83,322.9,433.39,,444.86,444.86
332.85,457.69,457.69,457.69,457.69,457.69,462.04,462.04,289.66,289.66,289.66,347.44,347.44,323.38,446.63,,452.21,452.21
329.13,445.31,445.31,445.31,445.31,445.31,468.25,468.93,290.66,290.66,290.66,369.86,369.86,342.03,438.1,,451.49,451.49
320.41,392.51,392.51,392.51,392.51,392.51,399.37,401.26,289.19,289.19,289.19,364.35,364.35,364.35,391.65,,453.39,453.39
297.63,322.94,322.94,322.94,322.94,323.03,283.19,322.94,284.35,284.35,284.35,322.94,322.94,322.94,401.45,,402.79,402.79
284.52,298.87,298.87,298.87,298.87,298.87,252.67,298.87,277.85,277.85,277.85,298.87,298.87,298.87,298.87,,450.83,450.83
303.31,337.95,337.95,337.95,337.95,401.56,262.79,337.16,283.7,283.7,283.7,337.95,337.95,337.95,401.56,,484.74,484.74
331.98,441.42,441.42,443.88,443.88,455.88,428.65,458.95,296.05,296.05,296.05,439.9,439.9,439.9,449.66,,490.64,490.64
339.03,423.8,423.8,451.94,451.94,451.94,463.29,468.69,302.72,302.72,302.72,418.88,418.88,416.42,446.18,,523.96,523.96
338.48,382.89,382.89,396.75,396.75,396.75,406.52,419.36,310.61,310.61,310.61,382.89,382.89,380.54,392.12,,549.04,549.04
323.82,355.5,355.5,356.93,356.93,356.93,333.72,359.31,309.37,309.2,309.37,355.85,355.85,355.03,355.58,,497.88,497.88
320.04,352.1,352.1,352.1,352.1,352.1,326.86,351.97,306.89,306.89,306.89,352.1,352.1,351.53,352.1,,538.18,538.18
314.22,343.1,343.1,343.1,343.1,343.1,300.14,314.38,302.79,299.11,302.79,343.1,343.1,343.1,343.1,,575.37,575.37
354.69,429.8,429.8,429.8,429.8,452.47,426.78,440.44,313.46,311.86,313.46,399.97,399.97,399.97,433.31,,469.71,469.71
364.09,446.77,446.77,446.77,446.77,520.01,423.19,446.77,314.5,313.28,314.5,414.08,414.08,414.08,510.24,,602.64,602.64
365.86,453.95,453.95,453.95,453.95,595.97,432.29,453.95,315.92,314.34,315.92,433.03,433.03,432.55,593.9,,681.11,681.11
364.77,487.29,487.29,487.29,487.29,534.4,470.82,487.29,313.82,313.82,313.82,423.05,423.05,423.05,531.78,,615.52,615.52
367.36,450.27,450.27,452.28,452.28,509.89,434.57,455.45,315.12,315.12,315.12,443.68,443.68,442.1,507.63,,544.02,544.02
332.02,380.53,380.53,380.53,380.53,448.8,330.06,380.53,312.85,312.85,312.85,380.53,380.53,380.53,448.8,,448.8,448.8
317.16,341.69,341.69,341.69,341.69,341.69,307.35,341.69,308.98,308.98,308.98,341.69,341.69,341.69,347.39,,363.63,363.63
328.23,383.35,383.35,388.01,388.01,397.65,358.78,358.78,305.58,305.58,305.58,382.37,382.37,336.94,367.97,,486.37,486.37
331.16,399.17,399.17,400.39,400.39,401.68,318.54,400.39,304.05,304.05,304.05,396.67,396.67,381.04,329.35,,625.68,625.68
339.74,438.85,438.85,438.85,438.85,438.85,431.21,444.61,307.25,307.25,307.25,393.17,393.17,351.11,327.31,,543.09,543.09
341.4,430.07,430.07,453.83,453.83,453.83,454.57,454.57,306.88,306.88,306.88,394.7,394.7,372.12,453.83,,633.72,633.72
337.76,433.19,433.19,472.09,472.09,472.09,478.09,478.09,301.23,301.23,301.23,361.91,361.91,340.4,470.48,,523.21,523.21
305.43,325.82,325.82,325.82,325.82,325.82,333.3,333.3,295.42,295.42,295.42,325.82,325.82,325.82,423.94,,423.94,423.94
285.64,279.25,279.25,279.25,279.25,279.25,243.24,279.25,288.92,288.92,288.92,280.93,280.93,280.93,373.86,,383.8,383.8
309.71,317.08,317.08,347.59,349.03,390.57,345.88,350.86,297.34,297.34,297.34,322.96,322.96,296.91,377.19,,410.99,410.99
348.81,422.09,422.09,439.26,442.64,440.56,450.44,451.39,309.05,309.05,309.05,410.13,410.13,336.76,431,,520.85,520.85
363.49,426.29,426.29,467.68,471.01,455.26,480.16,480.16,319.38,319.38,319.38,404.44,404.44,337.7,447.43,,586.48,586.48
351.63,399.82,399.82,452.49,468.48,451.39,476.98,476.98,325.65,320.85,325.65,392.94,392.94,334.99,451.39,,597.15,597.15
343.9,371.47,371.47,387.12,421.31,390.77,455.15,455.15,332.46,323.36,332.46,371.47,371.47,368.56,390.77,,682.12,682.12
328.86,337.25,337.25,337.25,338.36,343.96,338.63,339.73,326.94,324.33,326.94,337.83,337.83,337.83,343.96,,578.35,578.35
322.22,334.79,334.79,334.79,334.79,334.79,271.2,334.79,325.29,320.63,325.29,334.79,334.79,334.79,334.79,,558.75,558.75
344.47,391.39,391.39,401.01,401.01,399.61,331.88,401.51,329.71,322.52,329.71,391.39,391.39,391.39,399.61,,751.82,751.82
357.75,421.99,421.99,445.36,450.21,445.36,413.46,450.69,329.98,322.07,329.98,419.33,419.33,419.33,445.36,,1092.69,1092.69
342.56,380.78,380.78,397.83,398.56,397.83,322.04,398.56,326.9,321.02,326.9,380.78,380.78,380.78,397.83,,608.22,608.22
328.12,350.19,350.19,350.19,350.19,358.28,209.42,331.46,327.07,321.47,327.07,350.19,350.19,350.19,358.28,,620.5,620.5
325.85,342.77,342.77,342.77,342.77,357.93,195.29,308.5,326.91,322.94,326.91,342.77,342.77,342.77,357.93,,680.78,680.78
318.86,313.25,313.25,313.25,313.25,313.25,311.61,318.77,320.52,320.52,320.52,323.73,323.73,323.73,319.26,,581.51,581.51
324.6,328.38,328.38,328.38,328.38,328.38,331,332.9,323.26,323.19,323.26,328.38,328.38,328.38,355.07,,560.45,560.45
338.74,368.56,368.56,368.56,368.56,369.47,349.32,471.81,324.84,324.84,324.84,368.63,368.63,368.63,369.47,,595.55,595.55
341.67,382.68,382.68,382.68,382.68,382.68,334.14,454.14,324.65,324.65,324.65,382.68,382.68,382.68,382.68,,612.9,612.9
330.14,355.24,355.24,355.24,355.24,355.24,348.84,392.77,318.4,318.4,318.4,355.24,355.24,355.24,355.24,,548.04,548.04
337.97,370.45,370.45,371.41,373.38,371.41,360.78,466.09,322.07,322.07,322.07,370.45,370.45,370.45,371.41,,456.12,456.12
333.75,354.49,354.49,362.5,362.5,364.43,313.34,361.98,326.95,326.95,326.95,354.49,354.49,354.49,364.43,,592.53,592.53
327.19,340.02,340.02,340.02,340.02,340.02,270.96,319.02,326.72,326.72,326.72,340.02,340.02,340.02,340.02,,466.18,466.18
328.82,345.16,345.16,345.16,345.16,345.16,279.11,330.36,325.83,325.83,325.83,345.16,345.16,345.16,345.16,,485.4,485.4
361.57,397.37,397.37,434.22,434.22,464.67,387.77,434.22,334.43,334.43,334.43,397.37,397.37,397.37,464.67,,551.79,551.79
370.05,395.78,395.78,458.2,458.2,464.64,425.2,458.8,338.63,338.63,338.63,395.78,395.78,395.78,463.88,,765.17,765.17
377.98,424.69,424.69,498.1,498.1,822.98,474.43,498.1,337.08,337.08,337.08,424.69,424.69,424.69,822.98,,950.07,950.07
361.03,424.84,424.84,425.08,425.08,587.84,333.71,425.08,336.1,332.53,336.1,424.84,424.84,424.84,584.52,,659.63,659.63
359.1,402.09,402.09,402.5,402.5,495.26,306.05,347.8,338.55,336.72,338.55,402.09,402.09,402.09,495.15,,602.22,602.22
347.22,393.67,393.67,393.67,393.67,393.67,333.59,393.67,334.48,333.59,334.48,393.67,393.67,393.67,402.08,,578.58,578.58
345.27,387.88,387.88,387.88,387.88,387.88,339.91,387.88,335.94,333.85,335.94,387.88,387.88,387.88,420.2,,423.13,423.13
387.37,437.42,437.42,440.91,440.91,440.91,418.79,435.15,341.87,339.33,341.87,438.55,438.55,437.42,440.6,,521.3,521.3
351.14,386.51,386.51,386.51,386.51,386.51,310.8,373.31,336.65,330.12,335.15,394.46,394.46,386.51,386.51,,539.34,539.34
330.73,366.48,366.48,366.48,366.48,367.29,279.83,321.36,324.55,321.34,321.66,366.49,366.49,366.49,367.29,,444.45,444.45
327.84,352.38,352.38,352.38,352.38,373.95,306.39,325.04,314.63,314.25,314.25,355.56,355.56,355.56,373.95,,429.32,429.32
330.78,354.25,354.25,363.1,363.1,373.33,344.84,363.28,310.53,309.83,310.53,354.25,354.25,354.25,373.92,,453.69,453.69
296.72,303.54,303.54,303.54,303.54,303.54,245.91,277.64,295.87,292.89,295.87,303.54,303.54,303.54,346.39,,404.06,404.06
299.16,319.64,319.64,319.64,319.64,319.64,104.47,258.87,295.52,289.66,295.52,319.64,319.64,319.64,369.64,,397.39,397.39
299.92,299.37,299.37,299.37,299.37,438.63,242.29,247.22,294.27,293.49,294.27,305.82,305.82,305.4,477.57,,496.15,496.15
303.66,303.31,303.31,303.31,303.31,367.32,251,259.61,301.02,299.62,301.02,309.94,309.94,309.94,367.32,,429.17,429.17
302.45,303.46,303.46,303.46,303.46,367.21,293.04,301.5,295.74,293.12,295.74,309.33,309.33,309.33,372.32,,423.08,423.08
302.73,305.9,305.9,305.9,305.9,375.91,295.45,303.45,299.86,292.75,299.86,307.96,307.96,307.6,385.84,,421.2,421.2
304.2,315.68,315.68,315.68,315.68,334.7,284.49,297.76,300.7,294,300.7,315.68,315.68,315.68,334.7,,364,364
301.28,310.64,310.64,310.64,310.64,310.64,304.4,312.77,297.25,295.23,297.25,310.64,310.64,310.64,360.16,,362,362
290.05,302.1,302.1,302.1,302.1,302.1,89.64,292.29,297.93,283.43,297.93,302.35,302.35,302.1,358.63,,358.63,358.63
305.23,309.59,309.59,309.59,309.59,309.59,245.99,294.71,304.18,297.39,304.18,321.91,321.91,321.03,310.06,,346.57,346.57
318.69,331.47,331.47,331.47,332.13,334.68,297.83,349,311.41,306.03,311.41,337.78,337.78,331.47,334.68,,370.17,370.17
327.45,346.79,346.79,346.79,352.5,349.47,343.26,352.5,310.89,310.4,310.89,348.29,348.29,346.79,496.25,,515.68,515.68
324.56,338.74,338.74,338.74,340.03,341.51,327.34,339.71,316.83,312.05,316.83,341.21,341.21,338.74,441.61,,486.96,486.96
321.11,332.16,332.16,332.16,369.71,332.33,330.5,369.96,312.99,309.86,312.99,338.39,338.39,336.42,373.23,,491.79,491.79
310.83,312.38,312.38,312.38,312.38,312.38,304.7,307.72,310.61,310.35,310.61,318.85,318.85,312.38,365.07,,368.55,368.55
306.07,285.07,285.07,285.07,285.43,285.07,284.85,285.21,309.2,309.2,309.2,321.93,321.93,305.52,353.65,,359.21,359.21
336.18,347.14,347.14,347.14,356.88,357.1,357.55,366.05,324.02,323.96,324.02,349.25,349.25,347.14,439.02,,439.31,439.31
320.8,326.94,326.94,326.94,329.43,332.81,306.68,311.19,316.49,316.49,316.49,327.22,327.22,327.22,325.95,,506.43,506.43
324.54,326.21,326.21,326.21,326.21,341.17,320.12,320.87,322.11,322.04,322.11,326.32,326.32,326.21,397.68,,407.1,407.1
337.23,343.55,343.55,343.55,356.63,356.69,341.49,351.13,327.36,327.36,327.36,343.55,343.55,343.55,361.76,,443.5,443.5
326.15,324.5,324.5,324.5,344.55,341.16,379.98,381.03,321.53,321.53,321.53,324.5,324.5,324.5,362.36,,421.97,421.97
293.53,293.5,293.5,293.5,293.5,294.81,292.76,293.11,293.68,293.68,293.68,293.5,293.5,293.5,307.66,,322.98,322.98
298.8,296.01,296.01,296.01,310.79,296.01,299.09,310.79,301.44,301.44,301.44,296.01,296.01,296.01,350.49,,351.03,351.03
335.9,345.86,345.86,345.86,398.63,359.7,389.69,400.66,319.52,319.52,319.52,345.86,345.86,345.86,411.93,,411.93,411.93
343.49,341.23,341.23,341.23,459.76,352.72,347.37,459.92,332.51,332.51,332.51,341.23,341.23,341.23,367.6,,484.61,484.61
365.94,363.13,363.13,363.13,451.53,381.55,361.48,451.53,346.62,346.62,346.62,363.13,363.13,363.13,392.81,,603.71,603.71
366.59,360.06,360.06,360.06,482.73,369.03,351.99,488.48,357.96,357.87,357.96,360.06,360.06,360.06,383.58,,606.48,606.48
367.33,360.47,360.47,360.47,441.58,372.08,365.18,442.84,352.51,352.25,352.51,360.47,360.47,360.47,455.98,,593.36,593.36
329.44,328.88,328.88,328.88,389.18,328.88,307.54,394.25,328.3,328.28,328.3,328.88,328.88,328.88,396.42,,396.42,396.42
311.81,311.71,311.71,311.71,311.71,311.71,280.13,280.13,314.06,314.06,314.06,311.71,311.71,311.71,340.81,,340.81,340.81
365.73,355.47,355.47,387.29,392.81,393.91,387.22,393.08,357.95,357.92,357.95,355.47,355.47,355.47,426.81,,426.81,426.81
370.44,351.43,351.43,413,460.21,415.31,416.07,461.17,341.69,341.69,341.69,351.43,351.43,351.43,411.02,,413.64,413.64
318.63,318.31,318.31,318.31,318.31,333.27,310.19,312.05,319.43,318.89,319.43,318.31,318.31,318.31,359.58,,359.58,359.58
306.44,298.33,298.33,298.33,298.33,300.4,277.97,290.18,313.09,304.96,313.09,298.33,298.33,298.33,312.52,,312.56,312.56
328.5,342.01,342.01,342.01,369.7,357.21,305.45,369.7,318.66,313.18,318.66,342.01,342.01,342.01,372.83,,372.83,372.83
319.78,324.62,324.62,324.62,347.2,324.62,276.42,347.78,314.04,314.04,314.04,324.62,324.62,324.62,365.78,,365.78,365.78
298.42,300.6,300.6,300.6,300.6,300.6,211.6,274.57,300.53,300.5,300.53,300.6,300.6,300.6,316.21,,316.21,316.21
372.5,368.49,368.49,396.38,441.36,442.54,415.92,446.63,323.65,323.65,322.93,354.58,354.58,354.58,429.62,,429.62,429.62
322.28,323.09,323.09,323.09,329.21,336.23,326.17,329.21,319.31,319.31,317.96,323.09,323.09,323.09,338.38,,338.38,338.38
313.89,313.05,313.05,313.05,313.67,331.81,310.57,312.41,313.55,313.19,313.55,313.05,313.05,313.05,359.37,,359.37,359.37
305.12,305.51,305.51,305.51,305.51,332.23,276.31,292.39,306.66,302.59,306.66,305.51,305.51,305.51,344.05,,344.05,344.05
302.7,305.31,305.31,305.31,305.31,309.96,236.12,259.31,305.7,300.12,305.7,305.31,305.31,305.31,334.5,,334.5,334.5
316.28,322.02,322.02,322.02,322.02,338.52,266.54,289.47,309.9,309.9,309.9,321.8,321.8,321.8,338.52,,338.52,338.52
318.15,335.12,335.12,335.12,335.12,363.46,273.39,288.41,311.84,310.32,311.84,335.12,335.12,335.12,363.73,,363.73,363.73
385.05,384.19,384.19,417.88,421.24,526,388.27,408.51,376.99,331.07,330.64,383.65,383.65,383.65,526,,526.33,526.33
344.46,343.37,343.37,343.78,370.38,438.67,348.49,385.53,327.15,327.15,327.15,341.59,341.59,341.59,438.67,,441.92,441.92
326.83,321.42,321.42,323.88,380.91,340.16,428.12,499.9,321.46,321.46,321.46,321.42,321.42,321.42,380.74,,428.45,428.45
307.44,306.2,306.2,306.2,310.73,333.47,306.2,310.73,306.2,305.83,304.17,306.2,306.2,306.2,351.04,,351.53,351.53
309.63,308.75,308.75,308.75,429.01,332.85,312.25,532.45,300.61,300.54,300.61,308.53,308.53,308.53,374.02,,436.77,436.77
294.6,292.92,292.92,292.92,293.91,334.77,277.26,293.91,292.34,292.34,292.34,292.92,292.92,292.92,385.78,,410.4,410.4
277.81,278.61,278.61,278.61,278.61,288.12,212.07,278.61,278.61,278.61,278.61,278.61,278.61,278.61,294.31,,305.91,305.91
284.13,280.87,280.87,280.87,280.87,374.39,264.73,280.87,280.87,280.87,280.87,280.87,280.87,280.87,374.39,,375.12,375.12
296.74,300.95,300.95,317.49,362.68,341.82,370.09,373.17,284.74,284.74,284.74,291.29,291.29,291.29,347.22,,360.62,360.62
303.5,317.5,317.5,318.74,326.45,346.58,318.74,326.45,295.94,295.94,290.1,294.12,294.12,293.99,348.05,,352.75,352.75
280.63,279.57,279.57,279.57,279.57,322.57,271.99,273.13,278.69,278.69,278.69,279.57,279.57,279.57,322.57,,328.28,328.28
279.53,278.43,278.43,278.43,278.43,320.13,278.43,278.43,278.43,278.43,278.3,278.43,278.43,278.43,360.03,,360.03,360.03
260.23,260.7,260.7,260.7,260.7,267.98,207.22,223.43,261.49,261.49,261.49,260.7,260.7,260.7,304.92,,304.92,304.92
249.26,254.05,254.05,254.05,254.05,258.68,32.76,112.29,257.02,257.02,257.02,254.05,254.05,254.05,280.61,,280.61,280.61
264.85,263.08,263.08,263.08,263.08,269.44,196.65,211.43,271.46,271.46,271.46,263.08,263.08,263.08,269.55,,269.55,269.55
245.9,247.18,247.18,247.18,247.18,247.18,-56.47,-32.61,260.12,260.12,260.12,247.18,247.18,247.18,248.35,,248.35,248.35
253.91,238.76,238.76,238.76,238.76,238.76,187.58,187.58,263.93,263.93,263.93,238.76,238.76,238.76,238.76,,238.78,238.78
264.6,259.24,259.24,259.24,259.24,259.24,259.24,259.89,267.93,267.93,267.93,259.24,259.24,259.24,259.24,,259.24,259.24
265.19,265.94,265.94,265.94,265.94,271.51,209.53,225.39,267.51,267.51,267.51,265.94,265.94,265.94,271.51,,271.51,271.51
250.41,234.76,234.76,234.76,234.76,235.29,175.93,187.44,262.67,262.67,262.67,234.76,234.76,234.76,235.29,,235.29,235.29
255.18,247.59,247.59,247.59,247.59,247.59,226.57,226.68,261.18,261.18,261.18,247.59,247.59,247.59,247.61,,247.61,247.61
263.84,258.42,258.42,258.42,258.42,280.4,243.8,244.73,267.13,267.13,267.13,258.42,258.42,258.42,280.4,,280.4,280.4
257.9,254.81,254.81,254.81,254.81,268.98,222.2,222.46,261.59,261.59,261.59,254.81,254.81,254.81,268.98,,273.2,273.2
