Elspot Prices in SEK/MWh,,,,,,,,,,,,,,,,,,,
Data was last updated 07-02-2017,,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,FRE
3/2/2015,14 - 15,327.83,327.46,327.46,327.46,327.46,327.46,327.46,327.46,327.46,327.46,327.46,327.46,327.46,327.46,327.46,421.11,421.11,
3/2/2015,15 - 16,339.81,347.76,347.76,347.76,347.76,347.76,347.76,347.76,321.1,321.1,321.1,347.76,347.76,347.76,347.76,421.21,421.21,
3/2/2015,16 - 17,426.91,363.01,363.01,459.29,459.29,459.29,459.29,459.29,459.29,459.29,459.29,363.01,363.01,363.01,459.29,468.64,468.64,
3/2/2015,17 - 18,515.05,379.48,379.48,548.54,548.54,548.54,548.54,548.54,548.54,548.54,548.54,379.48,379.48,379.48,548.54,548.54,548.54,
3/2/2015,18 - 19,506.63,350.29,350.29,559.86,559.86,559.86,559.86,559.86,559.86,559.86,559.86,350.29,350.29,350.29,559.86,559.86,559.86,
3/2/2015,19 - 20,377.14,326.81,326.81,381.44,456.29,381.44,381.44,456.29,381.44,381.44,381.44,326.81,326.81,326.81,381.44,411.01,411.01,
3/2/2015,20 - 21,309.4,309.4,309.4,309.4,309.4,309.4,309.4,309.4,309.4,309.4,309.4,309.4,309.4,309.4,309.4,410.92,410.92,
3/2/2015,21 - 22,292.19,292.19,292.19,292.19,292.19,292.19,292.19,292.19,292.19,292.19,292.19,292.19,292.19,292.19,292.19,410.82,410.82,
3/2/2015,22 - 23,283.49,283.49,283.49,283.49,283.49,283.49,283.49,283.49,283.49,283.49,283.49,283.49,283.49,283.49,283.49,283.49,283.49,
3/2/2015,23 - 00,275.63,275.63,275.63,275.63,275.63,275.63,275.63,275.63,275.63,275.63,275.63,275.63,275.63,275.63,275.63,275.63,275.63,
4/2/2015,00 - 01,279.74,279.74,279.74,279.74,279.74,279.74,279.74,279.74,279.74,279.74,279.74,279.74,279.74,279.74,279.74,279.74,279.74,
4/2/2015,01 - 02,275.42,275.42,275.42,275.42,275.42,275.42,275.42,275.42,275.42,275.42,275.42,275.42,275.42,275.42,275.42,275.42,275.42,
4/2/2015,02 - 03,273.73,273.73,273.73,273.73,273.73,273.73,273.73,273.73,273.73,273.73,273.73,273.73,273.73,273.73,273.73,273.73,273.73,
4/2/2015,03 - 04,274.29,274.29,274.29,274.29,274.29,274.29,274.29,274.29,274.29,274.29,274.29,274.29,274.29,274.29,274.29,274.29,274.29,
4/2/2015,04 - 05,279.74,279.74,279.74,279.74,279.74,279.74,279.74,279.74,279.74,279.74,279.74,279.74,279.74,279.74,279.74,279.74,279.74,
4/2/2015,05 - 06,292.15,292.15,292.15,292.15,292.15,292.15,292.15,292.15,292.15,292.15,292.15,292.15,292.15,292.15,292.15,400.53,400.53,
4/2/2015,06 - 07,336.71,336.71,336.71,336.71,336.71,336.71,336.71,336.71,336.71,336.71,336.71,336.71,336.71,336.71,336.71,415.48,415.48,
4/2/2015,07 - 08,466.05,467.18,467.18,467.18,467.18,467.18,467.18,467.18,467.18,467.18,467.18,467.18,467.18,467.18,467.18,467.18,467.18,
4/2/2015,08 - 09,577.16,580.54,580.54,580.54,580.54,580.54,580.54,580.54,580.54,580.54,580.54,580.54,580.54,580.54,580.54,580.54,580.54,
4/2/2015,09 - 10,574.15,574.25,574.25,574.25,574.25,574.25,574.25,574.25,574.25,574.25,574.25,574.25,574.25,574.25,574.25,574.25,574.25,
4/2/2015,10 - 11,557.98,560.52,560.52,560.52,560.52,560.52,560.52,560.52,560.52,560.52,560.52,560.52,560.52,560.52,560.52,560.52,560.52,
4/2/2015,11 - 12,470.28,422.34,422.34,516.62,516.62,422.34,516.62,516.62,516.62,516.62,516.62,422.34,422.34,422.34,422.34,422.34,422.34,
4/2/2015,12 - 13,432.59,418.11,418.11,418.11,495.47,418.11,495.47,495.47,418.11,418.11,418.11,418.11,418.11,418.11,418.11,418.11,418.11,
4/2/2015,13 - 14,469.15,440.11,440.11,440.11,491.15,440.11,491.15,491.15,440.11,440.11,440.11,440.11,440.11,440.11,440.11,440.11,440.11,
4/2/2015,14 - 15,446.88,434.47,434.47,434.47,465.49,434.47,434.47,465.49,434.47,434.47,434.47,434.47,434.47,434.47,434.47,434.47,434.47,
4/2/2015,15 - 16,454.49,454.58,454.58,454.58,454.58,454.58,454.58,454.58,454.58,454.58,454.58,454.58,454.58,454.58,454.58,454.58,454.58,
4/2/2015,16 - 17,456.93,457.97,457.97,457.97,457.97,457.97,457.97,457.97,457.97,457.97,457.97,457.97,457.97,457.97,457.97,457.97,457.97,
4/2/2015,17 - 18,557.7,558.08,558.08,558.08,558.08,558.08,558.08,558.08,558.08,558.08,558.08,558.08,558.08,558.08,558.08,558.08,558.08,
4/2/2015,18 - 19,579.32,579.32,579.32,579.32,579.32,579.32,579.32,579.32,579.32,579.32,579.32,579.32,579.32,579.32,579.32,579.32,579.32,
4/2/2015,19 - 20,423.28,416.14,416.14,416.14,470.47,416.14,416.14,470.47,416.14,416.14,416.14,416.14,416.14,416.14,416.14,416.14,416.14,
4/2/2015,20 - 21,362.46,346.67,346.67,346.67,446.69,346.67,346.67,446.69,346.67,346.67,346.67,346.67,346.67,346.67,346.67,415.57,415.57,
4/2/2015,21 - 22,322.98,323.27,323.27,323.27,323.27,323.27,323.27,323.27,323.27,323.27,323.27,323.27,323.27,323.27,323.27,404.67,404.67,
4/2/2015,22 - 23,299.01,299.11,299.11,299.11,299.11,299.11,299.11,299.11,299.11,299.11,299.11,299.11,299.11,299.11,299.11,299.11,299.11,
4/2/2015,23 - 00,286.32,286.42,286.42,286.42,286.42,286.42,286.42,286.42,286.42,286.42,286.42,286.42,286.42,286.42,286.42,286.42,286.42,
5/2/2015,00 - 01,284.82,285.2,285.2,285.2,285.2,285.2,285.2,285.2,285.2,285.2,285.2,285.2,285.2,285.2,285.2,285.2,285.2,
5/2/2015,01 - 02,280.68,280.77,280.77,280.77,280.77,280.77,280.77,280.77,280.77,280.77,280.77,280.77,280.77,280.77,280.77,280.77,280.77,
5/2/2015,02 - 03,278.42,278.7,278.7,278.7,278.7,278.7,278.7,278.7,278.7,278.7,278.7,278.7,278.7,278.7,278.7,278.7,278.7,
5/2/2015,03 - 04,277.85,278.13,278.13,278.13,278.13,278.13,278.13,278.13,278.13,278.13,278.13,278.13,278.13,278.13,278.13,278.13,278.13,
5/2/2015,04 - 05,280.39,280.58,280.58,280.58,280.58,280.58,280.58,280.58,280.58,280.58,280.58,280.58,280.58,280.58,280.58,330.2,330.2,
5/2/2015,05 - 06,289.24,289.71,289.71,289.71,289.71,289.71,289.71,289.71,289.71,289.71,289.71,289.71,289.71,289.71,289.71,414.47,414.47,
5/2/2015,06 - 07,336.51,336.89,336.89,336.89,336.89,336.89,336.89,336.89,336.89,336.89,336.89,336.89,336.89,336.89,336.89,415.51,415.51,
5/2/2015,07 - 08,441.78,381.14,381.14,470.49,470.49,470.49,470.49,470.49,470.49,470.49,470.49,381.14,381.14,381.14,470.49,470.49,470.49,
5/2/2015,08 - 09,518.23,358.45,358.45,570.3,570.3,570.3,570.3,570.3,570.3,570.3,570.3,358.45,358.45,358.45,570.3,570.3,570.3,
5/2/2015,09 - 10,480,326.62,326.62,545.06,545.06,545.06,545.06,545.06,545.06,545.06,545.06,326.62,326.62,326.62,545.06,545.06,545.06,
5/2/2015,10 - 11,452.13,317.68,317.68,478.12,478.12,478.12,478.12,478.12,478.12,478.12,478.12,317.68,317.68,317.68,478.12,478.12,478.12,
5/2/2015,11 - 12,376.24,312.97,312.97,382.55,459.1,382.55,459.1,459.1,382.55,382.55,382.55,312.97,312.97,312.97,382.55,415.41,415.41,
5/2/2015,12 - 13,332.37,299.32,299.32,338.02,464.18,338.02,453.64,464.18,338.02,338.02,338.02,299.32,299.32,299.32,338.02,415.41,415.41,
5/2/2015,13 - 14,348,300.35,300.35,371.63,435.94,371.63,435.94,435.94,371.63,371.63,371.63,300.35,300.35,300.35,371.63,415.41,415.41,
5/2/2015,14 - 15,328.98,300.35,300.35,339.15,408.92,339.15,339.15,408.92,339.15,339.15,339.15,300.35,300.35,300.35,339.15,415.51,415.51,
5/2/2015,15 - 16,331.71,302.9,302.9,335.57,398.18,335.57,335.57,398.18,335.57,335.57,335.57,302.9,302.9,302.9,335.57,415.41,415.41,
5/2/2015,16 - 17,366.92,302.24,302.24,373.89,404.68,373.89,373.89,404.68,373.89,373.89,373.89,302.24,302.24,302.24,373.89,415.79,415.79,
5/2/2015,17 - 18,417.29,300.26,300.26,473.79,473.79,473.79,473.79,473.79,473.79,473.79,473.79,300.26,300.26,300.26,473.79,473.79,473.79,
5/2/2015,18 - 19,382.55,293.39,293.39,437.35,442.25,437.35,437.35,442.25,437.35,437.35,437.35,293.39,293.39,293.39,437.35,437.35,437.35,
5/2/2015,19 - 20,304.59,290.84,290.84,329.26,412.96,329.26,329.26,412.96,329.26,329.26,329.26,290.84,290.84,290.84,329.26,415.32,415.32,
5/2/2015,20 - 21,295.08,292.73,292.73,292.73,384.91,292.73,292.73,384.91,292.73,292.73,292.73,292.73,292.73,292.73,292.73,415.32,415.32,
5/2/2015,21 - 22,287.27,287.64,287.64,287.64,290.37,287.64,287.64,290.37,287.64,287.64,287.64,287.64,287.64,287.64,287.64,415.13,415.13,
5/2/2015,22 - 23,279.64,279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,287.64,287.64,
5/2/2015,23 - 00,272.96,273.14,273.14,273.14,273.14,273.14,273.14,273.14,273.14,273.14,273.14,273.14,273.14,273.14,273.14,282.47,282.47,
6/2/2015,00 - 01,271.08,271.27,271.27,271.27,271.27,271.27,271.27,271.27,271.27,271.27,271.27,271.27,271.27,271.27,271.27,284.2,284.2,
6/2/2015,01 - 02,265.51,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,283.73,283.73,
6/2/2015,02 - 03,261.83,262.02,262.02,262.02,262.02,262.02,262.02,262.02,262.02,262.02,262.02,262.02,262.02,262.02,262.02,283.54,283.54,
6/2/2015,03 - 04,261.54,261.83,261.83,261.83,261.83,261.83,261.83,261.83,261.83,261.83,261.83,261.83,261.83,261.83,261.83,274.76,274.76,
6/2/2015,04 - 05,266.45,266.55,266.55,266.55,266.55,266.55,266.55,266.55,266.55,266.55,266.55,266.55,266.55,266.55,266.55,283.83,283.83,
6/2/2015,05 - 06,274.1,274.01,274.01,274.01,274.01,274.01,274.01,274.01,274.01,274.01,274.01,274.01,274.01,274.01,274.01,415.54,415.54,
6/2/2015,06 - 07,287.04,288.17,288.17,288.17,288.17,330,281.56,288.17,281.56,281.56,281.56,288.17,288.17,288.17,330,415.92,415.92,
6/2/2015,07 - 08,326.69,290.53,290.53,348.5,403.27,348.5,335.76,403.27,335.76,335.76,335.76,290.53,290.53,290.53,348.5,416.01,425.65,
6/2/2015,08 - 09,366.92,293.65,293.65,384.01,428.95,384.01,384.01,428.95,384.01,384.01,384.01,293.65,293.65,293.65,384.01,416.11,453.22,
6/2/2015,09 - 10,364.84,294.02,294.02,429.71,429.71,429.71,429.71,429.71,391.09,391.09,391.09,294.02,294.02,294.02,429.71,429.71,429.71,
6/2/2015,10 - 11,337.08,292.99,292.99,364.46,423.28,364.46,364.46,423.28,315.36,315.36,315.36,292.99,292.99,292.99,364.46,416.11,416.3,
6/2/2015,11 - 12,296.95,291.66,291.66,324.71,395.62,324.71,324.71,395.62,292.14,292.14,292.14,291.66,291.66,291.66,324.71,415.64,415.64,
6/2/2015,12 - 13,288.83,290.62,290.62,295.35,365.41,295.35,295.35,365.41,285.53,285.53,285.53,290.62,290.62,290.62,295.35,415.64,415.64,
6/2/2015,13 - 14,287.23,290.53,290.53,290.53,341.89,292.7,290.53,341.89,282.88,282.88,282.88,290.53,290.53,290.53,292.7,415.54,415.54,
6/2/2015,14 - 15,285.24,287.41,287.41,287.41,327.54,289.21,287.41,327.54,281.28,281.28,281.28,287.41,287.41,287.41,289.21,415.73,415.73,
6/2/2015,15 - 16,286.56,286.66,286.66,286.66,355.49,326.13,286.66,355.49,280.62,280.62,280.62,286.66,286.66,286.66,326.13,398.17,398.17,
6/2/2015,16 - 17,290.91,289.3,289.3,289.3,395.81,338.31,289.3,395.81,281.18,281.18,281.18,289.3,289.3,289.3,338.31,416.11,416.11,
6/2/2015,17 - 18,314.04,289.59,289.59,416.2,462.47,416.2,416.2,462.47,285.15,285.15,285.15,289.59,289.59,289.59,416.2,416.2,416.2,
6/2/2015,18 - 19,305.35,286.56,286.56,395.34,467.76,395.34,395.34,467.76,285.9,285.9,285.9,286.56,286.56,286.56,395.34,416.01,416.01,
6/2/2015,19 - 20,283.35,282.69,282.69,282.69,377.59,282.69,282.69,377.59,282.69,282.69,282.69,282.69,282.69,282.69,282.69,415.54,415.54,
6/2/2015,20 - 21,277.5,277.78,277.78,277.78,277.78,277.78,277.78,277.78,277.78,277.78,277.78,277.78,277.78,277.78,277.78,415.54,415.54,
6/2/2015,21 - 22,274.95,275.05,275.05,275.05,275.05,275.05,275.05,275.05,275.05,275.05,275.05,275.05,275.05,275.05,275.05,415.45,415.45,
6/2/2015,22 - 23,270.89,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,284.02,284.02,
6/2/2015,23 - 00,267.21,267.3,267.3,267.3,267.3,267.3,267.3,267.3,267.3,267.3,267.3,267.3,267.3,267.3,267.3,267.3,267.3,
7/2/2015,00 - 01,263.21,263.12,263.12,263.12,263.12,263.12,263.12,263.12,263.12,263.12,263.12,263.12,263.12,263.12,263.12,289.35,289.35,
7/2/2015,01 - 02,259.14,258.86,258.86,258.86,258.86,258.86,258.86,258.86,258.86,258.86,258.86,258.86,258.86,258.86,258.86,285.09,285.09,
7/2/2015,02 - 03,252.6,252.42,252.42,252.42,252.42,252.42,252.42,252.42,252.42,252.42,252.42,253.74,253.74,253.74,252.42,284.9,284.9,
7/2/2015,03 - 04,249.29,248.91,248.91,248.91,248.91,248.91,248.91,248.91,248.91,248.91,248.91,252.89,252.89,252.89,248.91,284.81,284.81,
7/2/2015,04 - 05,247.49,247.02,247.02,247.02,247.02,247.02,247.02,247.02,247.02,247.02,247.02,254.31,254.31,254.31,247.02,285,285,
7/2/2015,05 - 06,246.35,245.41,245.41,245.41,245.41,245.41,245.41,245.41,245.41,245.41,245.41,254.78,254.78,254.78,245.41,285,285,
7/2/2015,06 - 07,247.4,247.11,247.11,247.11,247.11,247.11,241.81,247.11,247.11,247.11,247.11,259.71,259.71,259.71,247.11,400.74,400.74,
7/2/2015,07 - 08,255.54,254.4,254.4,254.4,254.4,254.4,254.4,254.4,254.4,254.4,254.4,263.5,263.5,263.5,254.4,285,285,
7/2/2015,08 - 09,257.25,256.3,256.3,256.3,256.3,256.3,256.3,256.3,256.3,256.3,256.3,267.95,267.95,267.95,256.3,332.35,332.35,
7/2/2015,09 - 10,261.22,259.99,259.99,259.99,259.99,259.99,259.99,259.99,259.99,259.99,259.99,270.88,270.88,270.88,259.99,285.09,285.09,
7/2/2015,10 - 11,262.74,261.41,261.41,261.41,261.41,261.41,261.41,261.41,261.41,261.41,261.41,272.02,272.02,272.02,261.41,285.09,285.09,
7/2/2015,11 - 12,260.28,258.29,258.29,258.29,258.29,258.29,258.29,258.29,258.29,258.29,258.29,272.21,272.21,272.21,258.29,258.29,258.29,
7/2/2015,12 - 13,254.69,252.7,252.7,252.7,252.7,252.7,252.7,252.7,252.7,252.7,252.7,272.12,272.12,272.12,252.7,332.17,332.17,
7/2/2015,13 - 14,248.44,247.49,247.49,247.49,247.49,247.49,191.99,247.49,247.49,247.49,247.49,271.74,271.74,271.74,247.49,247.49,247.49,
7/2/2015,14 - 15,245.69,244.27,244.27,244.27,244.27,244.27,181.66,244.27,244.27,244.27,244.27,271.74,271.74,271.74,244.27,244.27,244.27,
7/2/2015,15 - 16,246.16,244.74,244.74,244.74,244.74,247.3,189.05,244.74,244.74,244.74,244.74,271.83,271.83,271.83,247.3,247.3,247.3,
7/2/2015,16 - 17,255.35,251.66,251.66,251.66,251.66,287.37,204.3,251.66,251.66,251.66,251.66,272.4,272.4,272.4,287.37,332.26,332.26,
7/2/2015,17 - 18,264.73,262.74,262.74,262.74,262.74,287.08,262.74,262.74,262.74,262.74,262.74,273.06,273.06,273.06,287.08,287.08,287.08,
7/2/2015,18 - 19,265.01,263.4,263.4,263.4,263.4,283.2,263.4,263.4,263.4,263.4,263.4,273.25,273.25,273.25,283.2,332.07,332.07,
7/2/2015,19 - 20,258.67,256.68,256.68,256.68,256.68,256.68,249.2,256.68,256.68,256.68,256.68,272.78,272.78,272.78,256.68,400.74,400.74,
7/2/2015,20 - 21,251.66,247.87,247.87,247.87,247.87,247.87,205.63,247.87,247.87,247.87,247.87,272.97,272.97,272.97,247.87,378.39,378.39,
7/2/2015,21 - 22,248.44,248.06,248.06,248.06,248.06,248.06,142.17,248.06,248.06,248.06,248.06,271.93,271.93,271.93,248.06,332.26,332.26,
7/2/2015,22 - 23,244.55,243.99,243.99,243.99,243.99,245.22,134.97,243.99,243.99,243.99,243.99,270.6,270.6,270.6,245.22,265.87,265.87,
7/2/2015,23 - 00,234.8,234.61,234.61,234.61,234.61,234.61,90.55,234.61,234.61,234.61,234.61,265.2,265.2,265.2,234.61,274.96,274.96,
8/2/2015,00 - 01,239.46,242.31,242.31,242.31,242.31,242.31,-47.46,-47.46,242.31,242.31,242.31,268.22,268.22,268.22,242.31,256.93,256.93,
8/2/2015,01 - 02,236.24,237.66,237.66,237.66,237.66,237.66,-10.63,-10.63,237.66,237.66,237.66,266.42,266.42,266.42,237.66,237.66,237.66,
8/2/2015,02 - 03,234.24,235.29,235.29,235.29,235.29,235.29,-45.37,-45.37,235.29,235.29,235.29,265.75,265.75,265.75,235.29,235.29,235.29,
8/2/2015,03 - 04,234.53,235.67,235.67,235.67,235.67,235.67,-22.78,-22.78,235.67,235.67,235.67,266.04,266.04,266.04,235.67,235.67,235.67,
8/2/2015,04 - 05,236.14,237.37,237.37,237.37,237.37,237.37,-69.48,-69.48,237.37,237.37,237.37,268.51,268.51,268.51,237.37,237.37,237.37,
8/2/2015,05 - 06,238.61,240.51,240.51,240.51,240.51,240.51,-8.54,-8.54,240.51,240.51,240.51,269.55,269.55,269.55,240.51,240.51,240.51,
8/2/2015,06 - 07,241.27,242.31,242.31,242.31,242.31,242.31,-64.54,95.77,242.31,242.31,242.31,270.97,270.97,270.97,242.31,242.31,242.31,
8/2/2015,07 - 08,243.64,243.54,243.54,243.54,243.54,243.54,0.76,243.54,243.54,243.54,243.54,272.11,272.11,272.11,243.54,243.54,243.54,
8/2/2015,08 - 09,246.3,245.73,245.73,245.73,245.73,245.73,124.81,245.73,245.73,245.73,245.73,272.02,272.02,272.02,245.73,245.73,245.73,
8/2/2015,09 - 10,250.47,248.95,248.95,248.95,248.95,248.95,179.95,248.95,248.95,248.95,248.95,273.06,273.06,273.06,248.95,248.95,248.95,
8/2/2015,10 - 11,256.17,255.22,255.22,255.22,255.22,255.22,155.94,255.22,255.22,255.22,255.22,274.2,274.2,274.2,255.22,255.22,255.22,
8/2/2015,11 - 12,257.21,257.02,257.02,257.02,257.02,257.02,177.01,257.02,257.02,257.02,257.02,274.3,274.3,274.3,257.02,399.01,399.01,
8/2/2015,12 - 13,256.74,255.22,255.22,255.22,255.22,255.22,189.16,255.22,255.22,255.22,255.22,274.3,274.3,274.3,255.22,398.92,398.92,
8/2/2015,13 - 14,257.21,254.93,254.93,254.93,254.93,254.93,235.67,254.93,254.93,254.93,254.93,274.39,274.39,274.39,254.93,398.92,398.92,
8/2/2015,14 - 15,257.97,255.98,255.98,255.98,255.98,255.98,251.61,255.98,255.98,255.98,255.98,275.05,275.05,275.05,255.98,398.82,398.82,
8/2/2015,15 - 16,259.96,257.4,257.4,257.4,257.4,257.4,254.27,257.4,257.4,257.4,257.4,275.34,275.34,275.34,257.4,399.2,399.2,
8/2/2015,16 - 17,268.51,266.99,266.99,266.99,266.99,292.52,253.04,266.99,266.99,266.99,266.99,275.91,275.91,275.91,292.52,417.61,417.61,
8/2/2015,17 - 18,281.89,287.11,287.11,287.11,287.11,321.94,284.17,287.11,270.21,270.21,270.21,287.11,287.11,287.11,321.94,417.9,417.9,
8/2/2015,18 - 19,282.93,288.72,288.72,288.72,288.72,325.17,272.4,288.72,272.4,272.4,272.4,288.72,288.72,288.72,325.17,417.71,417.71,
8/2/2015,19 - 20,278,283.41,283.41,283.41,283.41,292.99,269.83,283.41,270.02,269.83,270.02,283.41,283.41,283.41,292.99,417.9,417.9,
8/2/2015,20 - 21,268.7,268.51,268.51,268.51,268.51,268.51,266.89,268.51,268.51,266.89,268.51,274.87,274.87,274.87,268.51,399.39,399.39,
8/2/2015,21 - 22,263.86,260.82,260.82,260.82,260.82,296.32,255.6,260.82,260.82,260.82,260.82,274.39,274.39,274.39,296.32,399.01,399.01,
8/2/2015,22 - 23,259.2,256.64,256.64,256.64,256.64,272.59,250.09,256.64,256.64,256.64,256.64,273.16,273.16,273.16,272.59,272.59,272.59,
8/2/2015,23 - 00,250.38,249.71,249.71,249.71,249.71,251.9,159.83,249.71,249.71,249.71,249.71,270.97,270.97,270.97,251.9,266.04,266.04,
9/2/2015,00 - 01,245.54,247.53,247.53,247.53,247.53,247.53,155.85,247.53,247.53,247.53,247.53,262.62,262.62,262.62,247.53,247.53,247.53,
9/2/2015,01 - 02,239.27,242.12,242.12,242.12,242.12,242.12,141.89,242.12,242.12,242.12,242.12,253.32,253.32,253.32,242.12,242.12,242.12,
9/2/2015,02 - 03,236.52,239.65,239.65,239.65,239.65,239.65,109.15,239.65,239.65,239.65,239.65,252.56,252.56,252.56,239.65,239.65,239.65,
9/2/2015,03 - 04,238.04,240.89,240.89,240.89,240.89,240.89,131.55,240.89,240.89,240.89,240.89,252.66,252.66,252.66,240.89,240.89,240.89,
9/2/2015,04 - 05,245.25,245.92,245.92,245.92,245.92,245.92,93.11,245.92,245.92,245.92,245.92,261.67,261.67,261.67,248.19,332.67,332.67,
9/2/2015,05 - 06,255.79,249.52,249.52,249.52,249.52,422.93,93.77,249.52,249.52,249.52,249.52,259.49,259.49,259.49,420.65,420.65,420.65,
9/2/2015,06 - 07,266.04,257.31,257.31,257.31,257.31,540.52,211.46,257.31,257.31,257.31,257.31,270.31,270.31,270.31,540.52,540.52,540.52,
9/2/2015,07 - 08,278.09,276.86,276.86,276.86,276.86,570.33,276.86,276.86,268.22,268.22,268.22,276.86,276.86,276.86,570.33,570.33,570.33,
9/2/2015,08 - 09,286.06,284.36,284.36,284.36,284.36,522.59,273.54,284.36,271.73,271.73,271.73,284.36,284.36,284.36,522.59,522.59,522.59,
9/2/2015,09 - 10,287.49,284.74,284.74,284.74,284.74,522.4,272.21,284.74,272.21,272.21,272.21,284.74,284.74,284.74,522.4,522.4,522.4,
9/2/2015,10 - 11,286.73,284.74,284.74,284.74,284.74,522.3,271.45,284.74,271.45,271.45,271.45,284.74,284.74,284.74,522.3,522.3,522.3,
9/2/2015,11 - 12,281.98,282.74,282.74,282.74,282.74,420.65,270.78,282.74,270.78,270.78,270.78,282.74,282.74,282.74,420.65,420.65,420.65,
9/2/2015,12 - 13,279.14,280.18,280.18,280.18,280.18,334.09,271.54,280.18,271.54,271.54,271.54,280.18,280.18,280.18,334.09,418.56,418.56,
9/2/2015,13 - 14,280.46,279.23,279.23,279.23,279.23,420.56,271.26,279.23,271.26,271.26,271.26,279.23,279.23,279.23,420.56,420.56,420.56,
9/2/2015,14 - 15,279.23,278.57,278.57,278.57,278.57,378.79,271.07,278.57,271.07,271.07,271.07,278.57,278.57,278.57,378.79,420.93,420.93,
9/2/2015,15 - 16,278.76,278.76,278.76,278.76,278.76,421.12,269.93,278.76,269.93,269.93,269.93,278.76,278.76,278.76,421.12,421.12,421.12,
9/2/2015,16 - 17,283.31,282.93,282.93,282.93,282.93,473.8,270.59,282.93,270.59,270.59,270.59,282.93,282.93,282.93,473.8,473.8,473.8,
9/2/2015,17 - 18,292.99,292.14,292.14,292.14,294.32,456.43,273.63,294.32,273.63,273.63,273.63,292.14,292.14,292.14,456.43,456.43,456.43,
9/2/2015,18 - 19,290.53,287.3,287.3,287.3,369.3,456.24,273.25,369.3,273.25,273.25,273.25,287.3,287.3,287.3,456.24,456.24,456.24,
9/2/2015,19 - 20,281.41,283.31,283.31,283.31,293.56,327.73,272.59,293.56,272.59,272.59,272.59,283.31,283.31,283.31,327.73,418.56,418.56,
9/2/2015,20 - 21,272.4,273.44,273.44,273.44,273.44,273.44,270.21,273.44,270.21,270.21,270.21,273.44,273.44,273.44,273.44,417.9,417.9,
9/2/2015,21 - 22,269.17,268.89,268.89,268.89,268.89,268.89,268.89,268.89,268.89,268.89,268.89,268.89,268.89,268.89,268.89,408.31,408.31,
9/2/2015,22 - 23,265.09,264.33,264.33,264.33,264.33,264.33,264.33,264.33,264.33,264.33,264.33,264.33,264.33,264.33,264.33,266.61,266.61,
9/2/2015,23 - 00,257.88,257.4,257.4,257.4,257.4,257.4,257.4,257.4,257.4,257.4,257.4,257.4,257.4,257.4,257.4,266.32,266.32,
10/2/2015,00 - 01,243.13,240.67,240.67,240.67,240.67,240.67,240.67,240.67,240.67,240.67,240.67,255.57,255.57,255.57,240.67,313.26,313.26,
10/2/2015,01 - 02,241.62,240.29,240.29,240.29,240.29,240.29,240.29,240.29,240.29,240.29,240.29,248.92,248.92,248.92,240.29,290.01,290.01,
10/2/2015,02 - 03,240.48,239.05,239.05,239.05,239.05,239.05,239.05,239.05,239.05,239.05,239.05,246.93,246.93,246.93,239.05,289.92,289.92,
10/2/2015,03 - 04,243.8,242.66,242.66,242.66,242.66,242.66,242.66,242.66,242.66,242.66,242.66,246.65,246.65,246.65,242.66,289.82,289.82,
10/2/2015,04 - 05,247.21,246.93,246.93,246.93,246.93,246.93,246.93,246.93,246.93,246.93,246.93,249.78,249.78,249.78,246.93,407.5,407.5,
10/2/2015,05 - 06,257.18,256.51,256.51,256.51,256.51,257.65,256.51,256.51,256.51,256.51,256.51,256.51,256.51,256.51,257.65,416.8,416.8,
10/2/2015,06 - 07,270.09,267.9,267.9,267.9,267.9,373.72,267.9,267.9,267.9,267.9,267.9,270.65,270.65,270.65,373.72,417.47,417.47,
10/2/2015,07 - 08,285.17,286.79,286.79,286.79,286.79,399.15,272.93,286.79,272.93,272.93,272.93,286.79,286.79,286.79,399.15,418.22,418.22,
10/2/2015,08 - 09,290.49,289.45,289.45,289.45,379.69,390.42,274.93,379.69,274.93,274.93,274.93,289.45,289.45,289.45,390.42,418.32,418.32,
10/2/2015,09 - 10,288.31,287.74,287.74,287.74,388.24,380.17,274.64,388.24,274.64,274.64,274.64,287.74,287.74,287.74,380.17,418.41,418.41,
10/2/2015,10 - 11,287.36,287.36,287.36,287.36,388.62,376.18,274.17,388.62,274.17,274.17,274.17,287.36,287.36,287.36,376.18,418.41,418.41,
10/2/2015,11 - 12,279.48,284.13,284.13,284.13,388.43,284.7,273.79,388.43,273.79,273.79,273.79,284.13,284.13,284.13,284.7,417.28,417.28,
10/2/2015,12 - 13,276.73,279.48,279.48,279.48,279.48,292.48,273.41,279.48,273.41,273.41,273.41,279.48,279.48,279.48,292.48,417.37,417.37,
10/2/2015,13 - 14,277.49,278.15,278.15,278.15,278.15,369.64,273.22,278.15,273.22,273.22,273.22,278.15,278.15,278.15,369.64,417.37,417.37,
10/2/2015,14 - 15,275.68,276.54,276.54,276.54,276.54,328.16,273.03,276.54,273.03,273.03,273.03,276.54,276.54,276.54,328.16,418.32,418.32,
