Elspot Prices in SEK/MWh,,,,,,,,,,,,,,,,,,,
Data was last updated 07-02-2017,,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,FRE
1/1/2015,14 - 15,254.7,252.54,252.54,252.54,252.54,252.54,151.26,252.54,254.42,254.42,254.42,270.17,270.17,270.17,252.54,424.44,424.44,
1/1/2015,15 - 16,260.46,259.42,259.42,259.42,259.42,259.42,151.82,259.42,259.42,259.42,259.42,270.64,270.64,270.64,259.42,425.1,425.1,
1/1/2015,16 - 17,266.77,267.06,267.06,267.06,267.06,267.06,225.66,267.06,267.06,267.06,267.06,269.51,269.51,269.51,267.06,433.78,433.78,
1/1/2015,17 - 18,267.25,267.43,267.43,267.43,267.43,267.43,253.67,267.43,267.43,267.43,267.43,269.23,269.23,269.23,267.43,433.78,433.78,
1/1/2015,18 - 19,266.11,265.74,265.74,265.74,265.74,265.74,248.57,265.74,265.74,265.74,265.74,268.94,268.94,268.94,265.74,433.87,433.87,
1/1/2015,19 - 20,263.19,262.25,262.25,262.25,262.25,262.25,226.13,262.25,262.25,262.25,262.25,268.85,268.85,268.85,262.25,433.97,433.97,
1/1/2015,20 - 21,259.7,258.95,258.95,258.95,258.95,258.95,151.73,151.73,258.95,258.95,258.95,269.98,269.98,269.98,258.95,425.1,425.1,
1/1/2015,21 - 22,255.84,255.18,255.18,255.18,255.18,255.18,132.77,132.77,255.18,255.18,255.18,271.4,271.4,271.4,255.18,297.71,297.71,
1/1/2015,22 - 23,253.86,248.95,248.95,248.95,248.95,248.95,117.31,117.31,254.61,254.61,254.61,270.26,270.26,270.26,248.95,264.51,264.51,
1/1/2015,23 - 00,244.8,173.13,173.13,173.13,173.13,173.13,0.38,0.38,253.01,253.01,253.01,268.66,268.66,268.66,173.13,264.7,264.7,
2/1/2015,00 - 01,233.66,167.59,167.59,167.59,167.59,167.59,-114.14,-114.14,251.76,251.76,251.76,265.42,265.42,265.42,167.59,264.86,264.86,
2/1/2015,01 - 02,209.53,90.67,90.67,90.67,90.67,90.67,-185.02,-185.02,248.93,248.93,248.93,265.99,265.99,265.99,90.67,90.67,90.67,
2/1/2015,02 - 03,197.28,72.29,72.29,72.29,72.29,72.29,-182.57,-182.57,246.95,246.95,246.95,265.33,265.33,265.33,72.29,72.29,72.29,
2/1/2015,03 - 04,175.03,102.08,102.08,102.08,102.08,102.08,-296.05,-296.05,241.29,241.29,241.29,265.7,265.7,265.7,102.08,102.08,102.08,
2/1/2015,04 - 05,175.22,218.11,218.11,218.11,218.11,218.11,-296.05,-296.05,233.19,233.19,233.19,266.18,266.18,266.18,218.11,218.11,218.11,
2/1/2015,05 - 06,231.4,246.01,246.01,246.01,246.01,246.01,-127.06,-127.06,246.01,246.01,246.01,268.16,268.16,268.16,246.01,246.01,246.01,
2/1/2015,06 - 07,255.43,256.84,256.84,256.84,256.84,256.84,0.75,0.75,256.84,256.84,256.84,271.93,271.93,271.93,256.84,268.44,268.44,
2/1/2015,07 - 08,267.12,267.4,267.4,267.4,267.4,267.4,94.82,267.4,267.4,267.4,267.4,273.06,273.06,273.06,267.4,267.4,267.4,
2/1/2015,08 - 09,267.68,267.4,267.4,267.4,267.4,267.4,134.31,267.4,267.4,267.4,267.4,273.34,273.34,273.34,267.4,267.4,267.4,
2/1/2015,09 - 10,267.5,266.93,266.93,266.93,266.93,266.93,137.24,266.93,266.93,266.93,266.93,274.66,274.66,274.66,266.93,266.93,266.93,
2/1/2015,10 - 11,267.12,266.74,266.74,266.74,266.74,266.74,137.99,266.74,266.74,266.74,266.74,275.32,275.32,275.32,266.74,376.93,376.93,
2/1/2015,11 - 12,267.68,267.59,267.59,267.59,267.59,267.59,142.14,267.59,267.59,267.59,267.59,274.09,274.09,274.09,267.59,267.59,267.59,
2/1/2015,12 - 13,266.93,266.74,266.74,266.74,266.74,266.74,145.25,266.74,266.74,266.74,266.74,273.25,273.25,273.25,266.74,266.74,266.74,
2/1/2015,13 - 14,265.99,266.18,266.18,266.18,266.18,270.51,136.86,266.18,266.18,266.18,266.18,272.87,272.87,272.87,270.51,270.51,270.51,
2/1/2015,14 - 15,265.42,265.05,265.05,265.05,265.05,274.66,138.55,265.05,265.05,265.05,265.05,273.34,273.34,273.34,274.66,274.66,274.66,
2/1/2015,15 - 16,267.12,266.08,266.08,266.08,266.08,278.9,138.18,266.08,266.08,266.08,266.08,274.75,274.75,274.75,278.9,278.9,278.9,
2/1/2015,16 - 17,270.23,269.48,269.48,269.48,269.48,277.49,151.66,269.48,269.48,269.48,269.48,274.56,274.56,274.56,277.49,277.49,277.49,
2/1/2015,17 - 18,270.98,270.79,270.79,270.79,270.79,277.39,236.58,270.79,270.79,270.79,270.79,273.72,273.72,273.72,277.39,277.39,277.39,
2/1/2015,18 - 19,269.1,268.44,268.44,268.44,268.44,268.44,236.2,268.44,268.44,268.44,268.44,272.77,272.77,272.77,268.44,268.44,268.44,
2/1/2015,19 - 20,268.06,267.5,267.5,267.5,267.5,267.5,172.86,267.5,267.5,267.5,267.5,272.3,272.3,272.3,267.5,267.5,267.5,
2/1/2015,20 - 21,263.35,262.5,262.5,262.5,262.5,262.5,134.41,141.38,262.5,262.5,262.5,272.96,272.96,272.96,262.5,262.5,262.5,
2/1/2015,21 - 22,259.3,258.73,258.73,258.73,258.73,258.73,115.18,115.18,258.73,258.73,258.73,272.21,272.21,272.21,258.73,258.73,258.73,
2/1/2015,22 - 23,256.37,256.37,256.37,256.37,256.37,256.37,75.4,98.03,256.37,256.37,256.37,271.64,271.64,271.64,256.37,264.48,264.48,
2/1/2015,23 - 00,245.91,244.5,244.5,244.5,244.5,244.5,-3.11,-3.11,252.51,252.51,252.51,270.04,270.04,270.04,244.5,264.01,264.01,
3/1/2015,00 - 01,232.74,166.16,166.16,166.16,166.16,166.16,-0.76,-0.76,244.46,244.46,244.46,266.03,266.03,266.03,166.16,166.16,166.16,
3/1/2015,01 - 02,228.01,159.54,159.54,159.54,159.54,159.54,-0.66,-0.66,241.53,241.53,241.53,265.08,265.08,265.08,159.54,159.54,159.54,
3/1/2015,02 - 03,220.44,54.38,54.38,54.38,54.38,54.38,-47.57,-47.57,240.49,240.49,240.49,264.04,264.04,264.04,54.38,54.38,54.38,
3/1/2015,03 - 04,220.63,48.14,48.14,48.14,48.14,48.14,0.09,0.09,239.64,239.64,239.64,263.85,263.85,263.85,48.14,48.14,48.14,
3/1/2015,04 - 05,221.67,72.25,72.25,72.25,72.25,72.25,-0.38,-0.38,239.17,239.17,239.17,263.38,263.38,263.38,72.25,72.25,72.25,
3/1/2015,05 - 06,229.62,225.55,225.55,225.55,225.55,225.55,0.28,0.28,239.26,239.26,239.26,263.09,263.09,263.09,225.55,225.55,225.55,
3/1/2015,06 - 07,230.75,216.75,216.75,216.75,216.75,216.75,-81.99,-81.99,241.63,241.63,241.63,264.23,264.23,264.23,216.75,216.75,216.75,
3/1/2015,07 - 08,249.29,252.97,252.97,252.97,252.97,252.97,42.18,42.18,252.97,252.97,252.97,263.76,263.76,263.76,252.97,378.37,378.37,
3/1/2015,08 - 09,252.03,255.15,255.15,255.15,255.15,255.15,93.62,93.62,255.15,255.15,255.15,264.13,264.13,264.13,255.15,255.15,255.15,
3/1/2015,09 - 10,260.07,260.26,260.26,260.26,260.26,260.26,135.14,135.14,260.26,260.26,260.26,267.35,267.35,267.35,260.26,260.26,260.26,
3/1/2015,10 - 11,262.15,262.15,262.15,262.15,262.15,262.15,158.22,158.22,262.15,262.15,262.15,268.3,268.3,268.3,262.15,378.47,378.47,
3/1/2015,11 - 12,262.62,262.24,262.24,262.24,262.24,262.24,210.99,210.99,262.24,262.24,262.24,268.58,268.58,268.58,262.24,378.56,378.56,
3/1/2015,12 - 13,262.15,261.58,261.58,261.58,261.58,261.58,217.79,217.79,261.58,261.58,261.58,268.96,268.96,268.96,261.58,378.56,378.56,
3/1/2015,13 - 14,262.05,261.49,261.49,261.49,261.49,261.49,211.84,211.84,261.49,261.49,261.49,269.24,269.24,269.24,261.49,378.09,378.09,
3/1/2015,14 - 15,263.57,263,263,263,263,263,256,263,263,263,263,269.34,269.34,269.34,263,263,263,
3/1/2015,15 - 16,268.58,268.3,268.3,268.3,268.3,285.7,267.54,268.3,268.3,267.54,268.3,269.43,269.43,269.43,285.7,378.56,378.56,
3/1/2015,16 - 17,273.97,276.43,276.43,276.43,276.43,294.02,270.47,276.43,270.47,270.47,270.47,276.43,276.43,276.43,294.02,378.66,378.66,
3/1/2015,17 - 18,278.04,279.27,279.27,279.27,279.27,293.83,273.12,279.27,273.12,273.12,273.12,279.27,279.27,279.27,293.83,293.83,293.83,
3/1/2015,18 - 19,278.6,281.35,281.35,281.35,281.35,289.86,272.17,281.35,272.17,272.17,272.17,281.35,281.35,281.35,289.86,289.86,289.86,
3/1/2015,19 - 20,274.06,278.6,278.6,278.6,278.6,278.6,269.9,278.6,269.9,269.9,269.9,278.6,278.6,278.6,278.6,378.37,378.37,
3/1/2015,20 - 21,268.58,271.32,271.32,271.32,271.32,271.32,268.01,271.32,268.01,268.01,268.01,271.32,271.32,271.32,271.32,271.32,271.32,
3/1/2015,21 - 22,264.42,264.13,264.13,264.13,264.13,264.13,257.8,264.13,264.13,264.13,264.13,268.58,268.58,268.58,264.13,298.08,298.08,
3/1/2015,22 - 23,262.53,261.96,261.96,261.96,261.96,261.96,261.96,261.96,261.96,261.96,261.96,267.92,267.92,267.92,261.96,264.99,264.99,
3/1/2015,23 - 00,257.42,257.7,257.7,257.7,257.7,257.7,134.95,134.95,257.7,257.7,257.7,266.88,266.88,266.88,257.7,257.7,257.7,
4/1/2015,00 - 01,260.54,261.78,261.78,261.78,261.78,261.78,88.56,88.56,261.78,261.78,261.78,267.01,267.01,267.01,261.78,261.78,261.78,
4/1/2015,01 - 02,257.31,260.16,260.16,260.16,260.16,260.16,0.95,0.95,260.16,260.16,260.16,266.44,266.44,266.44,260.16,260.16,260.16,
4/1/2015,02 - 03,254.75,258.17,258.17,258.17,258.17,258.17,0.95,0.95,258.17,258.17,258.17,265.39,265.39,265.39,258.17,258.17,258.17,
4/1/2015,03 - 04,252.47,256.84,256.84,256.84,256.84,256.84,0.95,0.95,256.84,256.84,256.84,265.2,265.2,265.2,256.84,256.84,256.84,
4/1/2015,04 - 05,253.13,256.93,256.93,256.93,256.93,256.93,1.05,1.05,256.93,256.93,256.93,265.2,265.2,265.2,256.93,256.93,256.93,
4/1/2015,05 - 06,256.74,258.36,258.36,258.36,258.36,258.36,64.61,64.61,258.36,258.36,258.36,265.58,265.58,265.58,258.36,258.36,258.36,
4/1/2015,06 - 07,257.41,257.79,257.79,257.79,257.79,257.79,142.05,142.05,257.79,257.79,257.79,266.53,266.53,266.53,257.79,257.79,257.79,
4/1/2015,07 - 08,258.07,257.12,257.12,257.12,257.12,257.12,242.21,242.21,257.12,257.12,257.12,267.29,267.29,267.29,257.12,257.12,257.12,
4/1/2015,08 - 09,262.64,262.54,262.54,262.54,262.54,262.54,249.71,262.54,262.54,262.54,262.54,266.25,266.25,266.25,262.54,262.54,262.54,
4/1/2015,09 - 10,266.34,266.34,266.34,266.34,266.34,266.34,259.59,266.34,266.34,266.34,266.34,267.67,267.67,267.67,266.34,266.34,266.34,
4/1/2015,10 - 11,268.15,268.34,268.34,268.34,268.34,268.34,261.88,268.34,268.34,268.34,268.34,268.62,268.62,268.62,268.34,268.34,268.34,
4/1/2015,11 - 12,268.72,269.1,269.1,269.1,269.1,269.1,259.59,269.1,269.1,269.1,269.1,269.1,269.1,269.1,269.1,269.1,269.1,
4/1/2015,12 - 13,268.24,268.34,268.34,268.34,268.34,268.34,257.31,268.34,268.34,268.34,268.34,269.1,269.1,269.1,268.34,268.34,268.34,
4/1/2015,13 - 14,268.43,268.62,268.62,268.62,268.62,268.62,250.19,268.62,268.62,268.62,268.62,269.38,269.38,269.38,268.62,268.62,268.62,
4/1/2015,14 - 15,269.19,269.1,269.1,269.1,269.1,269.1,260.54,269.1,269.1,269.1,269.1,269.86,269.86,269.86,269.1,269.1,269.1,
4/1/2015,15 - 16,272.33,272.71,272.71,272.71,272.71,294.56,269.57,272.71,272.61,269.57,272.61,272.71,272.71,272.71,294.56,294.56,294.56,
4/1/2015,16 - 17,278.22,281.07,281.07,281.07,281.07,295.51,272.23,281.07,274.23,272.23,274.23,281.07,281.07,281.07,295.51,295.51,295.51,
4/1/2015,17 - 18,282.02,284.3,284.3,284.3,284.3,294.94,274.99,284.3,275.37,275.37,275.37,284.3,284.3,284.3,380.18,380.18,380.18,
4/1/2015,18 - 19,283.73,284.2,284.2,284.2,284.2,295.32,281.16,284.2,280.69,280.69,280.69,284.2,284.2,284.2,380.08,380.08,380.08,
4/1/2015,19 - 20,282.3,282.87,282.87,282.87,282.87,293.71,279.55,282.87,279.55,279.55,279.55,282.87,282.87,282.87,293.71,293.71,293.71,
4/1/2015,20 - 21,277.65,279.83,279.83,279.83,279.83,279.83,274.8,279.83,274.8,274.8,274.8,279.83,279.83,279.83,281.83,281.83,281.83,
4/1/2015,21 - 22,274.42,276.13,276.13,276.13,276.13,282.97,272.33,276.13,272.33,272.33,272.33,276.13,276.13,276.13,282.97,282.97,282.97,
4/1/2015,22 - 23,273.85,275.84,275.84,275.84,275.84,275.84,275.84,275.84,272.61,272.61,272.61,275.84,275.84,275.84,275.84,275.84,275.84,
4/1/2015,23 - 00,266.53,266.25,266.25,266.25,266.25,266.25,263.02,263.02,266.25,266.25,266.25,269.29,269.29,269.29,266.25,266.25,266.25,
5/1/2015,00 - 01,271.19,276.13,276.13,276.13,276.13,276.13,267.86,276.13,267.86,267.86,267.86,276.13,276.13,276.13,276.13,276.13,276.13,
5/1/2015,01 - 02,270.14,274.42,274.42,274.42,274.42,274.42,267.48,274.42,267.48,267.48,267.48,274.42,274.42,274.42,274.42,274.42,274.42,
5/1/2015,02 - 03,269.95,274.32,274.32,274.32,274.32,274.32,267.29,274.32,267.29,267.29,267.29,274.32,274.32,274.32,274.32,274.32,274.32,
5/1/2015,03 - 04,269.57,275.27,275.27,275.27,275.27,275.27,266.53,266.53,266.53,266.53,266.53,275.27,275.27,275.27,275.27,275.27,275.27,
5/1/2015,04 - 05,270.81,278.79,278.79,278.79,278.79,278.79,266.44,278.79,266.44,266.44,266.44,278.79,278.79,278.79,278.79,278.79,278.79,
5/1/2015,05 - 06,278.6,288.2,288.2,288.2,288.2,341.69,256.65,288.2,270.43,270.43,270.43,288.2,288.2,288.2,341.69,428.16,428.16,
5/1/2015,06 - 07,289.62,298.27,298.27,298.27,298.27,369.72,262.26,298.27,273.47,273.47,273.47,298.27,298.27,298.27,369.72,428.54,428.54,
5/1/2015,07 - 08,313.19,312.05,312.05,312.05,312.05,427.78,319.46,312.05,294.47,294.47,294.47,312.05,312.05,312.05,427.78,428.16,428.16,
5/1/2015,08 - 09,365.35,339.89,339.89,362.5,362.5,427.97,362.5,362.5,362.5,362.5,313.09,339.89,339.89,339.89,427.97,427.97,427.97,
5/1/2015,09 - 10,381.89,340.84,340.84,394.43,394.43,427.97,394.43,394.43,394.43,394.43,316.13,340.84,340.84,340.84,427.97,427.97,427.97,
5/1/2015,10 - 11,376.37,337.89,337.89,384.45,384.45,427.78,384.45,384.45,384.45,384.45,316.61,337.89,337.89,337.89,427.78,427.78,427.78,
5/1/2015,11 - 12,376.66,332.57,332.57,389.3,389.3,427.88,389.3,389.3,389.3,389.3,317.46,332.57,332.57,332.57,427.88,427.88,427.88,
5/1/2015,12 - 13,372.57,329.15,329.15,386.92,386.92,428.07,386.92,386.92,367.35,367.35,316.32,329.15,329.15,329.15,428.07,428.07,428.07,
5/1/2015,13 - 14,377.42,330.29,330.29,398.32,398.32,428.07,398.32,398.32,346.25,346.25,313.76,330.29,330.29,330.29,428.07,428.07,428.07,
5/1/2015,14 - 15,386.92,333.52,333.52,399.08,399.08,428.54,399.08,399.08,358.61,358.61,313.19,333.52,333.52,333.52,428.54,428.54,428.54,
5/1/2015,15 - 16,400.13,340.46,340.46,409.54,409.54,437.38,409.54,409.54,409.54,409.54,314.33,340.46,340.46,340.46,437.38,437.38,437.38,
5/1/2015,16 - 17,437.57,341.5,341.5,443.74,443.74,443.74,443.74,443.74,443.74,443.74,322.88,341.5,341.5,341.5,443.74,443.74,443.74,
5/1/2015,17 - 18,462.94,336.09,336.09,539.52,539.52,539.52,539.52,539.52,539.52,539.52,319.93,336.09,336.09,336.09,539.52,539.52,539.52,
5/1/2015,18 - 19,463.22,330.48,330.48,559.1,559.1,559.1,559.1,559.1,346.73,346.73,313.76,330.48,330.48,330.48,551.5,551.5,551.5,
5/1/2015,19 - 20,437.28,324.97,324.97,467.78,467.78,467.78,467.78,467.78,308.15,308.15,308.15,324.97,324.97,324.97,475.48,475.48,475.48,
5/1/2015,20 - 21,353.19,323.07,323.07,421.13,421.13,421.13,421.13,421.13,298.27,298.27,298.27,323.07,323.07,323.07,421.13,437.19,437.19,
5/1/2015,21 - 22,326.39,324.21,324.21,340.74,340.74,428.45,340.74,340.74,287.82,287.82,287.82,324.21,324.21,324.21,428.45,428.45,428.45,
5/1/2015,22 - 23,302.45,309.39,309.39,309.39,309.39,309.39,309.39,309.39,279.64,279.64,279.64,309.39,309.39,309.39,309.39,309.39,309.39,
5/1/2015,23 - 00,282.49,285.35,285.35,285.35,285.35,285.35,285.35,285.35,276.41,276.41,276.41,285.35,285.35,285.35,285.35,285.35,285.35,
6/1/2015,00 - 01,280.51,284.59,284.59,284.59,284.59,284.59,284.59,284.59,266.2,266.2,266.2,284.59,284.59,284.59,284.59,284.59,284.59,
6/1/2015,01 - 02,277.57,282.6,282.6,282.6,282.6,282.6,282.6,282.6,264.87,264.87,264.87,282.6,282.6,282.6,282.6,282.6,282.6,
6/1/2015,02 - 03,273.4,278.81,278.81,278.81,278.81,278.81,278.81,278.81,264.59,264.59,264.59,278.81,278.81,278.81,278.81,278.81,278.81,
6/1/2015,03 - 04,270.65,275.96,275.96,275.96,275.96,275.96,264.4,275.96,264.4,264.4,264.4,275.96,275.96,275.96,275.96,275.96,275.96,
6/1/2015,04 - 05,271.22,279.66,279.66,279.66,279.66,279.66,264.4,279.66,264.4,264.4,264.4,279.66,279.66,279.66,279.66,279.66,279.66,
6/1/2015,05 - 06,275.96,280.99,280.99,280.99,280.99,280.99,265.53,280.99,265.53,265.53,265.53,280.99,280.99,280.99,280.99,417.12,417.12,
6/1/2015,06 - 07,279.38,281.27,281.27,281.27,281.27,281.27,281.27,281.27,272.36,272.36,272.36,281.27,281.27,281.27,281.27,428.5,428.5,
6/1/2015,07 - 08,286.11,284.68,284.68,284.68,284.68,291.51,284.68,284.68,284.68,284.68,284.68,284.68,284.68,284.68,291.51,417.4,417.4,
6/1/2015,08 - 09,291.04,289.14,289.14,289.14,289.14,294.64,289.14,386.4,289.14,289.14,289.14,289.14,289.14,289.14,294.64,417.5,417.5,
6/1/2015,09 - 10,289.33,287.72,287.72,287.72,287.72,305.16,287.72,287.72,287.72,287.72,287.72,287.72,287.72,287.72,305.16,408.59,408.59,
6/1/2015,10 - 11,291.42,289.42,289.42,289.42,289.42,316.44,289.42,289.42,289.42,289.42,289.42,289.42,289.42,289.42,316.44,408.49,408.49,
6/1/2015,11 - 12,289.61,288.86,288.86,288.86,288.86,321.18,283.55,288.86,283.55,283.55,283.55,288.86,288.86,288.86,321.18,408.49,408.49,
6/1/2015,12 - 13,285.06,284.97,284.97,284.97,284.97,305.92,280.8,284.97,280.8,280.8,280.8,284.97,284.97,284.97,305.92,408.59,408.59,
6/1/2015,13 - 14,284.12,284.21,284.21,284.21,284.21,294.92,280.42,284.21,280.42,280.42,280.42,284.21,284.21,284.21,294.92,428.59,428.59,
6/1/2015,14 - 15,284.68,284.31,284.31,284.31,284.31,318.91,280.32,284.31,280.32,280.32,280.32,284.31,284.31,284.31,318.91,417.88,417.88,
6/1/2015,15 - 16,289.8,288.95,288.95,288.95,288.95,358.25,280.8,288.95,280.8,280.8,280.8,288.95,288.95,288.95,358.25,428.5,428.5,
6/1/2015,16 - 17,293.41,292.27,292.27,292.27,292.27,374.46,284.31,292.27,284.31,284.31,284.31,292.27,292.27,292.27,374.46,408.3,408.3,
6/1/2015,17 - 18,293.31,294.26,294.26,294.26,294.26,369.25,281.08,294.26,281.08,281.08,281.08,294.26,294.26,294.26,369.25,407.83,407.83,
6/1/2015,18 - 19,289.8,289.33,289.33,289.33,289.33,357.49,280.42,289.33,280.42,280.42,280.42,289.33,289.33,289.33,357.49,357.49,357.49,
6/1/2015,19 - 20,283.93,284.31,284.31,284.31,284.31,331.23,274.92,284.31,274.92,274.92,274.92,284.31,284.31,284.31,331.23,331.23,331.23,
6/1/2015,20 - 21,280.32,280.7,280.7,280.7,280.7,314.26,269.71,280.7,269.71,269.71,269.71,280.7,280.7,280.7,314.26,408.11,408.11,
6/1/2015,21 - 22,276.34,276.34,276.34,276.34,276.34,312.08,266.86,276.34,266.86,266.86,266.86,276.34,276.34,276.34,312.08,312.08,312.08,
6/1/2015,22 - 23,265.44,266.48,266.48,266.48,266.48,287.81,266.2,266.48,262.88,262.88,262.88,266.48,266.48,266.48,287.81,287.81,287.81,
6/1/2015,23 - 00,259.18,258.99,258.99,258.99,258.99,266.2,255.68,258.99,258.99,258.99,258.99,258.99,258.99,258.99,266.2,266.2,266.2,
7/1/2015,00 - 01,248.95,248.66,248.66,248.66,248.66,248.66,248.66,248.66,248.66,248.66,248.66,251.5,251.5,251.5,248.66,278.67,278.67,
7/1/2015,01 - 02,246.78,246.12,246.12,246.12,246.12,246.12,246.12,246.12,246.12,246.12,246.12,250.36,250.36,250.36,246.12,265.18,265.18,
7/1/2015,02 - 03,246.21,245.65,245.65,245.65,245.65,245.65,245.65,245.65,245.65,245.65,245.65,249.8,249.8,249.8,245.65,273.67,273.67,
7/1/2015,03 - 04,247.34,246.97,246.97,246.97,246.97,246.97,246.97,246.97,246.97,246.97,246.97,249.89,249.89,249.89,246.97,273.67,273.67,
7/1/2015,04 - 05,251.97,252.35,252.35,252.35,252.35,252.35,246.31,252.35,252.35,252.35,252.35,252.35,252.35,252.35,252.35,273.96,273.96,
7/1/2015,05 - 06,264.14,265.27,265.27,265.27,265.27,281.32,253.29,265.27,262.16,262.16,262.16,265.27,265.27,265.27,281.32,425.42,425.42,
7/1/2015,06 - 07,283.77,285.66,285.66,285.66,285.66,329.92,283.77,285.66,268.77,268.77,268.77,285.66,285.66,285.66,329.92,426.65,426.65,
7/1/2015,07 - 08,313.78,313.03,313.03,313.03,313.03,380.03,313.03,313.03,297.55,297.55,297.55,313.03,313.03,313.03,380.03,425.61,425.61,
7/1/2015,08 - 09,321.52,316.99,316.99,321.8,321.8,370.97,321.8,321.8,307.08,307.08,307.08,316.99,316.99,316.99,370.97,425.51,425.51,
7/1/2015,09 - 10,313.5,314.06,314.06,314.06,314.06,330.96,314.06,314.06,304.25,304.25,304.25,314.06,314.06,314.06,330.96,425.14,425.14,
7/1/2015,10 - 11,317.08,319.54,319.54,321.61,321.61,321.61,321.61,321.61,301.61,301.61,301.61,319.54,319.54,319.54,321.61,425.04,425.04,
7/1/2015,11 - 12,314.72,317.37,317.37,317.37,317.37,320.01,317.37,317.37,298.78,298.78,298.78,317.37,317.37,317.37,320.01,424.95,424.95,
7/1/2015,12 - 13,308.87,312.46,312.46,312.46,312.46,322.18,309.16,312.46,292.26,292.26,292.26,312.46,312.46,312.46,322.18,425.14,425.14,
7/1/2015,13 - 14,306.99,313.31,313.31,313.31,313.31,318.88,289.24,313.31,289.24,289.24,289.24,313.31,313.31,313.31,318.88,425.14,425.14,
7/1/2015,14 - 15,308.4,317.18,317.18,317.18,317.18,351.72,286.04,317.18,286.04,286.04,286.04,317.18,317.18,317.18,351.72,425.23,425.23,
7/1/2015,15 - 16,312.46,339.35,339.35,353.23,353.23,353.23,281.13,353.23,281.13,281.13,281.13,339.35,339.35,339.35,353.23,425.14,425.14,
7/1/2015,16 - 17,323.69,339.64,339.64,384.18,384.18,384.18,289.9,384.18,289.9,289.9,289.9,339.64,339.64,339.64,384.18,384.18,384.18,
7/1/2015,17 - 18,321.14,335.58,335.58,387.96,470.43,387.96,278.96,470.43,278.96,278.96,278.96,335.58,335.58,335.58,387.96,387.96,387.96,
7/1/2015,18 - 19,307.08,334.82,334.82,334.82,359.17,334.82,272.16,359.17,272.16,272.16,272.16,334.82,334.82,334.82,334.82,334.82,334.82,
7/1/2015,19 - 20,292.83,313.21,313.21,313.21,313.21,313.21,266.12,313.21,266.12,266.12,266.12,313.21,313.21,313.21,313.21,313.21,313.21,
7/1/2015,20 - 21,279.71,293.68,293.68,293.68,293.68,293.68,261.88,293.68,261.88,261.88,261.88,293.68,293.68,293.68,293.68,424.76,424.76,
7/1/2015,21 - 22,272.63,281.6,281.6,281.6,281.6,285.19,258.76,281.6,258.76,258.76,258.76,281.6,281.6,281.6,285.19,285.19,285.19,
7/1/2015,22 - 23,261.31,271.03,271.03,271.03,271.03,278.01,251.97,271.03,251.78,251.78,251.78,271.03,271.03,271.03,278.01,278.01,278.01,
