Elspot Prices in SEK/MWh,,,,,,,,,,,,,,,,,,
Data was last updated 12-11-2015,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT
2/1/2014,09 - 10,273.2,272.04,272.04,272.04,272.04,313.52,272.04,272.04,272.04,272.04,272.04,272.04,272.04,272.04,313.52,363.08,363.08
2/1/2014,10 - 11,275.24,274.09,274.09,274.09,274.09,307.48,274.09,274.09,274.09,274.09,274.09,274.09,274.09,274.09,307.48,358.37,358.37
2/1/2014,11 - 12,277.46,275.68,275.68,275.68,275.68,313.34,275.68,275.68,275.68,275.68,275.68,275.68,275.68,275.68,313.34,352.78,352.78
2/1/2014,12 - 13,276.4,275.06,275.06,275.06,275.06,312.01,275.06,275.06,275.06,275.06,275.06,275.06,275.06,275.06,312.01,356.77,356.77
2/1/2014,13 - 14,277.64,275.68,275.68,275.68,275.68,317.96,275.68,275.68,275.68,275.68,275.68,275.68,275.68,275.68,317.96,354.82,354.82
2/1/2014,14 - 15,279.24,276.31,276.31,276.31,276.31,355.97,276.31,276.31,276.31,276.31,276.31,276.31,276.31,276.31,355.97,355.97,355.97
2/1/2014,15 - 16,282.17,278.97,278.97,278.97,278.97,399.67,278.97,278.97,278.97,278.97,278.97,278.97,278.97,278.97,399.67,399.67,399.67
2/1/2014,16 - 17,288.21,284.03,284.03,284.03,284.03,396.03,284.03,284.03,284.03,284.03,284.03,284.03,284.03,284.03,396.03,396.03,396.03
2/1/2014,17 - 18,290.61,286.61,286.61,286.61,286.61,376.31,286.61,286.61,286.61,286.61,286.61,286.61,286.61,286.61,376.31,376.31,376.31
2/1/2014,18 - 19,287.32,283.5,283.5,283.5,283.5,372.14,283.5,283.5,283.5,283.5,283.5,283.5,283.5,283.5,372.14,372.14,372.14
2/1/2014,19 - 20,282.61,279.33,279.33,279.33,279.33,380.04,279.33,279.33,279.33,279.33,279.33,279.33,279.33,279.33,380.04,380.04,380.04
2/1/2014,20 - 21,275.51,274.8,274.8,274.8,274.8,293.8,274.8,274.8,274.8,274.8,274.8,274.8,274.8,274.8,293.8,293.8,293.8
2/1/2014,21 - 22,274.09,273.38,273.38,273.38,273.38,293.54,273.38,273.38,273.38,273.38,273.38,273.38,273.38,273.38,293.54,293.54,293.54
2/1/2014,22 - 23,270.18,270.18,270.18,270.18,270.18,270.18,270.18,270.18,270.18,270.18,270.18,270.18,270.18,270.18,270.18,270.18,270.18
2/1/2014,23 - 00,265.65,265.65,265.65,265.65,265.65,265.65,265.65,265.65,265.65,265.65,265.65,265.65,265.65,265.65,265.65,265.65,265.65
3/1/2014,00 - 01,250.36,249.29,249.29,249.29,249.29,249.29,243.26,249.29,253.29,253.29,253.29,249.29,249.29,249.29,249.29,293.42,293.42
3/1/2014,01 - 02,232.96,232.96,232.96,232.96,232.96,232.96,227.37,227.37,236.95,236.95,236.95,232.96,232.96,232.96,232.96,293.42,293.42
3/1/2014,02 - 03,220.35,220,220,220,220,220,168.86,168.86,226.48,226.48,226.48,220,220,220,220,293.33,293.33
3/1/2014,03 - 04,219.38,223.19,223.19,223.19,223.19,223.19,116.75,116.75,223.19,223.19,223.19,223.19,223.19,223.19,223.19,293.51,293.51
3/1/2014,04 - 05,225.68,231.18,231.18,231.18,231.18,231.18,142.14,142.14,231.18,231.18,231.18,231.18,231.18,231.18,231.18,359.65,359.65
3/1/2014,05 - 06,243.08,246.54,246.54,246.54,246.54,246.54,229.32,246.54,246.54,246.54,246.54,246.54,246.54,246.54,246.54,360,360
3/1/2014,06 - 07,259.95,258.7,258.7,258.7,258.7,310.82,250.98,258.7,258.7,258.7,258.7,258.7,258.7,258.7,310.82,323.87,323.87
3/1/2014,07 - 08,274.77,273.26,273.26,273.26,273.26,356.9,281.08,273.26,273.26,273.26,273.26,273.26,273.26,273.26,356.9,359.65,359.65
3/1/2014,08 - 09,279.12,276.9,276.9,276.9,276.9,385.93,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,385.93,407.59,407.59
3/1/2014,09 - 10,278.59,276.82,276.82,276.82,276.82,363.64,276.82,276.82,276.82,276.82,276.82,276.82,276.82,276.82,363.64,419.57,419.57
3/1/2014,10 - 11,275.75,274.77,274.77,274.77,274.77,347.31,274.77,274.77,274.77,274.77,274.77,274.77,274.77,274.77,347.31,357.43,357.43
3/1/2014,11 - 12,275.13,274.42,274.42,274.42,274.42,344.47,274.42,274.42,274.42,274.42,274.42,274.42,274.42,274.42,344.47,359.74,359.74
3/1/2014,12 - 13,273.98,272.91,272.91,272.91,272.91,342.25,272.91,272.91,272.91,272.91,272.91,272.91,272.91,272.91,342.25,359.91,359.91
3/1/2014,13 - 14,273,271.93,271.93,271.93,271.93,336.92,271.93,271.93,271.93,271.93,271.93,271.93,271.93,271.93,336.92,359.91,359.91
3/1/2014,14 - 15,272.11,270.42,270.42,270.42,270.42,385.39,270.42,270.42,270.42,270.42,270.42,270.42,270.42,270.42,385.39,419.84,419.84
3/1/2014,15 - 16,272.64,270.16,270.16,270.16,270.16,445.94,270.16,270.16,270.16,270.16,270.16,270.16,270.16,270.16,445.94,445.94,445.94
3/1/2014,16 - 17,275.31,273.8,273.8,273.8,273.8,432.98,273.8,273.8,273.8,273.8,273.8,273.8,273.8,273.8,432.98,432.98,432.98
3/1/2014,17 - 18,278.33,275.4,275.4,275.4,275.4,426.77,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,426.77,426.77,426.77
3/1/2014,18 - 19,274.69,273.26,273.26,273.26,273.26,394.45,273.26,273.26,273.26,273.26,273.26,273.26,273.26,273.26,394.45,426.23,426.23
3/1/2014,19 - 20,270.42,269.27,269.27,269.27,269.27,327.78,269.27,269.27,269.27,269.27,269.27,269.27,269.27,269.27,327.78,419.84,419.84
3/1/2014,20 - 21,263.85,263.32,263.32,263.32,263.32,296.61,263.32,263.32,263.32,263.32,263.32,263.32,263.32,263.32,296.61,419.4,419.4
3/1/2014,21 - 22,255.33,254.98,254.98,254.98,254.98,305.31,233.67,254.98,254.98,254.98,254.98,254.98,254.98,254.98,305.31,319.79,319.79
3/1/2014,22 - 23,252.93,254.18,254.18,254.18,254.18,269.71,231.72,231.72,254.18,254.18,254.18,254.18,254.18,254.18,269.71,293.6,293.6
3/1/2014,23 - 00,244.68,245.57,245.57,245.57,245.57,245.57,103.61,103.61,253.47,253.47,253.47,245.57,245.57,245.57,245.57,293.33,293.33
4/1/2014,00 - 01,235.34,236.67,236.67,236.67,236.67,236.67,89.36,89.36,242.44,242.44,242.44,236.67,236.67,236.67,236.67,292.94,292.94
4/1/2014,01 - 02,224.16,224.87,224.87,224.87,224.87,224.87,87.32,87.32,232.77,232.77,232.77,224.87,224.87,224.87,224.87,267.02,267.02
4/1/2014,02 - 03,218.39,212.54,212.54,212.54,212.54,212.54,70.37,70.37,227.36,227.36,227.36,212.54,212.54,212.54,212.54,266.85,266.85
4/1/2014,03 - 04,211.74,208.1,208.1,208.1,208.1,208.1,46.41,46.41,221.77,221.77,221.77,208.1,208.1,208.1,208.1,266.94,266.94
4/1/2014,04 - 05,215.47,215.2,215.2,215.2,215.2,215.2,45.97,45.97,222.74,222.74,222.74,215.2,215.2,215.2,215.2,266.67,266.67
4/1/2014,05 - 06,222.65,227.45,227.45,227.45,227.45,227.45,79.51,79.51,230.2,230.2,230.2,227.45,227.45,227.45,227.45,297.11,297.11
4/1/2014,06 - 07,232.33,236.85,236.85,236.85,236.85,236.85,77.38,77.38,236.85,236.85,236.85,236.85,236.85,236.85,236.85,294.8,294.8
4/1/2014,07 - 08,242.09,244.66,244.66,244.66,244.66,244.75,159.56,159.56,244.66,244.66,244.66,244.66,244.66,244.66,244.75,267.11,267.11
4/1/2014,08 - 09,246.7,247.15,247.15,247.15,247.15,269.24,240.58,247.15,247.15,247.15,247.15,247.15,247.15,247.15,269.24,359.49,359.49
4/1/2014,09 - 10,254.51,254.78,254.78,254.78,254.78,268.98,254.78,254.78,254.78,254.78,254.78,254.78,254.78,254.78,277.41,360.03,360.03
4/1/2014,10 - 11,256.46,256.55,256.55,256.55,256.55,268.98,256.55,256.55,256.55,256.55,256.55,256.55,256.55,256.55,282.02,360.29,360.29
4/1/2014,11 - 12,258.06,257.97,257.97,257.97,257.97,269.33,257.97,257.97,257.97,257.97,257.97,257.97,257.97,257.97,282.55,408.21,408.21
4/1/2014,12 - 13,259.3,259.13,259.13,259.13,259.13,269.6,259.13,259.13,259.13,259.13,259.13,259.13,259.13,259.13,283.44,407.95,407.95
4/1/2014,13 - 14,259.66,259.13,259.13,259.13,259.13,287.26,259.13,259.13,259.13,259.13,259.13,259.13,259.13,259.13,287.26,407.68,407.68
4/1/2014,14 - 15,261.52,260.46,260.46,260.46,260.46,304.83,260.46,260.46,260.46,260.46,260.46,260.46,260.46,260.46,304.83,418.95,418.95
4/1/2014,15 - 16,265.43,263.39,263.39,263.39,263.39,327.72,263.39,263.39,263.39,263.39,263.39,263.39,263.39,263.39,327.72,419.66,419.66
4/1/2014,16 - 17,271.46,268.98,268.98,268.98,268.98,403.69,268.98,268.98,268.98,268.98,268.98,268.98,268.98,268.98,403.69,452.58,452.58
4/1/2014,17 - 18,274.83,272.08,272.08,272.08,272.08,406.7,272.08,272.08,272.08,272.08,272.08,272.08,272.08,272.08,406.7,449.3,449.3
4/1/2014,18 - 19,272.35,270.22,270.22,270.22,270.22,337.57,270.22,270.22,270.22,270.22,270.22,270.22,270.22,270.22,337.57,429.33,429.33
4/1/2014,19 - 20,267.11,265.6,265.6,265.6,265.6,306.87,265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.6,306.87,419.22,419.22
4/1/2014,20 - 21,256.2,255.67,255.67,255.67,255.67,286.19,255.67,255.67,255.67,255.67,255.67,255.67,255.67,255.67,286.19,360.29,360.29
4/1/2014,21 - 22,254.69,253.45,253.45,253.45,253.45,306.6,253.45,253.45,253.45,253.45,253.45,253.45,253.45,253.45,306.6,319.47,319.47
4/1/2014,22 - 23,252.2,251.23,251.23,251.23,251.23,285.66,251.23,251.23,251.23,251.23,251.23,251.23,251.23,251.23,285.66,293.2,293.2
4/1/2014,23 - 00,243.15,244.93,244.93,244.93,244.93,244.93,197.36,197.36,244.93,244.93,244.93,244.93,244.93,244.93,244.93,292.94,292.94
5/1/2014,00 - 01,245.23,246.65,246.65,246.65,246.65,246.65,176.61,176.61,246.65,246.65,246.65,246.65,246.65,246.65,246.65,292.76,292.76
5/1/2014,01 - 02,238.67,241.24,241.24,241.24,241.24,241.24,130.6,130.6,241.24,241.24,241.24,241.24,241.24,241.24,241.24,292.58,292.58
5/1/2014,02 - 03,236.46,238.94,238.94,238.94,238.94,238.94,118.36,118.36,238.94,238.94,238.94,238.94,238.94,238.94,238.94,266.78,266.78
5/1/2014,03 - 04,234.15,236.01,236.01,236.01,236.01,236.01,97.17,97.17,236.01,236.01,236.01,236.01,236.01,236.01,236.01,266.6,266.6
5/1/2014,04 - 05,236.46,236.99,236.99,236.99,236.99,236.99,224.93,224.93,236.99,236.99,236.99,236.99,236.99,236.99,236.99,266.6,266.6
5/1/2014,05 - 06,239.29,240.27,240.27,240.27,240.27,240.27,228.12,240.27,240.27,240.27,240.27,240.27,240.27,240.27,240.27,355.17,355.17
5/1/2014,06 - 07,245.68,245.77,245.77,245.77,245.77,245.77,245.77,245.77,245.77,245.77,245.77,245.77,245.77,245.77,245.77,354.73,354.73
5/1/2014,07 - 08,248.6,248.51,248.51,248.51,248.51,248.51,248.51,248.51,248.51,248.51,248.51,248.51,248.51,248.51,248.51,380.71,380.71
5/1/2014,08 - 09,249.22,249.58,249.58,249.58,249.58,249.58,235.92,249.58,249.58,249.58,249.58,249.58,249.58,249.58,264.74,372.28,372.28
5/1/2014,09 - 10,252.5,253.04,253.04,253.04,253.04,253.04,243.11,253.04,253.04,253.04,253.04,253.04,253.04,253.04,283.36,399.06,399.06
5/1/2014,10 - 11,264.83,265.36,265.36,265.36,265.36,267.22,275.38,265.36,265.36,265.36,265.36,265.36,265.36,265.36,288.06,399.32,399.32
5/1/2014,11 - 12,271.65,274.49,274.49,274.49,274.49,274.49,288.15,288.15,269.97,269.97,269.97,274.49,274.49,274.49,290.63,399.41,399.41
5/1/2014,12 - 13,272.81,276.26,276.26,276.26,276.26,276.26,281.14,281.14,270.86,270.86,270.86,276.26,276.26,276.26,291.25,399.41,399.41
5/1/2014,13 - 14,266.07,266.51,266.51,266.51,266.51,266.51,266.51,266.51,266.51,266.51,266.51,266.51,266.51,266.51,292.67,399.5,399.5
5/1/2014,14 - 15,260.22,259.86,259.86,259.86,259.86,287.17,254.9,259.86,259.86,259.86,259.86,259.86,259.86,259.86,295.68,399.32,399.32
5/1/2014,15 - 16,265,263.32,263.32,263.32,263.32,318.47,256.49,263.32,263.32,263.32,263.32,263.32,263.32,263.32,318.47,408.63,408.63
5/1/2014,16 - 17,278.04,277.86,277.86,277.86,277.86,340.54,277.86,277.86,274.31,274.31,274.31,277.86,277.86,277.86,340.54,417.15,417.15
5/1/2014,17 - 18,286.73,294.35,294.35,294.35,302.15,337.17,302.15,302.15,274.31,274.31,274.31,294.35,294.35,294.35,337.17,417.15,417.15
5/1/2014,18 - 19,283.09,287.17,287.17,287.17,287.17,326.45,287.17,287.17,273.6,273.6,273.6,287.17,287.17,287.17,326.45,417.06,417.06
5/1/2014,19 - 20,275.29,278.75,278.75,278.75,278.75,296.21,278.75,278.75,272.45,272.45,272.45,278.75,278.75,278.75,296.21,416.7,416.7
5/1/2014,20 - 21,270.32,270.77,270.77,270.77,270.77,270.77,270.77,270.77,270.77,270.77,270.77,270.77,270.77,270.77,282.29,399.77,399.77
5/1/2014,21 - 22,260.75,260.66,260.66,260.66,260.66,270.77,260.66,260.66,260.66,260.66,260.66,260.66,260.66,260.66,270.77,319.89,319.89
5/1/2014,22 - 23,255.52,255.43,255.43,255.43,255.43,268.82,255.43,255.43,255.43,255.43,255.43,255.43,255.43,255.43,268.82,293.11,293.11
5/1/2014,23 - 00,244.17,247.54,247.54,247.54,247.54,247.54,195.76,195.76,247.54,247.54,247.54,247.54,247.54,247.54,247.54,292.84,292.84
6/1/2014,00 - 01,237.25,243.64,243.64,243.64,243.64,243.64,122.71,122.71,243.64,243.64,243.64,243.64,243.64,243.64,243.64,292.67,292.67
6/1/2014,01 - 02,231.85,236.81,236.81,236.81,236.81,236.81,105.42,105.42,236.81,236.81,236.81,236.81,236.81,236.81,236.81,292.58,292.58
6/1/2014,02 - 03,223.6,231.85,231.85,231.85,231.85,231.85,87.33,87.33,231.85,231.85,231.85,231.85,231.85,231.85,231.85,266.78,266.78
6/1/2014,03 - 04,224.75,233.18,233.18,233.18,233.18,233.18,45.13,45.13,233.18,233.18,233.18,233.18,233.18,233.18,233.18,266.78,266.78
6/1/2014,04 - 05,227.77,234.42,234.42,234.42,234.42,234.42,35.29,35.29,234.42,234.42,234.42,234.42,234.42,234.42,234.42,354.99,354.99
6/1/2014,05 - 06,236.19,241.33,241.33,241.33,241.33,241.33,73.06,239.65,241.33,241.33,241.33,241.33,241.33,241.33,241.33,399.24,399.24
6/1/2014,06 - 07,248.78,250.64,250.64,250.64,250.64,250.64,117.12,250.64,250.64,250.64,250.64,250.64,250.64,250.64,311.29,399.5,399.5
6/1/2014,07 - 08,250.64,251.53,251.53,251.53,251.53,251.53,231.31,251.53,251.53,251.53,251.53,251.53,251.53,251.53,310.75,407.13,407.13
6/1/2014,08 - 09,253.12,253.57,253.57,253.57,253.57,253.57,245.59,253.57,253.57,253.57,253.57,253.57,253.57,253.57,314.21,425.75,425.75
6/1/2014,09 - 10,254.37,254.54,254.54,254.54,254.54,254.54,246.65,254.54,254.54,254.54,254.54,254.54,254.54,254.54,317.05,425.92,425.92
6/1/2014,10 - 11,254.81,255.34,255.34,255.34,255.34,262.43,231.05,255.34,255.34,255.34,255.34,255.34,255.34,255.34,317.4,426.01,426.01
6/1/2014,11 - 12,255.43,255.43,255.43,255.43,255.43,268.64,248.6,255.43,255.43,255.43,255.43,255.43,255.43,255.43,316.6,426.01,426.01
6/1/2014,12 - 13,255.25,255.34,255.34,255.34,255.34,261.02,249.13,255.34,255.34,255.34,255.34,255.34,255.34,255.34,318.47,426.1,426.1
6/1/2014,13 - 14,255.78,255.87,255.87,255.87,255.87,257.65,249.67,255.87,255.87,255.87,255.87,255.87,255.87,255.87,318.11,426.1,426.1
6/1/2014,14 - 15,256.23,255.61,255.61,255.61,255.61,297.19,249.49,255.61,255.61,255.61,255.61,255.61,255.61,255.61,319,426.19,426.19
6/1/2014,15 - 16,259.42,257.11,257.11,257.11,257.11,324.67,257.11,257.11,257.11,257.11,257.11,257.11,257.11,257.11,324.67,426.37,426.37
6/1/2014,16 - 17,269.44,267.66,267.66,267.66,267.66,333.18,267.66,267.66,267.66,267.66,267.66,267.66,267.66,267.66,333.18,443.74,443.74
6/1/2014,17 - 18,273.87,271.74,271.74,271.74,271.74,367.32,271.74,271.74,271.74,271.74,271.74,271.74,271.74,271.74,367.32,426.37,426.37
6/1/2014,18 - 19,269.97,267.93,267.93,267.93,267.93,325.12,267.93,267.93,267.93,267.93,267.93,267.93,267.93,267.93,325.12,426.1,426.1
6/1/2014,19 - 20,262.43,261.37,261.37,261.37,261.37,284.33,261.37,261.37,261.37,261.37,261.37,261.37,261.37,261.37,302.77,425.83,425.83
6/1/2014,20 - 21,256.85,257.11,257.11,257.11,257.11,257.11,257.11,257.11,257.11,257.11,257.11,257.11,257.11,257.11,287.44,425.83,425.83
6/1/2014,21 - 22,251.62,251.53,251.53,251.53,251.53,283.62,251.26,251.26,251.53,251.53,251.53,251.53,251.53,251.53,283.62,399.06,399.06
6/1/2014,22 - 23,248.87,249.93,249.93,249.93,249.93,254.54,230.69,230.69,249.93,249.93,249.93,249.93,249.93,249.93,254.54,293.02,293.02
6/1/2014,23 - 00,241.07,246.65,246.65,246.65,246.65,246.65,102.4,102.4,246.65,246.65,246.65,246.65,246.65,246.65,246.65,292.67,292.67
7/1/2014,00 - 01,237.16,242.66,242.66,242.66,242.66,242.66,82.13,82.13,242.66,242.66,242.66,242.66,242.66,242.66,242.66,266.6,266.6
7/1/2014,01 - 02,233.43,239.29,239.29,239.29,239.29,239.29,67.32,67.32,239.29,239.29,239.29,239.29,239.29,239.29,239.29,266.42,266.42
7/1/2014,02 - 03,225.63,235.65,235.65,235.65,235.65,235.65,0.62,0.62,235.65,235.65,235.65,235.65,235.65,235.65,235.65,266.6,266.6
7/1/2014,03 - 04,225.1,235.29,235.29,235.29,235.29,235.29,0.71,0.71,235.29,235.29,235.29,235.29,235.29,235.29,235.29,266.6,266.6
7/1/2014,04 - 05,234.23,240.7,240.7,240.7,240.7,240.7,18.18,18.18,240.7,240.7,240.7,240.7,240.7,240.7,240.7,407.89,407.89
7/1/2014,05 - 06,243.63,247.27,247.27,247.27,247.27,287.18,57.83,57.83,247.27,247.27,247.27,247.27,247.27,247.27,287.18,420.48,420.48
7/1/2014,06 - 07,254.63,252.5,252.5,252.5,252.5,441.5,231.21,252.5,252.5,252.5,252.5,252.5,252.5,252.5,441.5,441.5,441.5
7/1/2014,07 - 08,271.39,266.42,266.42,266.42,266.42,514.4,266.42,266.42,266.42,266.42,266.42,266.42,266.42,266.42,514.4,514.4,514.4
7/1/2014,08 - 09,276.27,273.61,273.61,273.61,273.61,401.14,273.61,273.61,272.54,272.54,272.54,273.61,273.61,273.61,401.14,421.9,421.9
7/1/2014,09 - 10,271.66,267.58,267.58,267.58,267.58,437.51,267.58,267.58,267.58,267.58,267.58,267.58,267.58,267.58,437.51,437.51,437.51
7/1/2014,10 - 11,269.62,265.98,265.98,265.98,265.98,411.79,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,411.79,421.99,421.99
7/1/2014,11 - 12,271.3,267.58,267.58,267.58,267.58,419.77,267.58,267.58,267.58,267.58,267.58,267.58,267.58,267.58,419.77,421.81,421.81
7/1/2014,12 - 13,268.46,264.56,264.56,264.56,264.56,421.99,264.56,264.56,264.56,264.56,264.56,264.56,264.56,264.56,421.99,421.99,421.99
7/1/2014,13 - 14,270.06,266.16,266.16,266.16,266.16,411.7,266.16,266.16,266.16,266.16,266.16,266.16,266.16,266.16,411.7,421.9,421.9
7/1/2014,14 - 15,271.04,266.51,266.51,266.51,266.51,426.33,266.51,266.51,266.51,266.51,266.51,266.51,266.51,266.51,426.33,426.33,426.33
7/1/2014,15 - 16,272.99,268.46,268.46,268.46,268.46,465.18,268.46,268.46,268.46,268.46,268.46,268.46,268.46,268.46,465.18,465.18,465.18
7/1/2014,16 - 17,278.13,274.32,274.32,274.32,274.32,461.81,271.92,274.32,271.92,271.92,271.92,274.32,274.32,274.32,461.81,461.81,461.81
7/1/2014,17 - 18,279.2,275.29,275.29,275.29,275.29,426.51,272.54,275.29,272.54,272.54,272.54,275.29,275.29,275.29,426.51,426.51,426.51
7/1/2014,18 - 19,273.79,269.88,269.88,269.88,269.88,425.89,269.88,269.88,269.88,269.88,269.88,269.88,269.88,269.88,425.89,425.89,425.89
7/1/2014,19 - 20,267.93,264.47,264.47,264.47,264.47,361.68,264.47,264.47,264.47,264.47,264.47,264.47,264.47,264.47,361.68,421.99,421.99
7/1/2014,20 - 21,262.79,260.66,260.66,260.66,260.66,303.05,260.66,260.66,260.66,260.66,260.66,260.66,260.66,260.66,303.05,421.99,421.99
7/1/2014,21 - 22,255.34,253.56,253.56,253.56,253.56,311.57,253.56,253.56,253.56,253.56,253.56,253.56,253.56,253.56,311.57,319.64,319.64
7/1/2014,22 - 23,250.46,249.57,249.57,249.57,249.57,282.48,249.57,249.57,249.57,249.57,249.57,249.57,249.57,249.57,282.48,292.77,292.77
7/1/2014,23 - 00,242.3,245.23,245.23,245.23,245.23,245.23,177.91,177.91,245.23,245.23,245.23,245.23,245.23,245.23,245.23,266.34,266.34
8/1/2014,00 - 01,237.83,240.04,240.04,240.04,240.04,240.04,195.03,195.03,240.04,240.04,240.04,240.04,240.04,240.04,240.04,240.04,240.04
