Elspot Prices in SEK/MWh,,,,,,,,,,,,,,,,,,,
Data was last updated 12-11-2015,,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,ELE,LV,LT
12/5/2013,03 - 04,256.99,256.9,256.9,256.9,256.9,256.9,256.9,256.9,256.9,256.9,256.9,256.9,256.9,294.84,256.9,256.9,,298.02
12/5/2013,04 - 05,258.36,258.36,258.36,258.36,258.36,258.36,258.36,258.36,258.36,258.36,258.36,258.36,258.36,258.36,258.36,258.36,,265.06
12/5/2013,05 - 06,265.23,265.23,265.23,265.23,265.23,265.23,265.23,265.23,265.23,265.23,265.23,265.23,265.23,265.23,265.23,265.23,,349.78
12/5/2013,06 - 07,251.32,249.18,249.18,249.18,249.18,249.18,249.18,249.18,249.18,249.18,249.18,294.76,294.76,294.76,249.18,257.93,,347.46
12/5/2013,07 - 08,267.03,260.77,260.77,260.77,260.77,260.77,260.77,260.77,260.77,260.77,260.77,305.83,305.83,305.83,260.77,260.77,,475.96
12/5/2013,08 - 09,276.82,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,,429.86
12/5/2013,09 - 10,298.28,298.36,298.36,298.36,298.36,298.36,298.36,298.36,298.36,298.36,298.36,298.36,298.36,298.36,298.36,298.36,,467.54
12/5/2013,10 - 11,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,,472.78
12/5/2013,11 - 12,307.2,307.2,307.2,307.2,307.2,307.2,307.2,307.2,307.2,307.2,307.2,307.2,307.2,307.2,307.2,307.2,,472.78
12/5/2013,12 - 13,305.14,305.14,305.14,305.14,305.14,305.14,305.14,305.14,305.14,305.14,305.14,305.14,305.14,305.14,305.14,305.14,,501.71
12/5/2013,13 - 14,301.8,301.8,301.8,301.8,301.8,301.8,301.8,301.8,301.8,301.8,301.8,301.8,301.8,301.8,301.8,301.8,,493.12
12/5/2013,14 - 15,296.22,296.22,296.22,296.22,296.22,296.22,296.22,296.22,296.22,296.22,296.22,296.22,296.22,296.22,296.22,296.22,,489.09
12/5/2013,15 - 16,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,,482.82
12/5/2013,16 - 17,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,,473.81
12/5/2013,17 - 18,309.35,309.35,309.35,309.35,309.35,309.35,309.35,309.35,309.35,309.35,309.35,309.35,309.35,309.35,309.35,309.35,,418.7
12/5/2013,18 - 19,312.01,312.01,312.01,312.01,312.01,312.01,312.01,312.01,312.01,312.01,312.01,312.01,312.01,312.01,312.01,312.01,,418.62
12/5/2013,19 - 20,313.81,313.81,313.81,313.81,313.81,313.81,313.81,313.81,313.81,313.81,313.81,313.81,313.81,313.81,313.81,313.81,,418.27
12/5/2013,20 - 21,315.79,315.79,315.79,315.79,315.79,315.79,315.79,315.79,315.79,315.79,315.79,315.79,315.79,315.79,315.79,315.79,,418.36
12/5/2013,21 - 22,327.72,327.72,327.72,327.72,327.72,327.72,327.72,327.72,327.72,327.72,327.72,327.72,327.72,327.72,327.72,327.72,,418.62
12/5/2013,22 - 23,327.29,327.29,327.29,327.29,327.29,327.29,327.29,327.29,327.29,327.29,327.29,327.29,327.29,327.29,327.29,327.29,,360.51
12/5/2013,23 - 00,311.84,311.84,311.84,311.84,311.84,311.84,311.84,311.84,311.84,311.84,311.84,311.84,311.84,311.84,311.84,311.84,,346.77
13-05-2013,00 - 01,309.52,309.52,309.52,309.52,309.52,309.52,309.52,309.52,309.52,309.52,309.52,309.52,309.52,309.52,309.52,471.41,,336.47
13-05-2013,01 - 02,281.88,281.88,281.88,281.88,281.88,281.88,281.88,281.88,281.88,281.88,281.88,281.88,281.88,281.88,281.88,281.88,,418.62
13-05-2013,02 - 03,276.65,276.65,276.65,276.65,276.65,276.65,276.65,276.65,276.65,276.65,276.65,276.65,276.65,276.65,276.65,276.65,,405.14
13-05-2013,03 - 04,270.98,270.98,270.98,270.98,270.98,270.98,270.98,270.98,270.98,270.98,270.98,270.98,270.98,270.98,270.98,270.98,,315.87
13-05-2013,04 - 05,268.58,268.58,268.58,268.58,268.58,268.58,268.58,268.58,268.58,268.58,268.58,268.58,268.58,268.58,268.58,386.52,,363.94
13-05-2013,05 - 06,300.34,300.34,300.34,300.34,300.34,300.34,300.34,300.34,300.34,300.34,300.34,300.34,300.34,300.34,300.34,387.03,,430.89
13-05-2013,06 - 07,343.43,343.34,343.34,343.34,343.34,343.34,325.74,343.34,343.34,343.34,343.34,343.34,343.34,343.34,343.34,386.86,,472.44
13-05-2013,07 - 08,365.49,364.28,364.28,364.28,364.28,410.46,364.28,364.28,364.28,364.28,364.28,364.28,364.28,364.28,410.46,410.46,,521.88
13-05-2013,08 - 09,373.3,371.75,371.75,371.75,371.75,437.42,367.89,371.75,371.75,367.89,371.75,371.75,371.75,371.75,437.42,437.42,,551.92
13-05-2013,09 - 10,371.15,371.06,371.06,371.06,371.06,437.33,342.48,371.06,371.06,367.2,371.06,371.06,371.06,371.06,437.33,437.33,,559.22
13-05-2013,10 - 11,374.76,373.3,373.3,373.3,373.3,437.33,363.85,373.3,373.3,373.3,373.3,373.3,373.3,373.3,437.33,471.23,,560.07
13-05-2013,11 - 12,386.94,386.77,386.77,386.77,386.77,436.99,396.3,386.77,386.77,386.77,386.77,386.77,386.77,386.77,436.99,471.23,,545.48
13-05-2013,12 - 13,372.78,372.7,372.7,372.7,372.7,374.67,372.7,372.7,372.7,372.7,372.7,372.7,372.7,372.7,374.67,471.23,,543.76
13-05-2013,13 - 14,370.81,370.81,370.81,370.81,370.81,370.81,370.81,370.81,370.81,370.81,370.81,370.81,370.81,370.81,370.81,442.48,,521.45
13-05-2013,14 - 15,369.95,369.95,369.95,369.95,369.95,369.95,370.21,369.95,369.95,369.95,369.95,369.95,369.95,369.95,369.95,421.54,,554.49
13-05-2013,15 - 16,358.96,358.96,358.96,358.96,358.96,358.96,358.7,358.96,358.96,358.96,358.96,358.96,358.96,358.96,358.96,407.12,,484.97
13-05-2013,16 - 17,345.31,345.31,345.31,345.31,345.31,345.31,345.31,345.31,345.31,345.31,345.31,345.31,345.31,345.31,345.31,387.03,,418.1
13-05-2013,17 - 18,350.04,350.04,350.04,350.04,350.04,350.04,350.04,350.04,350.04,350.04,350.04,350.04,350.04,350.04,350.04,386.94,,335.36
13-05-2013,18 - 19,353.64,353.64,353.64,353.64,353.64,353.64,351.41,353.64,353.64,353.64,353.64,353.64,353.64,353.64,353.64,386.86,,309.52
13-05-2013,19 - 20,359.73,359.73,359.73,359.73,359.73,359.73,361.97,359.73,359.73,359.73,359.73,359.73,359.73,359.73,359.73,386.86,,298.36
13-05-2013,20 - 21,354.16,354.16,354.16,354.16,354.16,354.16,354.16,354.16,354.16,354.16,354.16,354.16,354.16,354.16,354.16,386.77,,335.44
13-05-2013,21 - 22,347.63,347.63,347.63,347.63,347.63,347.63,347.63,347.63,347.63,347.63,347.63,347.63,347.63,347.63,347.63,386.86,,361.02
13-05-2013,22 - 23,339.65,339.65,339.65,339.65,339.65,339.65,339.65,339.65,339.65,339.65,339.65,339.65,339.65,339.65,339.65,386.69,,398.27
13-05-2013,23 - 00,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,386.77,,418.27
14-05-2013,00 - 01,293.3,293.73,293.73,293.73,293.73,293.73,289.28,293.73,293.73,293.73,293.73,293.73,293.73,293.73,293.73,293.73,,357.92
14-05-2013,01 - 02,275.24,275.24,275.24,275.24,275.24,275.24,275.24,275.24,275.24,275.24,275.24,275.24,275.24,275.24,275.24,291.76,,357.66
14-05-2013,02 - 03,270.28,270.28,270.28,270.28,270.28,270.28,270.28,270.28,270.28,270.28,270.28,270.28,270.28,270.28,270.28,291.67,,357.23
14-05-2013,03 - 04,269.59,269.59,269.59,269.59,269.59,269.59,269.59,269.59,269.59,269.59,269.59,269.59,269.59,269.59,269.59,291.67,,356.63
14-05-2013,04 - 05,274.98,274.98,274.98,274.98,274.98,274.98,274.98,274.98,274.98,274.98,274.98,274.98,274.98,274.98,274.98,291.76,,354.32
14-05-2013,05 - 06,296.3,296.3,296.3,296.3,296.3,296.3,296.3,296.3,296.3,296.3,296.3,296.3,296.3,296.3,296.3,428.52,,385.22
14-05-2013,06 - 07,344.65,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,344.31,471.06,,385.99
14-05-2013,07 - 08,377.34,376.66,376.66,376.66,376.66,376.66,376.66,376.66,376.66,376.66,376.66,376.66,376.66,376.66,376.66,428.52,,439.91
14-05-2013,08 - 09,387.79,395.32,395.32,395.32,395.32,395.32,385.9,395.32,383.76,383.76,383.76,395.32,395.32,395.32,395.32,428.7,,471.15
14-05-2013,09 - 10,377.52,393.18,393.18,393.18,393.18,393.18,367.42,393.18,372.55,369.56,372.55,393.18,393.18,393.18,393.18,428.7,,444.19
14-05-2013,10 - 11,374.69,392.84,392.84,392.84,392.84,392.84,361.34,392.84,371.01,361.34,371.01,392.84,392.84,392.84,392.84,428.7,,417.48
14-05-2013,11 - 12,370.07,382.39,382.39,382.39,382.39,382.39,358.43,382.39,368.53,358.43,368.53,382.39,382.39,382.39,382.39,470.8,,416.97
14-05-2013,12 - 13,371.78,385.47,385.47,385.47,385.47,385.47,358.09,385.47,358.09,358.09,358.09,385.47,385.47,385.47,385.47,471.06,,417.14
14-05-2013,13 - 14,364.76,375.55,375.55,375.55,375.55,375.55,354.32,375.55,354.32,354.32,354.32,375.55,375.55,375.55,375.55,471.15,,417.23
14-05-2013,14 - 15,355.86,359.29,359.29,359.29,359.29,359.29,351.33,359.29,351.33,351.33,351.33,359.29,359.29,359.29,359.29,470.89,,417.23
14-05-2013,15 - 16,355.01,358.77,358.77,358.77,358.77,358.77,351.16,358.77,351.16,351.16,351.16,358.77,358.77,358.77,358.77,471.15,,417.4
14-05-2013,16 - 17,350.38,350.13,350.13,350.13,350.13,350.13,350.13,350.13,350.13,350.13,350.13,350.13,350.13,350.13,350.13,470.89,,417.31
14-05-2013,17 - 18,352.52,352.35,352.35,352.35,352.35,352.35,352.35,352.35,352.35,352.35,352.35,352.35,352.35,352.35,352.35,428.7,,449.32
14-05-2013,18 - 19,358.94,358.94,358.94,358.94,358.94,358.94,354.41,358.94,358.94,358.94,358.94,358.94,358.94,358.94,358.94,470.8,,432.89
14-05-2013,19 - 20,363.39,363.39,363.39,363.39,363.39,363.39,367.93,363.39,363.39,363.39,363.39,363.39,363.39,363.39,363.39,428.78,,437.34
14-05-2013,20 - 21,367.25,367.25,367.25,367.25,367.25,367.25,367.25,367.25,367.25,367.25,367.25,367.25,367.25,367.25,367.25,428.7,,458.48
14-05-2013,21 - 22,359.71,359.71,359.71,359.71,359.71,359.71,359.71,359.71,359.71,359.71,359.71,359.71,359.71,359.71,359.71,428.61,,457.37
14-05-2013,22 - 23,345.59,345.59,345.59,345.59,345.59,345.59,345.59,345.59,345.59,345.59,345.59,345.59,345.59,345.59,345.59,428.18,,395.15
14-05-2013,23 - 00,321.2,321.2,321.2,321.2,321.2,321.2,321.2,321.2,321.2,321.2,321.2,321.2,321.2,321.2,321.2,325.57,,356.46
15-05-2013,00 - 01,305.57,305.57,305.57,305.57,305.57,305.57,305.57,305.57,305.57,305.57,305.57,305.57,305.57,305.57,305.57,305.57,,437.34
15-05-2013,01 - 02,297.44,297.44,297.44,297.44,297.44,297.44,297.44,297.44,297.44,297.44,297.44,297.44,297.44,297.44,297.44,297.44,,422.81
15-05-2013,02 - 03,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,,425.06
15-05-2013,03 - 04,289.48,289.48,289.48,289.48,289.48,289.48,289.48,289.48,289.48,289.48,289.48,289.48,289.48,289.48,289.48,289.48,,421.95
15-05-2013,04 - 05,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,,421.69
15-05-2013,05 - 06,321.39,321.39,321.39,321.39,321.39,321.39,321.39,321.39,321.39,321.39,321.39,321.39,321.39,321.39,321.39,321.39,,389.96
15-05-2013,06 - 07,343.27,343.18,343.18,343.18,343.18,343.18,330.64,343.18,343.18,343.18,343.18,343.18,343.18,343.18,343.18,346.64,,421.86
15-05-2013,07 - 08,376.47,375.95,375.95,375.95,375.95,375.95,388.49,375.95,375.95,375.95,375.95,375.95,375.95,375.95,375.95,432.5,,514.47
15-05-2013,08 - 09,386.33,389.78,389.78,389.78,389.78,432.76,389.78,389.78,381.05,381.05,381.05,389.78,389.78,389.78,432.76,432.76,,538.68
15-05-2013,09 - 10,365.49,364.36,364.36,364.36,364.36,414.77,355.63,364.36,364.36,364.36,364.36,364.36,364.36,364.36,414.77,432.67,,522.68
15-05-2013,10 - 11,354.77,353.64,353.64,353.64,353.64,370.59,353.64,353.64,353.64,353.64,353.64,353.64,353.64,353.64,370.59,432.76,,546.89
15-05-2013,11 - 12,350.01,349.41,349.41,349.41,349.41,362.72,349.41,349.41,349.41,349.41,349.41,349.41,349.41,349.41,362.72,432.67,,538.24
15-05-2013,12 - 13,346.12,346.47,346.47,346.47,346.47,346.64,323.72,346.47,346.47,346.47,346.47,346.47,346.47,346.47,346.64,432.67,,539.54
15-05-2013,13 - 14,344.13,344.91,344.91,344.91,344.91,344.91,321.39,344.91,344.91,344.91,344.91,344.91,344.91,344.91,344.91,432.67,,537.81
15-05-2013,14 - 15,340.33,341.1,341.1,341.1,341.1,341.1,324.07,341.1,341.1,341.1,341.1,341.1,341.1,341.1,341.1,432.67,,520.09
15-05-2013,15 - 16,338.16,339.81,339.81,339.81,339.81,339.81,274.79,339.81,339.81,339.81,339.81,339.81,339.81,339.81,339.81,432.58,,492.85
15-05-2013,16 - 17,331.16,334.62,334.62,334.62,334.62,334.62,278.94,334.62,334.62,334.62,334.62,334.62,334.62,334.62,334.62,432.5,,421.95
15-05-2013,17 - 18,332.37,333.24,333.24,333.24,333.24,333.24,307.47,333.24,333.24,333.24,333.24,333.24,333.24,333.24,333.24,432.5,,421.34
15-05-2013,18 - 19,343.44,343.44,343.44,343.44,343.44,343.44,345.25,343.44,343.44,343.44,343.44,343.44,343.44,343.44,343.44,432.41,,402.06
15-05-2013,19 - 20,347.24,347.24,347.24,347.24,347.24,347.24,371.19,347.24,347.24,347.24,347.24,347.24,347.24,347.24,347.24,432.5,,389.52
15-05-2013,20 - 21,344.39,344.39,344.39,344.39,344.39,344.39,344.39,344.39,344.39,344.39,344.39,344.39,344.39,344.39,344.39,432.41,,389.18
15-05-2013,21 - 22,346.55,346.55,346.55,346.55,346.55,346.55,346.55,346.55,346.55,346.55,346.55,346.55,346.55,346.55,346.55,346.55,,381.22
15-05-2013,22 - 23,341.45,341.1,341.1,341.1,341.1,341.1,353.9,341.1,341.1,341.1,341.1,341.1,341.1,341.1,341.1,341.1,,380.88
15-05-2013,23 - 00,299.69,301.07,301.07,301.07,301.07,301.07,288.27,301.07,301.07,301.07,301.07,301.07,301.07,301.07,301.07,301.07,,354.59
16-05-2013,00 - 01,261.37,257.42,257.42,257.42,257.42,257.42,257.42,257.42,264.38,264.38,264.38,257.42,257.42,257.42,257.42,257.42,,343.16
16-05-2013,01 - 02,235.94,230.44,230.44,230.44,230.44,230.44,234.48,230.44,256.04,256.04,256.04,230.44,230.44,230.44,230.44,230.44,,343.42
16-05-2013,02 - 03,235.85,229.15,229.15,229.15,229.15,229.15,229.15,229.15,252.52,252.52,252.52,229.15,229.15,229.15,229.15,229.15,,343.42
16-05-2013,03 - 04,228.38,225.11,225.11,225.11,225.11,225.11,225.11,225.11,252.6,252.6,252.6,225.11,225.11,225.11,225.11,225.11,,343.51
16-05-2013,04 - 05,249.34,245.9,245.9,245.9,245.9,245.9,247.97,245.9,252.95,252.95,252.95,245.9,245.9,245.9,245.9,245.9,,343.42
16-05-2013,05 - 06,272.54,272.28,272.28,272.28,272.28,272.28,272.28,272.28,272.28,272.28,272.28,272.28,272.28,272.28,272.28,272.28,,345.4
16-05-2013,06 - 07,318.94,318.94,318.94,318.94,318.94,318.94,294.62,318.94,318.94,318.94,318.94,318.94,318.94,318.94,318.94,318.94,,370.06
16-05-2013,07 - 08,354.68,354.16,354.16,354.16,354.16,354.16,369.03,354.16,354.16,354.16,354.16,354.16,354.16,354.16,354.16,386.98,,382.17
16-05-2013,08 - 09,384.49,382.69,382.69,382.69,382.69,382.69,392.14,392.14,382.69,382.69,382.69,382.69,382.69,382.69,382.69,387.16,,385.69
16-05-2013,09 - 10,380.63,380.37,380.37,380.37,380.37,380.37,389.73,389.73,380.37,380.37,380.37,380.37,380.37,380.37,380.37,387.24,,386.98
16-05-2013,10 - 11,377.19,376.93,376.93,376.93,376.93,376.93,386.21,386.21,376.93,376.93,376.93,376.93,376.93,376.93,376.93,387.24,,386.9
16-05-2013,11 - 12,372.29,372.03,372.03,372.03,372.03,372.03,381.14,381.14,372.03,372.03,372.03,372.03,372.03,372.03,372.03,387.24,,386.81
16-05-2013,12 - 13,354.25,354.08,354.08,354.08,354.08,354.08,354.08,354.08,354.08,354.08,354.08,354.08,354.08,354.08,354.08,387.24,,385.52
16-05-2013,13 - 14,333.37,333.37,333.37,333.37,333.37,333.37,333.37,333.37,333.37,333.37,333.37,333.37,333.37,333.37,333.37,387.24,,382.95
16-05-2013,14 - 15,328.99,328.99,328.99,328.99,328.99,328.99,328.99,328.99,328.99,328.99,328.99,328.99,328.99,328.99,328.99,387.16,,381.06
16-05-2013,15 - 16,325.38,325.38,325.38,325.38,325.38,325.38,325.38,325.38,325.38,325.38,325.38,325.38,325.38,325.38,325.38,387.07,,378.91
16-05-2013,16 - 17,311.2,311.2,311.2,311.2,311.2,311.2,311.2,311.2,311.2,311.2,311.2,311.2,311.2,311.2,311.2,386.9,,377.79
16-05-2013,17 - 18,313.01,313.09,313.09,313.09,313.09,313.09,312.06,313.09,313.09,313.09,313.09,313.09,313.09,313.09,313.09,386.9,,375.73
16-05-2013,18 - 19,325.38,325.38,325.38,325.38,325.38,325.38,326.5,325.38,325.38,325.38,325.38,325.38,325.38,325.38,325.38,386.81,,375.47
16-05-2013,19 - 20,325.89,325.89,325.89,325.89,325.89,325.89,325.89,325.89,325.89,325.89,325.89,325.89,325.89,325.89,325.89,386.81,,370.49
16-05-2013,20 - 21,323.06,323.06,323.06,323.06,323.06,323.06,323.06,323.06,323.06,323.06,323.06,323.06,323.06,323.06,323.06,386.73,,370.4
16-05-2013,21 - 22,322.97,322.97,322.97,322.97,322.97,322.97,326.5,322.97,322.97,322.97,322.97,322.97,322.97,322.97,322.97,322.97,,363.53
16-05-2013,22 - 23,298.66,298.66,298.66,298.66,298.66,298.66,301.49,298.66,298.66,298.66,298.66,298.66,298.66,298.66,298.66,298.66,,360.78
16-05-2013,23 - 00,267.9,267.9,267.9,267.9,267.9,267.9,261.45,267.9,267.9,267.9,267.9,267.9,267.9,267.9,267.9,267.9,,343.51
17-05-2013,00 - 01,233.88,233.88,233.88,233.88,233.88,233.88,233.88,233.88,233.88,233.88,233.88,233.88,233.88,233.88,233.88,282.78,,343.29
17-05-2013,01 - 02,209.38,209.38,209.38,209.38,209.38,209.38,209.38,209.38,209.38,209.38,209.38,209.38,209.38,209.38,220.47,220.47,,343.29
17-05-2013,02 - 03,189.7,189.7,189.7,189.7,189.7,189.7,189.7,189.7,189.7,189.7,189.7,189.7,189.7,189.7,218.83,218.83,,343.38
17-05-2013,03 - 04,166.57,166.66,166.66,166.66,166.66,166.66,165.29,166.66,166.66,166.66,166.66,166.66,166.66,166.66,215.65,215.65,,343.21
17-05-2013,04 - 05,189.61,189.61,189.61,189.61,189.61,189.61,189.61,189.61,189.61,189.61,189.61,189.61,189.61,189.61,217.11,217.11,,343.21
17-05-2013,05 - 06,238.26,238.77,238.77,238.77,238.77,238.77,229.15,238.77,238.77,238.77,238.77,238.77,238.77,238.77,238.77,238.77,,343.55
17-05-2013,06 - 07,297.39,297.57,297.57,297.57,297.57,297.57,300.83,297.57,297.57,297.57,297.57,297.57,297.57,297.57,297.57,297.57,,361.17
17-05-2013,07 - 08,334.18,332.63,332.63,332.63,332.63,340.71,338.99,364.78,332.63,332.63,332.63,332.63,332.63,332.63,340.71,369.94,,378.19
17-05-2013,08 - 09,343.55,342.17,342.17,342.17,342.17,344.5,342.17,405.18,342.17,342.17,342.17,342.17,342.17,342.17,344.5,370.11,,382.31
17-05-2013,09 - 10,346.21,346.47,346.47,346.47,346.47,346.47,346.47,445.15,346.47,346.47,346.47,346.47,346.47,346.47,346.47,370.11,,418.76
17-05-2013,10 - 11,354.29,359.62,359.62,359.62,359.62,359.62,359.62,404.49,347.59,347.59,347.59,359.62,359.62,359.62,359.62,370.11,,386.35
17-05-2013,11 - 12,350.94,357.9,357.9,357.9,357.9,357.9,357.9,392.28,341.92,341.92,341.92,357.9,357.9,357.9,357.9,370.11,,380.94
17-05-2013,12 - 13,343.03,344.24,344.24,344.24,344.24,344.24,344.24,371.57,337.88,337.88,337.88,344.24,344.24,344.24,344.24,370.11,,378.62
17-05-2013,13 - 14,333.06,333.15,333.15,333.15,333.15,333.15,333.15,368.99,333.15,333.15,333.15,333.15,333.15,333.15,333.15,370.11,,377.76
17-05-2013,14 - 15,326.96,326.96,326.96,326.96,326.96,326.96,326.96,334.95,326.96,326.96,326.96,326.96,326.96,326.96,326.96,369.94,,376.3
17-05-2013,15 - 16,320.94,320.86,320.86,320.86,320.86,320.86,320.86,328.77,320.86,320.86,320.86,320.86,320.86,320.86,320.86,369.85,,375.7
17-05-2013,16 - 17,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,369.85,,369.16
17-05-2013,17 - 18,318.62,318.62,318.62,318.62,318.62,318.62,318.62,326.53,318.62,318.62,318.62,318.62,318.62,318.62,318.62,369.77,,366.93
17-05-2013,18 - 19,323.95,323.95,323.95,323.95,323.95,323.95,323.95,352.15,323.95,323.95,323.95,323.95,323.95,323.95,323.95,369.68,,365.73
17-05-2013,19 - 20,313.98,313.9,313.9,313.9,313.9,313.9,313.9,370.2,313.9,313.9,313.9,313.9,313.9,313.9,313.9,370.45,,364.95
17-05-2013,20 - 21,314.58,314.58,314.58,314.58,314.58,314.58,314.58,314.58,314.58,314.58,314.58,314.58,314.58,314.58,314.58,370.45,,364.44
17-05-2013,21 - 22,316.99,316.99,316.99,316.99,316.99,316.99,316.99,316.99,316.99,316.99,316.99,316.99,316.99,316.99,316.99,316.99,,360.83
17-05-2013,22 - 23,299.11,299.11,299.11,299.11,299.11,299.11,299.11,299.11,299.11,299.11,299.11,299.11,299.11,299.11,299.11,299.11,,360.74
17-05-2013,23 - 00,272.98,272.98,272.98,272.98,272.98,272.98,272.98,272.98,272.98,272.98,272.98,272.98,272.98,272.98,272.98,272.98,,343.46
18-05-2013,00 - 01,251.87,254.26,254.26,254.26,254.26,254.26,188.54,188.54,254.26,254.26,254.26,254.26,254.26,254.26,255.55,255.55,,170.91
18-05-2013,01 - 02,222.68,223.28,223.28,223.28,223.28,223.28,168.85,168.85,223.28,223.28,223.28,223.28,223.28,223.28,249.04,249.04,,170.99
18-05-2013,02 - 03,194.44,203.94,203.94,203.94,203.94,203.94,157.56,157.56,203.94,203.94,203.94,203.94,203.94,203.94,245.62,245.62,,170.99
18-05-2013,03 - 04,175.02,202.14,202.14,202.14,202.14,202.14,159.27,159.27,202.14,202.14,202.14,202.14,202.14,202.14,241.17,241.17,,170.99
18-05-2013,04 - 05,170.91,173.82,173.82,173.82,173.82,173.82,159.95,159.95,173.82,173.82,173.82,173.82,173.82,173.82,241,241,,170.99
18-05-2013,05 - 06,219,223.03,223.03,223.03,223.03,223.03,145.75,145.75,223.03,223.03,223.03,223.03,223.03,223.03,243.4,243.4,,171.08
18-05-2013,06 - 07,231.76,231.76,231.76,231.76,231.76,231.76,231.76,231.76,231.76,231.76,231.76,231.76,231.76,231.76,231.76,231.76,,201.97
18-05-2013,07 - 08,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,342.5,,279.77
18-05-2013,08 - 09,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,268.9,342.76,,295.43
18-05-2013,09 - 10,279.25,279.25,279.25,279.25,279.25,279.25,279.25,279.25,279.25,279.25,279.25,279.25,279.25,279.25,279.25,342.76,,301.25
18-05-2013,10 - 11,285.59,285.59,285.59,285.59,285.59,285.59,285.59,285.59,285.59,285.59,285.59,285.59,285.59,285.59,285.59,342.84,,284.65
18-05-2013,11 - 12,282.76,282.76,282.76,282.76,282.76,282.76,282.76,282.76,282.76,282.76,282.76,282.76,282.76,282.76,282.76,342.76,,256.57
18-05-2013,12 - 13,277.37,277.37,277.37,277.37,277.37,277.37,277.37,277.37,277.37,277.37,277.37,277.37,277.37,277.37,277.37,342.76,,214.47
18-05-2013,13 - 14,276.6,276.6,276.6,276.6,276.6,276.6,276.6,276.6,276.6,276.6,276.6,276.6,276.6,276.6,276.6,342.67,,210.27
18-05-2013,14 - 15,274.72,274.72,274.72,274.72,274.72,274.72,274.72,274.72,274.72,274.72,274.72,274.72,274.72,274.72,274.72,342.67,,204.63
18-05-2013,15 - 16,273.43,273.43,273.43,273.43,273.43,273.43,273.43,273.43,273.43,273.43,273.43,273.43,273.43,273.43,273.43,342.58,,202.91
18-05-2013,16 - 17,273.86,273.86,273.86,273.86,273.86,273.86,273.86,273.86,273.86,273.86,273.86,273.86,273.86,273.86,273.86,342.58,,204.11
18-05-2013,17 - 18,275.06,275.06,275.06,275.06,275.06,275.06,275.06,275.06,275.06,275.06,275.06,275.06,275.06,275.06,275.06,342.58,,208.73
18-05-2013,18 - 19,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,342.58,,223.71
18-05-2013,19 - 20,303.39,303.39,303.39,303.39,303.39,303.39,303.39,303.39,303.39,303.39,303.39,303.39,303.39,303.39,303.39,342.58,,218.58
18-05-2013,20 - 21,306.73,306.73,306.73,306.73,306.73,306.73,306.73,306.73,306.73,306.73,306.73,306.73,306.73,306.73,306.73,342.58,,219.86
18-05-2013,21 - 22,309.38,309.38,309.38,309.38,309.38,309.38,309.38,309.38,309.38,309.38,309.38,309.38,309.38,309.38,309.38,309.38,,171.16
18-05-2013,22 - 23,298.51,298.51,298.51,298.51,298.51,298.51,298.51,298.51,298.51,298.51,298.51,298.51,298.51,298.51,298.51,298.51,,171.08
18-05-2013,23 - 00,274.38,274.38,274.38,274.38,274.38,274.38,274.38,274.38,274.38,274.38,274.38,274.38,274.38,274.38,274.38,274.38,,171.08
19-05-2013,00 - 01,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3,,231.24
19-05-2013,01 - 02,254.52,254.52,254.52,254.52,254.52,254.52,254.52,254.52,254.52,254.52,254.52,254.52,254.52,254.52,254.52,254.52,,256.92
19-05-2013,02 - 03,239.97,239.97,239.97,239.97,239.97,239.97,239.97,239.97,239.97,239.97,239.97,239.97,239.97,239.97,239.97,239.97,,257.26
19-05-2013,03 - 04,231.67,231.67,231.67,231.67,231.67,231.67,231.67,231.67,231.67,231.67,231.67,231.67,231.67,231.67,231.67,231.67,,257.35
19-05-2013,04 - 05,229.87,229.87,229.87,229.87,229.87,229.87,229.87,229.87,229.87,229.87,229.87,229.87,229.87,229.87,229.87,229.87,,257.43
