Elspot Prices in SEK/MWh,,,,,,,,,,,,,,,,,,,
Data was last updated 12-11-2015,,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,ELE,LV,LT
17-01-2013,06 - 07,378.83,378.83,378.83,378.83,378.83,378.83,378.83,378.83,378.83,378.83,378.83,378.83,378.83,378.83,378.83,380.47,,460.27
17-01-2013,07 - 08,532.37,532.37,532.37,532.37,532.37,532.37,532.37,532.37,532.37,532.37,532.37,532.37,532.37,532.37,532.37,532.37,,510.58
17-01-2013,08 - 09,539.63,539.63,539.63,539.63,539.63,539.63,539.63,539.63,539.63,539.63,539.63,539.63,539.63,539.63,539.63,539.63,,520.18
17-01-2013,09 - 10,518.01,518.01,518.01,518.01,518.01,518.01,518.01,518.01,518.01,518.01,518.01,518.01,518.01,518.01,518.01,518.01,,505.48
17-01-2013,10 - 11,502.63,502.63,502.63,502.63,502.63,502.63,502.63,502.63,502.63,502.63,502.63,502.63,502.63,502.63,502.63,502.63,,484.82
17-01-2013,11 - 12,486.03,500.38,500.38,500.38,500.38,500.38,500.38,500.38,500.38,432.26,500.38,500.38,500.38,500.38,500.38,500.38,,467.01
17-01-2013,12 - 13,508.16,505.91,505.91,505.91,505.91,505.91,505.91,505.91,505.91,505.91,505.91,505.91,505.91,505.91,505.91,505.91,,467.09
17-01-2013,13 - 14,519.74,541.36,541.36,541.36,541.36,541.36,541.36,541.36,541.36,382.03,541.36,541.36,541.36,541.36,500.9,500.9,,467.18
17-01-2013,14 - 15,539.19,535.22,535.22,535.22,535.22,535.22,535.22,535.22,535.22,535.22,535.22,535.22,535.22,535.22,519.4,519.4,,467.01
17-01-2013,15 - 16,538.94,535.48,535.48,535.48,535.48,535.48,535.48,535.48,535.48,535.48,535.48,535.48,535.48,535.48,535.48,535.48,,479.11
17-01-2013,16 - 17,538.59,538.59,538.59,538.59,538.59,538.59,538.59,538.59,538.59,538.59,538.59,538.59,538.59,538.59,538.59,538.59,,519.14
17-01-2013,17 - 18,629.62,629.62,629.62,629.62,629.62,629.62,629.62,629.62,629.62,629.62,629.62,629.62,629.62,629.62,537.29,537.29,,484.64
17-01-2013,18 - 19,744.08,744.08,744.08,744.08,744.08,744.08,744.08,744.08,744.08,744.08,744.08,744.08,744.08,744.08,500.9,500.9,,467.18
17-01-2013,19 - 20,529.94,529.94,529.94,529.94,529.94,529.94,529.94,529.94,529.94,529.94,529.94,529.94,529.94,529.94,519.22,519.22,,456.12
17-01-2013,20 - 21,420.67,420.67,420.67,420.67,420.67,420.67,420.67,420.67,420.67,420.67,420.67,420.67,420.67,420.67,389.72,389.72,,451.79
17-01-2013,21 - 22,397.33,397.33,397.33,397.33,397.33,397.33,397.33,397.33,397.33,397.33,397.33,397.33,397.33,397.33,298.86,298.86,,466.92
17-01-2013,22 - 23,365.77,365.77,365.77,365.77,365.77,365.77,374.16,365.77,365.77,365.77,365.77,365.77,365.77,365.77,290.39,290.39,,285.55
17-01-2013,23 - 00,349,349.35,349.35,349.35,349.35,349.35,340.96,349.35,349.35,349.35,349.35,349.35,349.35,349.35,294.54,294.54,,285.55
18-01-2013,00 - 01,343.86,343.86,343.86,343.86,343.86,343.86,343.86,343.86,343.86,343.86,343.86,343.86,343.86,343.86,320.6,320.6,,285.57
18-01-2013,01 - 02,337.12,336.51,336.51,336.51,336.51,336.51,336.51,336.51,337.55,337.55,337.55,336.51,336.51,336.51,300.54,300.54,,285.57
18-01-2013,02 - 03,334.87,334.01,334.01,334.01,334.01,334.01,334.01,334.01,335.99,335.99,335.99,334.01,334.01,334.01,283.93,283.93,,285.57
18-01-2013,03 - 04,337.38,337.38,337.38,337.38,337.38,337.38,337.38,337.38,337.38,337.38,337.38,337.38,337.38,337.38,284.71,284.71,,285.75
18-01-2013,04 - 05,339.11,339.11,339.11,339.11,339.11,339.11,339.11,339.11,339.11,339.11,339.11,339.11,339.11,339.11,317.23,317.23,,467.11
18-01-2013,05 - 06,349.4,349.92,349.92,349.92,349.92,349.92,328.9,349.92,349.92,349.92,349.92,349.92,349.92,349.92,349.92,349.92,,467.28
18-01-2013,06 - 07,387.71,387.63,387.63,387.63,387.63,387.63,408.64,387.63,387.63,387.63,387.63,387.63,387.63,387.63,387.63,387.63,,485.01
18-01-2013,07 - 08,536.47,540.01,540.01,540.01,540.01,540.01,540.01,540.01,540.01,495.04,540.01,540.01,540.01,481.81,540.01,540.01,,511.47
18-01-2013,08 - 09,579.19,575.64,575.64,575.64,575.64,575.64,575.64,575.64,575.64,575.64,575.64,575.64,575.64,575.64,575.64,575.64,,518.91
18-01-2013,09 - 10,563.28,561.72,561.72,561.72,561.72,561.72,561.72,561.72,561.72,561.72,561.72,561.72,561.72,561.72,519.43,519.43,,519.17
18-01-2013,10 - 11,520.64,529.72,529.72,529.72,529.72,529.72,529.72,529.72,529.72,436.84,529.72,529.72,529.72,529.72,519.52,519.52,,515.97
18-01-2013,11 - 12,426.2,431.82,431.82,431.82,431.82,431.82,431.82,431.82,431.82,378.03,431.82,431.82,431.82,431.82,431.82,431.82,,511.13
18-01-2013,12 - 13,415.91,418.67,418.67,418.67,418.67,418.67,418.67,418.67,418.67,370.07,418.67,418.67,418.67,418.67,418.67,418.67,,467.71
18-01-2013,13 - 14,400.25,408.04,408.04,408.04,408.04,408.04,408.04,408.04,408.04,360.38,408.04,408.04,408.04,408.04,408.04,408.04,,467.45
18-01-2013,14 - 15,406.39,409.33,409.33,409.33,409.33,409.33,409.33,409.33,409.33,364.1,409.33,409.33,409.33,409.33,409.33,409.33,,467.45
18-01-2013,15 - 16,414.18,414.87,414.87,414.87,414.87,414.87,414.87,414.87,414.87,403.28,414.87,414.87,414.87,414.87,414.87,414.87,,510.69
18-01-2013,16 - 17,472.21,472.21,472.21,472.21,472.21,472.21,472.21,472.21,472.21,472.21,472.21,472.21,472.21,472.21,472.21,472.21,,511.13
18-01-2013,17 - 18,535.86,537.94,537.94,537.94,537.94,537.94,537.94,537.94,537.94,537.94,537.94,537.94,537.94,490.37,537.94,537.94,,501.61
18-01-2013,18 - 19,448.68,448.68,448.68,448.68,448.68,448.68,448.68,448.68,448.68,448.68,448.68,448.68,448.68,448.68,415.73,415.73,,485.09
18-01-2013,19 - 20,381.92,381.92,381.92,381.92,381.92,381.92,381.92,381.92,381.92,381.92,381.92,381.92,381.92,381.92,381.92,381.92,,467.28
18-01-2013,20 - 21,362.98,362.98,362.98,362.98,362.98,362.98,362.98,362.98,362.98,362.98,362.98,362.98,362.98,362.98,362.98,362.98,,467.19
18-01-2013,21 - 22,349.66,349.66,349.66,349.66,349.66,349.66,349.66,349.66,349.66,349.66,349.66,349.66,349.66,349.66,340.15,340.15,,467.19
18-01-2013,22 - 23,339.45,338.93,338.93,338.93,338.93,363.06,338.93,338.93,338.93,338.93,338.93,338.93,338.93,338.93,293.79,293.79,,467.36
18-01-2013,23 - 00,334.61,334.61,334.61,334.61,334.61,334.61,334.61,334.61,334.61,334.61,334.61,334.61,334.61,334.61,290.42,290.42,,285.92
19-01-2013,00 - 01,330.63,327.25,327.25,327.25,327.25,335.49,292.77,292.77,336.61,336.61,336.61,327.25,327.25,327.25,335.49,335.49,,286.19
19-01-2013,01 - 02,329.07,322.84,322.84,322.84,322.84,339.47,291.82,291.82,334.53,334.53,334.53,322.84,322.84,322.84,339.47,339.47,,286.19
19-01-2013,02 - 03,328.55,321.88,321.88,321.88,321.88,327.77,284.11,284.11,336.01,336.01,336.01,321.88,321.88,321.88,327.77,327.77,,286.19
19-01-2013,03 - 04,328.99,322.32,322.32,322.32,322.32,322.32,284.71,284.71,338.08,338.08,338.08,322.32,322.32,322.32,322.32,322.32,,286.27
19-01-2013,04 - 05,329.25,326.3,326.3,326.3,326.3,326.3,280.81,280.81,337.39,337.39,337.39,326.3,326.3,326.3,326.3,326.3,,499.24
19-01-2013,05 - 06,328.9,328.21,328.21,328.21,328.21,328.21,281.59,281.59,335.14,328.29,335.14,328.21,328.21,328.21,328.21,328.21,,467.96
19-01-2013,06 - 07,329.94,332.54,332.54,332.54,332.54,332.54,275.09,275.09,335.31,329.16,335.31,332.54,332.54,332.54,332.54,332.54,,460.69
19-01-2013,07 - 08,332.54,330.63,330.63,330.63,330.63,330.63,326.56,326.56,337.48,333.23,337.48,330.63,330.63,330.63,330.63,330.63,,469.96
19-01-2013,08 - 09,338.17,336.61,336.61,336.61,336.61,336.61,329.77,336.61,339.3,339.3,339.3,336.61,336.61,336.61,336.61,336.61,,485.64
19-01-2013,09 - 10,352.21,353.07,353.07,353.07,353.07,353.07,359.92,353.07,353.07,350.39,353.07,353.07,353.07,353.07,353.07,353.07,,488.24
19-01-2013,10 - 11,360.09,360.09,360.09,360.09,360.09,360.09,360.09,360.09,360.09,360.09,360.09,360.09,360.09,360.09,360.09,360.09,,504.44
19-01-2013,11 - 12,363.3,363.3,363.3,363.3,363.3,363.3,363.3,363.3,363.3,363.3,363.3,363.3,363.3,363.3,363.3,363.3,,507.39
19-01-2013,12 - 13,360.44,360.44,360.44,360.44,360.44,360.44,360.44,360.44,360.44,360.44,360.44,360.44,360.44,360.44,360.44,360.44,,467.88
19-01-2013,13 - 14,355.24,355.33,355.33,355.33,355.33,355.33,355.33,355.33,355.33,355.33,355.33,355.33,355.33,355.33,355.33,355.33,,467.88
19-01-2013,14 - 15,347.36,347.36,347.36,347.36,347.36,347.36,347.36,347.36,347.36,347.36,347.36,347.36,347.36,347.36,347.36,347.36,,467.96
19-01-2013,15 - 16,348.57,348.57,348.57,348.57,348.57,348.57,348.57,348.57,348.57,348.57,348.57,348.57,348.57,348.57,348.57,348.57,,511.46
19-01-2013,16 - 17,361.31,361.31,361.31,361.31,361.31,361.31,361.31,361.31,361.31,361.31,361.31,361.31,361.31,361.31,361.31,361.31,,511.63
19-01-2013,17 - 18,415.63,421.35,421.35,421.35,421.35,421.35,421.35,421.35,421.35,421.35,421.35,421.35,421.35,364.68,421.35,421.35,,503.06
19-01-2013,18 - 19,398.74,401.08,401.08,401.08,401.08,401.08,401.08,401.08,401.08,401.08,401.08,401.08,401.08,365.03,401.08,401.08,,485.47
19-01-2013,19 - 20,362.09,362.61,362.61,362.61,362.61,362.61,379.76,362.61,362.61,360.44,362.61,362.61,362.61,362.61,362.61,362.61,,468.05
19-01-2013,20 - 21,346.4,346.49,346.49,346.49,346.49,346.49,329.25,346.49,346.49,346.49,346.49,346.49,346.49,346.49,346.49,346.49,,467.96
19-01-2013,21 - 22,339.12,337.91,337.91,337.91,337.91,337.91,337.91,337.91,340.08,340.08,340.08,337.91,337.91,337.91,337.91,337.91,,381.84
19-01-2013,22 - 23,335.83,333.23,333.23,333.23,333.23,333.23,333.23,333.23,339.04,337.91,339.04,333.23,333.23,333.23,333.23,333.23,,286.45
19-01-2013,23 - 00,328.55,320.15,320.15,320.15,320.15,320.15,320.15,320.15,337.91,337.91,337.91,320.15,320.15,320.15,320.15,320.15,,286.27
20-01-2013,00 - 01,329.78,327.26,327.26,327.26,327.26,327.26,311.39,311.39,339.58,339.58,339.58,327.26,327.26,327.26,327.26,327.26,,286.48
20-01-2013,01 - 02,328.56,325.61,325.61,325.61,325.61,327,282.84,282.84,339.76,339.76,339.76,325.61,325.61,325.61,327,327,,286.48
20-01-2013,02 - 03,325.61,320.76,320.76,320.76,320.76,320.76,270.87,270.87,335.68,335.68,335.68,320.76,320.76,320.76,320.76,320.76,,286.48
20-01-2013,03 - 04,322.4,318.5,318.5,318.5,318.5,318.5,263.84,263.84,326.92,326.92,326.92,318.5,318.5,318.5,318.5,318.5,,286.48
20-01-2013,04 - 05,320.58,320.15,320.15,320.15,320.15,320.15,262.54,262.54,326.13,321.45,326.13,320.15,320.15,320.15,320.15,320.15,,286.48
20-01-2013,05 - 06,322.14,325.87,325.87,325.87,325.87,325.87,258.98,258.98,325.87,318.85,325.87,325.87,325.87,325.87,325.87,325.87,,260.54
20-01-2013,06 - 07,324.05,328.13,328.13,328.13,328.13,328.13,310.52,310.52,328.13,319.97,328.13,328.13,328.13,328.13,328.13,328.13,,427.73
20-01-2013,07 - 08,325.09,328.3,328.3,328.3,328.3,328.3,319.71,323.36,328.3,319.71,328.3,328.3,328.3,328.3,328.3,328.3,,428.77
20-01-2013,08 - 09,329.34,329.34,329.34,329.34,329.34,329.34,329.34,329.34,329.34,329.34,329.34,329.34,329.34,329.34,329.34,329.34,,427.64
20-01-2013,09 - 10,334.9,335.07,335.07,335.07,335.07,335.07,335.07,335.07,335.07,335.07,335.07,335.07,335.07,335.07,339.32,339.32,,429.55
20-01-2013,10 - 11,342.62,342.71,342.71,342.71,342.71,342.71,342.71,342.71,342.71,342.71,342.71,342.71,342.71,342.71,381.75,381.75,,430.25
20-01-2013,11 - 12,347.91,348.09,348.09,348.09,348.09,348.09,348.09,348.09,348.09,348.09,348.09,348.09,348.09,348.09,381.75,381.75,,428.95
20-01-2013,12 - 13,344.53,344.7,344.7,344.7,344.7,344.7,345.05,344.7,344.7,344.7,344.7,344.7,344.7,344.7,364.14,364.14,,428.69
20-01-2013,13 - 14,333.08,333.34,333.34,333.34,333.34,333.34,332.99,333.34,333.6,333.6,333.6,333.34,333.34,333.34,357.46,357.46,,428.86
20-01-2013,14 - 15,328.65,326.83,326.83,326.83,326.83,326.83,326.83,326.83,333.86,333.86,333.86,326.83,326.83,326.83,347.91,347.91,,427.99
20-01-2013,15 - 16,333.42,330.21,330.21,330.21,330.21,330.21,330.21,330.21,337.07,337.07,337.07,330.21,330.21,330.21,346.61,346.61,,430.51
20-01-2013,16 - 17,341.93,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,382.1,382.1,,433.63
20-01-2013,17 - 18,347.65,348.09,348.09,348.09,348.09,348.09,347.48,348.09,348.09,347.48,348.09,348.09,348.09,348.09,382.1,382.1,,433.02
20-01-2013,18 - 19,353.2,353.38,353.38,353.38,353.38,353.38,353.38,353.38,353.38,353.38,353.38,353.38,353.38,353.38,382.01,382.01,,468.51
20-01-2013,19 - 20,345.48,345.66,345.66,345.66,345.66,345.66,345.66,345.66,345.66,345.66,345.66,345.66,345.66,345.66,381.84,381.84,,465.65
20-01-2013,20 - 21,337.67,337.93,337.93,337.93,337.93,337.93,335.68,337.93,337.93,337.93,337.93,337.93,337.93,337.93,337.93,337.93,,432.33
20-01-2013,21 - 22,328.91,328.3,328.3,328.3,328.3,328.3,307.91,328.3,334.12,334.12,334.12,328.3,328.3,328.3,328.3,328.3,,286.4
20-01-2013,22 - 23,328.48,328.13,328.13,328.13,328.13,328.13,321.28,321.28,334.98,334.98,334.98,328.13,328.13,328.13,328.13,328.13,,286.57
20-01-2013,23 - 00,322.84,313.55,313.55,313.55,313.55,313.55,271.39,271.39,331.86,331.86,331.86,313.55,313.55,313.55,313.55,313.55,,286.48
21-01-2013,00 - 01,323.36,312.51,312.51,312.51,312.51,312.51,231.83,231.83,332.55,332.29,332.55,312.51,312.51,312.51,312.51,312.51,,295.16
21-01-2013,01 - 02,323.45,310.78,310.78,310.78,310.78,310.78,253.78,253.78,332.47,332.47,332.47,310.78,310.78,310.78,308.18,308.18,,295.16
21-01-2013,02 - 03,321.45,313.12,313.12,313.12,313.12,313.12,190.09,190.09,328.3,328.3,328.3,313.12,313.12,313.12,287.44,287.44,,295.07
21-01-2013,03 - 04,323.27,320.41,320.41,320.41,320.41,320.41,190.53,190.53,328.13,328.13,328.13,320.41,320.41,320.41,287.18,287.18,,295.16
21-01-2013,04 - 05,324.14,328.04,328.04,328.04,328.04,328.04,253.34,253.34,328.04,321.71,328.04,328.04,328.04,328.04,328.04,328.04,,255.08
21-01-2013,05 - 06,329.95,337.67,337.67,337.67,337.67,337.67,254.04,254.04,337.67,326.39,337.67,337.67,337.67,337.67,337.67,337.67,,382.27
21-01-2013,06 - 07,345.14,346.44,346.44,346.44,346.44,346.44,325.18,346.44,346.44,345.05,346.44,346.44,346.44,346.44,346.44,382.44,,479.61
21-01-2013,07 - 08,374.81,380.71,380.71,380.71,380.71,380.71,375.68,380.71,380.71,355.81,380.71,380.71,380.71,380.71,380.71,434.15,,512.32
21-01-2013,08 - 09,388.52,398.06,398.06,398.06,398.06,398.06,362.31,398.06,398.06,362.31,398.06,398.06,398.06,398.06,398.06,434.33,,477.62
21-01-2013,09 - 10,380.97,382.79,382.79,382.79,382.79,382.79,361.01,382.79,382.79,361.01,382.79,382.79,382.79,382.79,382.79,382.79,,477.27
21-01-2013,10 - 11,370.56,373.51,373.51,373.51,373.51,373.51,360.58,373.51,373.51,360.58,373.51,373.51,373.51,373.51,373.51,382.1,,477.27
21-01-2013,11 - 12,366.22,370.73,370.73,370.73,370.73,370.73,357.54,370.73,370.73,357.54,370.73,370.73,370.73,370.73,370.73,382.01,,477.27
21-01-2013,12 - 13,367.61,371.6,371.6,371.6,371.6,371.6,357.63,371.6,371.6,357.63,371.6,371.6,371.6,371.6,371.6,382.1,,477.27
21-01-2013,13 - 14,368.91,373.33,373.33,373.33,373.33,373.33,356.5,373.33,373.33,356.5,373.33,373.33,373.33,373.33,373.33,382.1,,477.27
21-01-2013,14 - 15,366.22,372.64,372.64,372.64,372.64,372.64,353.9,372.64,372.64,353.9,372.64,372.64,372.64,372.64,372.64,434.33,,474.5
21-01-2013,15 - 16,368.73,376.11,376.11,376.11,376.11,376.11,354.33,376.11,376.11,354.33,376.11,376.11,376.11,376.11,376.11,434.24,,465.65
21-01-2013,16 - 17,384.61,406.65,406.65,406.65,406.65,406.65,357.28,406.65,406.65,357.28,406.65,406.65,406.65,406.65,406.65,434.15,,473.02
21-01-2013,17 - 18,429.21,434.33,434.33,434.33,434.33,434.33,366.22,434.33,434.33,366.22,434.33,434.33,434.33,407.34,434.33,434.33,,474.58
21-01-2013,18 - 19,380.19,382.18,382.18,382.18,382.18,382.18,362.83,382.18,382.18,362.83,382.18,382.18,382.18,382.18,382.18,382.18,,448.47
21-01-2013,19 - 20,366.91,370.82,370.82,370.82,370.82,370.82,358.5,370.82,370.82,358.5,370.82,370.82,370.82,370.82,370.82,381.92,,446.99
21-01-2013,20 - 21,358.06,358.15,358.15,358.15,358.15,358.15,357.8,358.15,358.15,357.8,358.15,358.15,358.15,358.15,358.15,358.15,,443
21-01-2013,21 - 22,351.47,351.38,351.38,351.38,351.38,351.38,351.38,351.38,351.38,351.38,351.38,351.38,351.38,351.38,351.38,351.38,,303.92
21-01-2013,22 - 23,343.75,343.66,343.66,343.66,343.66,343.66,343.66,343.66,343.66,343.66,343.66,343.66,343.66,343.66,342.88,342.88,,295.07
21-01-2013,23 - 00,326.83,317.11,317.11,317.11,317.11,317.11,317.11,317.11,340.28,338.45,340.28,317.11,317.11,317.11,298.8,298.8,,295.07
22-01-2013,00 - 01,322.68,317.64,317.64,317.64,317.64,317.64,293.97,293.97,329.82,329.82,329.82,317.64,317.64,317.64,317.64,317.64,,287.19
22-01-2013,01 - 02,321.38,313.37,313.37,313.37,313.37,313.37,287.8,287.8,329.21,329.21,329.21,313.37,313.37,313.37,313.37,313.37,,287.19
22-01-2013,02 - 03,321.73,315.72,315.72,315.72,315.72,315.72,298.15,298.15,328.86,328.86,328.86,315.72,315.72,315.72,309.29,309.29,,287.19
22-01-2013,03 - 04,322.77,323.81,323.81,323.81,323.81,323.81,289.1,289.1,325.99,324.51,325.99,323.81,323.81,323.81,277.53,277.53,,287.19
22-01-2013,04 - 05,325.99,329.21,329.21,329.21,329.21,329.21,287.8,287.8,329.21,326.42,329.21,329.21,329.21,329.21,329.21,329.21,,253.17
22-01-2013,05 - 06,333.47,336.52,336.52,336.52,336.52,336.52,293.63,293.63,336.52,336.52,336.52,336.52,336.52,336.52,336.52,383.58,,310.16
22-01-2013,06 - 07,348.44,350.26,350.26,350.26,350.26,350.26,331.3,350.26,350.26,346,350.26,350.26,350.26,350.26,350.26,426.39,,432.48
22-01-2013,07 - 08,469.63,470.24,470.24,470.24,470.24,470.24,470.24,470.24,470.24,412.73,470.24,470.24,470.24,470.24,470.24,470.24,,504.69
22-01-2013,08 - 09,550.97,551.15,551.15,551.15,551.15,551.15,551.15,551.15,551.15,551.15,551.15,551.15,551.15,551.15,551.15,551.15,,513.3
22-01-2013,09 - 10,441.09,441.18,441.18,441.18,441.18,441.18,441.18,441.18,441.18,441.18,441.18,441.18,441.18,441.18,441.18,441.18,,504.69
22-01-2013,10 - 11,418.73,418.73,418.73,418.73,418.73,418.73,418.73,418.73,418.73,418.73,418.73,418.73,418.73,418.73,418.73,420.3,,447.18
22-01-2013,11 - 12,409.51,409.51,409.51,409.51,409.51,409.51,409.51,409.51,409.51,409.51,409.51,409.51,409.51,409.51,409.51,414.73,,436.48
22-01-2013,12 - 13,395.94,395.94,395.94,395.94,395.94,395.94,395.94,395.94,395.94,395.94,395.94,395.94,395.94,395.94,395.94,425.43,,432.65
22-01-2013,13 - 14,408.29,408.29,408.29,408.29,408.29,408.29,408.29,408.29,408.29,408.29,408.29,408.29,408.29,408.29,408.29,408.29,,442.05
22-01-2013,14 - 15,410.55,409.25,409.25,409.25,409.25,409.25,409.25,409.25,409.25,409.25,409.25,409.25,409.25,409.25,409.25,427.08,,440.22
22-01-2013,15 - 16,465.54,461.45,461.45,461.45,461.45,461.45,461.45,461.45,461.45,461.45,461.45,461.45,461.45,461.45,461.45,461.45,,441.26
22-01-2013,16 - 17,535.05,528.35,528.35,528.35,528.35,528.35,528.35,528.35,528.35,528.35,528.35,528.35,528.35,528.35,528.35,528.35,,441.96
22-01-2013,17 - 18,652.94,653.02,653.02,653.02,653.02,653.02,653.02,653.02,653.02,653.02,653.02,653.02,653.02,653.02,653.02,653.02,,449.36
22-01-2013,18 - 19,470.15,431.96,431.96,707.57,707.57,431.96,707.57,707.57,707.57,707.57,707.57,431.96,431.96,431.96,431.96,431.96,,432.91
22-01-2013,19 - 20,422.73,391.5,391.5,573.33,573.33,391.5,573.33,573.33,573.33,573.33,573.33,391.5,391.5,391.5,391.5,391.5,,434.65
22-01-2013,20 - 21,384.54,383.41,383.41,386.54,386.54,383.41,386.54,386.54,386.54,386.54,386.54,383.41,383.41,383.41,383.41,383.41,,432.13
22-01-2013,21 - 22,373.93,374.1,374.1,374.1,374.1,374.1,374.1,374.1,374.1,374.1,374.1,374.1,374.1,374.1,321.64,321.64,,259.43
22-01-2013,22 - 23,354.18,354.53,354.53,354.53,354.53,348.96,354.53,354.53,354.53,354.53,354.53,354.53,354.53,354.53,287.54,287.54,,287.36
22-01-2013,23 - 00,342.43,344.78,344.78,344.78,344.78,329.21,344.78,344.78,344.78,344.78,344.78,344.78,344.78,344.78,279.01,279.01,,287.27
23-01-2013,00 - 01,341.92,344.01,344.01,344.01,344.01,329.31,344.01,344.01,344.01,344.01,344.01,344.01,344.01,344.01,283.21,283.21,,653.14
23-01-2013,01 - 02,331.92,333.05,333.05,333.05,333.05,321.22,333.05,333.05,333.05,333.05,333.05,333.05,333.05,333.05,298.17,298.17,,686.8
23-01-2013,02 - 03,329.31,329.31,329.31,329.31,329.31,329.31,329.31,329.31,329.31,329.31,329.31,329.31,329.31,329.31,313.83,313.83,,563.2
23-01-2013,03 - 04,332.44,332.53,332.53,332.53,332.53,332.53,332.53,332.53,332.53,332.53,332.53,332.53,332.53,332.53,328.79,328.79,,560.07
23-01-2013,04 - 05,337.31,337.57,337.57,337.57,337.57,337.57,331.75,337.57,337.57,337.57,337.57,337.57,337.57,337.57,337.57,337.57,,256.33
23-01-2013,05 - 06,351.06,350.97,350.97,350.97,350.97,350.97,356.8,350.97,350.97,350.97,350.97,350.97,350.97,350.97,350.97,426.82,,478.57
23-01-2013,06 - 07,397.5,407.42,407.42,407.42,407.42,407.42,407.42,407.42,382.89,356.88,382.89,407.42,407.42,384.98,407.42,609.21,,521.97
23-01-2013,07 - 08,592.34,592.34,592.34,592.34,592.34,592.34,592.34,592.34,592.34,592.34,592.34,592.34,592.34,592.34,592.34,609.48,,531.63
23-01-2013,08 - 09,652.36,651.49,651.49,651.49,651.49,651.49,651.49,651.49,651.49,651.49,651.49,651.49,651.49,651.49,651.49,651.49,,529.63
23-01-2013,09 - 10,609.48,609.48,609.48,652.18,652.18,609.48,652.18,652.18,652.18,652.18,652.18,609.48,609.48,609.48,609.48,609.48,,479.09
23-01-2013,10 - 11,609.39,609.39,609.39,659.23,659.23,609.39,659.23,659.23,659.23,659.23,659.23,609.39,609.39,609.39,609.39,609.39,,478.92
23-01-2013,11 - 12,574.16,591.47,591.47,645.83,645.83,591.47,645.83,645.83,645.83,389.67,645.83,591.47,591.47,591.47,591.47,609.39,,478.83
23-01-2013,12 - 13,568.59,573.47,573.47,573.47,573.47,573.47,573.47,573.47,573.47,435.77,573.47,573.47,573.47,573.47,573.47,609.13,,478.74
23-01-2013,13 - 14,559.72,560.33,560.33,560.33,560.33,560.33,560.33,560.33,560.33,427.42,560.33,560.33,560.33,560.33,560.33,609.04,,478.74
23-01-2013,14 - 15,536.24,535.72,535.72,535.72,535.72,535.72,535.72,535.72,535.72,408.64,535.72,535.72,535.72,535.72,535.72,609.39,,478.83
23-01-2013,15 - 16,509.97,509.8,509.8,509.8,509.8,509.8,509.8,509.8,509.8,409.59,509.8,509.8,509.8,509.8,509.8,609.21,,565.9
23-01-2013,16 - 17,518.32,522.93,522.93,522.93,522.93,522.93,522.93,522.93,522.93,381.24,522.93,522.93,522.93,522.93,522.93,609.39,,638.7
23-01-2013,17 - 18,652.53,642.18,642.18,651.49,651.49,651.49,651.49,651.49,651.49,651.49,651.49,642.18,642.18,642.18,651.49,651.49,,609.48
23-01-2013,18 - 19,552.59,478.57,478.57,856.85,856.85,478.57,856.85,856.85,856.85,856.85,856.85,478.57,478.57,478.57,478.57,478.57,,478.66
23-01-2013,19 - 20,485.09,426.29,426.29,656.36,656.36,426.29,656.36,656.36,656.36,656.36,656.36,426.29,426.29,426.29,426.29,426.29,,478.48
23-01-2013,20 - 21,398.55,396.89,396.89,396.89,396.89,396.89,396.89,396.89,396.89,396.89,396.89,396.89,396.89,396.89,396.89,396.89,,476.05
23-01-2013,21 - 22,375.15,374.98,374.98,374.98,374.98,374.98,374.98,374.98,374.98,374.98,374.98,374.98,374.98,374.98,374.98,374.98,,560.07
23-01-2013,22 - 23,357.32,357.32,357.32,357.32,357.32,357.32,357.32,357.32,357.32,357.32,357.32,357.32,357.32,357.32,357.32,357.32,,740.03
23-01-2013,23 - 00,349.58,350.1,350.1,350.1,350.1,346.45,350.1,350.1,350.1,350.1,350.1,350.1,350.1,350.1,346.45,346.45,,696.63
24-01-2013,00 - 01,350.64,352.63,352.63,352.63,352.63,317.93,352.63,352.63,352.63,352.63,352.63,352.63,352.63,352.63,307.6,307.6,,295.28
24-01-2013,01 - 02,343.87,347.25,347.25,347.25,347.25,312.63,347.25,347.25,347.25,347.25,347.25,347.25,347.25,347.25,311.07,311.07,,295.28
24-01-2013,02 - 03,339.96,340.05,340.05,340.05,340.05,340.05,340.05,340.05,340.05,340.05,340.05,340.05,340.05,340.05,288.6,288.6,,295.28
24-01-2013,03 - 04,344.22,344.22,344.22,344.22,344.22,344.22,344.22,344.22,344.22,344.22,344.22,344.22,344.22,344.22,305.95,305.95,,562.18
24-01-2013,04 - 05,341.7,341.7,341.7,341.7,341.7,341.7,341.7,341.7,341.7,341.7,341.7,341.7,341.7,341.7,341.7,341.7,,478.02
24-01-2013,05 - 06,357.49,357.58,357.58,357.58,357.58,357.58,357.58,357.58,357.58,357.58,357.58,357.58,357.58,356.54,357.58,420.66,,477.67
24-01-2013,06 - 07,418.58,437.58,437.58,437.58,437.58,437.58,438.19,437.58,381.87,381.87,381.87,437.58,437.58,382.57,437.58,442.79,,529.82
