Elspot Prices in SEK/MWh,,,,,,,,,,,,,,,,,,
Preliminary prices in purple,,,,,,,,,,,,,,,,,,
Data was last updated 23-06-2019,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT
18-02-2019,09 - 10,488.37,487.22,487.22,487.22,537.58,487.22,512.98,537.58,487.22,487.22,487.22,487.22,487.22,487.22,552.65,552.65,552.65
18-02-2019,10 - 11,486.28,485.86,485.86,485.86,499.99,485.86,499.99,499.99,485.86,485.86,485.86,485.86,485.86,485.86,552.44,552.44,552.44
18-02-2019,11 - 12,472.25,472.04,472.04,472.04,472.04,472.04,469.11,472.04,472.04,472.04,472.04,472.04,472.04,472.04,472.04,472.04,472.04
18-02-2019,12 - 13,462.1,462.2,462.2,462.2,462.2,462.2,451.1,462.2,462.2,462.2,462.2,462.2,462.2,462.2,462.2,462.2,462.2
18-02-2019,13 - 14,460.11,460.32,460.32,460.32,460.32,460.32,449.22,460.32,460.32,460.32,460.32,460.32,460.32,460.32,460.32,460.32,460.32
18-02-2019,14 - 15,468.8,468.8,468.8,468.8,468.8,468.8,468.27,468.8,468.8,468.8,468.8,468.8,468.8,468.8,532.76,532.76,532.76
18-02-2019,15 - 16,476.86,476.86,476.86,476.86,483.77,476.86,488.37,488.37,476.86,476.86,476.86,476.86,476.86,476.86,483.77,483.77,483.77
18-02-2019,16 - 17,482.09,481.88,481.88,481.88,520.09,481.88,481.88,520.09,481.88,481.88,481.88,481.88,481.88,481.88,520.09,520.09,520.09
18-02-2019,17 - 18,485.86,484.4,484.4,484.4,540.93,495.39,554.22,554.22,484.4,484.4,484.4,484.4,484.4,484.4,540.93,540.93,540.93
18-02-2019,18 - 19,484.92,482.62,482.62,483.98,552.13,500.94,483.98,552.13,483.98,483.98,483.98,482.62,482.62,482.62,552.13,552.13,552.13
18-02-2019,19 - 20,475.08,474.76,474.76,474.76,474.76,474.76,474.76,474.76,474.76,474.76,474.76,474.76,474.76,474.76,474.76,474.76,474.76
18-02-2019,20 - 21,468.9,469.01,469.01,469.01,469.01,469.01,469.01,469.01,469.01,469.01,469.01,469.01,469.01,469.01,469.01,469.01,469.01
18-02-2019,21 - 22,460.21,460.42,460.42,460.42,460.42,460.42,460.42,460.42,460.42,460.42,460.42,460.42,460.42,460.42,460.42,460.42,460.42
18-02-2019,22 - 23,443.78,442.1,442.1,442.1,442.1,442.1,442.1,442.1,446.92,446.92,446.92,442.1,442.1,442.1,442.1,442.1,442.1
18-02-2019,23 - 00,428.81,410.49,410.49,410.49,410.49,410.49,375.52,375.52,443.67,443.67,443.67,413.63,413.63,413.63,410.49,410.49,410.49
19-02-2019,00 - 01,423.51,378.14,378.14,378.14,378.14,378.14,378.14,378.14,435.87,435.87,435.87,430,430,430,378.14,378.14,378.14
19-02-2019,01 - 02,419.74,371.22,371.22,371.22,371.22,371.22,371.22,371.22,429.9,429.9,429.9,425.19,425.19,425.19,371.22,371.22,371.22
19-02-2019,02 - 03,418.06,371.12,371.12,371.12,371.12,371.12,371.12,371.12,429.06,429.06,429.06,422.78,422.78,422.78,371.12,371.12,371.12
19-02-2019,03 - 04,418.06,377.2,377.2,377.2,377.2,377.2,377.2,377.2,428.85,428.85,428.85,422.46,422.46,422.46,377.2,377.2,377.2
19-02-2019,04 - 05,417.75,387.36,387.36,387.36,387.36,387.36,378.04,387.36,425.5,425.5,425.5,423.61,423.61,423.61,387.36,387.36,387.36
19-02-2019,05 - 06,434.09,436.82,436.82,436.82,436.82,436.82,399.2,436.82,436.82,436.82,436.82,436.82,436.82,436.82,436.82,436.82,436.82
19-02-2019,06 - 07,459.34,459.66,459.66,459.66,459.66,462.38,470.97,459.66,459.66,459.66,459.66,459.66,459.66,459.66,459.66,459.66,459.66
19-02-2019,07 - 08,478.83,478.62,478.62,478.62,497.9,490.78,497.9,497.9,478.62,478.62,478.62,478.62,478.62,478.62,540.75,540.75,540.75
19-02-2019,08 - 09,478.2,478.2,478.2,478.2,478.2,484.91,478.2,478.2,478.2,478.2,478.2,478.2,478.2,478.2,555.63,555.63,555.63
19-02-2019,09 - 10,465.21,463.32,463.32,463.32,463.32,488.05,463.32,463.32,463.32,463.32,463.32,463.32,463.32,463.32,555.32,555.32,555.32
19-02-2019,10 - 11,457.67,456.3,456.3,456.3,456.3,490.57,433.46,456.3,456.3,456.3,456.3,456.3,456.3,456.3,541.38,541.38,541.38
19-02-2019,11 - 12,450.33,452.32,452.32,452.32,452.32,452.32,381.91,452.32,452.32,452.32,452.32,452.32,452.32,452.32,452.32,452.32,452.32
19-02-2019,12 - 13,448.76,450.23,450.23,450.23,450.23,450.23,380.45,450.23,450.23,450.23,450.23,450.23,450.23,450.23,450.23,450.23,450.23
19-02-2019,13 - 14,448.34,449.7,449.7,449.7,449.7,449.7,381.49,449.7,449.7,449.7,449.7,449.7,449.7,449.7,449.7,449.7,449.7
19-02-2019,14 - 15,450.96,450.65,450.65,450.65,450.65,476.32,399.1,450.65,450.65,450.65,450.65,450.65,450.65,450.65,478.52,478.52,478.52
19-02-2019,15 - 16,451.27,450.86,450.86,450.86,450.86,478.1,407.27,450.86,450.86,450.86,450.86,450.86,450.86,450.86,478.1,478.1,478.1
19-02-2019,16 - 17,456.83,454.52,454.52,454.52,454.52,501.36,449.49,454.52,454.52,454.52,454.52,454.52,454.52,454.52,501.36,501.36,501.36
19-02-2019,17 - 18,472.02,470.45,470.45,470.45,470.45,538.13,470.45,470.45,470.45,470.45,470.45,470.45,470.45,470.45,538.13,538.13,538.13
19-02-2019,18 - 19,472.33,472.13,472.13,472.13,472.13,534.78,472.13,472.13,472.13,472.13,472.13,472.13,472.13,472.13,534.78,534.78,534.78
19-02-2019,19 - 20,460.39,462.28,462.28,462.28,462.28,462.28,462.28,462.28,462.28,462.28,462.28,462.28,462.28,462.28,462.28,462.28,462.28
19-02-2019,20 - 21,455.68,457.56,457.56,457.56,457.56,457.56,457.56,457.56,457.56,457.56,457.56,457.56,457.56,457.56,457.56,457.56,457.56
19-02-2019,21 - 22,441.01,436.19,436.19,436.19,436.19,436.19,436.19,436.19,449.6,449.6,449.6,440.38,440.38,440.38,436.19,436.19,436.19
19-02-2019,22 - 23,433.99,416.38,416.38,416.38,416.38,416.38,416.38,416.38,450.12,450.12,450.12,429.59,429.59,429.59,416.38,416.38,416.38
19-02-2019,23 - 00,423.82,373.95,373.95,373.95,373.95,373.95,373.95,373.95,445.3,445.3,445.3,422.36,422.36,422.36,373.95,373.95,373.95
20-02-2019,00 - 01,426.23,373.12,373.12,373.12,373.12,373.12,373.12,373.12,450.61,450.61,450.61,431.31,431.31,431.31,373.12,373.12,373.12
20-02-2019,01 - 02,423.05,360.93,360.93,360.93,360.93,360.93,360.93,360.93,446.9,446.9,446.9,428.13,428.13,428.13,360.93,360.93,360.93
20-02-2019,02 - 03,420.4,349.27,349.27,349.27,349.27,349.27,349.27,349.27,446.05,446.05,446.05,426.23,426.23,426.23,349.27,349.27,349.27
20-02-2019,03 - 04,421.77,371.64,371.64,371.64,371.64,371.64,371.64,371.64,446.47,446.47,446.47,427.92,427.92,427.92,371.64,371.64,371.64
20-02-2019,04 - 05,419.02,382.24,382.24,382.24,382.24,382.24,382.24,382.24,439.16,439.16,439.16,429.19,429.19,429.19,382.24,382.24,382.24
20-02-2019,05 - 06,436.4,439.16,439.16,439.16,439.16,439.16,403.44,439.16,441.81,441.81,441.81,439.16,439.16,439.16,439.16,439.16,439.16
20-02-2019,06 - 07,460.04,460.25,460.25,460.25,460.25,460.25,460.25,460.25,460.25,460.25,460.25,460.25,460.25,460.25,460.25,460.25,460.25
20-02-2019,07 - 08,475.09,472.76,472.76,477,477,477,515.48,579.4,477,477,477,472.76,472.76,472.76,477,477,477
20-02-2019,08 - 09,483.15,474.35,474.35,486.01,486.01,486.01,553.53,578.55,486.01,486.01,486.01,474.35,474.35,474.35,486.01,486.01,486.01
20-02-2019,09 - 10,483.04,476.26,476.26,483.57,483.57,483.57,562.65,562.65,483.57,483.57,483.57,476.26,476.26,476.26,483.57,483.57,483.57
20-02-2019,10 - 11,482.19,477.74,477.74,481.56,481.56,481.56,552.15,552.15,481.56,481.56,481.56,477.74,477.74,477.74,481.56,481.56,481.56
20-02-2019,11 - 12,471.7,469.58,469.58,469.58,469.58,469.58,527.14,527.14,469.58,469.58,469.58,469.58,469.58,469.58,469.58,469.58,469.58
20-02-2019,12 - 13,463.64,463.64,463.64,463.64,463.64,463.64,463.64,463.64,463.64,463.64,463.64,463.64,463.64,463.64,463.64,463.64,463.64
20-02-2019,13 - 14,466.08,466.08,466.08,466.08,466.08,466.08,477.53,477.53,466.08,466.08,466.08,466.08,466.08,466.08,466.08,466.08,466.08
20-02-2019,14 - 15,473.18,472.76,472.76,472.76,472.76,472.76,483.15,483.15,472.76,472.76,472.76,472.76,472.76,472.76,472.76,472.76,472.76
20-02-2019,15 - 16,476.15,476.05,476.05,476.05,476.05,476.05,487.71,487.71,476.05,476.05,476.05,476.05,476.05,476.05,476.05,476.05,476.05
20-02-2019,16 - 17,484.95,482.72,482.72,482.72,482.72,482.72,527.77,527.77,482.72,482.72,482.72,482.72,482.72,482.72,482.72,482.72,482.72
20-02-2019,17 - 18,494.38,492.05,492.05,492.05,492.05,492.05,550.78,550.78,492.05,492.05,492.05,492.05,492.05,492.05,492.05,492.05,492.05
20-02-2019,18 - 19,495.97,493.54,493.54,493.54,493.54,493.54,575.05,575.05,493.54,493.54,493.54,493.54,493.54,493.54,493.54,493.54,493.54
20-02-2019,19 - 20,486.12,483.68,483.68,483.68,483.68,483.68,576,576,483.68,483.68,483.68,483.68,483.68,483.68,483.68,483.68,483.68
20-02-2019,20 - 21,477.95,477.64,477.64,477.64,477.64,477.64,499.05,537.95,477.64,477.64,477.64,477.64,477.64,477.64,477.64,477.64,477.64
20-02-2019,21 - 22,466.93,467.04,467.04,467.04,467.04,467.04,467.04,467.04,467.04,467.04,467.04,467.04,467.04,467.04,467.04,467.04,467.04
20-02-2019,22 - 23,458.56,458.66,458.66,458.66,458.66,458.66,458.66,458.66,458.66,458.66,458.66,458.66,458.66,458.66,458.66,458.66,458.66
20-02-2019,23 - 00,445.73,446.68,446.68,446.68,446.68,446.68,425.38,425.38,446.68,446.68,446.68,446.68,446.68,446.68,446.68,446.68,446.68
21-02-2019,00 - 01,436.29,438.08,438.08,438.08,438.08,438.08,391.57,391.57,438.08,438.08,438.08,438.08,438.08,438.08,438.08,438.08,438.08
21-02-2019,01 - 02,428.06,430.17,430.17,430.17,430.17,430.17,379.66,379.66,430.17,430.17,430.17,430.17,430.17,430.17,430.17,430.17,430.17
21-02-2019,02 - 03,427.53,428.48,428.48,428.48,428.48,428.48,374.28,374.28,429.43,429.43,429.43,428.48,428.48,428.48,428.48,428.48,428.48
21-02-2019,03 - 04,429.33,431.65,431.65,431.65,431.65,431.65,372.91,372.91,431.65,431.65,431.65,431.65,431.65,431.65,431.65,431.65,431.65
21-02-2019,04 - 05,432.91,434.92,434.92,434.92,434.92,434.92,380.5,380.5,434.92,434.92,434.92,434.92,434.92,434.92,434.92,434.92,434.92
21-02-2019,05 - 06,451.05,453.27,453.27,453.27,453.27,453.27,399.69,399.69,453.27,453.27,453.27,453.27,453.27,453.27,453.27,453.27,453.27
21-02-2019,06 - 07,468.88,466.77,466.77,466.77,466.77,493.87,478.26,478.26,466.77,466.77,466.77,466.77,466.77,466.77,493.87,493.87,493.87
21-02-2019,07 - 08,484.38,482.16,482.16,482.16,482.16,557.88,524.98,524.98,482.16,482.16,482.16,482.16,482.16,482.16,557.88,557.88,557.88
21-02-2019,08 - 09,491.13,486.59,486.59,486.59,486.59,578.13,532.57,532.57,486.59,486.59,486.59,486.59,486.59,486.59,578.13,578.13,578.13
21-02-2019,09 - 10,483.32,480.69,480.69,480.69,480.69,582.24,492.5,492.5,480.69,480.69,480.69,480.69,480.69,480.69,582.24,582.24,582.24
21-02-2019,10 - 11,475.1,471.83,471.83,471.83,471.83,593.11,455.59,455.59,471.83,471.83,471.83,471.83,471.83,471.83,593.11,593.11,593.11
21-02-2019,11 - 12,466.13,465.5,465.5,465.5,465.5,495.35,423.95,423.95,465.5,465.5,465.5,465.5,465.5,465.5,495.35,495.35,495.35
21-02-2019,12 - 13,463.5,462.76,462.76,462.76,462.76,475.2,462.76,462.76,462.76,462.76,462.76,462.76,462.76,462.76,475.2,475.2,475.2
21-02-2019,13 - 14,463.18,462.23,462.23,462.23,462.23,474.89,462.23,462.23,462.23,462.23,462.23,462.23,462.23,462.23,474.89,474.89,474.89
21-02-2019,14 - 15,465.39,463.6,463.6,463.6,463.6,549.34,420.68,420.68,463.6,463.6,463.6,463.6,463.6,463.6,549.34,549.34,549.34
21-02-2019,15 - 16,469.93,466.13,466.13,466.13,466.13,546.39,452.32,452.32,466.13,466.13,466.13,466.13,466.13,466.13,546.39,546.39,546.39
21-02-2019,16 - 17,478.37,476.57,476.57,476.57,476.57,560.63,488.28,488.28,476.57,476.57,476.57,476.57,476.57,476.57,560.63,560.63,560.63
21-02-2019,17 - 18,494.08,479.32,479.32,488.81,520.97,591.63,533.73,533.73,488.81,488.81,488.81,479.32,479.32,479.32,591.63,591.63,591.63
21-02-2019,18 - 19,494.29,474.04,474.04,559.99,559.99,584.25,559.99,559.99,489.86,489.86,489.86,474.04,474.04,474.04,584.25,584.25,584.25
21-02-2019,19 - 20,488.49,471.93,471.93,488.6,545.33,545.33,547.76,547.76,488.6,488.6,488.6,471.93,471.93,471.93,545.33,545.33,545.33
21-02-2019,20 - 21,479.74,468.77,468.77,481.21,481.21,481.21,518.97,518.97,481.21,481.21,481.21,468.77,468.77,468.77,481.21,481.21,481.21
21-02-2019,21 - 22,470.46,466.13,466.13,474.78,474.78,474.78,486.49,486.49,474.78,474.78,474.78,466.13,466.13,466.13,474.78,474.78,474.78
21-02-2019,22 - 23,463.81,464.02,464.02,464.02,464.02,464.02,464.02,464.02,464.02,464.02,464.02,464.02,464.02,464.02,464.02,464.02,464.02
21-02-2019,23 - 00,449.89,450.21,450.21,450.21,450.21,450.21,450.21,450.21,450.21,450.21,450.21,450.21,450.21,450.21,450.21,450.21,450.21
22-02-2019,00 - 01,447.63,447.95,447.95,447.95,447.95,447.95,439.78,447.95,447.95,447.95,447.95,447.95,447.95,447.95,447.95,447.95,447.95
22-02-2019,01 - 02,436.81,436.81,436.81,436.81,436.81,436.81,436.81,436.81,436.81,436.81,436.81,436.81,436.81,436.81,436.81,436.81,436.81
22-02-2019,02 - 03,432.79,432.79,432.79,432.79,432.79,432.79,432.79,432.79,432.79,432.79,432.79,432.79,432.79,432.79,432.79,432.79,430.35
22-02-2019,03 - 04,430.03,430.03,430.03,430.03,430.03,430.03,430.03,430.03,430.03,430.03,430.03,430.03,430.03,430.03,430.03,430.03,428.54
22-02-2019,04 - 05,435.54,437.66,437.66,437.66,437.66,437.66,417.2,417.2,437.66,437.66,437.66,437.66,437.66,437.66,437.66,437.66,430.56
22-02-2019,05 - 06,456.43,456.22,456.22,456.22,456.22,477.63,445.3,456.22,456.22,456.22,456.22,456.22,456.22,456.22,477.63,477.63,463.21
22-02-2019,06 - 07,478.06,465.97,465.97,481.66,521.53,543.69,521.53,521.53,481.66,481.66,481.66,465.97,465.97,465.97,543.69,543.69,543.69
22-02-2019,07 - 08,485.37,463.11,463.11,583.44,583.44,614.72,583.44,583.44,486.54,486.54,486.54,463.11,463.11,463.11,614.72,614.72,614.72
22-02-2019,08 - 09,486.65,462.68,462.68,614.4,614.4,614.4,614.4,614.4,487.39,487.39,487.39,462.68,462.68,462.68,614.4,614.4,614.4
22-02-2019,09 - 10,486.43,461.73,461.73,589.7,589.7,589.7,589.7,589.7,487.6,487.6,487.6,461.73,461.73,461.73,589.7,589.7,589.7
22-02-2019,10 - 11,483.25,460.14,460.14,574.01,574.01,596.49,574.01,574.01,485.37,485.37,485.37,460.14,460.14,460.14,596.49,596.49,596.49
22-02-2019,11 - 12,475.2,457.91,457.91,482.4,562.56,507.96,562.56,562.56,479.75,479.75,479.75,457.91,457.91,457.91,540.08,540.08,540.08
22-02-2019,12 - 13,462.79,456,456,463,545.49,467.46,545.49,545.49,463,463,463,456,456,456,545.49,545.49,545.49
22-02-2019,13 - 14,458.76,455.9,455.9,457.91,519.41,479.86,519.41,519.41,457.91,457.91,457.91,455.9,455.9,455.9,479.86,479.86,479.86
22-02-2019,14 - 15,462.68,454.94,454.94,465.97,486.43,508.49,486.43,486.43,465.97,465.97,465.97,454.94,454.94,454.94,525.87,525.87,525.87
22-02-2019,15 - 16,463.64,454.73,454.73,468.62,474.45,479.33,474.45,474.45,468.62,468.62,468.62,454.73,454.73,454.73,479.33,479.33,479.33
22-02-2019,16 - 17,468.41,455.69,455.69,479.44,492.58,505.62,492.58,492.58,479.44,479.44,479.44,455.69,455.69,455.69,505.62,505.62,505.62
22-02-2019,17 - 18,474.24,455.47,455.47,483.04,534.57,547.08,534.57,534.57,483.04,483.04,483.04,455.47,455.47,455.47,547.08,547.08,547.08
22-02-2019,18 - 19,474.66,454.94,454.94,483.04,555.56,555.56,555.56,555.56,483.04,483.04,483.04,454.94,454.94,454.94,555.56,555.56,555.56
22-02-2019,19 - 20,465.65,452.93,452.93,477.21,479.75,477.21,498.73,498.73,477.21,477.21,477.21,452.93,452.93,452.93,479.75,479.75,479.75
22-02-2019,20 - 21,454.1,451.66,451.66,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,451.66,451.66,451.66,455.9,455.9,455.9
22-02-2019,21 - 22,445.83,445.72,445.72,445.72,445.72,445.72,446.25,446.25,446.25,446.25,446.25,445.72,445.72,445.72,445.72,445.72,445.72
22-02-2019,22 - 23,446.99,447.1,447.1,447.1,447.1,447.1,447.1,447.1,447.1,447.1,447.1,447.1,447.1,447.1,447.1,447.1,447.1
22-02-2019,23 - 00,427.17,419.85,419.85,419.85,419.85,419.85,419.85,419.85,439.36,439.36,439.36,419.85,419.85,419.85,419.85,419.85,419.85
23-02-2019,00 - 01,418.63,403.36,403.36,403.36,403.36,403.36,403.36,403.36,435.7,435.7,435.7,403.36,403.36,403.36,403.36,403.36,403.36
23-02-2019,01 - 02,409.61,387.45,387.45,387.45,387.45,387.45,387.45,387.45,432.52,432.52,432.52,387.45,387.45,387.45,387.45,387.45,387.45
23-02-2019,02 - 03,405.16,382.36,382.36,382.36,382.36,382.36,382.36,382.36,427.85,427.85,427.85,382.36,382.36,382.36,382.36,382.36,382.36
23-02-2019,03 - 04,405.48,381.83,381.83,381.83,381.83,381.83,381.83,381.83,426.58,426.58,426.58,381.83,381.83,381.83,381.83,381.83,381.83
23-02-2019,04 - 05,401.66,377.59,377.59,377.59,377.59,377.59,377.59,377.59,427.32,427.32,427.32,377.59,377.59,377.59,377.59,377.59,377.59
23-02-2019,05 - 06,403.57,382.04,382.04,382.04,382.04,382.04,382.04,382.04,427.53,427.53,427.53,382.04,382.04,382.04,382.04,382.04,382.04
23-02-2019,06 - 07,411.2,400.71,400.71,400.71,400.71,400.71,395.51,400.71,429.55,429.55,429.55,400.71,400.71,400.71,400.71,400.71,400.71
23-02-2019,07 - 08,430.82,430.71,430.71,430.71,430.71,430.71,435.91,430.71,430.71,430.71,430.71,430.71,430.71,430.71,430.71,430.71,430.71
23-02-2019,08 - 09,440.47,440.79,440.79,440.79,440.79,440.79,440.79,440.79,440.79,440.79,440.79,440.79,440.79,440.79,440.79,440.79,440.79
23-02-2019,09 - 10,440.89,441.21,441.21,441.21,441.21,441.21,442.38,441.21,441.21,441.21,441.21,441.21,441.21,441.21,441.21,441.21,441.21
23-02-2019,10 - 11,434.74,435.17,435.17,435.17,435.17,435.17,434.11,435.17,435.17,435.17,435.17,435.17,435.17,435.17,435.17,435.17,435.17
23-02-2019,11 - 12,429.12,427.75,427.75,427.75,427.75,427.75,427.75,427.75,433.15,433.15,433.15,427.75,427.75,427.75,427.75,427.75,427.75
23-02-2019,12 - 13,425.41,424.35,424.35,424.35,424.35,424.35,424.35,424.35,429.23,429.23,429.23,424.35,424.35,424.35,424.35,424.35,424.35
23-02-2019,13 - 14,419.16,416.82,416.82,416.82,416.82,416.82,416.82,416.82,424.14,424.14,424.14,416.82,416.82,416.82,416.82,416.82,416.82
23-02-2019,14 - 15,416.4,411.42,411.42,411.42,411.42,411.42,411.42,411.42,425.41,425.41,425.41,411.42,411.42,411.42,411.42,411.42,411.42
23-02-2019,15 - 16,419.37,417.04,417.04,417.04,417.04,417.04,376.32,417.04,427.64,427.64,427.64,417.04,417.04,417.04,417.04,417.04,417.04
23-02-2019,16 - 17,439.3,439.41,439.41,439.41,439.41,439.41,448.95,439.41,439.41,439.41,439.41,439.41,439.41,439.41,439.41,439.41,439.41
23-02-2019,17 - 18,456.48,456.06,456.06,456.06,456.06,456.06,497.73,497.73,456.06,456.06,456.06,456.06,456.06,456.06,456.06,456.06,456.06
23-02-2019,18 - 19,458.5,457.75,457.75,457.75,457.75,457.75,537.28,537.28,457.75,457.75,457.75,457.75,457.75,457.75,457.75,457.75,457.75
23-02-2019,19 - 20,450.44,450.44,450.44,450.44,450.44,450.44,450.44,450.44,450.44,450.44,450.44,450.44,450.44,450.44,450.44,450.44,450.44
23-02-2019,20 - 21,441.11,441.21,441.21,441.21,441.21,441.21,443.33,443.33,441.21,441.21,441.21,441.21,441.21,441.21,441.21,441.21,441.21
23-02-2019,21 - 22,428.28,427.85,427.85,427.85,427.85,427.85,427.85,427.85,429.97,429.97,429.97,427.85,427.85,427.85,427.85,427.85,427.85
23-02-2019,22 - 23,433.05,429.23,429.23,429.23,429.23,429.23,437.82,437.82,437.82,437.82,437.82,429.23,429.23,429.23,429.23,429.23,429.23
23-02-2019,23 - 00,420.96,413.54,413.54,413.54,413.54,413.54,413.54,413.54,434.21,434.21,434.21,413.54,413.54,413.54,413.54,413.54,413.54
24-02-2019,00 - 01,417.59,399.73,399.73,399.73,399.73,399.73,399.73,399.73,437.89,437.89,437.89,399.73,399.73,399.73,399.73,399.73,399.73
24-02-2019,01 - 02,413.05,390.64,390.64,390.64,390.64,390.64,390.64,390.64,436.62,436.62,436.62,390.64,390.64,390.64,390.64,390.64,390.64
24-02-2019,02 - 03,412.73,390.75,390.75,390.75,390.75,390.75,390.75,390.75,437.25,437.25,437.25,390.75,390.75,390.75,390.75,390.75,387.79
24-02-2019,03 - 04,410.09,382.71,382.71,382.71,382.71,382.71,382.71,382.71,437.15,437.15,437.15,382.71,382.71,382.71,382.71,382.71,382.71
24-02-2019,04 - 05,409.03,382.71,382.71,382.71,382.71,382.71,382.71,382.71,435.67,435.67,435.67,382.71,382.71,382.71,382.71,382.71,382.71
24-02-2019,05 - 06,411.36,391.49,391.49,391.49,391.49,391.49,391.49,391.49,433.98,433.98,433.98,391.49,391.49,391.49,391.49,391.49,391.49
24-02-2019,06 - 07,411.36,390.85,390.85,390.85,390.85,390.85,390.85,390.85,434.82,434.82,434.82,390.85,390.85,390.85,390.85,390.85,390.85
24-02-2019,07 - 08,414.63,401.42,401.42,401.42,401.42,401.42,401.42,401.42,432.28,432.28,432.28,401.42,401.42,401.42,401.42,401.42,401.42
24-02-2019,08 - 09,421.61,413.37,413.37,413.37,413.37,413.37,413.37,413.37,434.5,434.5,434.5,413.37,413.37,413.37,413.37,413.37,413.37
24-02-2019,09 - 10,425.63,420.55,420.55,420.55,420.55,420.55,420.55,420.55,439.37,439.37,439.37,420.55,420.55,420.55,420.55,420.55,420.55
24-02-2019,10 - 11,422.67,407.76,407.76,407.76,407.76,407.76,407.76,407.76,444.86,444.86,444.86,407.76,407.76,407.76,407.76,407.76,407.76
24-02-2019,11 - 12,419.81,401.32,401.32,401.32,401.32,401.32,401.32,401.32,444.54,444.54,444.54,401.32,401.32,401.32,401.32,401.32,401.32
24-02-2019,12 - 13,416.11,398.15,398.15,398.15,398.15,398.15,398.15,398.15,442.85,442.85,442.85,398.15,398.15,398.15,398.15,398.15,398.15
24-02-2019,13 - 14,411.89,381.55,381.55,381.55,381.55,381.55,381.55,381.55,441.69,441.69,441.69,381.55,381.55,381.55,381.55,381.55,381.55
24-02-2019,14 - 15,408.5,374.05,374.05,374.05,374.05,374.05,374.05,374.05,439.15,439.15,439.15,374.05,374.05,374.05,374.05,374.05,374.05
24-02-2019,15 - 16,410.19,379.02,379.02,379.02,379.02,379.02,379.02,379.02,437.67,437.67,437.67,379.02,379.02,379.02,379.02,379.02,379.02
24-02-2019,16 - 17,417.28,401.63,401.63,401.63,401.63,401.63,391.49,401.63,437.89,437.89,437.89,401.63,401.63,401.63,401.63,401.63,401.63
24-02-2019,17 - 18,439.68,436.62,436.62,436.62,436.62,436.62,447.82,437.67,445.71,445.71,445.71,436.62,436.62,436.62,436.62,436.62,436.62
24-02-2019,18 - 19,446.66,440,440,440,440,440,506.06,506.06,454.48,454.48,454.48,440,440,440,440,440,440
24-02-2019,19 - 20,443.49,436.62,436.62,436.62,436.62,436.62,451.63,451.63,451.63,451.63,451.63,436.62,436.62,436.62,436.62,436.62,436.62
24-02-2019,20 - 21,436.62,429.32,429.32,429.32,429.32,429.32,450.57,450.57,450.57,450.57,450.57,429.32,429.32,429.32,429.32,429.32,429.32
24-02-2019,21 - 22,431.97,424.99,424.99,424.99,424.99,424.99,446.34,446.34,446.34,446.34,446.34,424.99,424.99,424.99,424.99,424.99,424.99
24-02-2019,22 - 23,425.2,417.49,417.49,417.49,417.49,417.49,442.85,442.85,442.85,442.85,442.85,417.49,417.49,417.49,417.49,417.49,417.49
24-02-2019,23 - 00,420.76,411.89,411.89,411.89,411.89,411.89,435.98,435.98,435.98,435.98,435.98,411.89,411.89,411.89,411.89,411.89,411.89
25-02-2019,00 - 01,414.74,392.02,392.02,392.02,392.02,392.02,409.03,409.03,433.66,433.66,433.66,392.02,392.02,392.02,392.02,392.02,392.02
25-02-2019,01 - 02,410.3,381.87,381.87,381.87,381.87,381.87,391.28,391.28,431.86,431.86,431.86,381.87,381.87,381.87,381.87,381.87,381.87
25-02-2019,02 - 03,409.77,381.66,381.66,381.66,381.66,381.66,391.06,391.06,430.49,430.49,430.49,381.66,381.66,381.66,381.66,381.66,381.66
25-02-2019,03 - 04,409.45,380.71,380.71,380.71,380.71,380.71,384.41,384.41,429.85,429.85,429.85,380.71,380.71,380.71,380.71,380.71,380.71
25-02-2019,04 - 05,409.14,381.13,381.13,381.13,381.13,381.13,381.13,381.13,428.48,428.48,428.48,381.13,381.13,381.13,381.13,381.13,381.13
25-02-2019,05 - 06,425.73,423.51,423.51,423.51,423.51,423.51,423.51,423.51,434.5,434.5,434.5,423.51,423.51,423.51,423.51,423.51,423.51
25-02-2019,06 - 07,445.39,438.52,438.52,452.37,452.37,452.37,463.36,452.37,452.37,452.37,452.37,438.52,438.52,438.52,452.37,452.37,452.37
25-02-2019,07 - 08,457.33,442.43,442.43,462.51,462.51,462.51,549.6,677.49,462.51,462.51,462.51,442.43,442.43,442.43,462.51,462.51,462.51
25-02-2019,08 - 09,463.15,443.38,443.38,469.07,469.07,469.07,587.55,587.55,469.07,469.07,469.07,443.38,443.38,443.38,538.29,538.29,538.29
25-02-2019,09 - 10,463.46,444.97,444.97,468.75,468.75,468.75,536.07,536.07,468.75,468.75,468.75,444.97,444.97,444.97,538.08,538.08,538.08
25-02-2019,10 - 11,459.87,445.71,445.71,466.11,466.11,466.11,477.52,477.52,466.11,466.11,466.11,445.71,445.71,445.71,515.57,515.57,515.57
25-02-2019,11 - 12,441.9,442.33,442.33,442.33,442.33,442.33,442.33,442.33,442.33,442.33,442.33,442.33,442.33,442.33,442.33,442.33,442.33
