Elspot Prices in SEK/MWh,,,,,,,,,,,,,,,,,,,
Data was last updated 10-01-2018,,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,FRE
26-06-2016,11 - 12,233.41,286.43,286.43,286.43,286.43,286.43,203.61,286.43,203.61,203.61,203.61,286.43,286.43,237.08,286.43,286.43,286.43,
26-06-2016,12 - 13,233.32,286.25,286.25,286.25,286.25,286.25,203.33,286.25,203.33,203.33,203.33,286.25,286.25,237.08,286.25,286.25,286.25,
26-06-2016,13 - 14,232.19,282.67,282.67,282.67,282.67,282.67,202.49,282.67,202.49,202.49,202.49,282.67,282.67,236.99,282.67,283.71,283.71,
26-06-2016,14 - 15,231.53,275.72,275.72,275.72,275.72,275.72,203.24,275.72,203.24,203.24,203.24,275.72,275.72,236.99,275.72,275.72,275.72,
26-06-2016,15 - 16,230.03,269.32,269.32,269.32,269.32,269.32,202.86,269.32,202.86,202.86,202.86,269.32,269.32,233.98,269.32,269.32,269.32,
26-06-2016,16 - 17,231.06,269.32,269.32,269.32,269.32,269.32,204.65,269.32,204.65,204.65,204.65,269.32,269.32,233.88,269.32,269.7,269.7,
26-06-2016,17 - 18,235.11,273.93,273.93,273.93,273.93,273.93,273.93,273.93,218.56,218.56,218.56,273.93,273.93,233.79,273.93,273.93,273.93,
26-06-2016,18 - 19,238.02,274.21,274.21,274.21,274.21,274.21,274.21,274.21,227.21,227.21,227.21,274.21,274.21,233.88,274.21,274.21,274.21,
26-06-2016,19 - 20,238.4,274.4,274.4,274.4,274.4,274.4,274.4,274.4,228.43,228.43,228.43,274.4,274.4,234.07,274.4,274.4,274.4,
26-06-2016,20 - 21,242.91,281.73,281.73,281.73,281.73,281.73,281.73,281.73,229.65,229.65,229.65,281.73,281.73,234.17,281.73,281.73,281.73,
26-06-2016,21 - 22,241.97,280.51,280.51,280.51,280.51,280.51,278.82,280.51,229.37,229.37,229.37,280.51,280.51,234.26,280.51,286.62,286.62,
26-06-2016,22 - 23,246.86,286.53,286.53,286.53,286.53,286.53,286.53,286.53,228.15,228.15,228.15,286.53,286.53,234.35,286.53,286.53,286.53,
26-06-2016,23 - 00,237.17,264.34,264.34,264.34,264.34,264.34,264.34,264.34,224.39,224.39,224.39,264.34,264.34,233.7,264.34,264.34,264.34,
27-06-2016,00 - 01,222.32,235.39,235.39,235.39,235.39,235.39,226.55,235.39,219.31,219.31,219.31,235.39,235.39,223.73,235.39,235.39,235.39,
27-06-2016,01 - 02,207.66,219.6,219.6,219.6,219.6,219.6,197.32,219.6,203.8,203.8,203.8,219.6,219.6,219.6,219.6,219.6,219.6,
27-06-2016,02 - 03,190.45,207.94,207.94,207.94,207.94,207.94,178.99,207.94,185.66,185.66,185.66,207.94,207.94,207.94,207.94,207.94,207.94,
27-06-2016,03 - 04,192.62,194.03,194.03,194.03,194.03,194.03,192.43,194.03,192.43,192.43,192.43,194.03,194.03,194.03,194.03,194.03,194.03,
27-06-2016,04 - 05,197.79,217.06,217.06,217.06,217.06,217.06,151.54,217.06,189.14,189.14,189.14,217.06,217.06,217.06,217.06,217.06,217.06,
27-06-2016,05 - 06,226.46,275.53,275.53,275.53,275.53,275.53,178.8,275.53,210.67,210.67,210.67,275.53,275.53,222.42,275.53,275.53,275.53,
27-06-2016,06 - 07,261.99,340.49,340.49,340.49,340.49,340.49,260.86,340.49,216.02,216.02,216.02,310.4,310.4,237.74,340.49,340.49,340.49,
27-06-2016,07 - 08,286.53,408.64,408.64,408.64,408.64,408.64,310.87,408.64,231.53,231.53,231.53,319.99,319.99,238.87,408.64,408.64,408.64,
27-06-2016,08 - 09,297.15,732.3,732.3,732.3,732.3,732.3,232.66,732.3,232.66,232.66,232.66,600.22,600.22,243.47,732.3,732.3,732.3,
27-06-2016,09 - 10,298.47,889.1,889.1,889.1,889.1,889.1,232.1,889.1,232.1,232.1,232.1,660.95,660.95,243.75,889.1,889.1,889.1,
27-06-2016,10 - 11,300.63,833.26,833.26,833.26,833.26,833.26,247.89,833.26,233.6,233.6,233.6,833.26,833.26,244.04,833.26,833.26,833.26,
27-06-2016,11 - 12,301.76,969.66,969.66,969.66,969.66,969.66,233.32,969.66,233.32,233.32,233.32,441.73,441.73,243.75,969.66,969.66,969.66,
27-06-2016,12 - 13,299.88,941.93,941.93,941.93,941.93,941.93,233.32,941.93,233.32,233.32,233.32,456.39,456.39,243.57,941.93,941.93,941.93,
27-06-2016,13 - 14,299.97,1022.49,1022.49,1022.49,1022.49,1022.49,238.58,1022.49,233.6,233.6,233.6,475.29,475.29,243.66,1022.49,1022.49,1022.49,
27-06-2016,14 - 15,298.84,894.74,894.74,894.74,894.74,894.74,233.04,894.74,233.04,233.04,233.04,894.74,894.74,243.47,894.74,894.74,894.74,
27-06-2016,15 - 16,299.97,825.46,825.46,825.46,825.46,825.46,232.76,825.46,232.76,232.76,232.76,825.46,825.46,243.38,825.46,825.46,825.46,
27-06-2016,16 - 17,287.47,408.64,408.64,408.64,408.64,408.64,243.66,408.64,233.6,233.6,233.6,369.53,369.53,242.06,408.64,408.64,408.64,
27-06-2016,17 - 18,282.86,396.51,396.51,396.51,396.51,396.51,263.97,396.51,233.23,233.23,233.23,351.2,351.2,239.43,396.51,396.51,396.51,
27-06-2016,18 - 19,287.47,409.02,409.02,409.02,409.02,409.02,328.83,409.02,232.66,232.66,232.66,332.21,332.21,238.96,409.02,409.02,409.02,
27-06-2016,19 - 20,286.43,422.18,422.18,422.18,422.18,422.18,367.09,422.18,232.66,232.66,232.66,307.77,307.77,238.87,422.18,422.18,422.18,
27-06-2016,20 - 21,276.19,376.87,376.87,376.87,376.87,376.87,360.13,376.87,232.85,232.85,232.85,322.06,322.06,238.58,376.87,376.87,376.87,
27-06-2016,21 - 22,275.62,353.65,353.65,353.65,353.65,353.65,343.31,353.65,233.23,233.23,233.23,283.43,283.43,238.21,353.65,353.65,353.65,
27-06-2016,22 - 23,268.48,350.54,350.54,350.54,350.54,350.54,342.18,350.54,232.57,232.57,232.57,279.57,279.57,223.26,350.54,350.54,350.54,
27-06-2016,23 - 00,262.74,302.41,302.41,302.41,302.41,302.41,297.9,302.41,231.06,231.06,231.06,297.24,297.24,222.51,302.41,302.41,302.41,
28-06-2016,00 - 01,233.81,274.17,274.17,274.17,274.17,274.17,251.92,274.17,230.99,230.99,230.99,274.17,274.17,217.66,274.17,274.17,274.17,
28-06-2016,01 - 02,229.02,256.61,256.61,256.61,256.61,256.61,229.02,256.61,221.7,221.7,221.7,256.61,256.61,220.38,256.61,256.61,256.61,
28-06-2016,02 - 03,225.45,243.29,243.29,243.29,243.29,243.29,226.11,243.29,218.88,218.88,218.88,243.29,243.29,219.82,243.29,243.29,243.29,
28-06-2016,03 - 04,220.1,234.74,234.74,234.74,234.74,234.74,217.1,234.74,213.06,213.06,213.06,234.74,234.74,219.54,234.74,234.74,234.74,
28-06-2016,04 - 05,220.66,238.5,238.5,238.5,238.5,238.5,213.63,238.5,212.87,212.87,212.87,238.5,238.5,220.1,238.5,238.5,238.5,
28-06-2016,05 - 06,236.71,291.9,291.9,291.9,291.9,291.9,227.05,291.9,219.73,219.73,219.73,280.55,280.55,220.48,291.9,291.9,291.9,
28-06-2016,06 - 07,280.17,391.96,391.96,391.96,391.96,391.96,281.58,391.96,231.08,231.08,231.08,283.83,283.83,235.21,391.96,391.96,391.96,
28-06-2016,07 - 08,290.22,1125.57,1125.57,1125.57,1125.57,1125.57,376.19,1125.57,232.12,232.12,232.12,309.93,309.93,237.28,1125.57,1125.57,1125.57,
28-06-2016,08 - 09,309.83,1408.09,1408.09,1408.09,1408.09,1408.09,412.61,1408.09,233.81,233.81,233.81,323.25,323.25,239.62,1408.09,1408.09,1408.09,
28-06-2016,09 - 10,313.02,1363.41,1363.41,1363.41,1363.41,1363.41,394.02,1363.41,234.09,234.09,234.09,328.42,328.42,240.09,1363.41,1363.41,1363.41,
28-06-2016,10 - 11,328.04,1408.37,1408.37,1408.37,1408.37,1408.37,365.49,1408.37,234.18,234.18,234.18,359.58,359.58,242.63,1408.37,1408.37,1408.37,
28-06-2016,11 - 12,328.32,1575.72,1575.72,1575.72,1575.72,1575.72,355.54,1575.72,233.99,233.99,233.99,350.38,350.38,242.53,1575.72,1575.72,1575.72,
28-06-2016,12 - 13,324.66,1416.72,1416.72,1416.72,1416.72,1416.72,331.89,1416.72,234.18,234.18,234.18,363.14,363.14,242.16,1416.72,1416.72,1416.72,
28-06-2016,13 - 14,319.41,1502.51,1502.51,1502.51,1502.51,1502.51,319.87,1502.51,233.99,233.99,233.99,451.47,451.47,242.44,1502.51,1502.51,1502.51,
28-06-2016,14 - 15,306.83,1501.85,1501.85,1501.85,1501.85,1501.85,306.17,1501.85,233.24,233.24,233.24,408.1,408.1,242.63,1501.85,1501.85,1501.85,
28-06-2016,15 - 16,293.88,969.39,969.39,969.39,969.39,969.39,294.44,969.39,232.59,232.59,232.59,391.4,391.4,242.63,969.39,969.39,969.39,
28-06-2016,16 - 17,284.58,527.49,527.49,527.49,527.49,527.49,289.93,527.49,232.4,232.4,232.4,458.51,458.51,242.44,527.49,527.49,527.49,
28-06-2016,17 - 18,281.86,411.39,411.39,411.39,411.39,411.39,338.27,411.39,231.74,231.74,231.74,407.82,407.82,241.41,411.39,411.39,411.39,
28-06-2016,18 - 19,286.09,483.1,483.1,483.1,483.1,483.1,374.03,483.1,231.27,231.27,231.27,373.28,373.28,241.22,483.1,483.1,483.1,
28-06-2016,19 - 20,286.84,564.38,564.38,564.38,564.38,564.38,391.77,564.38,231.55,231.55,231.55,351.32,351.32,238.97,564.38,564.38,564.38,
28-06-2016,20 - 21,280.92,393.55,393.55,393.55,393.55,393.55,365.96,393.55,231.93,231.93,231.93,314.15,314.15,238.78,393.55,393.55,393.55,
28-06-2016,21 - 22,279.52,393.55,393.55,393.55,393.55,393.55,324.38,393.55,232.02,232.02,232.02,290.68,290.68,238.69,393.55,393.55,393.55,
28-06-2016,22 - 23,271.63,362.68,362.68,362.68,362.68,362.68,317.62,362.68,231.08,231.08,231.08,281.49,281.49,227.8,362.68,362.68,362.68,
28-06-2016,23 - 00,253.05,297.82,297.82,297.82,297.82,297.82,266,297.82,230.05,230.05,230.05,279.61,279.61,227.14,297.82,297.82,297.82,
29-06-2016,00 - 01,241.72,293.1,293.1,293.1,293.1,293.1,226.54,293.1,224,224,224,293.1,293.1,225.69,293.1,293.1,293.1,
29-06-2016,01 - 02,233.42,283.77,283.77,283.77,283.77,283.77,208.72,283.77,211.27,211.27,211.27,283.77,283.77,223.81,283.77,283.77,283.77,
29-06-2016,02 - 03,228.99,283.01,283.01,283.01,283.01,283.01,195.05,283.01,195.05,195.05,195.05,280.09,280.09,222.77,283.01,283.01,283.01,
29-06-2016,03 - 04,223.62,282.26,282.26,282.26,282.26,282.26,188.46,282.26,188.46,188.46,188.46,276.51,276.51,222.68,282.26,282.26,282.26,
29-06-2016,04 - 05,221.17,281.88,281.88,281.88,281.88,281.88,180.73,281.88,184.59,184.59,184.59,275.28,275.28,223.15,281.88,281.88,281.88,
29-06-2016,05 - 06,234.74,296.12,296.12,296.12,296.12,296.12,188.46,296.12,193.55,193.55,193.55,274.72,274.72,225.03,296.12,296.12,296.12,
29-06-2016,06 - 07,277.07,396.61,396.61,396.61,396.61,396.61,231.73,396.61,222.77,222.77,222.77,277.55,277.55,238.61,396.61,396.61,396.61,
29-06-2016,07 - 08,289.24,455.54,455.54,455.54,455.54,455.54,310.26,455.54,231.45,231.45,231.45,297.44,297.44,240.87,455.54,455.54,455.54,
29-06-2016,08 - 09,301.02,674.91,674.91,674.91,674.91,674.91,329.4,674.91,234.08,234.08,234.08,301.59,301.59,242.57,674.91,674.91,674.91,
29-06-2016,09 - 10,304.04,752.79,752.79,752.79,752.79,752.79,299.98,752.79,234.56,234.56,234.56,303.57,303.57,242.76,752.79,752.79,752.79,
29-06-2016,10 - 11,305.17,787.86,787.86,787.86,787.86,787.86,245.59,787.86,234.37,234.37,234.37,302.91,302.91,243.89,787.86,787.86,787.86,
29-06-2016,11 - 12,298.47,709.8,709.8,709.8,709.8,709.8,232.95,709.8,232.95,232.95,232.95,301.21,301.21,243.7,709.8,709.8,709.8,
29-06-2016,12 - 13,292.91,752.79,752.79,752.79,752.79,752.79,230.6,752.79,230.6,230.6,230.6,299.79,299.79,243.7,752.79,752.79,752.79,
29-06-2016,13 - 14,291.03,582.34,582.34,582.34,582.34,582.34,231.07,582.34,231.07,231.07,231.07,301.49,301.49,243.14,582.34,582.34,582.34,
29-06-2016,14 - 15,288.86,582.15,582.15,582.15,582.15,582.15,228.81,582.15,228.81,228.81,228.81,302.72,302.72,242.66,582.15,582.15,582.15,
29-06-2016,15 - 16,286.31,581.58,581.58,581.58,581.58,581.58,225.88,581.58,225.88,225.88,225.88,301.4,301.4,242.29,581.58,581.58,581.58,
29-06-2016,16 - 17,283.58,402.65,402.65,402.65,402.65,402.65,223.53,402.65,230.5,230.5,230.5,300.93,300.93,241.72,402.65,402.65,402.65,
29-06-2016,17 - 18,283.01,396.05,396.05,396.05,396.05,396.05,250.21,396.05,232.95,232.95,232.95,300.83,300.83,239.74,396.05,396.05,396.05,
29-06-2016,18 - 19,285.94,396.43,396.43,396.43,396.43,396.43,315.44,396.43,232.67,232.67,232.67,301.11,301.11,238.99,396.43,396.43,396.43,
29-06-2016,19 - 20,284.14,396.24,396.24,396.24,396.24,396.24,367.58,396.24,232.48,232.48,232.48,300.83,300.83,239.08,396.24,396.24,396.24,
29-06-2016,20 - 21,280.19,362.11,362.11,362.11,362.11,362.11,353.44,362.11,232.11,232.11,232.11,291.88,291.88,238.99,362.11,362.11,362.11,
29-06-2016,21 - 22,272.08,346.27,346.27,346.27,346.27,346.27,329.77,346.27,232.86,232.86,232.86,280.19,280.19,238.61,346.27,373.05,373.05,
29-06-2016,22 - 23,268.12,337.5,337.5,337.5,337.5,337.5,329.4,337.5,232.11,232.11,232.11,279.81,279.81,227.49,337.5,337.5,337.5,
29-06-2016,23 - 00,249.45,292.44,292.44,292.44,292.44,292.44,282.45,292.44,227.01,227.01,227.01,277.64,277.64,226.35,292.44,292.44,292.44,
30-06-2016,00 - 01,234.99,275.55,275.55,275.55,275.55,275.55,237.35,275.55,222.35,222.35,222.35,275.55,275.55,224.61,275.55,275.55,275.55,
30-06-2016,01 - 02,225.84,264.89,264.89,264.89,264.89,264.89,213.2,264.89,213.2,213.2,213.2,264.89,264.89,223.01,264.89,264.89,264.89,
30-06-2016,02 - 03,220.18,264.33,264.33,264.33,264.33,264.33,203.01,264.33,203.01,203.01,203.01,264.33,264.33,222.44,264.33,264.33,264.33,
30-06-2016,03 - 04,214.05,261.78,261.78,261.78,261.78,261.78,189.71,261.78,189.71,189.71,189.71,261.78,261.78,222.25,261.78,261.78,261.78,
30-06-2016,04 - 05,212.07,259.33,259.33,259.33,259.33,259.33,186.97,259.33,186.97,186.97,186.97,259.33,259.33,222.25,259.33,259.33,259.33,
30-06-2016,05 - 06,228.01,300.83,300.83,300.83,300.83,300.83,197.07,300.83,197.07,197.07,197.07,272.91,272.91,222.44,300.83,300.83,300.83,
30-06-2016,06 - 07,259.7,350.93,350.93,350.93,350.93,350.93,213.48,350.93,213.48,213.48,213.48,275.93,275.93,231.59,350.93,350.93,350.93,
30-06-2016,07 - 08,270.08,396.49,396.49,396.49,396.49,396.49,220.84,396.49,220.84,220.84,220.84,289.51,289.51,235.74,396.49,396.49,396.49,
30-06-2016,08 - 09,280.74,425.07,425.07,425.07,425.07,425.07,223.01,425.07,223.01,223.01,223.01,309.04,309.04,241.87,425.07,425.07,425.07,
30-06-2016,09 - 10,278.38,454.22,454.22,454.22,454.22,454.22,224.61,454.22,224.61,224.61,224.61,307.15,307.15,241.97,454.22,454.22,454.22,
30-06-2016,10 - 11,279.99,425.26,425.26,425.26,425.26,425.26,226.22,425.26,226.22,226.22,226.22,309.51,309.51,241.78,425.26,425.26,425.26,
30-06-2016,11 - 12,277.82,424.79,424.79,424.79,424.79,424.79,254.61,424.79,226.31,226.31,226.31,306.31,306.31,241.21,424.79,424.79,424.79,
30-06-2016,12 - 13,277.25,376.77,376.77,376.77,376.77,381.87,257.82,376.77,226.4,226.4,226.4,302.82,302.82,237.35,381.87,425.26,425.26,
30-06-2016,13 - 14,276.02,345.55,345.55,345.55,345.55,357.91,260.65,345.55,227.06,227.06,227.06,306.31,306.31,237.25,357.91,425.17,425.17,
30-06-2016,14 - 15,272.06,344.04,344.04,344.04,344.04,345.83,243.38,344.04,226.97,226.97,226.97,302.25,302.25,236.97,345.83,425.07,425.07,
30-06-2016,15 - 16,268.38,328.1,328.1,328.1,328.1,332.63,246.87,328.1,226.03,226.03,226.03,304.14,304.14,237.06,332.63,424.6,424.6,
30-06-2016,16 - 17,261.87,304.89,304.89,304.89,304.89,304.89,247.91,304.89,225.93,225.93,225.93,282.16,282.16,242.25,304.89,396.49,396.49,
30-06-2016,17 - 18,262.16,295.17,295.17,295.17,295.17,295.17,280.84,295.17,225.46,225.46,225.46,279.33,279.33,240.65,295.17,396.58,396.58,
30-06-2016,18 - 19,267.91,330.83,330.83,330.83,330.83,330.83,322.91,330.83,224.8,224.8,224.8,275.55,275.55,240.27,330.83,382.15,382.15,
30-06-2016,19 - 20,271.68,361.11,361.11,361.11,361.11,361.11,361.11,361.11,224.52,224.52,224.52,279.04,279.04,240.08,361.11,380.55,380.55,
30-06-2016,20 - 21,264.33,329.32,329.32,329.32,329.32,329.32,329.32,329.32,224.8,224.8,224.8,272.06,272.06,239.61,329.32,394.04,394.04,
30-06-2016,21 - 22,254.42,300.74,300.74,300.74,300.74,300.74,293.48,300.74,224.52,224.52,224.52,268.57,268.57,239.33,300.74,384.98,384.98,
30-06-2016,22 - 23,253.2,305.46,305.46,305.46,305.46,305.46,305.46,305.46,223.39,223.39,223.39,268.38,268.38,229.52,305.46,305.46,305.46,
30-06-2016,23 - 00,236.69,267.91,267.91,267.91,267.91,267.91,261.5,267.91,220.74,220.74,220.74,267.91,267.91,228.67,267.91,283.01,283.01,
1/7/2016,00 - 01,232.76,276.67,276.67,276.67,276.67,276.67,276.67,276.67,221.64,221.64,221.64,276.67,276.67,230.59,276.67,276.67,276.67,
1/7/2016,01 - 02,222.68,238.41,238.41,238.41,238.41,238.41,232.67,238.41,217.02,217.02,217.02,238.41,238.41,229.93,238.41,264.14,264.14,
1/7/2016,02 - 03,218.81,226.73,226.73,226.73,226.73,226.73,220.7,226.73,213.63,213.63,213.63,226.73,226.73,226.73,226.73,256.98,256.98,
1/7/2016,03 - 04,211.27,222.77,222.77,222.77,222.77,222.77,206.47,222.77,206.47,206.47,206.47,222.77,222.77,222.77,222.77,256.04,256.04,
1/7/2016,04 - 05,202.23,222.3,222.3,222.3,222.3,222.3,190.26,222.3,194.78,194.78,194.78,222.3,222.3,222.3,222.3,253.96,253.96,
1/7/2016,05 - 06,223.05,273.66,273.66,273.66,273.66,273.66,211.46,273.66,206.94,206.94,206.94,273.66,273.66,229.27,273.66,273.66,273.66,
1/7/2016,06 - 07,252.93,281.86,281.86,281.86,281.86,305.04,249.16,281.86,223.24,223.24,223.24,281.86,281.86,242.09,305.04,1225.62,1225.62,
1/7/2016,07 - 08,263.86,316.44,316.44,316.44,316.44,326.81,296.93,316.44,223.81,223.81,223.81,282.33,282.33,244.35,326.81,1508.14,1508.14,
1/7/2016,08 - 09,267.34,345.47,345.47,345.47,345.47,357.43,309.28,345.47,225.98,225.98,225.98,284.31,284.31,246.99,357.43,653.61,653.61,
1/7/2016,09 - 10,263.39,314.09,314.09,314.09,314.09,358,226.16,314.09,226.16,226.16,226.16,290.62,290.62,247.37,358,1311.85,1311.85,
1/7/2016,10 - 11,260.75,310.5,310.5,310.5,310.5,359.04,222.77,310.5,222.77,222.77,222.77,291.09,291.09,247.65,359.04,1333.05,1333.05,
1/7/2016,11 - 12,253.96,298.72,298.72,298.72,298.72,361.67,219.19,298.72,219.19,219.19,219.19,289.96,289.96,247.37,361.67,1709.42,1709.42,
1/7/2016,12 - 13,247.56,289.02,289.02,289.02,289.02,332.08,212.59,289.02,212.59,212.59,212.59,289.02,289.02,245.86,332.08,1885.36,1885.36,
1/7/2016,13 - 14,240.39,279.78,279.78,279.78,279.78,327.09,208.17,279.78,208.17,208.17,208.17,279.78,279.78,245.39,327.09,1903.92,1903.92,
1/7/2016,14 - 15,237.1,271.59,271.59,271.59,271.59,312.2,208.17,271.59,208.17,208.17,208.17,271.59,271.59,239.83,312.2,1817.79,1817.79,
1/7/2016,15 - 16,235.78,267.53,267.53,267.53,267.53,307.39,209.39,267.53,209.39,209.39,209.39,267.53,267.53,239.73,307.39,1225.06,1225.06,
1/7/2016,16 - 17,231.06,260.75,260.75,260.75,260.75,260.75,210.62,260.75,210.62,210.62,210.62,260.75,260.75,239.55,260.75,1507.95,1507.95,
1/7/2016,17 - 18,236.06,264.71,264.71,264.71,264.71,264.71,214.76,264.71,214.76,214.76,214.76,264.71,264.71,239.55,264.71,1508.14,1508.14,
1/7/2016,18 - 19,245.11,287.51,287.51,287.51,287.51,287.51,217.02,287.51,217.02,217.02,217.02,263.2,263.2,263.2,287.51,1885.08,1885.08,
1/7/2016,19 - 20,246.14,289.87,289.87,289.87,289.87,291.47,219.19,289.87,219.19,219.19,219.19,263.58,263.58,263.58,291.47,1885.36,1885.36,
1/7/2016,20 - 21,239.17,261.13,261.13,261.13,261.13,261.13,233.04,261.13,219.19,219.19,219.19,261.13,261.13,261.13,261.13,1884.89,1884.89,
1/7/2016,21 - 22,235.87,258.96,258.96,258.96,258.96,258.96,233.42,258.96,217.49,217.49,217.49,258.96,258.96,258.96,258.96,423.68,423.68,
1/7/2016,22 - 23,232.1,259.33,259.33,259.33,259.33,259.33,233.42,259.33,216.08,216.08,216.08,259.33,259.33,248.5,259.33,360.17,360.17,
1/7/2016,23 - 00,227.95,253.3,253.3,253.3,253.3,253.3,211.18,253.3,211.18,211.18,211.18,253.3,253.3,247.56,253.3,312.11,312.11,
2/7/2016,00 - 01,221.91,245.79,245.79,245.79,245.79,245.79,207.15,245.79,207.15,207.15,207.15,245.79,245.79,245.79,245.79,273.53,273.53,
2/7/2016,01 - 02,193.33,198.78,198.78,198.78,198.78,198.78,191.63,198.78,191.63,191.63,191.63,198.78,198.78,198.78,198.78,282.28,282.28,
2/7/2016,02 - 03,179.41,182.42,182.42,182.42,182.42,182.42,182.42,182.42,178.47,178.47,178.47,182.42,182.42,182.42,182.42,272.97,272.97,
2/7/2016,03 - 04,165.4,164.65,164.65,164.65,164.65,164.65,160.7,164.65,164.65,164.65,164.65,164.65,164.65,164.65,164.65,272.22,272.22,
2/7/2016,04 - 05,158.35,157.88,157.88,157.88,157.88,157.88,157.88,157.88,157.88,157.88,157.88,157.88,157.88,157.88,157.88,272.03,272.03,
2/7/2016,05 - 06,156.47,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,257.64,257.64,
2/7/2016,06 - 07,176.78,185.24,185.24,185.24,185.24,185.24,169.16,185.24,174.71,174.71,174.71,185.24,185.24,185.24,185.24,283.03,283.03,
2/7/2016,07 - 08,191.82,212.6,212.6,212.6,212.6,212.6,188.53,212.6,182.89,182.89,182.89,212.6,212.6,212.6,212.6,308.61,308.61,
2/7/2016,08 - 09,212.23,235.17,235.17,235.17,235.17,235.17,201.32,235.17,201.32,201.32,201.32,235.17,235.17,235.17,235.17,395.4,395.4,
2/7/2016,09 - 10,225.39,239.78,239.78,239.78,239.78,239.78,222.95,239.78,217.49,217.49,217.49,239.78,239.78,239.78,239.78,1410.83,1410.83,
2/7/2016,10 - 11,222.95,240.06,240.06,240.06,240.06,240.06,207.24,240.06,212.79,212.79,212.79,240.06,240.06,240.06,240.06,1504.57,1504.57,
2/7/2016,11 - 12,215.99,236.67,236.67,236.67,236.67,236.67,207.15,236.67,207.15,207.15,207.15,236.67,236.67,236.67,236.67,1223.14,1223.14,
2/7/2016,12 - 13,212.51,228.87,228.87,228.87,228.87,228.87,205.64,228.87,205.64,205.64,205.64,228.87,228.87,228.87,228.87,1222.95,1222.95,
2/7/2016,13 - 14,202.35,223.42,223.42,223.42,223.42,223.42,196.15,223.42,194.92,194.92,194.92,223.42,223.42,223.42,223.42,1222.77,1222.77,
2/7/2016,14 - 15,192.86,215.52,215.52,215.52,215.52,215.52,182.42,215.52,183.64,183.64,183.64,215.52,215.52,215.52,215.52,1223.33,1223.33,
2/7/2016,15 - 16,189,216.17,216.17,216.17,216.17,216.17,174.14,216.17,179.13,179.13,179.13,216.17,216.17,216.17,216.17,1223.33,1223.33,
2/7/2016,16 - 17,196.43,227.18,227.18,227.18,227.18,227.18,168.78,227.18,182.04,182.04,182.04,227.18,227.18,227.18,227.18,1223.24,1223.24,
2/7/2016,17 - 18,211.38,236.77,236.77,236.77,236.77,236.77,187.68,236.77,193.33,193.33,193.33,236.77,236.77,236.77,236.77,1222.86,1222.86,
2/7/2016,18 - 19,220.12,236.11,236.11,236.11,236.11,236.11,217.3,236.11,210.35,210.35,210.35,236.11,236.11,236.11,236.11,1222.77,1222.77,
2/7/2016,19 - 20,227.36,238.37,238.37,238.37,238.37,238.37,238.18,238.37,221.35,221.35,221.35,238.37,238.37,238.37,238.37,1222.67,1222.67,
2/7/2016,20 - 21,227.18,239.59,239.59,239.59,239.59,239.59,239.59,239.59,220.41,220.41,220.41,239.59,239.59,239.59,239.59,705.79,705.79,
2/7/2016,21 - 22,224.07,235.36,235.36,235.36,235.36,235.36,235.36,235.36,218.15,218.15,218.15,235.36,235.36,235.36,235.36,395.3,395.3,
2/7/2016,22 - 23,226.05,242.13,242.13,242.13,242.13,242.13,242.13,242.13,214.01,214.01,214.01,242.13,242.13,242.13,242.13,289.24,289.24,
2/7/2016,23 - 00,211.38,215.8,215.8,215.8,215.8,215.8,210.63,215.8,210.63,210.63,210.63,215.8,215.8,215.8,215.8,282.18,282.18,
3/7/2016,00 - 01,203.22,203.32,203.32,203.32,203.32,203.32,169.78,203.32,203.32,203.32,203.32,203.32,203.32,203.32,203.32,394.89,394.89,
3/7/2016,01 - 02,190.35,192.51,192.51,192.51,192.51,192.51,87.57,192.51,192.51,192.51,192.51,192.51,192.51,192.51,192.51,292.11,292.11,
3/7/2016,02 - 03,174,175.41,175.41,175.41,175.41,175.41,74.04,175.41,175.41,175.41,175.41,175.41,175.41,175.41,175.41,291.64,291.64,
3/7/2016,03 - 04,153.99,155.59,155.59,155.59,155.59,155.59,65.49,155.59,155.59,155.59,155.59,155.59,155.59,155.59,155.59,291.54,291.54,
3/7/2016,04 - 05,114.72,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,291.54,291.54,
3/7/2016,05 - 06,113.87,114.06,114.06,114.06,114.06,114.06,114.06,114.06,114.06,114.06,114.06,114.06,114.06,114.06,114.06,282.8,282.8,
3/7/2016,06 - 07,140.56,140.56,140.56,140.56,140.56,140.56,140.56,140.56,140.56,140.56,140.56,140.56,140.56,140.56,140.56,423.27,423.27,
3/7/2016,07 - 08,170.25,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,422.8,422.8,
3/7/2016,08 - 09,169.4,187.06,187.06,187.06,187.06,187.06,171.19,187.06,171.19,171.19,171.19,187.06,187.06,187.06,187.06,423.64,423.64,
3/7/2016,09 - 10,202.19,233.2,233.2,233.2,233.2,233.2,187.91,233.2,187.91,187.91,187.91,233.2,233.2,233.2,233.2,395.36,395.36,
