Elspot Prices in SEK/MWh,,,,,,,,,,,,,,,,,,,
Data was last updated 10-01-2018,,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,FRE
1/1/2016,00 - 01,150.41,150.41,150.41,150.41,150.41,150.41,150.41,150.41,150.41,150.41,150.41,150.41,150.41,150.41,150.41,257.97,257.97,
1/1/2016,01 - 02,147.2,147.2,147.2,147.2,147.2,147.2,147.2,147.2,147.2,147.2,147.2,147.2,147.2,147.2,147.2,147.2,147.2,
1/1/2016,02 - 03,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,144.45,
1/1/2016,03 - 04,142.89,142.89,142.89,142.89,142.89,142.89,142.89,142.89,142.89,142.89,142.89,142.89,142.89,142.89,142.89,142.89,142.89,
1/1/2016,04 - 05,141.97,141.97,141.97,141.97,141.97,141.97,141.97,141.97,141.97,141.97,141.97,141.97,141.97,141.97,141.97,141.97,141.97,
1/1/2016,05 - 06,144.54,144.54,144.54,144.54,144.54,144.54,144.54,144.54,144.54,144.54,144.54,144.54,144.54,144.54,144.54,144.54,144.54,
1/1/2016,06 - 07,140.96,140.96,140.96,140.96,140.96,140.96,140.96,140.96,140.96,140.96,140.96,140.96,140.96,140.96,140.96,140.96,140.96,140.96
1/1/2016,07 - 08,141.05,141.05,141.05,141.05,141.05,141.05,141.05,141.05,141.05,141.05,141.05,141.05,141.05,141.05,141.05,141.05,141.05,141.05
1/1/2016,08 - 09,139.4,139.4,139.4,139.4,139.4,139.4,139.4,139.4,139.4,139.4,139.4,139.4,139.4,139.4,139.4,161.24,161.24,139.4
1/1/2016,09 - 10,141.23,141.23,141.23,141.23,141.23,141.23,141.23,141.23,141.23,141.23,141.23,141.23,141.23,141.23,141.23,321.2,321.2,141.23
1/1/2016,10 - 11,144.81,144.81,144.81,144.81,144.81,144.81,144.81,144.81,144.81,144.81,144.81,144.81,144.81,144.81,144.81,321.75,321.75,144.81
1/1/2016,11 - 12,148.21,148.21,148.21,148.21,148.21,148.21,148.21,148.21,148.21,148.21,148.21,148.21,148.21,148.21,148.21,321.47,321.47,148.21
1/1/2016,12 - 13,151.42,151.42,151.42,151.42,151.42,151.42,151.42,151.42,151.42,151.42,151.42,151.42,151.42,151.42,151.42,321.56,321.56,151.42
1/1/2016,13 - 14,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,153.44,321.65,321.65,153.44
1/1/2016,14 - 15,157.57,157.57,157.57,157.57,157.57,157.57,157.57,157.57,157.57,157.57,157.57,157.57,157.57,157.57,157.57,321.84,321.84,157.57
1/1/2016,15 - 16,165.19,165.19,165.19,165.19,165.19,165.19,165.19,165.19,165.19,165.19,165.19,165.19,165.19,165.19,165.19,365.34,365.34,165.19
1/1/2016,16 - 17,169.68,169.41,169.41,170.05,170.05,170.05,170.05,170.05,170.05,170.05,170.05,169.41,169.41,169.41,170.05,365.34,365.34,170.05
1/1/2016,17 - 18,172.53,169.87,169.87,175.37,175.37,175.37,175.37,175.37,175.37,175.37,175.37,169.87,169.87,169.87,175.37,365.34,365.34,175.37
1/1/2016,18 - 19,170.88,170.88,170.88,171.43,171.43,171.43,171.43,171.43,171.43,171.43,171.43,170.88,170.88,170.88,171.43,365.34,365.34,171.43
1/1/2016,19 - 20,164.45,164.54,164.54,164.54,164.54,164.54,164.54,164.54,164.54,164.54,164.54,164.54,164.54,164.54,164.54,327.53,327.53,164.54
1/1/2016,20 - 21,162.16,162.34,162.34,162.34,162.34,162.34,162.34,162.34,162.34,162.34,162.34,162.34,162.34,162.34,162.34,321.93,321.93,162.34
1/1/2016,21 - 22,159.4,159.04,159.04,159.04,159.04,177.02,159.04,159.04,159.04,159.04,159.04,159.04,159.04,159.04,177.02,306.79,306.79,177.02
1/1/2016,22 - 23,154.54,153.71,153.71,153.71,153.71,202.26,153.71,153.71,153.71,153.71,153.71,153.71,153.71,153.71,202.26,248.51,248.51,
1/1/2016,23 - 00,148.94,149.13,149.13,149.13,149.13,149.13,149.13,149.13,149.13,149.13,149.13,149.13,149.13,149.13,149.13,184.27,184.27,
2/1/2016,00 - 01,149.65,151.39,151.39,151.39,151.39,151.39,6.16,151.39,151.39,151.39,151.39,151.39,151.39,151.39,151.39,151.39,151.39,
2/1/2016,01 - 02,145.69,146.06,146.06,146.06,146.06,146.06,91,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.06,183.93,183.93,
2/1/2016,02 - 03,138.06,138.16,138.16,138.16,138.16,138.16,138.16,138.16,138.16,138.16,138.16,138.16,138.16,138.16,138.16,166.1,166.1,
2/1/2016,03 - 04,121.15,121.24,121.24,121.24,121.24,121.24,117.38,121.24,121.24,121.24,121.24,121.24,121.24,121.24,121.24,176.58,176.58,
2/1/2016,04 - 05,116.65,116.65,116.65,116.65,116.65,116.65,103.59,116.65,116.65,116.65,116.65,116.65,116.65,116.65,116.65,178.51,178.51,
2/1/2016,05 - 06,118.94,118.94,118.94,118.94,118.94,118.94,109.48,118.94,118.94,118.94,118.94,118.94,118.94,118.94,118.94,176.58,176.58,
2/1/2016,06 - 07,124.83,124.92,124.92,124.92,124.92,124.92,116,124.92,124.92,124.92,124.92,124.92,124.92,124.92,124.92,186.51,186.51,
2/1/2016,07 - 08,132.09,130.99,130.99,130.99,130.99,159.67,127.13,130.99,130.99,130.99,130.99,130.99,130.99,130.99,159.67,327.97,327.97,159.67
2/1/2016,08 - 09,144.68,144.31,144.31,144.31,144.31,177.77,148.18,144.31,144.31,144.31,144.31,144.31,144.31,144.31,177.77,340.84,340.84,177.77
2/1/2016,09 - 10,144.68,144.5,144.5,144.5,144.5,183.47,144.5,144.5,144.5,144.5,144.5,144.5,144.5,144.5,183.47,340.56,340.56,183.47
2/1/2016,10 - 11,146.98,146.8,146.8,146.8,146.8,183.01,146.8,146.8,146.8,146.8,146.8,146.8,146.8,146.8,183.01,340.84,340.84,183.01
2/1/2016,11 - 12,147.72,148.36,148.36,148.36,148.36,148.36,146.89,148.36,148.36,146.89,148.36,148.36,148.36,148.36,148.36,340.93,340.93,148.36
2/1/2016,12 - 13,146.06,145.88,145.88,145.88,145.88,145.88,145.88,145.88,145.88,145.88,145.88,147.62,147.62,147.62,145.88,340.93,340.93,145.88
2/1/2016,13 - 14,147.16,146.89,146.89,146.89,146.89,183.56,146.89,146.89,146.89,146.89,146.89,147.81,147.81,147.81,183.56,340.93,340.93,183.56
2/1/2016,14 - 15,148.91,148.18,148.18,148.18,148.18,255.17,146.98,148.18,148.18,146.98,148.18,148.27,148.27,148.27,255.17,365.84,365.84,255.17
2/1/2016,15 - 16,154.24,152.31,152.31,152.31,152.31,366.67,146.98,152.31,152.31,146.98,152.31,152.31,152.31,152.31,366.67,366.67,366.67,366.67
2/1/2016,16 - 17,161.23,158.93,158.93,158.93,158.93,366.67,149.09,158.93,158.93,149.09,158.93,158.93,158.93,158.93,366.67,366.67,366.67,366.67
2/1/2016,17 - 18,164.72,161.04,161.04,161.04,161.04,366.49,151.76,161.04,161.04,151.76,161.04,161.04,161.04,161.04,366.49,366.49,366.49,366.49
2/1/2016,18 - 19,161.87,159.67,159.67,159.67,159.67,366.67,150.47,159.67,159.67,150.47,159.67,159.67,159.67,159.67,366.67,366.67,366.67,366.67
2/1/2016,19 - 20,155.9,155.8,155.8,155.8,155.8,319.7,147.81,155.8,155.8,147.81,155.8,155.8,155.8,155.8,319.7,366.39,366.39,319.7
2/1/2016,20 - 21,153.51,152.22,152.22,152.22,152.22,276.5,148.45,152.22,152.22,148.45,152.22,152.22,152.22,152.22,276.5,366.03,366.03,276.5
2/1/2016,21 - 22,148.36,145.51,145.51,145.51,145.51,288.26,145.51,145.51,145.51,145.51,145.51,145.51,145.51,145.51,288.26,328.15,328.15,288.26
2/1/2016,22 - 23,147.35,145.42,145.42,145.42,145.42,249.38,145.42,145.42,145.42,145.42,145.42,145.42,145.42,145.42,249.38,268.41,268.41,249.38
2/1/2016,23 - 00,142.11,140.73,140.73,140.73,140.73,217.02,140.73,140.73,140.73,140.73,140.73,140.73,140.73,140.73,217.02,249.29,249.29,217.02
3/1/2016,00 - 01,147.16,146.98,146.98,146.98,146.98,165,64.25,146.98,146.98,146.98,146.98,146.98,146.98,146.98,165,232.74,232.74,165
3/1/2016,01 - 02,143.3,145.88,145.88,145.88,145.88,145.88,-0.09,145.88,145.88,145.88,145.88,145.88,145.88,145.88,145.88,178.42,178.42,145.88
3/1/2016,02 - 03,144.13,144.87,144.87,144.87,144.87,144.87,2.11,144.87,144.87,144.87,144.87,144.87,144.87,144.87,144.87,171.34,171.34,144.87
3/1/2016,03 - 04,142.94,143.3,143.3,143.3,143.3,143.3,41.46,143.3,143.3,143.3,143.3,143.3,143.3,143.3,143.3,178.42,178.42,143.3
3/1/2016,04 - 05,140.55,144.22,144.22,144.22,144.22,144.22,37.87,144.22,144.22,132.64,144.22,144.22,144.22,144.22,144.22,176.67,176.67,144.22
3/1/2016,05 - 06,143.21,145.51,145.51,145.51,145.51,145.51,62.14,145.51,145.51,137.51,145.51,145.51,145.51,145.51,145.51,178.88,178.88,145.51
3/1/2016,06 - 07,138.43,137.7,137.7,137.7,137.7,137.7,6.89,137.7,137.7,137.7,137.7,146.06,146.06,146.06,137.7,327.97,327.97,137.7
3/1/2016,07 - 08,142.66,142.75,142.75,142.75,142.75,142.75,39.25,142.75,142.75,142.75,142.75,145.6,145.6,145.6,142.75,366.58,366.58,142.75
3/1/2016,08 - 09,145.05,145.14,145.14,145.14,145.14,145.14,83.74,145.14,145.14,145.14,145.14,147.62,147.62,147.62,145.14,413.73,413.73,145.14
3/1/2016,09 - 10,149.19,150.38,150.38,150.38,150.38,150.38,146.34,150.38,150.38,148.63,150.38,150.38,150.38,150.38,150.38,414.47,414.47,150.38
3/1/2016,10 - 11,155.16,157.64,157.64,157.64,157.64,157.64,153.51,157.64,157.64,151.12,157.64,157.64,157.64,157.64,157.64,413.64,413.64,157.64
3/1/2016,11 - 12,161.6,164.9,164.9,164.9,164.9,164.9,151.58,164.9,164.9,151.58,164.9,164.9,164.9,164.9,164.9,413.73,413.73,164.9
3/1/2016,12 - 13,161.32,164.9,164.9,164.9,164.9,164.9,150.47,164.9,164.9,150.47,164.9,164.9,164.9,164.9,164.9,413.73,413.73,164.9
3/1/2016,13 - 14,157.92,162.33,162.33,162.33,162.33,162.33,150.29,162.33,162.33,150.29,162.33,162.33,162.33,162.33,162.33,413.73,413.73,162.33
3/1/2016,14 - 15,160.03,162.33,162.33,162.33,162.33,215.09,150.29,162.33,162.33,150.29,162.33,162.33,162.33,162.33,215.09,413.64,413.64,215.09
3/1/2016,15 - 16,160.58,161.78,161.78,161.78,161.78,250.02,149.83,161.78,161.78,149.83,161.78,161.78,161.78,161.78,250.02,414.56,414.56,250.02
3/1/2016,16 - 17,171.16,171.06,171.06,171.06,171.06,263.99,151.21,171.06,171.06,151.21,171.06,171.06,171.06,171.06,263.99,414.01,414.01,263.99
3/1/2016,17 - 18,176.21,175.66,175.66,175.66,175.66,249.29,158.29,175.66,175.66,158.29,175.66,175.66,175.66,175.66,249.29,414.01,414.01,249.29
3/1/2016,18 - 19,173.18,173.36,173.36,173.36,173.36,235.04,154.7,173.36,173.36,154.7,173.36,173.36,173.36,173.36,235.04,459.97,459.97,235.04
3/1/2016,19 - 20,168.58,170.14,170.14,170.14,170.14,229.71,151.48,170.14,170.14,151.48,170.14,170.14,170.14,170.14,229.71,366.49,366.49,229.71
3/1/2016,20 - 21,164.54,166.19,166.19,166.19,166.19,179.98,151.02,166.19,166.19,151.02,166.19,166.19,166.19,166.19,179.98,366.67,366.67,179.98
3/1/2016,21 - 22,161.04,162.88,162.88,162.88,162.88,202.41,151.02,162.88,162.88,151.02,162.88,162.88,162.88,162.88,202.41,327.97,327.97,202.41
3/1/2016,22 - 23,154.33,156.54,156.54,156.54,156.54,192.85,156.54,156.54,156.54,149.46,156.54,156.54,156.54,156.54,192.85,293.13,293.13,192.85
3/1/2016,23 - 00,144.04,144.68,144.68,144.68,144.68,144.68,132.64,144.68,144.68,144.68,144.68,145.97,145.97,145.97,144.68,239.54,239.54,144.68
4/1/2016,00 - 01,145.51,146.7,146.7,146.7,146.7,146.7,126.67,146.7,146.7,145.79,146.7,146.7,146.7,146.7,146.7,279.16,279.16,146.7
4/1/2016,01 - 02,143.03,145.33,145.33,145.33,145.33,145.33,117.38,145.33,145.33,143.3,145.33,145.33,145.33,145.33,145.33,274.93,274.93,145.33
4/1/2016,02 - 03,141.65,143.03,143.03,143.03,143.03,143.03,97.07,143.03,143.03,141.83,143.03,143.03,143.03,143.03,143.03,239.73,239.73,143.03
4/1/2016,03 - 04,141.92,143.12,143.12,143.12,143.12,143.12,35.57,143.12,143.12,143.03,143.12,143.12,143.12,143.12,143.12,239.73,239.73,143.12
4/1/2016,04 - 05,144.59,146.34,146.34,146.34,146.34,146.34,29.41,146.34,146.34,145.79,146.34,146.34,146.34,146.34,146.34,290.1,290.1,146.34
4/1/2016,05 - 06,149.09,154.06,154.06,154.06,154.06,249.65,79.69,154.06,154.06,146.15,154.06,154.06,154.06,154.06,249.65,471.64,471.64,249.65
4/1/2016,06 - 07,166.38,165.55,165.55,165.55,165.55,312.8,165.55,165.55,165.55,150.75,165.55,165.55,165.55,165.55,312.8,471.73,471.73,312.8
4/1/2016,07 - 08,185.68,179.61,179.61,179.61,179.61,316.85,179.61,179.61,179.61,177.77,179.61,179.61,179.61,179.61,316.85,471.83,471.83,316.85
4/1/2016,08 - 09,199.1,188.34,188.34,188.34,188.34,316.76,188.34,188.34,188.34,188.34,188.34,188.34,188.34,188.34,316.76,471.83,471.83,316.76
4/1/2016,09 - 10,192.76,188.34,188.34,188.34,188.34,312.99,188.34,188.34,188.34,188.34,188.34,188.34,188.34,188.34,312.99,471.83,471.83,312.99
4/1/2016,10 - 11,193.22,188.16,188.16,188.16,188.16,313.26,188.16,188.16,188.16,188.16,188.16,188.16,188.16,188.16,313.26,471.83,471.83,313.26
4/1/2016,11 - 12,190.64,185.13,185.13,185.13,185.13,313.26,185.13,185.13,185.13,185.13,185.13,185.13,185.13,185.13,313.26,471.83,471.83,313.26
4/1/2016,12 - 13,187.79,182.46,182.46,182.46,182.46,313.26,182.46,182.46,182.46,182.46,182.46,182.46,182.46,182.46,313.26,471.83,471.83,313.26
4/1/2016,13 - 14,187.7,182.28,182.28,182.28,182.28,316.3,182.28,182.28,182.28,182.28,182.28,182.28,182.28,182.28,316.3,471.83,471.83,316.3
4/1/2016,14 - 15,189.45,182.74,182.74,182.74,182.74,316.57,182.74,182.74,182.74,182.74,182.74,182.74,182.74,182.74,316.57,471.83,471.83,316.57
4/1/2016,15 - 16,192.57,184.67,184.67,184.67,184.67,317.03,184.67,184.67,184.67,184.67,184.67,184.67,184.67,184.67,317.03,471.83,471.83,317.03
4/1/2016,16 - 17,207.83,191.93,191.93,202.78,202.78,316.76,191.1,202.78,202.78,191.1,191.1,191.93,191.93,191.93,316.76,471.83,471.83,316.76
4/1/2016,17 - 18,217.21,190.83,190.83,261.79,261.79,316.57,193.68,261.79,261.79,193.68,193.68,190.83,190.83,190.83,316.57,471.83,471.83,316.57
4/1/2016,18 - 19,199.93,188.8,188.8,188.8,188.8,316.66,188.8,188.8,188.8,188.8,188.8,188.8,188.8,188.8,316.66,471.73,471.73,316.66
4/1/2016,19 - 20,187.7,181.73,181.73,181.73,181.73,316.48,181.73,181.73,181.73,181.73,181.73,181.73,181.73,181.73,316.48,471.73,471.73,316.48
4/1/2016,20 - 21,178.69,175.11,175.11,175.11,175.11,308.3,175.11,175.11,175.11,175.11,175.11,175.11,175.11,175.11,308.3,441.86,441.86,308.3
4/1/2016,21 - 22,173.27,170.05,170.05,170.05,170.05,302.97,170.05,170.05,170.05,170.05,170.05,170.05,170.05,170.05,302.97,441.22,441.22,302.97
4/1/2016,22 - 23,164.63,162.79,162.79,162.79,162.79,220.24,162.79,162.79,162.79,162.79,162.79,162.79,162.79,162.79,220.24,321.54,321.54,220.24
4/1/2016,23 - 00,157,156.54,156.54,156.54,156.54,175.57,156.54,156.54,156.54,156.54,156.54,156.54,156.54,156.54,175.57,284.49,284.49,175.57
5/1/2016,00 - 01,162.13,162.13,162.13,162.13,162.13,162.13,162.13,162.13,162.13,162.13,162.13,162.13,162.13,162.13,162.13,278.95,278.95,162.13
5/1/2016,01 - 02,158.92,158.92,158.92,158.92,158.92,158.92,158.92,158.92,158.92,158.92,158.92,158.92,158.92,158.92,158.92,266.57,266.57,158.92
5/1/2016,02 - 03,158.09,158.09,158.09,158.09,158.09,158.09,158.09,158.09,158.09,158.09,158.09,158.09,158.09,158.09,158.09,275.65,275.65,158.09
5/1/2016,03 - 04,158.83,158.83,158.83,158.83,158.83,158.83,158.83,158.83,158.83,158.83,158.83,158.83,158.83,158.83,158.83,275.74,275.74,158.83
5/1/2016,04 - 05,161.94,161.94,161.94,161.94,161.94,161.94,161.94,161.94,161.94,161.94,161.94,161.94,161.94,161.94,161.94,288.31,288.31,161.94
5/1/2016,05 - 06,167.08,164.33,164.33,164.33,164.33,302.52,164.33,164.33,164.33,164.33,164.33,164.33,164.33,164.33,302.52,344.61,344.61,302.52
5/1/2016,06 - 07,178.27,172.4,172.4,172.4,172.4,312.52,172.4,172.4,172.4,172.4,172.4,172.4,172.4,172.4,312.52,440.81,440.81,312.52
5/1/2016,07 - 08,208.34,188.08,188.08,188.08,188.08,315.82,188.08,188.08,188.08,188.08,188.08,188.08,188.08,188.08,315.82,504.72,504.72,315.82
5/1/2016,08 - 09,243.47,207.06,207.06,207.06,207.06,315.54,207.06,207.06,207.06,207.06,207.06,207.06,207.06,181.2,315.54,505.18,505.18,315.54
5/1/2016,09 - 10,245.12,212.1,212.1,212.1,212.1,312.43,199.27,212.1,212.1,199.27,199.27,212.1,212.1,182.94,312.43,505.36,505.36,312.43
5/1/2016,10 - 11,248.97,212.84,212.84,212.84,212.84,313.89,199.72,212.84,212.84,199.72,199.72,212.84,212.84,183.59,313.89,505.27,505.27,313.89
5/1/2016,11 - 12,239.43,200.92,200.92,200.92,200.92,312.61,198.44,200.92,200.92,198.44,198.44,200.92,200.92,184.23,312.61,505.55,505.55,312.61
5/1/2016,12 - 13,218.34,195.23,195.23,195.23,195.23,312.43,191.75,195.23,195.23,191.75,191.75,195.23,195.23,183.04,312.43,505.27,505.27,312.43
5/1/2016,13 - 14,207.06,192.39,192.39,192.39,192.39,315.45,189,192.39,192.39,189,189,192.39,192.39,181.66,315.45,505.36,505.36,315.45
5/1/2016,14 - 15,215.68,192.85,192.85,192.85,192.85,328.93,189.18,192.85,192.85,189.18,189.18,192.85,192.85,182.03,328.93,505.36,505.36,328.93
5/1/2016,15 - 16,248.51,212.47,212.47,212.47,212.47,504.81,189.91,212.47,212.47,189.91,189.91,212.47,212.47,182.76,504.81,505.27,505.27,504.81
5/1/2016,16 - 17,310.22,284.09,284.09,284.09,284.09,421.18,192.21,284.09,284.09,192.21,192.21,284.09,284.09,284.09,421.18,505.46,505.46,421.18
5/1/2016,17 - 18,312.61,317.56,317.56,317.56,317.56,349.2,194.68,317.56,317.56,194.68,194.68,317.56,317.56,317.56,349.2,505.36,505.36,349.2
5/1/2016,18 - 19,256.12,221.73,221.73,221.73,221.73,505,189.64,221.73,221.73,189.64,189.64,221.73,221.73,221.73,505,505,505,505
5/1/2016,19 - 20,218.16,191.01,191.01,191.01,191.01,334.53,187.8,191.01,191.01,187.8,187.8,191.01,191.01,191.01,334.53,504.36,504.36,334.53
5/1/2016,20 - 21,190.19,182.39,182.39,182.39,182.39,316.37,182.39,182.39,182.39,182.39,182.39,182.39,182.39,182.39,316.37,449.7,449.7,316.37
5/1/2016,21 - 22,185.05,177.81,177.81,177.81,177.81,328.47,177.81,177.81,177.81,177.81,177.81,177.81,177.81,177.81,328.47,379.09,379.09,328.47
5/1/2016,22 - 23,176.43,171.76,171.76,171.76,171.76,310.41,171.76,171.76,171.76,171.76,171.76,171.76,171.76,171.76,310.41,327.56,327.56,310.41
5/1/2016,23 - 00,167.26,164.79,164.79,164.79,164.79,229.71,164.79,164.79,164.79,164.79,164.79,164.79,164.79,164.79,229.71,305,305,229.71
6/1/2016,00 - 01,185.76,184.56,184.56,184.56,184.56,257.86,184.56,184.56,184.56,184.56,184.56,184.56,184.56,184.56,257.86,307.55,307.55,257.86
6/1/2016,01 - 02,181.98,180.97,180.97,180.97,180.97,217.66,180.97,180.97,180.97,180.97,180.97,180.97,180.97,180.97,217.66,290.68,290.68,217.66
6/1/2016,02 - 03,179.13,178.2,178.2,178.2,178.2,200.7,178.2,178.2,178.2,178.2,178.2,178.2,178.2,178.2,200.7,278.32,278.32,200.7
6/1/2016,03 - 04,179.49,178.39,178.39,178.39,178.39,206.69,178.39,178.39,178.39,178.39,178.39,178.39,178.39,178.39,206.69,277.31,277.31,206.69
6/1/2016,04 - 05,182.17,179.86,179.86,179.86,179.86,239.6,179.86,179.86,179.86,179.86,179.86,179.86,179.86,179.86,239.6,290.58,290.58,239.6
6/1/2016,05 - 06,186.32,182.63,182.63,182.63,182.63,303.67,182.63,182.63,182.63,182.63,182.63,182.63,182.63,182.63,303.67,344.24,344.24,303.67
6/1/2016,06 - 07,194.8,188.99,188.99,188.99,188.99,313.63,188.99,188.99,188.99,188.99,188.99,188.99,188.99,188.99,313.63,461.5,461.5,313.63
6/1/2016,07 - 08,229,203.37,203.37,203.37,203.37,313.91,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,313.91,461.6,461.6,313.91
6/1/2016,08 - 09,260.07,232.23,232.23,232.23,232.23,314,232.23,232.23,232.23,232.23,232.23,232.23,232.23,232.23,314,507.32,507.32,314
6/1/2016,09 - 10,313.54,260.34,260.34,260.34,260.34,314.28,260.34,260.34,260.34,260.34,260.34,260.34,260.34,260.34,314.28,415.13,415.13,314.28
6/1/2016,10 - 11,329.86,322.39,322.39,322.39,322.39,322.39,322.39,322.39,322.39,322.39,322.39,322.39,322.39,322.39,322.39,415.13,415.13,322.39
6/1/2016,11 - 12,361.94,349.86,349.86,349.86,349.86,349.86,349.86,349.86,349.86,349.86,349.86,349.86,349.86,349.86,349.86,406.37,406.37,349.86
6/1/2016,12 - 13,355.12,344.51,344.51,344.51,344.51,344.51,344.51,344.51,344.51,344.51,344.51,344.51,344.51,344.51,344.51,461.23,461.23,344.51
6/1/2016,13 - 14,356.96,337.51,337.51,337.51,337.51,337.51,337.51,337.51,337.51,337.51,337.51,337.51,337.51,337.51,337.51,406.47,406.47,337.51
6/1/2016,14 - 15,321.84,274.27,274.27,274.27,274.27,326.72,274.27,274.27,274.27,274.27,274.27,274.27,274.27,274.27,326.72,406.47,406.47,326.72
6/1/2016,15 - 16,354.29,332.25,332.25,332.25,332.25,508.06,259.7,332.25,332.25,259.7,259.7,332.25,332.25,332.25,508.06,508.06,508.06,508.06
6/1/2016,16 - 17,391.35,380.56,380.56,380.56,380.56,508.06,260.25,380.56,380.56,260.25,260.25,380.56,380.56,380.56,508.06,508.06,508.06,508.06
6/1/2016,17 - 18,427.85,414.39,414.39,414.39,414.39,507.97,272.88,414.39,414.39,272.88,272.88,414.39,414.39,414.39,507.97,507.97,507.97,507.97
6/1/2016,18 - 19,418.08,428.31,428.31,428.31,428.31,507.87,259.88,428.31,428.31,259.88,259.88,428.31,428.31,428.31,507.87,507.87,507.87,507.87
6/1/2016,19 - 20,334.19,395.4,395.4,395.4,395.4,406.37,247.71,395.4,395.4,247.71,247.71,395.4,395.4,395.4,406.37,406.37,406.37,406.37
6/1/2016,20 - 21,282.84,229.28,229.28,229.28,229.28,317.59,229.28,229.28,229.28,229.28,229.28,229.28,229.28,229.28,317.59,406.47,406.47,317.59
6/1/2016,21 - 22,247.9,203.37,203.37,203.37,203.37,342.95,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,342.95,344.15,344.15,342.95
6/1/2016,22 - 23,198.39,188.71,188.71,188.71,188.71,317.87,188.71,188.71,188.71,188.71,188.71,188.71,188.71,188.71,317.87,318.61,318.61,317.87
6/1/2016,23 - 00,185.12,178.57,178.57,178.57,178.57,290.58,178.57,178.57,178.57,178.57,178.57,178.57,178.57,178.57,290.58,295.75,295.75,290.58
7/1/2016,00 - 01,209.98,208.78,208.78,208.78,208.78,268.71,202.59,208.78,208.78,202.59,202.59,208.78,208.78,208.78,268.71,319.31,319.31,268.71
7/1/2016,01 - 02,202.04,200.84,200.84,200.84,200.84,250.8,200.84,200.84,200.84,200.84,200.84,200.84,200.84,200.84,250.8,311.65,311.65,250.8
7/1/2016,02 - 03,199.82,198.53,198.53,198.53,198.53,250.61,198.53,198.53,198.53,198.53,198.53,198.53,198.53,198.53,250.61,301.21,301.21,250.61
7/1/2016,03 - 04,200.93,198.72,198.72,198.72,198.72,257.81,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,257.81,294.01,294.01,257.81
7/1/2016,04 - 05,206.75,201.58,201.58,201.58,201.58,301.58,199.45,201.58,201.58,199.45,199.45,201.58,201.58,201.58,301.58,301.58,301.58,301.58
7/1/2016,05 - 06,244.24,223.46,223.46,223.46,223.46,376.38,199.64,223.46,223.46,199.64,199.64,223.46,223.46,223.46,376.38,376.38,376.38,376.38
7/1/2016,06 - 07,308.78,249.96,249.96,249.96,249.96,526.52,204.63,249.96,249.96,204.63,204.63,249.96,249.96,249.96,526.52,526.52,526.52,526.52
7/1/2016,07 - 08,507.59,667.25,667.25,667.25,667.25,667.25,256.71,667.25,667.25,256.71,256.71,667.25,667.25,667.25,667.25,667.25,667.25,667.25
7/1/2016,08 - 09,551.27,922.75,922.75,922.75,922.75,922.75,281.45,922.75,922.75,281.45,281.45,922.75,922.75,922.75,922.75,922.75,922.75,922.75
7/1/2016,09 - 10,535.85,735.03,735.03,735.03,735.03,735.03,270.93,735.03,735.03,270.93,270.93,735.03,735.03,735.03,735.03,735.03,735.03,735.03
7/1/2016,10 - 11,526.71,691.72,691.72,691.72,691.72,691.72,270.28,691.72,691.72,270.28,270.28,691.72,691.72,691.72,691.72,691.72,691.72,691.72
7/1/2016,11 - 12,507.32,566.69,566.69,566.69,566.69,566.69,249.69,566.69,566.69,249.69,249.69,566.69,566.69,566.69,566.69,566.69,566.69,566.69
7/1/2016,12 - 13,440.83,553.21,553.21,553.21,553.21,553.21,262.61,553.21,553.21,262.61,262.61,553.21,553.21,553.21,553.21,553.21,553.21,553.21
7/1/2016,13 - 14,396.14,571.12,571.12,571.12,571.12,571.12,240.82,571.12,571.12,240.82,240.82,571.12,571.12,571.12,571.12,571.12,571.12,571.12
7/1/2016,14 - 15,403.62,551.18,551.18,551.18,551.18,551.18,229.46,551.18,551.18,229.46,229.46,551.18,551.18,551.18,551.18,551.18,551.18,551.18
7/1/2016,15 - 16,459.21,604.09,604.09,604.09,604.09,923.12,217.92,604.09,604.09,217.92,217.92,604.09,604.09,604.09,923.12,923.12,923.12,923.12
7/1/2016,16 - 17,550.35,922.85,922.85,922.85,922.85,922.85,212.38,922.85,922.85,212.38,212.38,922.85,922.85,922.85,922.85,922.85,922.85,922.85
7/1/2016,17 - 18,536.4,901.15,901.15,901.15,901.15,901.15,229.19,901.15,901.15,229.19,229.19,901.15,901.15,901.15,901.15,901.15,901.15,901.15
7/1/2016,18 - 19,384.41,645.73,645.73,645.73,645.73,645.92,211.46,645.73,241.28,211.46,211.46,645.73,645.73,645.73,645.92,645.92,645.92,645.92
